image,diam_max,diam_mean,diam_mode,length,area,width,depth,width_depth_ratio,com_x,com_x,ellips_025,ellips_050,ellips_075,ellips_100,rect_020,rect_040,rect_060,rect_080,directionality,tip_count,cross_hori_0_mean,cross_hori_0_max,cross_hori_1_mean,cross_hori_1_max,cross_hori_2_mean,cross_hori_2_max,cross_hori_3_mean,cross_hori_3_max,cross_vert_mean,cross_vert_max,coord_x0,coord_x1,coord_x2,coord_x3,coord_x4,coord_x5,coord_x6,coord_x7,coord_x8,coord_x9
sim-15-1-0.01-0.2-5-1.3-0.19-1-20.rsml.jpg,2.9430134,0.85363847,0.13377334,171229.88,16366.499,103.808105,186.21248,0.5574713,0.5702711,0.33958668,0.22345826,0.3583473,0.26037845,0.13984224,0.3592137,0.20657158,0.13668723,0.0980179,39.751614,208.0,1920.0,10900.0,1012.6437,2900.0,374.71265,1800.0,125.86207,200.0,1440.0,10000.0,0.5,0.23453608,0.43814433,0.3724227,0.496134,0.5270619,0.51417524,0.9381443,0.89304125,0.53994846
sim-15-1-0.01-0.2-5-1.3-0.19-2-20.rsml.jpg,1.9367499,0.5315026,0.12911667,165269.33,16987.621,98.77425,178.9557,0.5519481,0.5467517,0.32947895,0.18228596,0.25297946,0.24306062,0.17945853,0.34169403,0.12595008,0.06707558,0.050491,44.730236,170.0,2110.063,18400.0,1053.7572,4300.0,344.50867,1000.0,110.404625,200.0,1606.7385,5700.0,0.64705884,0.1882353,0.043137256,0.0026143792,0.3006536,0.33071896,0.4248366,0.98039216,0.9385621,0.69673204
sim-15-1-0.01-0.2-5-1.3-0.19-3-20.rsml.jpg,5.07873,0.8086001,0.11811,226771.2,24339.992,94.488,245.31448,0.3851709,0.45281792,0.34001127,0.25665885,0.36288512,0.25103965,0.08753439,0.34220856,0.25408217,0.16645558,0.09241116,25.126389,95.0,2061.8257,7600.0,952.3077,2500.0,405.76923,2200.0,117.30769,200.0,2157.2864,13800.0,0.38375,0.1275,0.24625,0.34875,0.28625,0.31875,0.57625,0.77625,0.7075,0.42
sim-15-1-0.01-0.2-5-1.3-0.19-4-20.rsml.jpg,2.9358168,0.55529165,0.15451667,197781.34,15369.31,119.44138,212.15138,0.56300074,0.3567884,0.33363158,0.2368122,0.29124233,0.2543859,0.1457971,0.36912745,0.17380638,0.10672887,0.033689566,41.039074,131.0,1676.7296,6100.0,958.72095,6400.0,333.72092,1200.0,129.06976,200.0,1320.5804,10200.0,0.39068565,0.07373868,0.15523933,0.095730916,0.12031048,0.14489004,0.1694696,0.9896507,0.79560155,0.44113842
sim-15-1-0.01-0.2-5-1.3-0.19-5-20.rsml.jpg,2.92608,0.77056855,0.12192,234086.39,24682.947,94.85376,253.5936,0.37403846,0.39656723,0.35102758,0.22403829,0.28863138,0.26468003,0.13692628,0.31307667,0.21662913,0.10334302,0.04340782,21.836327,136.0,1817.0125,10800.0,1031.9231,6300.0,391.92307,1600.0,140.38461,200.0,2158.8542,13700.0,0.437018,0.24807198,0.11568123,0.10411311,0.08483291,0.11696658,0.21079692,0.99357325,0.78791773,0.48586118
sim-15-1-0.01-0.2-5-1.3-0.21-1-20.rsml.jpg,3.7579298,0.8217981,0.17081499,218643.19,18404.633,134.60222,238.97017,0.5632595,0.48204583,0.33198857,0.21520984,0.27955562,0.29990906,0.15886436,0.34701055,0.16719878,0.10763276,0.06525532,30.18981,190.0,1790.1841,8200.0,1034.2858,2700.0,378.85715,1700.0,114.28571,200.0,1453.9642,11900.0,0.37944162,0.17766498,0.15101522,0.37182742,0.4314721,0.4543147,0.93654823,0.930203,0.9543147,0.41878173
sim-15-1-0.01-0.2-5-1.3-0.21-2-20.rsml.jpg,3.19786,0.87548447,0.13324416,255828.8,27133.041,104.463425,280.21246,0.37280077,0.42667082,0.33750573,0.2166485,0.36020508,0.26025614,0.12790103,0.34422544,0.21731636,0.14398873,0.093039475,28.510933,144.0,1817.4089,13800.0,1165.3993,6100.0,334.60077,3400.0,132.3194,1600.0,2285.8247,14600.0,0.3469388,0.12755102,0.2780612,0.35204083,0.43239796,0.4630102,0.40816328,0.9502551,0.70790815,0.39158162
sim-15-1-0.01-0.2-5-1.3-0.21-3-20.rsml.jpg,2.3399749,0.75177836,0.15599833,199677.86,18431.203,121.0547,218.86566,0.5531005,0.5174065,0.32635903,0.18363097,0.2269234,0.24792214,0.2623191,0.3253322,0.1006771,0.06776132,0.050241217,46.523434,202.0,1992.5927,6000.0,1152.5714,4500.0,341.14285,1400.0,121.71429,200.0,1600.7854,12300.0,0.50386596,0.09664948,0.043814432,0.027061855,0.5347938,0.5618557,0.57731956,0.99871135,0.96005154,0.54768044
sim-15-1-0.01-0.2-5-1.3-0.21-4-20.rsml.jpg,3.1194377,0.55417955,0.1247775,239572.81,29188.203,97.326454,262.4071,0.37089872,0.46495467,0.3371128,0.18520704,0.275532,0.27295423,0.2074837,0.30731612,0.16363147,0.08309607,0.04813998,31.56033,159.0,2190.1638,7400.0,1290.114,4200.0,408.74524,1600.0,126.23574,200.0,2663.2979,11700.0,0.475641,0.06410257,0.13333334,0.015384615,0.63076925,0.6653846,0.6166667,0.90897435,0.8333333,0.5205128
sim-15-1-0.01-0.2-5-1.3-0.21-5-20.rsml.jpg,3.1575375,0.90634173,0.93556666,224536.0,27134.709,93.08888,245.93709,0.3785069,0.51765877,0.3454149,0.19264916,0.3001491,0.25471064,0.21291396,0.30665264,0.18223663,0.10277208,0.05067923,35.60388,142.0,2148.1633,9600.0,1162.3574,5100.0,385.1711,1700.0,126.61597,200.0,2390.404,15000.0,0.5012563,0.26758793,0.20100503,0.18592964,0.46859297,0.5025126,0.5,0.9334171,0.96231157,0.55150753
