image,tot_root_length,n_primary,tot_prim_length,mean_prim_length,mean_prim_diameter,mean_lat_density,n_laterals,tot_lat_length,mean_lat_length,mean_lat_diameter,mean_lat_angle
sim-15-0.7-0.01-0.3-4-1.3-0.65-2-5.rsml,29.424,2,28,14.712,1.069,0,0,0,0,0,0
sim-15-1.3-0.01-0.3-4-1.3-0.95-3-5.rsml,97.7,3,95,32.567,1.672,0,0,0,0,0,0
sim-15-1.3-0.01-0.2-4-1.3-0.9-4-10.rsml,1703.789,10,905,91.095,2.626,0.305,71,755,11.167,0.72,55.638
sim-15-0.9-0.01-0.7-4-1.3-0.95-2-15.rsml,11359.277,10,1297,130.239,1.204,0.321,246,9930,40.882,0.825,52.046
sim-15-1.3-0.01-0.1-4-1.3-0.95-4-5.rsml,99.573,3,97,33.191,1.644,0,0,0,0,0,0
sim-15-1.1-0.01-0.4-4-1.3-0.1-4-20.rsml,974.364,12,460,38.812,1.04,0.335,43,486,11.828,0.639,63.376
sim-15-1.2-0.01-0.7-4-1.3-0.6-3-15.rsml,10801.743,13,1373,106.208,1.088,0.305,247,9291,38.142,0.793,57.372
sim-15-1.1-0.01-0.6-4-1.3-0.7-5-20.rsml,27533.125,18,2367,131.981,0.995,0.278,473,24916,53.187,0.646,57.44
sim-15-1-0.01-0.7-4-1.3-1-3-20.rsml,25622.711,18,2146,119.773,0.807,0.342,447,23238,52.498,0.567,57.358
sim-15-1.1-0.01-0.5-4-1.3-0.85-5-20.rsml,35354.422,18,2951,164.285,1.253,0.293,603,32086,53.727,0.689,59.402
sim-15-1.4-0.01-0.5-4-1.3-0.25-1-10.rsml,215.666,8,177,22.686,0.756,0.467,5,32,6.836,0.51,46.254
sim-15-1.4-0.01-0.5-4-1.3-0.35-4-15.rsml,4500.727,16,1157,72.854,1.792,0.353,157,3247,21.242,1.062,61.238
sim-15-1.2-0.01-0.6-4-1.3-1-3-20.rsml,34329.234,21,2883,137.72,0.959,0.315,583,31128,53.923,0.607,59.608
sim-15-1.4-0.01-0.6-4-1.3-0.4-2-5.rsml,22.734,2,21,11.367,0.707,0,0,0,0,0,0
sim-15-1.1-0.01-0.2-4-1.3-0.3-1-5.rsml,9.877,1,9,9.877,0.562,0,0,0,0,0,0
sim-15-0.5-0.01-0.1-4-1.3-0.9-3-10.rsml,404.505,4,313,78.821,2.404,0.275,13,82,6.863,0.468,65.029
sim-15-0.9-0.01-0.3-4-1.3-0.25-1-15.rsml,806.217,9,450,50.4,1.244,0.338,39,336,9.041,0.59,65.087
sim-15-1.2-0.01-0.5-4-1.3-0.6-1-15.rsml,11056.76,14,1692,121.266,1.677,0.29,274,9211,34.157,0.924,61.78
sim-15-0.8-0.01-0.1-4-1.3-1-4-5.rsml,47.034,2,46,23.517,1.667,0,0,0,0,0,0
sim-15-0.8-0.01-0.5-4-1.3-0.5-5-10.rsml,506.634,5,252,51.083,1.438,0.358,20,238,12.561,0.788,58.747
sim-15-1.2-0.01-0.8-4-1.3-0.75-1-20.rsml,19636.633,20,1871,94.024,0.592,0.343,365,17568,48.647,0.484,57.354
sim-15-0.5-0.01-0.3-4-1.3-0.75-1-10.rsml,530.576,4,255,64.494,2.043,0.312,22,262,12.391,0.746,66.693
sim-15-0.9-0.01-0.7-4-1.3-0.55-2-10.rsml,744.912,6,318,53.672,1.538,0.288,31,406,13.641,1.085,68.862
sim-15-0.8-0.01-0.1-4-1.3-0.4-5-20.rsml,5812.417,13,2015,155.521,3.454,0.273,230,3679,16.481,0.764,62.03
sim-15-1.1-0.01-0.1-4-1.3-0.55-1-5.rsml,38.384,2,37,19.192,0.969,0,0,0,0,0,0
sim-15-0.7-0.01-0.5-4-1.3-0.75-1-15.rsml,9034.399,8,1180,147.96,2.073,0.288,188,7748,41.759,1.107,59.349
sim-15-0.8-0.01-0.1-4-1.3-0.6-2-20.rsml,12965.06,13,3273,252.376,3.664,0.266,451,9451,21.473,0.662,58.351
sim-15-0.6-0.01-0.5-4-1.3-0.4-5-10.rsml,230.794,4,143,36.415,1.128,0.314,8,80,10.642,0.685,57.527
sim-15-0.7-0.01-0.4-4-1.3-0.45-3-20.rsml,16779.859,11,1916,174.602,1.991,0.322,341,14682,43.575,0.926,58.086
sim-15-1.3-0.01-0.2-4-1.3-0.65-3-10.rsml,909.985,10,602,60.718,1.893,0.427,37,283,8.184,0.576,54.836
sim-15-1.3-0.01-0.2-4-1.3-0.3-3-10.rsml,193.366,7,181,26.382,0.854,0.517,2,7,4.346,0.427,37.533
sim-15-0.7-0.01-0.4-4-1.3-0.95-2-20.rsml,30463.287,11,2536,231.109,2.041,0.273,515,27654,54.216,0.892,55.219
sim-15-1-0.01-0.5-4-1.3-0.6-1-20.rsml,28614.016,17,2626,154.839,1.379,0.314,523,25712,49.678,0.76,58.841
sim-15-0.5-0.01-0.4-4-1.3-0.75-4-15.rsml,6337.449,6,948,158.514,2.646,0.348,152,5305,35.437,1.166,54.087
sim-15-0.5-0.01-0.4-4-1.3-0.2-2-15.rsml,345.074,5,187,38.204,1.042,0.404,16,148,9.628,0.621,59.026
sim-15-1.1-0.01-0.7-4-1.3-0.8-5-15.rsml,13324.201,13,1409,108.942,1.203,0.293,269,11770,44.267,0.846,59.247
sim-15-1.1-0.01-0.3-4-1.3-1-1-20.rsml,42698.676,19,4308,227.273,2.272,0.264,832,37953,46.13,0.801,57.466
sim-15-0.7-0.01-0.4-4-1.3-0.65-2-20.rsml,23262.713,11,2286,208.298,2.182,0.265,419,20746,50.051,0.972,58.361
sim-15-0.9-0.01-0.2-4-1.3-0.3-4-10.rsml,137.667,5,135,27.533,0.861,0,0,0,0,0,0
sim-15-1.3-0.01-0.1-4-1.3-0.8-5-15.rsml,7331.683,16,2878,180.35,3.208,0.293,309,4284,14.389,0.563,64.463
sim-15-1.2-0.01-0.1-4-1.3-0.2-5-20.rsml,2393.094,18,1380,77.11,1.893,0.238,85,962,11.825,0.616,63.147
sim-15-1.3-0.01-0.5-4-1.3-0.35-5-10.rsml,482.022,9,276,31.213,1.049,0.374,18,192,11.172,0.653,62.29
sim-15-1.5-0.01-0.5-4-1.3-0.9-2-5.rsml,117.974,4,115,29.493,1.558,0,0,0,0,0,0
sim-15-0.7-0.01-0.7-4-1.3-0.65-1-5.rsml,28.134,2,27,14.067,1.043,0,0,0,0,0,0
sim-15-0.6-0.01-0.8-4-1.3-0.75-4-20.rsml,12915.155,10,1015,102.197,0.766,0.351,222,11782,53.573,0.616,59.5
sim-15-1-0.01-0.8-4-1.3-0.3-4-5.rsml,9.968,1,9,9.968,0.591,0,0,0,0,0,0
sim-15-1.2-0.01-0.3-4-1.3-0.25-5-15.rsml,1188.033,13,599,46.64,1.257,0.346,53,554,10.976,0.61,63.26
sim-15-0.7-0.01-0.8-4-1.3-0.15-2-10.rsml,29.101,2,29,14.55,0.487,0,0,0,0,0,0
sim-15-0.7-0.01-0.1-4-1.3-0.1-4-20.rsml,296.539,7,265,38.308,0.983,0.204,4,26,7.096,0.487,68.373
sim-15-1.4-0.01-0.3-4-1.3-0.1-5-20.rsml,860.538,14,531,38.395,1.005,0.36,36,306,8.972,0.531,60.416
sim-15-0.8-0.01-0.1-4-1.3-0.85-5-15.rsml,4681.708,10,1772,177.78,4.1,0.337,199,2811,14.593,0.71,62.311
sim-15-0.9-0.01-0.4-4-1.3-0.65-4-15.rsml,7449.466,10,1409,141.533,2.626,0.291,210,5918,28.734,1.162,56.191
sim-15-1.4-0.01-0.4-4-1.3-0.95-3-5.rsml,115.148,4,112,28.787,1.666,0,0,0,0,0,0
sim-15-0.7-0.01-0.8-4-1.3-0.4-3-10.rsml,309.363,4,150,38.307,1.109,0.348,11,151,14.194,0.851,62.506
sim-15-0.6-0.01-0.6-4-1.3-0.7-1-10.rsml,723.576,4,264,66.736,1.868,0.341,26,444,17.563,1.14,65.894
sim-15-0.9-0.01-0.7-4-1.3-1-3-15.rsml,11813.466,10,1290,129.638,1.275,0.32,250,10380,42.068,0.866,56.853
sim-15-0.9-0.01-0.7-4-1.3-0.55-5-5.rsml,14.974,1,14,14.974,0.881,0,0,0,0,0,0
sim-15-0.5-0.01-0.2-4-1.3-0.75-1-5.rsml,24.939,1,24,24.939,1.277,0,0,0,0,0,0
sim-15-1.1-0.01-0.2-4-1.3-0.45-3-15.rsml,3036.521,13,1224,94.58,2.344,0.289,129,1737,14.008,0.744,61.382
sim-15-0.5-0.01-0.2-4-1.3-0.35-4-10.rsml,97.726,3,93,31.309,0.992,0,1,3,3.799,0.438,37.683
sim-15-0.9-0.01-0.6-4-1.3-0.7-4-10.rsml,1128.507,7,394,56.947,1.825,0.329,43,707,16.974,1.143,62.469
sim-15-1.1-0.01-0.5-4-1.3-0.95-1-10.rsml,3780.199,8,842,105.851,2.161,0.276,110,2875,26.667,1.11,53.783
sim-15-1.2-0.01-0.2-4-1.3-0.55-4-5.rsml,44.857,2,43,22.428,1.045,0,0,0,0,0,0
sim-15-0.7-0.01-0.7-4-1.3-0.1-3-15.rsml,75.622,4,66,17.141,0.573,0,1,7,7.058,0.44,70.786
sim-15-1.1-0.01-0.5-4-1.3-0.25-2-15.rsml,1529.983,12,563,47.346,1.291,0.328,62,932,15.513,0.816,61.691
sim-15-0.5-0.01-0.8-4-1.3-0.7-1-10.rsml,937.403,4,243,61.391,1.946,0.285,28,677,24.709,1.497,52.764
sim-15-1.3-0.01-0.1-4-1.3-0.35-3-5.rsml,23.787,2,22,11.894,0.642,0,0,0,0,0,0
sim-15-0.6-0.01-0.1-4-1.3-0.15-5-15.rsml,139.096,5,134,27.433,0.782,0,1,1,1.929,0.384,28.025
sim-15-0.8-0.01-0.4-4-1.3-0.65-4-15.rsml,6769.426,9,1259,140.415,2.681,0.3,185,5408,29.761,1.211,57.751
sim-15-0.5-0.01-0.6-4-1.3-0.45-5-15.rsml,3035.838,6,518,86.851,2.161,0.328,80,2476,31.434,1.399,56.725
sim-15-1-0.01-0.3-4-1.3-0.55-2-5.rsml,38.092,2,37,19.046,0.974,0,0,0,0,0,0
sim-15-0.9-0.01-0.1-4-1.3-1-4-20.rsml,20255.65,16,4661,291.832,3.6,0.266,725,15221,21.498,0.553,60.396
sim-15-1.5-0.01-0.5-4-1.3-1-4-10.rsml,4586.175,12,1186,99.382,2.244,0.3,145,3321,23.404,1.148,58.995
sim-15-1-0.01-0.5-4-1.3-0.4-2-10.rsml,481.598,7,264,38.18,1.184,0.371,19,203,11.281,0.706,59.301
sim-15-0.8-0.01-0.3-4-1.3-0.45-5-5.rsml,9.974,1,9,9.974,0.736,0,0,0,0,0,0
sim-15-0.9-0.01-0.3-4-1.3-0.5-5-5.rsml,14.994,1,14,14.994,0.871,0,0,0,0,0,0
sim-15-1.3-0.01-0.4-4-1.3-0.9-5-20.rsml,44632.652,23,4143,180.747,1.8,0.282,839,40046,48.243,0.813,57.866
sim-15-1.4-0.01-0.1-4-1.3-0.65-1-15.rsml,5747.06,18,2573,143.49,3.454,0.301,243,3053,13.022,0.668,59.906
sim-15-0.8-0.01-0.8-4-1.3-0.25-1-15.rsml,1257.28,8,381,48.097,1.216,0.352,44,850,19.83,0.974,74.069
sim-15-1.3-0.01-0.5-4-1.3-0.65-5-5.rsml,61.767,3,59,20.589,1.15,0,0,0,0,0,0
sim-15-0.9-0.01-0.8-4-1.3-0.55-4-20.rsml,16299.965,14,1451,104.139,0.739,0.295,314,14682,47.268,0.589,56.752
sim-15-1.1-0.01-0.4-4-1.3-0.35-2-20.rsml,16953.885,17,2317,136.816,1.818,0.31,390,14429,37.508,0.902,59.901
sim-15-1.5-0.01-0.4-4-1.3-0.45-3-5.rsml,38.941,3,37,12.98,0.792,0,0,0,0,0,0
sim-15-1.1-0.01-0.6-4-1.3-0.3-5-20.rsml,14082.642,16,1726,108.303,1.179,0.312,306,12194,40.359,0.807,60.139
sim-15-1.5-0.01-0.2-4-1.3-0.75-4-10.rsml,1409.408,12,856,71.972,2.126,0.367,58,518,9.409,0.618,56.364
sim-15-0.8-0.01-0.1-4-1.3-0.2-5-20.rsml,1541.314,12,926,77.602,1.9,0.25,58,579,10.519,0.575,71.084
sim-15-0.7-0.01-0.5-4-1.3-0.2-2-15.rsml,467.763,7,229,33.128,0.956,0.367,21,226,11.232,0.624,65.439
sim-15-0.7-0.01-0.1-4-1.3-0.9-5-15.rsml,4246.006,9,1681,187.261,3.895,0.25,176,2466,14.549,0.656,60.434
sim-15-1.2-0.01-0.4-4-1.3-0.75-3-5.rsml,72.328,3,71,24.109,1.261,0,0,0,0,0,0
sim-15-1-0.01-0.4-4-1.3-0.8-5-10.rsml,2067.83,8,672,84.407,2.434,0.351,75,1348,18.568,1.101,56.181
sim-15-0.6-0.01-0.5-4-1.3-0.35-5-20.rsml,10070.143,9,1238,138.038,2.006,0.301,203,8723,43.487,1.159,58.725
sim-15-1.3-0.01-0.2-4-1.3-0.55-3-5.rsml,39.852,2,38,19.926,0.964,0,0,0,0,0,0
sim-15-1.5-0.01-0.8-4-1.3-1-2-15.rsml,15304.613,18,1750,97.659,0.782,0.289,319,13388,42.466,0.611,57.36
sim-15-0.6-0.01-0.4-4-1.3-0.7-2-15.rsml,5820.325,7,985,141.35,2.812,0.35,151,4753,31.993,1.26,62.95
sim-15-1.3-0.01-0.4-4-1.3-0.5-5-20.rsml,27730.801,20,3251,163.066,1.924,0.296,599,24149,40.851,0.897,60.029
sim-15-0.5-0.01-0.4-4-1.3-0.95-1-5.rsml,34.43,1,34,34.43,1.647,0,0,0,0,0,0
sim-15-0.9-0.01-0.8-4-1.3-0.2-5-15.rsml,951.276,9,328,36.984,1.034,0.394,35,600,17.669,0.888,53.367
sim-15-1.5-0.01-0.1-4-1.3-0.65-5-20.rsml,22353.209,25,5820,233.385,3.015,0.262,798,16114,20.7,0.548,60.882
sim-15-1.5-0.01-0.6-4-1.3-0.35-1-15.rsml,5762.857,18,1246,69.728,1.785,0.346,179,4416,25.183,1.2,58.477
sim-15-0.9-0.01-0.7-4-1.3-0.3-2-10.rsml,151.667,5,119,24.126,0.813,0.354,5,28,6.207,0.603,66.42
sim-15-0.5-0.01-0.2-4-1.3-0.75-2-5.rsml,19.957,1,19,19.957,1.19,0,0,0,0,0,0
sim-15-1.3-0.01-0.1-4-1.3-0.2-2-10.rsml,106.693,6,100,17.339,0.603,0,1,2,2.66,0.398,31.987
sim-15-1.2-0.01-0.1-4-1.3-0.5-4-5.rsml,38.239,2,37,19.12,0.878,0,0,0,0,0,0
sim-15-1.5-0.01-0.1-4-1.3-0.95-3-15.rsml,9569.758,19,3691,194.92,3.137,0.263,374,5686,15.685,0.534,62.895
sim-15-0.5-0.01-0.4-4-1.3-0.9-5-5.rsml,29.969,1,29,29.969,1.569,0,0,0,0,0,0
sim-15-0.6-0.01-0.5-4-1.3-0.4-4-15.rsml,2343.06,7,528,75.994,1.97,0.374,71,1777,25.508,1.144,58.805
sim-15-1-0.01-0.3-4-1.3-0.8-5-15.rsml,11753.343,12,2113,176.714,2.704,0.309,330,9457,29.19,0.953,55.894
sim-15-1.5-0.01-0.3-4-1.3-0.9-3-15.rsml,16510.002,19,3120,164.804,2.525,0.285,459,13132,29.148,0.88,59.247
sim-15-0.6-0.01-0.3-4-1.3-0.25-4-10.rsml,56.975,3,56,18.992,0.708,0,0,0,0,0,0
sim-15-1.1-0.01-0.1-4-1.3-0.6-3-15.rsml,3621.651,13,1715,132.573,3.103,0.264,148,1821,12.826,0.646,65.349
sim-15-0.6-0.01-0.6-4-1.3-0.9-2-15.rsml,9810.964,7,1052,150.868,1.683,0.278,188,8658,46.569,1.016,60.219
sim-15-0.8-0.01-0.3-4-1.3-0.4-2-5.rsml,9.992,1,9,9.992,0.687,0,0,0,0,0,0
sim-15-1.2-0.01-0.5-4-1.3-1-1-20.rsml,38176.555,20,3386,169.798,1.43,0.285,647,34452,53.757,0.774,57.768
sim-15-0.9-0.01-0.2-4-1.3-0.55-1-5.rsml,14.985,1,14,14.985,0.883,0,0,0,0,0,0
sim-15-0.9-0.01-0.8-4-1.3-0.45-2-20.rsml,14429.259,13,1402,108.324,0.822,0.285,281,12882,46.338,0.666,62.534
sim-15-1.4-0.01-0.5-4-1.3-0.4-1-5.rsml,24.663,2,23,12.332,0.71,0,0,0,0,0,0
sim-15-1.5-0.01-0.2-4-1.3-0.8-5-15.rsml,11935.352,18,3136,174.795,2.732,0.306,399,8578,22.028,0.719,60.115
sim-15-1.4-0.01-0.1-4-1.3-0.65-2-5.rsml,74.739,4,71,18.685,1.15,0,0,0,0,0,0
sim-15-0.5-0.01-0.6-4-1.3-0.7-2-15.rsml,6943.906,6,819,136.799,1.702,0.278,141,6048,43.426,1.039,52.891
sim-15-1.1-0.01-0.3-4-1.3-1-2-15.rsml,16879.266,14,2542,182.166,2.311,0.286,414,14110,34.611,0.804,58.298
sim-15-0.9-0.01-0.5-4-1.3-0.2-4-15.rsml,691.846,9,324,36.532,1.015,0.371,31,347,11.711,0.663,61.729
sim-15-1.2-0.01-0.3-4-1.3-0.45-5-20.rsml,22870.213,19,3381,178.449,2.466,0.265,538,19199,36.208,0.945,57.585
sim-15-1.3-0.01-0.3-4-1.3-0.35-4-20.rsml,17209.289,20,2908,145.842,2.096,0.306,458,14045,31.206,0.845,59.94
sim-15-1-0.01-0.1-4-1.3-0.7-5-15.rsml,5521.628,13,2163,166.955,3.383,0.313,233,3224,14.383,0.622,61.116
sim-15-1-0.01-0.8-4-1.3-0.3-5-20.rsml,12019.807,14,1374,98.691,0.835,0.314,260,10497,40.916,0.689,56.241
sim-15-0.6-0.01-0.4-4-1.3-0.3-1-20.rsml,7838.182,9,1180,131.755,2.835,0.305,190,6552,35.013,1.379,60.184
sim-15-1.3-0.01-0.8-4-1.3-0.8-5-15.rsml,13068.312,15,1457,97.718,0.811,0.281,267,11463,43.455,0.649,57.744
sim-15-1.4-0.01-0.5-4-1.3-0.4-5-10.rsml,608.765,9,339,38.13,1.186,0.409,25,254,10.624,0.689,68.926
sim-15-1.5-0.01-0.7-4-1.3-0.75-3-10.rsml,3740.95,12,874,73.262,1.616,0.284,108,2799,26.498,1.143,59.102
sim-15-1.2-0.01-0.8-4-1.3-0.7-1-15.rsml,11644.517,14,1296,93.042,0.889,0.289,248,10216,41.701,0.709,55.885
sim-15-0.6-0.01-0.6-4-1.3-0.4-5-10.rsml,183.677,4,125,31.945,1.062,0.33,8,52,6.987,0.697,40.709
sim-15-1.1-0.01-0.7-4-1.3-0.75-4-15.rsml,12109.304,13,1352,104.584,1.085,0.291,258,10613,41.666,0.779,56.222
sim-15-1.2-0.01-0.4-4-1.3-0.4-5-15.rsml,4960.082,14,1242,89.114,2.153,0.324,173,3630,21.459,1.057,61.584
sim-15-0.5-0.01-0.4-4-1.3-0.9-1-5.rsml,29.92,1,29,29.92,1.547,0,0,0,0,0,0
sim-15-1.1-0.01-0.7-4-1.3-0.55-4-20.rsml,20134.141,17,1883,111.36,0.964,0.28,363,18061,50.251,0.72,58.902
sim-15-1-0.01-0.7-4-1.3-0.8-1-20.rsml,22864.496,17,1949,115.087,0.756,0.345,401,20703,52.14,0.553,56.371
sim-15-1.3-0.01-0.6-4-1.3-0.55-5-10.rsml,1394.284,9,504,56.512,1.615,0.33,47,855,18.844,1.061,63.843
sim-15-1.5-0.01-0.4-4-1.3-0.3-1-5.rsml,9.973,1,9,9.973,0.561,0,0,0,0,0,0
sim-15-1.2-0.01-0.1-4-1.3-1-5-5.rsml,98.687,3,96,32.896,1.67,0,0,0,0,0,0
sim-15-1-0.01-0.6-4-1.3-0.25-3-15.rsml,1976.141,11,587,53.816,1.367,0.307,68,1348,20.355,0.954,62.911
sim-15-1.5-0.01-0.4-4-1.3-0.9-1-10.rsml,3190.404,12,1066,89.309,2.566,0.327,121,2050,17.51,1.13,55.873
sim-15-1.2-0.01-0.8-4-1.3-0.45-4-5.rsml,28.273,2,27,14.137,0.799,0,0,0,0,0,0
sim-15-1.5-0.01-0.8-4-1.3-0.6-2-15.rsml,12114.664,16,1504,94.607,0.82,0.319,290,10457,36.555,0.649,60.349
sim-15-1.3-0.01-0.3-4-1.3-0.2-3-20.rsml,5423.313,19,1535,81.207,1.928,0.312,197,3777,19.697,0.878,64.601
sim-15-1.1-0.01-0.7-4-1.3-0.4-1-15.rsml,6431.703,13,997,77.113,1.322,0.341,155,5346,35.027,0.999,62.49
sim-15-0.6-0.01-0.3-4-1.3-0.6-5-10.rsml,333.826,4,214,54.012,1.603,0.299,13,111,9.06,0.647,59.577
sim-15-1.5-0.01-0.6-4-1.3-0.15-5-20.rsml,4944.698,19,1161,61.533,1.505,0.356,163,3689,23.163,1.063,67.835
sim-15-1.2-0.01-0.1-4-1.3-0.8-3-20.rsml,21652.49,20,5442,272.513,3.282,0.238,754,15820,21.488,0.546,59.8
sim-15-0.7-0.01-0.2-4-1.3-0.3-2-10.rsml,106.318,4,105,26.579,0.865,0,0,0,0,0,0
sim-15-1.5-0.01-0.6-4-1.3-0.9-4-10.rsml,5052.201,12,1084,90.976,1.757,0.301,147,3883,26.942,1.069,53.178
sim-15-1.1-0.01-0.2-4-1.3-0.5-4-20.rsml,20621.252,18,3652,203.374,2.663,0.257,557,16661,30.45,0.757,59.334
sim-15-1.1-0.01-0.8-4-1.3-0.85-1-5.rsml,93.396,3,78,26.697,1.484,0.55,2,13,6.652,1.121,61.927
sim-15-1.5-0.01-0.7-4-1.3-0.65-1-5.rsml,81.272,4,79,20.318,1.114,0,0,0,0,0,0
sim-15-1-0.01-0.3-4-1.3-0.25-2-20.rsml,7835.166,16,1640,102.98,2.435,0.342,248,6057,24.95,1.058,60.441
sim-15-1.1-0.01-0.6-4-1.3-0.5-3-10.rsml,884.864,7,359,51.874,1.453,0.339,35,504,14.907,0.908,60.51
sim-15-0.8-0.01-0.7-4-1.3-0.3-3-15.rsml,1966.783,8,507,64.095,1.485,0.297,69,1418,21.073,1.108,59.253
sim-15-0.7-0.01-0.1-4-1.3-0.5-3-20.rsml,8689.038,11,2440,222.387,4.034,0.274,297,6091,21.019,0.786,60.685
sim-15-0.9-0.01-0.1-4-1.3-0.35-1-10.rsml,161.73,6,152,25.927,0.913,0,1,6,6.167,0.392,73.8
sim-15-1.4-0.01-0.7-4-1.3-0.9-2-20.rsml,29187.469,23,2720,118.791,0.863,0.297,518,26201,51.072,0.617,59.189
sim-15-1.1-0.01-0.3-4-1.3-0.1-2-10.rsml,7.175,1,7,7.175,0.377,0,0,0,0,0,0
sim-15-0.9-0.01-0.1-4-1.3-0.95-3-15.rsml,5634.422,11,2245,204.645,4.025,0.263,227,3266,14.905,0.666,62.018
sim-15-0.9-0.01-0.4-4-1.3-0.8-2-10.rsml,1115.897,7,465,66.963,2.09,0.387,43,624,15.05,0.942,65.664
sim-15-0.7-0.01-0.6-4-1.3-0.95-1-20.rsml,24538.473,11,1823,166.184,1.018,0.319,387,22515,58.683,0.638,55.482
sim-15-1-0.01-0.7-4-1.3-0.25-3-20.rsml,10897.554,15,1353,90.718,1.152,0.339,232,9413,41.107,0.891,58.696
sim-15-0.6-0.01-0.3-4-1.3-0.85-4-15.rsml,7623.476,7,1349,193.158,3.283,0.274,201,6168,31.201,1.133,54.599
sim-15-1.5-0.01-0.1-4-1.3-0.8-3-20.rsml,24387.375,25,6472,259.373,3.204,0.244,888,17432,20.161,0.543,60.068
sim-15-0.8-0.01-0.5-4-1.3-0.4-2-5.rsml,9.993,1,9,9.993,0.662,0,0,0,0,0,0
sim-15-0.8-0.01-0.1-4-1.3-0.3-3-10.rsml,116.658,4,115,29.164,0.85,0,0,0,0,0,0
sim-15-1.4-0.01-0.1-4-1.3-0.55-5-15.rsml,4544.389,16,2090,131.077,2.915,0.279,195,2355,12.55,0.622,66.772
sim-15-1.1-0.01-0.2-4-1.3-0.45-2-15.rsml,3577.182,13,1279,98.933,2.402,0.296,143,2218,16.021,0.774,61.749
sim-15-0.8-0.01-0.1-4-1.3-1-4-20.rsml,20264.363,14,4463,319.398,3.537,0.246,713,15415,22.15,0.525,59.689
sim-15-0.7-0.01-0.4-4-1.3-0.1-5-20.rsml,533.394,7,277,40.116,1,0.312,23,238,10.982,0.578,59.812
sim-15-1.4-0.01-0.8-4-1.3-0.85-5-5.rsml,104.81,4,86,22.252,1.426,0.542,2,15,7.901,1.092,65.212
sim-15-0.5-0.01-0.7-4-1.3-0.7-3-15.rsml,6706.931,6,728,121.571,1.271,0.295,133,5905,44.944,0.89,55.128
sim-15-1.2-0.01-0.7-4-1.3-0.45-1-10.rsml,889.438,8,366,46.359,1.368,0.34,33,503,15.714,0.99,58.61
sim-15-1.2-0.01-0.8-4-1.3-0.85-1-10.rsml,3722.454,9,715,79.994,1.526,0.32,97,2951,30.954,1.202,57.641
sim-15-1-0.01-0.6-4-1.3-0.85-3-5.rsml,82.546,3,81,27.515,1.561,0,0,0,0,0,0
sim-15-0.5-0.01-0.2-4-1.3-0.5-3-10.rsml,197.793,3,157,52.926,1.466,0.31,6,38,6.502,0.488,53.752
sim-15-1.2-0.01-0.2-4-1.3-0.15-4-10.rsml,47.687,4,46,11.922,0.493,0,0,0,0,0,0
sim-15-1.1-0.01-0.8-4-1.3-0.45-2-20.rsml,16101.161,17,1514,89.516,0.759,0.317,311,14418,46.879,0.632,61.882
sim-15-0.7-0.01-0.2-4-1.3-0.3-5-15.rsml,689.655,7,397,57.183,1.418,0.423,30,274,9.646,0.564,62.312
sim-15-0.7-0.01-0.7-4-1.3-1-3-20.rsml,21329.939,12,1550,129.592,0.803,0.313,329,19601,60.106,0.566,55.888
sim-15-0.6-0.01-0.1-4-1.3-0.35-1-10.rsml,122.294,4,121,30.574,0.982,0,0,0,0,0,0
sim-15-0.7-0.01-0.7-4-1.3-0.25-3-15.rsml,1001.765,7,318,45.846,1.204,0.325,37,663,18.401,0.933,57.078
sim-15-1.1-0.01-0.6-4-1.3-0.75-4-15.rsml,12782.542,13,1566,120.995,1.465,0.309,275,11059,40.762,0.915,54.721
sim-15-0.6-0.01-0.6-4-1.3-0.8-4-20.rsml,20401.508,10,1518,152.273,1.104,0.295,321,18720,58.812,0.692,56.329
sim-15-1.5-0.01-0.6-4-1.3-0.55-1-20.rsml,30418.84,24,3004,125.744,1.137,0.277,595,27096,46.052,0.727,57.829
sim-15-0.9-0.01-0.4-4-1.3-0.1-5-20.rsml,600.797,9,341,38.285,0.964,0.356,28,245,9.151,0.567,60.211
sim-15-1.1-0.01-0.8-4-1.3-0.1-1-10.rsml,7.712,1,7,7.712,0.396,0,0,0,0,0,0
sim-15-0.6-0.01-0.4-4-1.3-0.2-1-15.rsml,371.647,6,208,35.084,1.027,0.422,17,153,9.479,0.639,57.309
sim-15-0.7-0.01-0.7-4-1.3-0.85-3-5.rsml,38.083,2,37,19.042,1.359,0,0,0,0,0,0
sim-15-1-0.01-0.4-4-1.3-0.55-2-15.rsml,8522.968,12,1577,131.802,2.204,0.287,230,6817,30.18,1.019,58.715
sim-15-1.2-0.01-0.3-4-1.3-0.65-2-15.rsml,9449.369,14,2019,144.619,2.403,0.281,281,7269,26.422,0.885,61.826
sim-15-0.5-0.01-0.1-4-1.3-0.65-4-15.rsml,1668.545,6,825,138.134,3.143,0.23,71,804,11.827,0.625,64.815
sim-15-1.2-0.01-0.7-4-1.3-0.9-5-5.rsml,113.297,3,94,31.69,1.656,0.379,3,17,6.076,1.068,30.704
sim-15-1.1-0.01-0.5-4-1.3-0.85-4-15.rsml,14465.506,13,1863,143.879,1.794,0.287,308,12437,40.893,0.96,56.101
sim-15-1.4-0.01-0.6-4-1.3-0.85-2-10.rsml,4279.796,11,952,86.916,1.89,0.289,128,3252,25.967,1.131,57.762
sim-15-1.4-0.01-0.7-4-1.3-0.7-3-10.rsml,2698.488,11,687,62.918,1.946,0.322,92,1957,21.809,1.364,60.509
