image,tot_root_length,n_primary,tot_prim_length,mean_prim_length,mean_prim_diameter,mean_lat_density,n_laterals,tot_lat_length,mean_lat_length,mean_lat_diameter,mean_lat_angle
sim-15-1.2-0.01-0.4-4-1.3-0.35-1-10.rsml,348.372,8,239,30.297,1.002,0.426,12,100,8.833,0.562,74.723
sim-15-1-0.01-0.5-4-1.3-0.55-5-5.rsml,42.789,2,42,21.394,1.016,0,0,0,0,0,0
sim-15-0.5-0.01-0.1-4-1.3-0.45-3-20.rsml,4713.294,8,1490,186.603,4.005,0.262,174,3131,18.508,0.84,63.349
sim-15-1.4-0.01-0.1-4-1.3-0.25-5-20.rsml,4969.842,22,2357,107.517,2.476,0.265,199,2511,13.088,0.674,58.834
sim-15-0.8-0.01-0.7-4-1.3-0.2-1-10.rsml,64.259,4,59,15.203,0.559,0,1,3,3.449,0.414,0.444
sim-15-1.3-0.01-0.8-4-1.3-0.55-5-15.rsml,10102.809,14,1299,93.237,0.802,0.298,240,8675,36.656,0.647,60.247
sim-15-0.5-0.01-0.4-4-1.3-0.85-3-5.rsml,24.66,1,24,24.66,1.394,0,0,0,0,0,0
sim-15-0.6-0.01-0.5-4-1.3-0.7-2-10.rsml,803.27,4,289,72.765,1.994,0.373,30,495,17.074,1.067,59.88
sim-15-1.3-0.01-0.6-4-1.3-0.4-1-10.rsml,692.312,9,335,37.709,1.223,0.452,28,339,12.605,0.799,63.441
sim-15-0.5-0.01-0.3-4-1.3-0.95-5-15.rsml,7792.47,6,1239,207.262,2.992,0.291,187,6452,35.021,1.021,55.787
sim-15-0.7-0.01-0.5-4-1.3-0.4-5-15.rsml,2590.482,8,638,80.232,1.973,0.312,84,1902,23.198,1.116,53.039
sim-15-1.2-0.01-0.5-4-1.3-0.45-2-5.rsml,29.049,2,28,14.525,0.794,0,0,0,0,0,0
sim-15-0.6-0.01-0.2-4-1.3-0.25-2-20.rsml,2837.462,9,857,95.807,2.254,0.356,106,1923,18.634,0.822,68.271
sim-15-1.1-0.01-0.5-4-1.3-0.25-1-15.rsml,1946.278,12,607,51.121,1.373,0.363,70,1300,19.04,0.9,70.109
sim-15-0.6-0.01-0.7-4-1.3-0.2-3-15.rsml,450.479,6,199,33.631,0.96,0.342,20,239,12.435,0.76,53.777
sim-15-1.1-0.01-0.8-4-1.3-0.65-1-5.rsml,51.073,2,50,25.536,1.16,0,0,0,0,0,0
sim-15-1-0.01-0.2-4-1.3-0.3-5-5.rsml,10,1,9,10,0.556,0,0,0,0,0,0
sim-15-1.2-0.01-0.6-4-1.3-0.7-1-15.rsml,12433.266,14,1623,116.464,1.288,0.316,287,10655,37.64,0.82,59.976
sim-15-1.2-0.01-0.6-4-1.3-0.35-2-20.rsml,17939.295,18,2069,115.393,1.212,0.307,377,15672,42.075,0.804,60.114
sim-15-0.9-0.01-0.8-4-1.3-0.35-3-15.rsml,3054.876,10,658,66.158,1.616,0.355,100,2345,23.933,1.294,56.809
sim-15-1-0.01-0.2-4-1.3-0.9-1-15.rsml,10891.555,13,2499,192.809,3.149,0.305,341,8203,24.59,0.811,58.316
sim-15-1.2-0.01-0.8-4-1.3-0.45-3-5.rsml,29.788,2,28,14.894,0.809,0,0,0,0,0,0
sim-15-0.7-0.01-0.2-4-1.3-0.8-4-15.rsml,5122.202,9,1379,153.531,3.769,0.284,174,3648,21.497,1.013,56.878
sim-15-0.7-0.01-0.1-4-1.3-0.35-2-15.rsml,853.804,8,563,70.822,1.772,0.262,31,272,9.265,0.517,60.539
sim-15-1-0.01-0.8-4-1.3-0.25-3-10.rsml,237.762,6,139,23.563,0.804,0.43,8,92,12.048,0.683,61.945
sim-15-1.4-0.01-0.5-4-1.3-0.75-3-15.rsml,16580.602,16,2202,138.202,1.665,0.307,392,14159,36.657,0.888,56.23
sim-15-1.2-0.01-0.6-4-1.3-0.5-5-5.rsml,34.341,2,33,17.17,0.858,0,0,0,0,0,0
sim-15-1.5-0.01-0.4-4-1.3-0.5-4-5.rsml,53.834,3,52,17.945,0.913,0,0,0,0,0,0
sim-15-0.6-0.01-0.6-4-1.3-0.85-4-20.rsml,21012.764,10,1560,156.551,1.189,0.323,320,19284,60.773,0.744,59.648
sim-15-1.3-0.01-0.3-4-1.3-0.95-5-5.rsml,91.185,3,89,30.395,1.593,0,0,0,0,0,0
sim-15-1.4-0.01-0.2-4-1.3-0.35-1-5.rsml,22.206,2,21,11.103,0.619,0,0,0,0,0,0
sim-15-0.6-0.01-0.1-4-1.3-0.65-5-5.rsml,19.986,1,19,19.986,1.044,0,0,0,0,0,0
sim-15-1.2-0.01-0.5-4-1.3-0.15-1-15.rsml,496.154,10,285,29.054,0.834,0.473,21,194,9.791,0.601,67.967
sim-15-1.2-0.01-0.7-4-1.3-0.4-2-20.rsml,18447.406,18,1878,104.921,0.907,0.326,371,16365,44.633,0.674,60.272
sim-15-0.7-0.01-0.7-4-1.3-0.75-3-5.rsml,33.239,2,32,16.619,1.249,0,0,0,0,0,0
sim-15-0.5-0.01-0.2-4-1.3-0.5-3-5.rsml,14.985,1,14,14.985,0.853,0,0,0,0,0,0
sim-15-1.4-0.01-0.7-4-1.3-0.2-3-15.rsml,1255.932,14,522,37.784,1.03,0.353,53,699,13.716,0.799,59.21
sim-15-0.5-0.01-0.2-4-1.3-0.95-5-10.rsml,552.66,4,320,80.451,2.518,0.319,23,220,10.037,0.662,66.319
sim-15-1.3-0.01-0.6-4-1.3-0.3-2-5.rsml,9.941,1,9,9.941,0.598,0,0,0,0,0,0
sim-15-0.6-0.01-0.8-4-1.3-0.2-3-20.rsml,4265.521,9,629,70.246,1.299,0.324,104,3575,34.936,1.124,55.529
sim-15-0.9-0.01-0.3-4-1.3-0.85-5-20.rsml,34694.805,16,3693,231.365,2.188,0.262,697,30640,44.466,0.75,57.931
sim-15-0.9-0.01-0.4-4-1.3-0.95-5-10.rsml,1636.873,7,602,86.63,2.577,0.293,65,996,15.853,1.136,54.653
sim-15-0.9-0.01-0.1-4-1.3-0.4-1-20.rsml,7496.967,15,2489,166.425,3.672,0.278,291,4852,17.184,0.793,61.42
sim-15-0.6-0.01-0.4-4-1.3-0.5-5-15.rsml,2885.002,7,693,99.546,2.375,0.272,89,2143,24.586,1.132,63.111
sim-15-0.6-0.01-0.5-4-1.3-0.85-3-20.rsml,23530.416,10,1839,184.362,1.494,0.293,378,21491,57.372,0.79,56.61
sim-15-1.3-0.01-0.6-4-1.3-0.6-5-15.rsml,11361.862,15,1643,110.165,1.409,0.269,260,9579,37.344,0.906,57.153
sim-15-1.1-0.01-0.1-4-1.3-0.15-4-20.rsml,1191.322,14,832,60.01,1.498,0.307,38,335,9.241,0.546,51.426
sim-15-0.5-0.01-0.3-4-1.3-0.75-5-10.rsml,532.428,4,267,67.341,2.182,0.318,22,251,11.957,0.806,59.232
sim-15-0.7-0.01-0.2-4-1.3-0.5-3-10.rsml,251.196,4,203,51.474,1.407,0.322,7,42,6.471,0.471,70.585
sim-15-0.8-0.01-0.6-4-1.3-0.65-3-20.rsml,22486.258,13,1943,150.009,1.254,0.264,383,20327,53.619,0.778,59.915
sim-15-0.5-0.01-0.7-4-1.3-0.4-5-20.rsml,10120.842,7,902,129.521,1.134,0.366,189,9116,48.752,0.832,56.568
sim-15-1.2-0.01-0.7-4-1.3-0.2-1-10.rsml,107.727,6,92,15.792,0.575,0.522,2,12,6.487,0.478,75.119
sim-15-0.5-0.01-0.5-4-1.3-0.5-1-15.rsml,3682.544,6,655,109.791,2.608,0.282,96,2975,31.498,1.425,57.562
sim-15-1.1-0.01-0.1-4-1.3-0.95-2-15.rsml,7365.357,14,2635,188.728,3.502,0.267,298,4569,15.85,0.602,58.402
sim-15-0.8-0.01-0.7-4-1.3-0.85-1-15.rsml,10447.076,9,1089,121.636,1.078,0.349,216,9234,43.298,0.759,57.677
sim-15-0.7-0.01-0.4-4-1.3-0.45-1-15.rsml,2953.603,8,726,91.088,2.283,0.383,100,2172,22.249,1.082,62.064
sim-15-1-0.01-0.3-4-1.3-0.1-5-20.rsml,685.512,10,414,41.986,1.05,0.375,29,251,9.16,0.547,60.76
sim-15-0.9-0.01-0.4-4-1.3-0.45-3-15.rsml,3842.217,10,977,98.3,2.247,0.307,135,2786,21.179,1.051,60.396
sim-15-0.8-0.01-0.8-4-1.3-0.45-1-10.rsml,518.717,5,219,44.39,1.308,0.367,21,286,14.132,1.01,54.405
sim-15-0.5-0.01-0.7-4-1.3-0.3-4-20.rsml,7967.322,7,817,117.093,1.144,0.348,150,7070,47.651,0.866,60.133
sim-15-1.3-0.01-0.8-4-1.3-0.55-3-10.rsml,1636.996,9,519,58.118,1.657,0.271,57,1082,19.543,1.314,64.009
sim-15-1-0.01-0.6-4-1.3-0.9-4-5.rsml,96.671,3,87,29.85,1.527,0,1,7,7.121,0.934,56.6
sim-15-0.7-0.01-0.7-4-1.3-0.45-5-20.rsml,13289.605,11,1278,116.75,1.071,0.313,250,11873,48.021,0.786,55.929
sim-15-1.2-0.01-0.6-4-1.3-0.15-4-15.rsml,488.38,9,265,29.747,0.824,0.397,20,208,11.033,0.603,63.113
sim-15-0.9-0.01-0.5-4-1.3-0.9-3-15.rsml,13438.922,10,1665,167.182,1.65,0.296,303,11612,38.835,0.852,56.669
sim-15-1.2-0.01-0.7-4-1.3-0.7-4-10.rsml,2203.331,9,609,68.135,1.981,0.277,74,1550,21.488,1.377,56.798
sim-15-0.9-0.01-0.6-4-1.3-0.5-3-20.rsml,19856.854,14,1917,137.498,1.412,0.279,374,17739,47.946,0.894,58.194
sim-15-1.4-0.01-0.7-4-1.3-0.35-1-20.rsml,17697.488,19,1979,104.669,1.023,0.339,395,15493,39.769,0.759,59.371
sim-15-1.1-0.01-0.2-4-1.3-0.55-4-5.rsml,37.797,2,36,18.899,0.971,0,0,0,0,0,0
sim-15-0.6-0.01-0.5-4-1.3-0.8-4-10.rsml,764.492,4,301,75.692,2.107,0.38,31,444,14.894,1.119,51.007
sim-15-1.3-0.01-0.3-4-1.3-0.25-1-15.rsml,1355.913,14,674,48.579,1.288,0.355,62,646,10.9,0.628,60.736
sim-15-1.4-0.01-0.1-4-1.3-0.3-5-10.rsml,228.313,8,219,27.787,0.877,0,1,6,6.016,0.399,73.096
sim-15-0.8-0.01-0.3-4-1.3-0.8-3-15.rsml,8781.679,10,1636,164.04,2.98,0.283,249,7012,28.68,1.039,59.012
sim-15-0.5-0.01-0.7-4-1.3-0.95-4-20.rsml,16111.558,8,1176,147.494,1.105,0.356,233,14801,64.084,0.781,57.33
sim-15-1.1-0.01-0.2-4-1.3-0.7-1-10.rsml,953.533,8,588,73.944,2.131,0.351,41,339,8.829,0.626,57.931
sim-15-1.3-0.01-0.4-4-1.3-0.7-5-10.rsml,1704.131,10,697,70.213,2.086,0.339,66,965,15.182,0.972,60.316
sim-15-0.7-0.01-0.1-4-1.3-0.35-1-15.rsml,772.769,8,499,62.914,1.634,0.326,30,257,8.982,0.491,70.105
sim-15-1.3-0.01-0.8-4-1.3-0.95-5-10.rsml,4440.988,9,776,86.68,1.319,0.31,117,3597,31.289,1.006,61.752
sim-15-0.6-0.01-0.5-4-1.3-1-2-15.rsml,10997.159,7,1154,165.279,1.965,0.295,212,9724,46.416,1.031,58.528
sim-15-0.9-0.01-0.4-4-1.3-0.8-1-15.rsml,10255.528,10,1701,170.505,2.531,0.278,265,8412,32.266,1.105,55.851
sim-15-0.9-0.01-0.4-4-1.3-0.65-3-10.rsml,757.362,7,364,52.591,1.71,0.412,29,375,13.422,0.816,59.187
sim-15-0.7-0.01-0.5-4-1.3-0.45-2-20.rsml,17135.156,11,1708,155.818,1.785,0.292,324,15252,47.596,0.992,58.819
sim-15-1-0.01-0.3-4-1.3-0.15-5-20.rsml,1951.643,13,778,60.32,1.474,0.331,81,1128,14.413,0.726,61.842
sim-15-0.7-0.01-0.5-4-1.3-0.7-4-20.rsml,24190.955,11,1940,176.914,1.663,0.307,407,22038,54.656,0.905,57.921
sim-15-0.7-0.01-0.1-4-1.3-0.15-1-15.rsml,170.942,6,162,27.632,0.792,0,1,5,5.151,0.377,59.422
sim-15-0.7-0.01-0.8-4-1.3-0.9-1-10.rsml,1928.265,5,401,80.638,1.785,0.376,50,1502,30.502,1.374,56.672
sim-15-0.9-0.01-0.3-4-1.3-0.8-1-20.rsml,32722.607,15,3581,239.125,2.284,0.261,667,28798,43.682,0.781,57.429
sim-15-1.4-0.01-0.8-4-1.3-0.85-2-15.rsml,13859.643,16,1603,100.642,0.761,0.292,291,12094,42.094,0.594,57.484
sim-15-0.5-0.01-0.4-4-1.3-0.75-2-5.rsml,24.908,1,24,24.908,1.232,0,0,0,0,0,0
sim-15-1.5-0.01-0.7-4-1.3-0.45-1-10.rsml,1099.011,10,465,47.115,1.381,0.379,46,605,13.649,1.013,61.032
sim-15-1.1-0.01-0.5-4-1.3-0.25-4-20.rsml,10523.719,17,1643,97.059,1.715,0.313,259,8743,34.261,1.043,62.387
sim-15-1.1-0.01-0.3-4-1.3-0.5-5-20.rsml,24553.469,17,3189,187.971,2.576,0.297,574,21052,37.209,0.975,58.781
sim-15-1.4-0.01-0.4-4-1.3-0.4-1-5.rsml,29.663,2,28,14.831,0.75,0,0,0,0,0,0
sim-15-0.5-0.01-0.8-4-1.3-0.45-4-5.rsml,9.953,1,9,9.953,0.728,0,0,0,0,0,0
sim-15-1.4-0.01-0.7-4-1.3-0.95-2-15.rsml,16994.879,18,1893,105.765,0.885,0.293,359,14901,42.036,0.619,57.631
sim-15-0.9-0.01-0.1-4-1.3-0.1-3-20.rsml,414.36,9,362,40.868,0.983,0.424,6,43,7.758,0.443,63.637
sim-15-0.8-0.01-0.4-4-1.3-0.35-4-20.rsml,12792.027,12,1754,146.793,2.398,0.337,289,10877,38.168,1.16,62.009
sim-15-1-0.01-0.8-4-1.3-0.6-1-20.rsml,17472.561,17,1553,91.841,0.654,0.313,330,15746,48.216,0.531,58.552
sim-15-1.2-0.01-0.2-4-1.3-0.55-1-10.rsml,569.104,8,429,54.272,1.529,0.338,19,125,7.101,0.529,66.764
sim-15-1-0.01-0.8-4-1.3-0.4-1-20.rsml,14767.409,15,1416,94.901,0.635,0.332,296,13184,45.081,0.518,60.71
sim-15-1.1-0.01-0.4-4-1.3-0.95-3-15.rsml,16993.301,14,2186,156.675,2.081,0.286,379,14600,39.05,0.91,57.503
sim-15-0.9-0.01-0.8-4-1.3-0.1-2-20.rsml,1064.335,9,356,40.02,0.984,0.4,42,682,16.766,0.858,57.068
sim-15-1.2-0.01-0.5-4-1.3-1-5-15.rsml,17537.607,14,2150,154.077,1.835,0.297,381,15172,40.369,0.96,55.426
sim-15-0.7-0.01-0.3-4-1.3-0.35-5-5.rsml,9.397,1,9,9.397,0.575,0,0,0,0,0,0
sim-15-1.4-0.01-0.4-4-1.3-0.4-4-15.rsml,5250.883,16,1373,86.261,2.067,0.356,185,3777,20.923,1.024,61.293
sim-15-0.9-0.01-0.1-4-1.3-0.15-2-15.rsml,175.394,7,172,25.056,0.752,0,0,0,0,0,0
sim-15-1.2-0.01-0.4-4-1.3-0.7-3-15.rsml,11957.659,14,2006,143.718,1.959,0.288,310,9787,32.083,0.89,58.427
sim-15-0.6-0.01-0.3-4-1.3-0.1-2-15.rsml,56.687,3,55,18.896,0.568,0,0,0,0,0,0
sim-15-1.5-0.01-0.7-4-1.3-0.2-5-15.rsml,1735.751,15,601,40.642,1.083,0.383,69,1087,16.321,0.841,55.702
sim-15-1.1-0.01-0.8-4-1.3-0.65-2-15.rsml,10356.749,12,1169,97.851,0.912,0.28,212,9070,43.314,0.733,58.916
sim-15-0.7-0.01-0.2-4-1.3-0.65-4-15.rsml,3967.996,9,1220,136.218,3.32,0.319,143,2667,19.175,0.917,57.722
sim-15-1.1-0.01-0.7-4-1.3-0.75-3-15.rsml,12302.068,13,1367,105.659,1.089,0.34,257,10799,42.523,0.776,58.009
sim-15-1.1-0.01-0.2-4-1.3-0.25-4-20.rsml,5785.61,17,1684,99.65,2.371,0.339,212,3993,19.3,0.857,66.1
sim-15-1.2-0.01-0.6-4-1.3-0.95-1-20.rsml,33819.586,20,2889,145.097,1.067,0.293,573,30627,53.958,0.672,56.025
sim-15-0.7-0.01-0.1-4-1.3-0.35-3-10.rsml,118.527,4,116,29.632,0.964,0,0,0,0,0,0
sim-15-0.9-0.01-0.8-4-1.3-0.75-3-15.rsml,10438.117,10,1143,114.799,0.857,0.316,213,9174,43.616,0.663,55.727
sim-15-1.2-0.01-0.4-4-1.3-0.1-3-15.rsml,142.146,7,128,18.818,0.589,0,1,10,10.422,0.482,71.416
sim-15-1.4-0.01-0.7-4-1.3-0.9-4-10.rsml,4528.289,11,918,83.853,1.463,0.311,128,3542,28.171,1.008,53.477
sim-15-0.5-0.01-0.2-4-1.3-1-4-15.rsml,6621.147,6,1410,235.28,3.937,0.262,196,5109,26.579,0.973,58.282
sim-15-0.6-0.01-0.3-4-1.3-0.25-5-15.rsml,488.341,6,275,46.229,1.221,0.354,22,197,9.59,0.581,54.849
sim-15-1.2-0.01-0.3-4-1.3-0.9-3-10.rsml,2471.477,9,877,97.979,2.736,0.327,90,1542,17.663,0.99,62.757
sim-15-1.5-0.01-0.7-4-1.3-0.4-2-20.rsml,22004.824,22,2380,108.683,0.795,0.298,447,19380,43.879,0.589,59.287
sim-15-0.5-0.01-0.8-4-1.3-0.95-5-20.rsml,14012.505,8,1007,126.36,0.664,0.359,207,12893,62.81,0.526,57.45
sim-15-0.7-0.01-0.5-4-1.3-0.4-4-15.rsml,2399.623,8,600,75.58,1.931,0.335,81,1749,22.16,1.119,63.037
sim-15-1.1-0.01-0.6-4-1.3-0.25-4-20.rsml,10826.397,16,1578,99.171,1.578,0.3,245,9124,37.713,1.088,58.986
sim-15-0.7-0.01-0.2-4-1.3-0.25-5-10.rsml,79.588,4,77,19.897,0.72,0,0,0,0,0,0
sim-15-1.5-0.01-0.1-4-1.3-0.9-4-20.rsml,27062.678,27,6935,257.329,3.259,0.263,1029,19596,19.548,0.525,59.026
sim-15-1.2-0.01-0.6-4-1.3-0.55-4-5.rsml,44.547,2,43,22.274,1.044,0,0,0,0,0,0
sim-15-1-0.01-0.4-4-1.3-0.15-4-20.rsml,2766.94,14,841,60.638,1.544,0.349,105,1864,18.267,0.86,59.844
sim-15-1.1-0.01-0.6-4-1.3-0.8-3-10.rsml,2535.425,8,606,76.317,2.257,0.309,81,1879,23.764,1.374,56.726
sim-15-0.7-0.01-0.8-4-1.3-0.45-5-5.rsml,9.946,1,9,9.946,0.766,0,0,0,0,0,0
sim-15-0.9-0.01-0.7-4-1.3-0.65-1-10.rsml,1185.292,7,384,55.545,1.758,0.297,45,774,17.7,1.225,67.892
sim-15-1.5-0.01-0.8-4-1.3-0.25-1-15.rsml,3088.34,16,771,48.688,1.275,0.316,102,2259,22.641,1.094,60.884
sim-15-0.8-0.01-0.6-4-1.3-0.9-4-20.rsml,26555.559,13,2057,158.862,1.259,0.297,422,24261,58.034,0.777,57.544
sim-15-1.3-0.01-0.5-4-1.3-0.8-4-15.rsml,15221.087,15,2044,136.782,1.699,0.319,354,12976,37.202,0.917,58.04
sim-15-1.4-0.01-0.3-4-1.3-0.7-3-10.rsml,1444.851,11,723,66.259,2.047,0.276,58,678,12.345,0.78,60.871
sim-15-1.5-0.01-0.3-4-1.3-0.4-5-20.rsml,24129.57,24,3747,156.67,2.062,0.309,617,20048,33.014,0.801,62.221
sim-15-1-0.01-0.7-4-1.3-0.95-1-5.rsml,118.986,3,95,32.084,1.655,0.392,3,22,7.578,1.159,64.906
sim-15-0.8-0.01-0.6-4-1.3-0.3-3-15.rsml,1809.08,8,503,63.405,1.5,0.319,64,1267,20.341,0.989,59.701
sim-15-1-0.01-0.1-4-1.3-0.6-3-20.rsml,17007.289,17,4226,249.056,3.46,0.265,586,12468,21.798,0.619,62.188
sim-15-1.2-0.01-0.2-4-1.3-0.1-2-10.rsml,7.263,1,7,7.263,0.379,0,0,0,0,0,0
sim-15-1.5-0.01-0.7-4-1.3-0.2-2-10.rsml,161.22,7,124,18.291,0.612,0.535,5,29,6.637,0.453,72.372
sim-15-0.7-0.01-0.5-4-1.3-0.85-1-20.rsml,26927.893,12,2141,178.811,1.415,0.278,424,24568,58.448,0.751,58.341
sim-15-1.1-0.01-0.6-4-1.3-0.8-2-10.rsml,2663.861,8,673,84.651,2.389,0.281,85,1940,23.372,1.45,57.897
sim-15-1.5-0.01-0.2-4-1.3-0.4-1-15.rsml,3582.424,18,1469,82.184,2.062,0.346,152,2031,13.836,0.689,65.158
sim-15-1.5-0.01-0.4-4-1.3-0.85-5-20.rsml,47414.27,25,4783,191.86,1.751,0.292,919,42150,46.374,0.773,57.441
sim-15-0.6-0.01-0.2-4-1.3-1-1-5.rsml,34.92,1,34,34.92,1.671,0,0,0,0,0,0
sim-15-1.4-0.01-0.4-4-1.3-0.4-3-20.rsml,25238.5,22,3255,148.493,1.619,0.305,586,21661,37.494,0.766,59.221
sim-15-1.4-0.01-0.8-4-1.3-0.5-5-15.rsml,9900.956,15,1300,87.285,0.912,0.314,246,8461,34.926,0.73,62.596
sim-15-1.3-0.01-0.6-4-1.3-0.75-1-10.rsml,2764.334,10,729,73.48,2.202,0.358,91,1978,22.303,1.381,57.526
sim-15-1.1-0.01-0.2-4-1.3-0.4-4-15.rsml,2768.701,13,1114,86.336,2.145,0.269,112,1589,14.699,0.715,65.649
sim-15-0.6-0.01-0.3-4-1.3-0.2-4-10.rsml,43.725,3,42,14.575,0.563,0,0,0,0,0,0
sim-15-0.7-0.01-0.4-4-1.3-0.9-3-20.rsml,30417.998,12,2529,211.055,1.887,0.31,507,27619,55.001,0.833,58.642
sim-15-1.5-0.01-0.3-4-1.3-0.65-5-5.rsml,66.101,3,64,22.034,1.106,0,0,0,0,0,0
sim-15-1-0.01-0.2-4-1.3-0.5-3-10.rsml,507.576,7,367,52.916,1.504,0.313,17,129,8.068,0.523,74.667
sim-15-0.9-0.01-0.8-4-1.3-0.45-2-10.rsml,506.251,6,231,39.072,1.246,0.409,19,265,14.306,1.008,62.215
sim-15-1.1-0.01-0.6-4-1.3-0.65-3-5.rsml,62.299,3,60,20.766,1.142,0,0,0,0,0,0
sim-15-1.2-0.01-0.7-4-1.3-0.9-2-5.rsml,95.559,3,83,28.204,1.529,0.52,2,10,5.474,0.971,28.197
sim-15-0.7-0.01-0.1-4-1.3-0.65-2-15.rsml,2514.073,9,1147,128.006,3.177,0.273,110,1309,12.382,0.64,63.966
sim-15-0.9-0.01-0.3-4-1.3-0.6-5-5.rsml,19.985,1,19,19.985,1.022,0,0,0,0,0,0
sim-15-1.3-0.01-0.5-4-1.3-0.35-3-10.rsml,373.794,9,250,28.26,0.957,0.365,15,112,7.964,0.576,56.817
sim-15-1.1-0.01-0.6-4-1.3-0.75-5-20.rsml,27839.65,18,2388,133.138,1.105,0.305,470,25194,54.134,0.716,58.718
sim-15-1.3-0.01-0.1-4-1.3-0.55-4-5.rsml,44.631,2,43,22.315,1.05,0,0,0,0,0,0
sim-15-1-0.01-0.8-4-1.3-0.8-4-15.rsml,10721.129,12,1158,97.07,0.857,0.332,224,9442,42.662,0.682,61.175
sim-15-0.9-0.01-0.3-4-1.3-0.55-4-20.rsml,21753.576,15,2945,196.849,2.74,0.274,509,18544,36.937,0.987,54.98
sim-15-0.9-0.01-0.2-4-1.3-0.2-4-20.rsml,2324.566,13,950,73.593,1.747,0.338,97,1319,14.102,0.684,57.154
sim-15-0.5-0.01-0.3-4-1.3-0.9-2-15.rsml,7867.714,6,1236,206.446,3.524,0.267,183,6533,36.224,1.2,57.568
sim-15-1.1-0.01-0.3-4-1.3-0.9-4-5.rsml,85.914,3,84,28.638,1.596,0,0,0,0,0,0
sim-15-0.7-0.01-0.8-4-1.3-0.5-2-10.rsml,515.43,4,196,49.525,1.375,0.302,21,305,15.111,1.026,63.164
sim-15-0.7-0.01-0.7-4-1.3-0.45-2-5.rsml,10,1,9,10,0.709,0,0,0,0,0,0
sim-15-1-0.01-0.5-4-1.3-0.3-4-20.rsml,16245.011,16,2016,126.541,1.501,0.288,351,14042,40.514,0.866,58.007
sim-15-1.3-0.01-0.3-4-1.3-0.5-1-10.rsml,679.102,9,426,47.801,1.424,0.33,25,238,9.956,0.602,63.646
sim-15-0.6-0.01-0.2-4-1.3-0.5-1-10.rsml,235.175,4,177,44.834,1.381,0.328,7,51,7.977,0.47,63.634
sim-15-0.8-0.01-0.2-4-1.3-0.7-3-10.rsml,499.201,6,352,59.179,1.818,0.38,17,136,8.478,0.572,77.004
sim-15-1.4-0.01-0.6-4-1.3-0.5-3-20.rsml,27100.936,22,2763,126.003,1.076,0.29,531,24054,45.817,0.694,59.485
sim-15-0.6-0.01-0.4-4-1.3-0.8-5-5.rsml,24.987,1,24,24.987,1.319,0,0,0,0,0,0
sim-15-1.1-0.01-0.8-4-1.3-0.9-3-10.rsml,4151.238,7,669,96.156,1.341,0.284,105,3427,33.125,1.043,59.914
sim-15-0.5-0.01-0.5-4-1.3-0.45-4-15.rsml,2410.757,6,516,86.653,2.165,0.302,76,1848,24.879,1.193,58.423
sim-15-1-0.01-0.8-4-1.3-0.85-1-10.rsml,3415.37,8,679,85.288,1.59,0.335,89,2691,30.709,1.232,51.755
sim-15-1-0.01-0.4-4-1.3-0.65-3-20.rsml,33625.688,17,3155,186.021,1.797,0.303,635,30136,47.974,0.808,57.742
sim-15-1.2-0.01-0.5-4-1.3-0.6-5-10.rsml,1111.729,8,473,59.864,1.677,0.317,43,608,14.717,0.94,59.661
sim-15-1.2-0.01-0.3-4-1.3-0.4-2-10.rsml,396.329,8,293,37.233,1.172,0.418,13,91,7.574,0.524,65.651
sim-15-1.3-0.01-0.5-4-1.3-1-2-15.rsml,19332.67,16,2345,147.149,1.435,0.295,427,16757,39.762,0.751,57.594
sim-15-1.1-0.01-0.5-4-1.3-1-3-5.rsml,108.605,3,100,34.075,1.77,0,1,6,6.38,0.976,51.22
sim-15-0.5-0.01-0.3-4-1.3-0.75-3-20.rsml,20435.479,8,2084,261.148,2.749,0.267,384,18144,47.777,0.958,55.962
sim-15-0.9-0.01-0.2-4-1.3-0.9-3-15.rsml,8737.513,11,2149,195.95,3.391,0.276,287,6432,22.934,0.864,57.874
sim-15-1-0.01-0.7-4-1.3-0.1-3-15.rsml,145.414,6,116,19.866,0.626,0.499,5,24,5.243,0.495,69.781
sim-15-1.5-0.01-0.2-4-1.3-0.95-5-5.rsml,129.9,4,127,32.475,1.716,0,0,0,0,0,0
sim-15-1-0.01-0.3-4-1.3-0.15-4-10.rsml,38.972,3,38,12.991,0.492,0,0,0,0,0,0
sim-15-1.2-0.01-0.7-4-1.3-0.95-1-15.rsml,14619.964,15,1623,108.752,0.986,0.276,301,12827,43.152,0.697,54.031
sim-15-0.6-0.01-0.4-4-1.3-0.65-3-5.rsml,19.938,1,19,19.938,1.124,0,0,0,0,0,0
sim-15-1.2-0.01-0.1-4-1.3-0.3-5-10.rsml,207.093,7,197,28.589,0.909,0,1,6,6.972,0.393,72.902
sim-15-1-0.01-0.2-4-1.3-0.6-3-20.rsml,25672.678,17,3910,230.554,3.01,0.309,674,21403,32.275,0.801,59.304
sim-15-1.4-0.01-0.3-4-1.3-0.35-3-20.rsml,16925.758,22,3080,140.556,2.389,0.306,459,13588,30.138,0.97,61.467
sim-15-0.9-0.01-0.2-4-1.3-0.15-4-15.rsml,178.415,7,163,23.768,0.728,0.536,2,11,6.018,0.382,47.06
sim-15-0.8-0.01-0.7-4-1.3-0.3-1-20.rsml,10408.812,12,1249,104.672,1.272,0.281,214,9039,42.77,0.944,59.753
