image,diam_max,diam_mean,diam_mode,length,area,width,depth,width_depth_ratio,com_x,com_y,ellips_025,ellips_050,ellips_075,ellips_100,rect_020,rect_040,rect_060,rect_080,directionality,tip_count,cross_hori_0_mean,cross_hori_0_max,cross_hori_1_mean,cross_hori_1_max,cross_hori_2_mean,cross_hori_2_max,cross_hori_3_mean,cross_hori_3_max,cross_vert_mean,cross_vert_max,coord_x0,coord_x1,coord_x2,coord_x3,coord_x4,coord_x5,coord_x6,coord_x7,coord_x8,coord_x9
sim-15-0.5-0.01-0.7-4-1.3-1-2-20.rsml.jpg,1.6440151,0.36844346,0.2740025,350723.22,35163.29,218.10599,399.22165,0.54632807,0.5323403,0.37430796,0.28487828,0.9721504,1.8712792,2.9268227,0.69858646,0.6330845,0.7107113,0.79956675,20.999195,218.0,2799.4253,5000.0,4168.681,5900.0,2102.1978,4500.0,431.86813,2100.0,4327.778,15800.0,0.4447236,0.08165829,0.09296482,0.4396985,0.6947236,0.70100504,0.7525126,0.9861809,0.92211056,0.55904526
sim-15-1.5-0.01-0.3-4-1.3-1-5-20.rsml.jpg,4.0309796,0.58755296,0.33591497,429971.2,66068.766,265.70874,509.58304,0.5214239,0.4975891,0.30100346,0.07473447,0.46549016,1.2557771,2.0105145,0.27458906,0.3221885,0.43763316,0.53431666,47.628284,749.0,3437.7048,7800.0,2788.4211,5500.0,863.6842,2800.0,161.05263,600.0,3672.8262,14200.0,0.4728192,0.11630847,0.26042983,0.43615675,0.53097343,0.5448799,0.6384324,0.7509482,0.8710493,0.49810368
sim-15-1-0.01-0.5-4-1.3-0.9-2-10.rsml.jpg,3.2111952,0.5792375,0.12350751,158089.61,24481.164,97.0769,164.38849,0.59053344,0.48267373,0.31854182,0.057351574,0.40559793,1.0256437,1.6939752,0.23294285,0.26934758,0.37326956,0.46241978,51.045303,52.0,1921.8542,5600.0,1808.4337,5600.0,461.44577,1900.0,109.63856,200.0,1752.987,12700.0,0.47455472,0.108142495,0.29643765,0.47964376,0.5737913,0.60941476,0.6183206,0.64249367,0.8994911,0.5216285
sim-15-1.5-0.01-0.5-4-1.3-0.3-3-20.rsml.jpg,2.3974423,0.432923,0.2663825,170484.8,24744.803,211.5077,190.46349,1.1104895,0.45570666,0.28736603,0.07797227,0.4536128,1.2690114,1.9856285,0.26570642,0.301027,0.45987815,0.5616092,55.82116,326.0,3634.1462,6400.0,3765.1685,7100.0,843.82025,2200.0,158.42697,400.0,1981.9407,8900.0,0.43324938,0.09949622,0.26196474,0.33879092,0.37531486,0.38664988,0.5957179,0.638539,0.9395466,0.62846345
sim-15-1.5-0.01-0.5-4-1.3-0.7-1-20.rsml.jpg,2.083964,0.43306264,0.29770917,381067.72,60712.125,236.38107,439.121,0.5383051,0.49690554,0.30555555,0.0776292,0.4387072,1.1348888,1.8871382,0.2773487,0.2809921,0.4051321,0.5060143,34.21069,772.0,3760.674,7300.0,4195.109,7700.0,1597.2826,3800.0,302.17392,1300.0,4538.8174,16800.0,0.3979849,0.020151133,0.18387909,0.2934509,0.4836272,0.49244332,0.61335015,0.779597,0.9672544,0.53904283
sim-15-1-0.01-0.7-4-1.3-0.4-3-20.rsml.jpg,1.0155766,0.30767447,0.25389415,162492.27,19757.535,200.57639,180.51874,1.1111112,0.49603537,0.3249312,0.18207869,0.66431934,1.4542522,2.3828804,0.448341,0.4389473,0.55651647,0.65696883,45.679855,418.0,3428.0488,9100.0,4586.517,6500.0,1696.6293,4200.0,317.97754,1700.0,2311.3157,7500.0,0.38987342,0.10886076,0.015189873,0.48607594,0.643038,0.6493671,0.63164556,0.90379745,0.9772152,0.5886076
sim-15-1-0.01-0.1-4-1.3-0.8-1-10.rsml.jpg,2.7093334,0.5886144,0.08466667,158910.86,17711.758,53.678665,191.60066,0.2801591,0.59841985,0.3790708,0.12946834,0.7251594,1.4304951,1.8926977,0.39398357,0.4857644,0.54297924,0.6073023,3.1080194,23.0,681.71204,4900.0,406.71378,2000.0,223.67491,300.0,100.0,100.0,1315.9469,20300.0,0.48107255,0.2082019,0.626183,0.5946372,0.5599369,0.6182965,0.99842274,0.8659306,0.7381703,0.55520505
sim-15-1.5-0.01-0.3-4-1.3-1-1-10.rsml.jpg,3.3693101,1.0971811,1.5643226,154025.61,23982.629,93.61869,165.21652,0.5666424,0.5800168,0.34526792,0.062121492,0.45646578,1.0683382,1.6193634,0.2335439,0.30055743,0.41008916,0.49964628,51.227783,62.0,2209.6155,6400.0,1461.0465,4900.0,454.06976,1500.0,123.809525,300.0,1802.6178,8400.0,0.50899744,0.19537275,0.27249357,0.21079692,0.8663239,0.907455,0.8521851,0.98971725,0.8714653,0.55912596
sim-15-0.5-0.01-0.3-4-1.3-0.2-4-10.rsml.jpg,0.0,0.0,0.0,7606.03,214.63,2.286,24.383999,0.09375,0.7120389,0.45308256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4539907,3.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,NaN,0.0,0.4814815,0.2962963,0.7037037,0.6666667,0.5555556,0.8148148,0.9259259,0.962963,0.9259259,0.962963
sim-15-1.5-0.01-0.3-4-1.3-0.1-1-20.rsml.jpg,2.625725,0.361615,0.08752417,112030.93,9282.813,68.18133,98.72726,0.69060284,0.47611248,0.3235335,0.1613992,0.8922214,1.8256081,2.573317,0.43403733,0.6092778,0.75099003,0.79182535,28.794477,35.0,1551.7241,4800.0,1013.47516,3100.0,360.99292,800.0,139.0071,300.0,1059.4805,11800.0,0.21309371,0.19255456,0.033376124,0.5686778,0.6302953,0.6521181,0.83825415,0.84852374,0.6662388,0.52888316
sim-15-1.5-0.01-0.1-4-1.3-1-2-10.rsml.jpg,4.064,0.9688559,0.33866668,199509.38,31489.65,57.742664,231.56332,0.24936014,0.5669528,0.3763826,0.07018888,0.46874234,0.9253559,1.4296297,0.23749681,0.34638435,0.3316072,0.34955165,3.3835092,35.0,1024.4445,6000.0,467.54385,3800.0,232.45615,2100.0,114.327484,200.0,1870.6422,13900.0,0.47360703,0.15542522,0.51906157,0.42961878,0.7639296,0.829912,0.77272725,0.7140762,0.90029323,0.53958946
sim-15-0.5-0.01-0.5-4-1.3-0.3-2-10.rsml.jpg,0.5926667,0.22458947,0.08466667,35367.383,1197.7793,31.411333,49.44533,0.635274,0.5087083,0.3627647,0.553969,1.9910935,3.5560188,4.6052876,1.2017388,1.385382,1.4358522,1.4370538,13.012996,8.0,504.16666,1100.0,334.24658,700.0,138.35617,500.0,100.0,100.0,340.44943,2400.0,0.40431267,0.22371967,0.5579515,0.5983828,0.6334232,0.6657682,0.6334232,0.5929919,0.7304582,0.5768194
