;image;Rep;Is; areaTotal; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; areaPrim; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; areaLat; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; EDMmax; LatDiam
1159;sim-0.15-0.2-10-1-2-1-0.6-20 ;4;Data;13002;129;551;0.23411979;0.6488507;0.41253754;0.6389044;0.44742346;0.22947441;0.074486054;24418.605;25085.271;17116.28;1.4204638;16.463205;40.077602;424;11.612613;25;11.095589;25;6.5373135;12;2.9710145;5;35.869564;113;314;0.569873;51;22;33;35;78;35;90;93;64;3;1802;90;539;0.16697589;0.8497657;0.40626988;0.08697428;0.055766795;0.048072148;0.031663228;4233.3335;2755.5557;2633.3333;5.978638;136.94525;273.7243;429;3.1307693;9;2.4923077;6;2.6111112;5;1.5148515;3;22.301888;91;285;0.528757;35;7;0;3;46;6;70;84;42;1;1230;131;327;0.4006116;0.52308697;0.39082322;0.07793427;0.06208843;0.03340862;0.016056968;2381.6794;2114.504;1282.4427;37.497437;88.391174;176.78235;597;5.428571;10;4.759494;10;3.3589745;7;1.9322034;4;9.545455;32;573;1.7522936;76;32;19;23;94;33;70;86;52;5;16;1
1164;sim-0.15-0.2-10-1-2-1-0.8-20 ;4;Data;23028;150;745;0.20134228;0.5351572;0.40135053;0.8169115;0.58561414;0.23585998;0.053009458;41713.332;44013.332;31333.334;1.410458;10.605841;24.032341;418;15.2125;33;13.559783;34;6.2119565;15;2.254054;4;46.39007;277;254;0.3409396;31;28;47;53;69;52;116;62;30;4;2747;92;738;0.124661244;0.7810833;0.36079344;0.119068936;0.087643825;0.05751258;0.018149529;8086.9565;6402.174;3847.8262;8.321878;49.453323;189.09035;633;4.884393;14;3.912088;11;2.452514;6;1.5151515;4;35.370968;211;346;0.4688347;30;20;19;25;41;11;47;58;26;1;1888;146;425;0.3435294;0.49468523;0.40717724;0.06476435;0.060536146;0.046855655;0.013220019;2719.178;2404.1096;2308.2192;37.069347;113.216606;225.16217;861;6.0227275;15;5.951923;13;4.091837;9;1.9638554;5;12.382978;38;761;1.7905883;28;5;22;65;62;47;126;121;1;2;22;1
1169;sim-0.15-0.2-10-1-2-1-1-20 ;4;Data;38122;201;939;0.2140575;0.5105793;0.39444262;0.95683527;0.52040195;0.2147312;0.06492602;54726.367;51099.504;40248.758;2.6584969;7.0085115;15.938288;119;19.23301;49;17.412018;40;8.103896;22;2.9787233;5;57.04813;226;1;0.001064963;40;31;36;63;81;83;109;114;65;6;2955;142;932;0.15236051;0.63300085;0.3708766;0.08277744;0.06546822;0.02164555;0.006338044;5338.0283;6929.5776;4007.0422;27.82459;88.03192;471.37778;600;4.6603775;28;4.8225107;22;2.5654206;10;1.7637795;4;25.830357;148;480;0.51502144;57;67;45;43;61;11;27;55;28;1;2691;200;632;0.3164557;0.45871145;0.38816303;0.008553905;0.05293107;0.0344016;0.009493521;3100;2545;2500;41.358616;165.72266;331.4453;1278;6.047619;14;5.3141026;14;3.75;9;2.0270271;6;13.752688;48;1278;2.022152;34;16;24;55;74;96;150;104;88;2;37;1
1174;sim-0.15-0.2-10-1-4-0.5-0.6-20 ;4;Data;13070;104;551;0.18874773;0.70334;0.4163198;0.551273;0.3995979;0.32997444;0.14039284;25865.385;23144.23;12634.615;1.4438003;17.008423;42.51836;183;9.117117;23;8.970589;16;5.6044774;8;2.0144928;4;39.414635;130;188;0.34119782;35;5;16;48;45;19;84;78;49;3;580;93;502;0.18525897;0.54849833;0.30122268;0.030303031;0.011467557;0.026043028;0.006339443;1892.4731;204.30107;43.010754;38.526306;128.26535;255.36249;157;2.3921568;9;1.8534483;5;1.3404255;3;1;1;6.2738094;47;179;0.3565737;0;0;13;5;0;93;76;1;84;93;1894;102;530;0.19245283;0.5525188;0.39312527;0.081199706;0.06331684;0.049276438;0.017672319;3980.392;3372.549;2647.0588;7.8198285;135.51753;269.8629;537;5.598214;12;4.6412215;12;2.890625;6;1.7416667;4;18.82653;109;411;0.7754717;28;3;63;46;0;34;89;17;1;102;16;3
1179;sim-0.15-0.2-10-1-4-0.5-0.8-20 ;4;Data;21327;126;745;0.16912752;0.5908482;0.41770187;0.72667515;0.6486369;0.26434654;0.08018735;44000;48436.508;36706.348;1.1107736;16.254953;46.69093;238;8.6875;22;9.853261;20;5.152174;11;2.691892;5;42.7;159;350;0.46979865;37;23;31;36;60;31;70;59;61;4;939;60;583;0.10291595;0.98595136;0.43387002;0.045770567;0.044715445;0.037898164;0.022329612;3200;2266.6667;1300;6.150519;146.76852;293.53705;208;1.7272727;6;1.4827586;4;1.2048193;4;1.1686747;2;16.928572;52;133;0.22813036;21;2;45;49;29;11;48;1;1;1;2124;126;739;0.17050068;0.48791587;0.3660339;0.04832474;0.055612467;0.029346839;0.009239721;4126.984;4142.857;3365.0793;18.638618;187.74718;375.3252;635;4.7515526;12;4.2896175;11;2.2094595;5;1.4;3;16.661291;90;653;0.8836265;0;24;33;38;62;126;70;56;58;1;25;4
1184;sim-0.15-0.2-10-1-4-0.5-1-20 ;4;Data;31272;115;939;0.122470714;0.56256497;0.4031779;0.92983764;0.73763144;0.36064717;0.0976748;67530.44;71852.17;55478.26;1.8541412;9.365989;20.945509;54;10.019418;37;10.403434;29;4.376623;14;2.4085107;4;61.04;171;1;0.001064963;43;14;26;37;50;32;75;48;26;6;2210;112;930;0.120430104;0.4772099;0.3936525;0.062889405;0.05688935;0.024449306;0.008156329;4535.7144;5910.7144;3482.1428;13.67304;234.67638;468.3599;460;3.6507177;19;3.2995594;14;1.7584541;10;1.5737705;3;20.685715;97;320;0.34408602;60;67;30;50;0;1;7;1;10;112;986;99;603;0.1641791;0.44990474;0.43686906;0.008392078;0.02462611;0.028131956;0.011450772;1292.9293;1525.2526;1707.0707;36.663307;153.05554;306.11108;478;2.3980582;6;2.3076923;5;2.0305343;4;1.5285715;4;10.712644;53;596;0.9883914;26;7;24;39;0;59;58;41;2;99;36;1
1189;sim-0.15-0.2-10-1-4-1-0.6-20 ;4;Data;12701;133;551;0.2413793;0.57760686;0.4167936;0.5819805;0.39078656;0.21975762;0.088076696;23308.271;23293.232;14082.707;1.4123899;35.435745;37.846718;259;9.873874;21;9.6470585;17;7.2537313;11;2.9492753;5;31.95;130;207;0.3756806;62;26;26;17;62;18;91;87;43;3;1679;105;549;0.19125684;0.66717434;0.41173512;0.063053854;0.043304775;0.043977056;0.02036524;3266.6667;2400;1057.1428;7.154281;140.6165;280.0607;392;3.5564516;13;3.4736843;7;2.6538463;6;1.6818181;3;15.793103;80;233;0.42440802;48;25;14;1;0;8;74;81;41;105;750;132;305;0.43278688;0.44668686;0.38994098;0.06309464;0.04278255;0.022273969;0.008048595;1333.3334;1409.091;1098.4849;36.654102;83.773506;166.62833;379;4.163636;9;3.5915494;10;2.3114755;6;1.4166666;3;5.860656;23;351;1.1508197;27;24;48;62;26;66;102;25;1;2;12;2
1194;sim-0.15-0.2-10-1-4-1-0.8-20 ;4;Data;20135;159;745;0.21342282;0.55483055;0.42403618;0.7277211;0.4622921;0.18179333;0.054190733;31698.113;36761.008;27830.19;1.3485761;22.103333;55.75891;464;10.213837;24;8.331522;24;5.755435;10;2.6756756;4;30.68387;177;315;0.42281878;65;30;54;49;93;52;105;57;58;4;1855;63;711;0.088607594;1.3385744;0.4144184;0.0857016;0.061531585;0.049499642;0.026800558;5476.1904;5793.651;3428.5715;8.761809;47.829105;357.4353;413;1.0833334;2;1;1;1;1;1;1;17.75;79;224;0.31504923;38;16;7;2;43;9;46;52;1;1;1194;156;420;0.37142858;0.57311666;0.37805894;0.03537077;0.038880248;0.025051283;0.009147628;2134.6155;1480.7693;935.89746;43.739895;112.00893;224.01785;603;4.9879518;10;3.893204;9;2.172043;5;1.4782609;4;7.958042;21;568;1.352381;32;35;44;41;122;82;114;90;86;6;21;1
1199;sim-0.15-0.2-10-1-4-1-1-20 ;4;Data;34919;182;938;0.19402985;0.552377;0.39321548;0.9102986;0.552904;0.20984732;0.061068833;52252.746;54472.527;37500;1.6492928;11.734371;42.484013;86;15.859903;42;13.819742;38;5.9437227;16;2.1452992;4;49.87574;242;1;0.001066098;45;55;52;61;102;77;100;75;53;6;2334;132;931;0.14178303;0.6609378;0.37891185;0.06253102;0.057593644;0.02053456;0.00493993;4356.0605;5734.8486;3507.5757;8.608434;235.3253;160.83504;449;3.430622;18;3.9086957;14;2.0673077;6;1.3956834;3;23.93617;112;293;0.31471536;59;30;25;50;0;1;36;5;11;132;1817;181;577;0.3136915;0.54176944;0.40396497;0.01695238;0.029909816;0.027967658;0.010279889;1845.3038;1535.9116;1270.7183;39.24427;152.12166;302.98843;873;4.604839;10;4.191489;10;2.8208954;8;1.709091;5;9.982857;36;929;1.610052;12;25;49;100;104;139;148;112;18;45;32;1
1204;sim-0.15-0.2-20-0.3-2-0.5-0.6-20 ;4;Data;10246;115;908;0.12665199;0.63650376;0.37264925;0.269535;0.2157457;0.1420615;0.047254078;26965.217;17660.87;12878.261;2.8878534;60.276794;74.84495;913;8.562189;14;6.9333334;12;3.56;8;1.2133334;2;43.89;173;887;0.97687227;42;31;18;28;56;32;73;67;32;3;1273;74;905;0.081767954;0.7956041;0.39743808;0.03065134;0.013061225;0.017486077;0.022749446;2662.162;1310.8108;1351.3513;2.999349;227.79376;454.5085;309;1.6318681;4;1.2947977;2;1.3314285;2;1.0384616;2;17.320755;98;199;0.2198895;29;64;0;10;38;18;9;47;1;1;2134;115;617;0.18638574;0.5180677;0.40264818;0.09957567;0.06418887;0.040549006;0.012397386;4217.391;4469.5654;2713.0435;38.519535;157.68958;314.39624;1044;4.3550725;12;4.6578946;10;3.1768708;7;1.6915888;4;17.660715;59;1053;1.706645;89;16;24;58;71;3;79;70;31;2;9;1
1209;sim-0.15-0.2-20-0.3-2-0.5-0.8-20 ;4;Data;21078;142;1240;0.11451613;0.63858783;0.36508816;0.38308287;0.27158245;0.18840347;0.033152662;44767.605;32760.562;26915.492;2.3943965;67.10552;72.235466;1736;12.19788;22;10.831169;19;5.107143;10;1.3474026;4;71.048386;294;1432;1.1548387;51;17;35;49;68;40;109;64;30;4;2014;105;1235;0.085020244;0.7127489;0.35622987;0.036241814;0.012414585;0.032898255;0.00865308;4323.8096;1828.5714;2066.6667;5.0917134;310.17737;311.2523;445;2.23741;6;1.8149606;4;1.5103735;4;1;1;21.876713;130;295;0.2388664;51;28;20;60;53;18;72;3;1;1;5000;140;921;0.15200868;0.5036686;0.3955477;0.089664936;0.08736637;0.058414683;0.014615194;7364.2856;8150;6328.5713;34.44351;233.63647;466.28424;2516;6.8349514;16;7.8245616;14;4.3920703;10;2;5;33.586956;98;2181;2.3680782;42;18;20;66;69;55;105;80;20;1;11;1
1214;sim-0.15-0.2-20-0.3-2-0.5-1-20 ;4;Data;38099;160;1570;0.10191083;0.58729076;0.35284692;0.67529947;0.4320911;0.15145181;0.038861845;79412.5;63318.75;41893.75;5.045861;17.91702;21.909986;89;18.115385;33;13.772379;26;6.133676;17;1.2168367;8;104.23776;432;1;6.37E-04;44;9;50;64;74;56;120;58;21;6;3629;121;1563;0.07741523;0.6465194;0.31895873;0.08828772;0.05576421;0.014878064;0.004950804;11223.141;8066.1157;4438.0166;9.706534;392.227;263.69458;1056;4.525066;11;2.9301677;10;1.6132076;6;1;1;37.13684;242;751;0.48048624;53;44;64;67;0;17;40;20;1;121;4640;159;1167;0.13624679;0.49965164;0.39227703;0.044989105;0.05924016;0.037589394;0.010413864;6603.7734;6100.629;5528.302;36.85467;294.727;589.454;2594;5.726236;14;5.5655174;12;3.1986063;8;1.8675214;5;28.694267;84;2226;1.907455;52;1;36;59;63;54;115;72;50;2;19;1
1219;sim-0.15-0.2-20-0.3-2-1-0.6-20 ;4;Data;9884;168;907;0.18522602;0.5888226;0.37638268;0.37163064;0.15503427;0.06317111;0.01757103;19392.857;15595.238;10559.523;2.0731537;70.805046;257.90356;834;9.11;17;6.671111;11;3.5291479;8;1.246696;2;28.90196;127;740;0.81587654;74;8;57;47;51;34;130;70;51;3;1318;90;904;0.09955752;0.9546282;0.38014573;0.054958478;0.030866275;0.016890557;0.005910252;4566.6665;2366.6667;1488.8889;6.4641185;227.16734;454.23453;307;1.6284153;4;1.0087719;2;1;1;1;1;15.511628;76;207;0.2289823;32;29;21;2;6;12;39;58;1;1;2046;167;588;0.2840136;0.49578264;0.38898116;0.05670103;0.04816545;0.025509782;0.00850594;2862.2754;2874.2515;2155.6887;42.737926;152.88231;305.76462;965;5.453125;11;4.643357;11;2.9338236;8;1.6638656;4;12.705129;32;954;1.6224489;56;58;48;0;61;72;75;72;167;1;11;1
1224;sim-0.15-0.2-20-0.3-2-1-0.8-20 ;4;Data;19146;215;1239;0.17352703;0.5293534;0.36787444;0.42598784;0.17091785;0.071306884;0.018824331;28302.326;23772.094;17837.209;1.7575246;60.30851;246.19142;1514;11.712766;20;9.701299;15;4.535948;12;1.1193548;3;40.762627;266;1418;1.1444714;75;37;58;101;106;39;163;68;24;5;1701;113;1227;0.09209454;0.85739;0.3590699;0.056022808;0.025338085;0.017662445;0.003249167;5504.425;2946.9026;1716.8142;3.0597165;82.93324;616.6401;309;2.143885;7;1.7459677;8;1.4302325;3;1.0234375;2;23.36923;153;194;0.1581092;49;26;21;0;69;17;38;39;113;1;4496;215;912;0.23574561;0.4538784;0.37230244;0.06880166;0.05425341;0.030895855;0.00852457;5176.744;5055.814;3795.3489;38.741234;234.3075;468.615;2042;7.455446;14;7.0929203;14;3.6726458;9;1.7204301;5;20.293839;78;2041;2.2379386;65;3;46;74;118;55;196;110;41;3;12;1
1229;sim-0.15-0.2-20-0.3-2-1-1-20 ;4;Data;39603;247;1570;0.15732484;0.6007959;0.3567939;0.5365013;0.25608054;0.10007317;0.02707122;49020.242;43327.934;29400.81;6.867194;21.186317;41.52856;151;21.675825;38;17.015345;33;6.6709514;17;1.3673469;4;75.15678;293;1;6.37E-04;111;68;96;119;149;68;124;94;56;5;2743;185;1562;0.1184379;0.7516617;0.3714527;0.055105574;0.023098208;0.008097852;0.002801977;4340.5405;3983.7837;2670.2703;11.82043;393.81467;786.51764;611;2.92;10;2.4219654;12;1.5846646;6;1.0753138;2;18.884892;117;618;0.3956466;107;111;109;90;120;10;50;7;1;1;6497;246;1163;0.21152192;0.54978;0.37090373;0.060465116;0.05256398;0.030331781;0.009371302;6626.016;5800.813;4426.829;40.023632;297.53152;594.85547;3242;8.889706;17;7.083045;14;4.775439;13;1.7957447;5;26.141666;77;3300;2.8374894;108;49;84;80;167;72;157;142;109;3;15;1
1234;sim-0.15-0.2-20-0.3-4-0.5-0.6-20 ;4;Data;8532;96;908;0.105726875;0.7047097;0.38766596;0.3553122;0.25428215;0.10837853;0.02916055;27010.416;22968.75;12781.25;1.9091316;62.380234;165.29292;364;5.4975123;10;4.4844446;9;2.4844444;7;1.2311112;2;37.50633;199;460;0.50660795;22;29;42;46;45;30;42;36;16;3;1245;69;904;0.076327436;0.74946165;0.38700154;0.055555556;0.031155344;0.029947575;0.009750556;4913.0435;2463.768;2405.797;5.463442;226.71568;453.35306;271;2.1330276;5;1.3607595;3;1.3526012;2;1.0991735;2;17.466667;129;160;0.17699115;19;24;41;52;38;18;26;1;1;1;943;96;558;0.17204301;0.5348014;0.4128791;0.051437218;0.046502788;0.022692775;0.006286159;2302.0833;2718.75;1531.25;27.145073;142.04225;283.0989;401;2.5;6;2.623077;6;1.7863247;4;1.1818181;2;9.468085;56;537;0.96236557;44;39;0;46;58;22;42;50;14;1;8;1
1239;sim-0.15-0.2-20-0.3-4-0.5-0.8-20 ;4;Data;16158;144;1239;0.11622276;0.6618407;0.3944284;0.49533242;0.23088033;0.08400274;0.025462206;33076.39;30381.945;23722.223;1.5845222;43.013134;195.23582;772;6.7067137;14;6.2012987;14;3.6764705;7;1.3322581;4;41.882812;236;766;0.61824054;69;48;62;60;115;23;74;36;55;5;1627;84;1235;0.068016194;0.9738893;0.41146865;0.05945629;0.03455935;0.017699461;0.007059624;4821.4287;5357.143;4761.905;7.444755;309.71277;310.41986;320;1.7375566;7;1.4851063;4;1.2368422;2;1;1;36.076923;125;192;0.15546559;52;27;0;27;82;1;26;84;45;1;2150;144;917;0.1570338;0.554157;0.3954858;0.05036855;0.041675232;0.020175222;0.006622973;3888.889;3673.611;2659.7222;34.01986;232.80034;464.61273;1119;3.5291004;8;3.4151785;8;2.010101;5;1.3;3;14.366198;57;1125;1.2268267;59;26;51;103;115;36;96;74;1;2;13;1
1244;sim-0.15-0.2-20-0.3-4-0.5-1-20 ;4;Data;32903;142;1570;0.09044586;0.6490903;0.36918452;0.5418914;0.40791526;0.1548199;0.05375299;72605.63;61112.676;41521.125;2.3702407;37.5928;52.037346;71;12.343407;25;10.506393;19;4.8946013;14;1.3877552;4;90.72951;455;1;6.37E-04;61;30;35;33;86;33;93;80;56;6;2783;92;1563;0.058861166;0.81088006;0.35069552;0.042201836;0.047511205;0.018820932;0.011860698;8250;7380.4346;2608.6956;4.317098;391.67587;392.38297;580;2.5589888;7;2.2601626;7;1.375;5;1.0625;2;34.855072;254;396;0.25335893;44;8;65;64;66;21;75;1;1;1;3220;141;1155;0.12207792;0.49902648;0.40674195;0.049045987;0.041850038;0.027811155;0.00972843;4780.1416;4836.8794;3411.3474;24.38139;291.23358;582.3444;1817;3.8232932;10;4.2334495;8;2.7306273;6;1.373494;4;22.697842;70;1613;1.3965368;67;11;30;56;75;46;106;103;46;2;14;1
1249;sim-0.15-0.2-20-0.3-4-1-0.6-20 ;4;Data;8047;181;907;0.19955899;0.5884678;0.39572838;0.24287802;0.12780435;0.05044415;0.013538276;14204.42;11629.834;9088.397;1.2090138;101.40291;182.34424;435;5.82;13;4.2977777;9;2.6816144;6;1.1145375;2;20.27027;230;415;0.45755237;79;64;65;112;126;39;61;49;7;4;1169;65;902;0.07206208;1.5220833;0.39221415;0.036963698;0.032484736;0.018590726;0.010447686;3984.6155;1984.6154;2261.5386;5.4599557;226.63847;229.91075;223;1;1;NaN;0;NaN;0;NaN;0;NaN;0;137;0.1518847;20;1;2;50;63;19;41;41;1;1;1067;178;604;0.294702;0.57008255;0.37124187;0.030694367;0.026807783;0.01106761;0.002503984;1606.7416;1471.9102;1342.6967;41.048786;157.56268;158.12772;467;3.0387597;7;2.4142857;6;1.8294574;4;1.0689656;2;6.696774;22;516;0.8543046;109;45;70;71;125;8;93;46;1;5;8;1
1254;sim-0.15-0.2-20-0.3-4-1-0.8-20 ;4;Data;17016;196;1239;0.15819208;0.48826945;0.38162494;0.36434433;0.18721716;0.06738409;0.01992339;27387.756;22306.123;16923.469;0.95668906;97.25835;135.577;841;8.190813;15;6.7597404;14;3.637255;9;1.3193549;4;32.010754;186;808;0.6521388;74;34;52;72;92;38;82;46;19;4;1781;57;1233;0.04622871;1.5610045;0.36197963;0.060672317;0.037147246;0.019246424;0.020814937;5456.14;4350.877;3736.842;5.320255;309.36386;617.68115;334;NaN;0;NaN;0;NaN;0;NaN;0;NaN;0;199;0.16139497;18;8;29;0;0;21;35;7;57;57;2317;193;906;0.21302429;0.45354006;0.38091117;0.03169699;0.030176092;0.018253358;0.006180939;2870.4663;2647.6685;1715.0259;38.90856;232.22833;463.26883;1159;4.061856;9;3.760181;9;2.2259614;5;1.1654676;2;12.101604;37;1122;1.2384106;68;33;48;0;108;3;145;103;193;7;10;1
1259;sim-0.15-0.2-20-0.3-4-1-1-20 ;4;Data;30283;258;1570;0.16433121;0.63230383;0.3754966;0.4387984;0.17719753;0.07390508;0.021696676;38538.758;28612.402;23124.031;2.9311156;38.974735;139.1039;87;12.728767;28;9.442455;20;4.465296;12;1.3418367;3;43.581966;247;1;6.37E-04;113;25;97;121;152;68;224;91;58;6;2306;160;1564;0.10230179;0.9527944;0.3867355;0.0469411;0.020103093;0.01009509;0.003698572;4831.25;2906.25;2806.25;5.193826;146.11237;395.16202;423;1.7708334;7;1.2237443;5;1.1666666;6;1;1;24.444445;157;282;0.18030691;91;78;75;120;98;15;36;1;1;1;3396;257;1154;0.22270364;0.56541914;0.37975198;0.03452244;0.029956976;0.01487045;0.004109503;3175.0972;3529.1829;2603.1128;40.920177;296.2195;591.24445;1672;4.1400776;10;4.6091547;11;2.6268656;6;1.2816092;3;13.126482;97;1847;1.6005199;97;95;48;94;125;49;127;144;29;2;15;1
1264;sim-0.15-0.2-20-1-2-0.5-0.6-20 ;4;Data;34876;163;1100;0.14818181;0.62883455;0.363276;0.6678696;0.5394019;0.24133337;0.04967521;66840.49;55349.69;39957.055;2.3382573;12.189562;24.97464;2039;19.97166;35;18.227106;29;8.827839;18;2.7985349;4;90.03425;251;2033;1.8481818;57;8;17;46;117;61;134;128;74;3;4595;141;1097;0.12853236;0.6241235;0.35337517;0.084318765;0.07634724;0.042155802;0.008920913;10609.929;7375.8867;5070.922;10.411924;141.71455;188.5858;994;6.6766915;19;5.0882354;11;3.142322;8;1.7897196;4;36.708332;133;653;0.5952598;80;43;43;98;0;13;86;80;7;141;6449;162;778;0.20822622;0.52169204;0.3994092;0.10427595;0.10447115;0.0809104;0.024774775;7685.185;8246.914;7395.0615;28.992437;199.26364;200.25299;2868;9.912281;21;11.341969;17;7.3;13;2.7548387;8;35.90625;87;2947;3.7879179;58;27;38;36;113;76;109;101;97;2;17;1
1269;sim-0.15-0.2-20-1-2-0.5-0.8-20 ;4;Data;64433;202;1486;0.1359354;0.53288406;0.36720803;0.8240145;0.62838715;0.23768757;0.04460286;91138.62;92168.32;67579.21;2.5466497;6.395094;15.701909;2380;26.680233;50;23.875675;40;11.646739;30;2.7628033;8;125.90323;406;2037;1.370794;57;35;43;84;86;65;125;96;35;4;7415;160;1481;0.10803511;0.57554406;0.36581028;0.11595197;0.08925298;0.038491953;0.006027247;13925;12737.5;9406.25;8.9410305;190.60619;377.18066;1860;7.3739376;22;6.527174;17;4.0380435;14;1.5151515;4;52.742424;243;1312;0.8858879;51;13;89;63;65;39;107;21;23;1;10553;202;1166;0.17324185;0.46458024;0.36410728;0.070184425;0.09967873;0.0735524;0.014736226;11054.455;11698.02;10178.218;32.393013;296.42032;148.98164;4827;12.8;28;11.034483;18;7.0555553;16;2.3855932;7;46.845;160;4487;3.848199;52;30;30;77;81;77;143;117;60;1;21;1
1274;sim-0.15-0.2-20-1-2-0.5-1-20 ;4;Data;100066;198;1900;0.104210526;0.6147692;0.35674798;0.9914301;0.7731076;0.28461316;0.06238977;149287.88;145267.67;99186.87;6.9796643;3.9250112;8.318816;175;25.39509;71;23.589851;58;12.118393;31;2.4989429;15;164.86592;337;1;5.26E-04;67;42;53;85;85;72;115;95;37;6;9030;170;1892;0.089852005;0.6098534;0.33110663;0.06258205;0.08692335;0.03237211;0.007047819;15041.177;15041.177;10705.883;32.429413;242.21869;479.17752;2913;7.8543897;34;6.7091293;28;3.467742;13;1.2789968;4;61.767605;216;2232;1.1797041;57;21;67;71;67;42;99;52;1;1;7380;197;1471;0.1339225;0.53698015;0.41377953;0.006984786;0.03879955;0.04957224;0.015141806;5923.858;5629.4414;7071.066;40.009968;371.3812;372.0213;4268;6.7676473;15;5.6438355;13;4.8539944;12;2.5210843;8;36.227978;111;3395;2.3079538;70;53;59;74;101;57;119;112;73;1;44;1
1279;sim-0.15-0.2-20-1-2-1-0.6-20 ;4;Data;32954;236;1100;0.21454546;0.5105395;0.35681278;0.5352466;0.3928338;0.120649874;0.028729642;46067.797;41334.746;26894.068;2.0253584;23.954517;44.370625;2088;24.117409;44;18.289377;39;7.4432235;20;2.4322345;3;61.285713;245;1418;1.2890909;52;38;69;96;124;108;137;98;67;3;4322;172;1097;0.15679125;0.6257722;0.34844095;0.07404621;0.058683842;0.031184537;0.006589709;7505.814;5930.2324;4319.7676;8.191614;278.34152;278.55463;1007;5.9444447;13;5.3394833;12;2.7303371;7;1.4460094;3;27.366667;136;686;0.62534183;88;56;85;158;0;19;103;1;1;172;7099;236;781;0.30217668;0.48617464;0.333454;0.14372246;0.10036805;0.04507254;0.009134669;9228.813;7677.9663;5101.695;39.734062;204.68756;408.41766;2845;14.672132;27;12;23;5.8854165;13;2.2479339;5;28.453745;79;2426;3.106274;49;15;25;65;128;103;172;117;84;2;13;1
1284;sim-0.15-0.2-20-1-2-1-0.8-20 ;4;Data;63550;311;1486;0.20928667;0.47606528;0.3557768;0.7160705;0.38906634;0.12369831;0.030657262;67231.51;58823.152;40819.938;2.512276;12.354526;28.71696;3415;33.031883;66;25.22973;45;10.866848;23;3.1185985;10;86.39535;356;3093;2.0814266;83;44;98;107;115;133;201;106;82;5;6798;203;1481;0.13706955;0.6701471;0.35342047;0.0957597;0.06954275;0.019986784;0.005344799;10926.108;9453.202;7408.867;10.584855;97.82405;374.70074;1651;7.1477275;21;5.8641305;14;3.0544958;8;1.761745;6;40.666668;226;1045;0.7056043;93;63;78;96;0;22;75;67;62;203;14206;309;1157;0.26707;0.47646284;0.34388125;0.11968504;0.10870431;0.050497793;0.009942806;13491.909;12456.311;7961.165;37.12724;76.13729;203.11401;5695;18.536232;34;15.857142;28;8.174825;17;2.744361;7;42.956375;129;5552;4.798617;73;45;80;99;138;150;207;133;73;4;20;1
1289;sim-0.15-0.2-20-1-2-1-1-20 ;4;Data;123322;320;1900;0.16842106;0.49710354;0.34835097;0.9003684;0.5777537;0.21160652;0.043124735;119050;108521.875;75900;9.124883;5.7585235;8.801378;270;44.483223;95;38.53277;75;15.744186;36;2.7864695;9;153.18567;480;1;5.26E-04;89;51;68;98;130;95;209;153;80;6;11228;252;1887;0.13354531;0.5772894;0.3270198;0.096097894;0.072861955;0.020747704;0.005033287;14051.587;13500;7984.127;34.105457;240.1545;194.84433;3054;10.22;49;8.617022;25;3.620309;16;1.5190217;4;49.657536;202;3072;1.627981;66;28;92;130;108;91;196;81;21;1;14376;319;1464;0.21789618;0.46787006;0.3692094;0.02758471;0.07796915;0.049339015;0.011310741;9764.891;10510.972;7605.0156;41.03292;374.64117;375.34827;6819;13.428572;30;13.620879;25;7.2994504;17;2.8119402;9;42.461784;114;7060;4.8224044;86;26;47;60;92;101;255;234;137;53;41;1
