;image;Rep;Is; areaTotal; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; areaPrim; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; areaLat; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; EDMmax; LatDiam
263;sim-0.05-0.2-30-0.3-2-1-0.8-20 ;3;Data;37581;412;1863;0.22114868;0.5360574;0.3377185;0.18514983;0.106433585;0.06484261;0.016740754;30927.184;20048.543;12099.515;6.4553695;165.72835;125.161606;3797;20.48975;31;13.907328;28;6.2380953;13;1.195279;3;46.552826;267;3736;2.0053678;207;45;126;69;243;102;285;227;159;5;2699;282;1852;0.15226781;0.7825981;0.3415815;0.018193783;0.005304383;0.007059756;0.003211474;2680.851;886.52484;617.0213;12.212773;468.4122;936.67334;925;2.0093896;7;1.443077;3;1.3476923;4;1;1;9.774509;101;577;0.3115551;166;54;161;0;174;34;185;120;282;1;11262;413;1376;0.30014536;0.5173005;0.35735837;0.05793854;0.043219164;0.026852569;0.00775774;7099.2734;5881.356;4116.2227;40.4677;359.37723;718.4657;5396;12.886154;24;11.412281;20;5.679412;12;2.5661538;7;26.62683;69;5447;3.9585755;205;34;42;166;239;78;347;297;91;2;11;1
268;sim-0.05-0.2-30-0.3-2-1-1-20 ;3;Data;83876;534;2353;0.22694433;0.5129868;0.32941777;0.35570753;0.17546868;0.06177234;0.013450959;54619.85;43408.24;28822.098;12.530028;18.745512;49.859303;261;36.498215;57;25.15529;46;10.356655;23;1.7359455;8;79.80038;332;1;4.25E-04;174;107;213;232;388;189;337;189;112;6;5196;420;2346;0.17902814;0.64361;0.32687023;0.033682343;0.012987102;0.004058288;0.001209658;4504.7617;3245.238;2471.4285;19.436436;596.317;1191.6497;1658;3.875874;13;2.9499106;12;1.7029289;8;1.0754716;4;17.68421;100;1516;0.6462063;215;80;143;258;317;46;223;82;1;1;16658;532;1900;0.28;0.508924;0.33901224;0.060048748;0.045192238;0.017438836;0.004518728;9535.714;8385.338;5592.1055;41.44316;493.26868;986.53735;8139;14.8494625;27;11.344609;22;6.1120505;12;2.321519;6;31.189554;113;8140;4.2842107;163;102;160;191;317;205;302;259;155;3;14;1
273;sim-0.05-0.2-30-0.3-4-0.5-0.6-20 ;3;Data;14771;306;1359;0.22516556;0.62425303;0.3733938;0.121597975;0.07050569;0.03893115;0.015977558;13888.889;8183.0063;6624.183;5.6768956;138.22693;151.71877;1549;8.313099;14;6.4822483;12;3.705357;7;1.2294117;2;22.98227;253;1633;1.2016188;99;9;107;205;212;62;252;170;76;3;1757;281;1327;0.21175584;0.6267447;0.40328148;0.006855971;0.008961681;0.005287075;0.003193445;1355.8718;861.20996;886.121;6.7149467;339.507;340.5208;576;2.0608108;5;1.630662;4;1.5894737;3;1.0641711;2;6.2372265;163;407;0.30670685;119;10;137;204;211;31;236;138;1;1;3460;250;966;0.25879917;0.64883584;0.38594165;0.043441936;0.03072019;0.01909632;0.007140782;3808;2628;1792;29.034895;250.066;498.9128;1636;5.059908;11;4.3487396;9;2.31982;7;1.5524862;3;15.185567;59;1749;1.810559;37;18;35;89;143;71;194;182;1;1;8;1
278;sim-0.05-0.2-30-0.3-4-0.5-0.8-20 ;3;Data;28391;284;1861;0.15260613;0.41202682;0.3625706;0.25401768;0.12626535;0.052174717;0.019665003;31802.816;27073.943;19764.084;5.702495;70.024864;126.87342;2412;11.170843;22;8.786177;18;4.183585;9;1.2349138;4;42.99627;209;2593;1.3933369;121;59;42;49;66;55;142;131;40;4;2772;183;1856;0.098599136;0.5714877;0.36825675;0.027526215;0.018132655;0.005988167;0.00469267;3562.8416;3677.5957;1989.071;12.321446;466.2746;932.5492;871;2.4004629;11;1.9065421;5;1.4126074;4;1.0724138;2;18.643356;137;503;0.27101293;117;56;6;13;30;16;52;74;1;1;6031;284;1367;0.20775421;0.43707716;0.37671608;0.05101185;0.04021743;0.017480025;0.006509454;5753.521;5750;3683.0986;36.5153;349.29214;698.5843;2999;6.608414;14;6.1911764;14;3.5226586;9;1.6214286;4;20.927797;62;3243;2.3723483;122;58;47;93;83;45;212;112;19;2;13;1
283;sim-0.05-0.2-30-0.3-4-0.5-1-20 ;3;Data;61090;321;2358;0.13613231;0.5385268;0.3543659;0.3107662;0.20629926;0.10275042;0.021555161;61190.03;49694.703;28557.633;5.730526;43.141605;71.60278;146;20.345196;34;17.680273;30;6.721843;13;1.5551783;6;86.618126;360;1;4.24E-04;121;52;78;103;181;80;202;180;96;6;4168;231;2350;0.09829787;0.69867307;0.35958835;0.023137782;0.015210783;0.011903162;0.003332717;5900.433;3064.935;1380.9524;12.291953;590.85364;1180.712;1236;3.0282686;10;1.8446215;6;1.4311926;5;1.1813333;3;22.197605;219;860;0.36595744;58;68;176;130;146;82;123;42;1;1;9654;318;1862;0.1707841;0.506602;0.36639005;0.051884215;0.03980963;0.022558194;0.005259808;7707.5474;7603.7734;4899.371;33.007225;472.81708;944.47974;4631;7.534404;18;8.0452585;17;4.2056894;10;1.6261128;4;30.434505;116;5490;2.9484425;98;59;81;138;177;117;237;201;35;2;12;1
288;sim-0.05-0.2-30-0.3-4-1-0.6-20 ;3;Data;14490;336;1366;0.24597365;0.5474149;0.36887327;0.12198688;0.0822974;0.03869692;0.009288185;14732.143;8696.429;8366.071;4.9756217;148.26945;256.763;1258;8.396826;14;5.855882;14;3.3165681;6;1.2082112;2;21.016949;143;1207;0.8836018;176;75;144;119;226;50;216;114;82;3;1869;163;1335;0.12209738;1.1307267;0.38974336;0.015970288;0.006692694;0.009056421;0.00671965;1883.4355;840.4908;1576.6871;17.846676;336.50705;673.0141;672;1.4301676;3;1.0368098;2;1;1;1;1;14.042553;81;417;0.31235954;81;3;32;14;114;22;153;1;71;1;2922;326;968;0.33677685;0.555453;0.35141432;0.032268412;0.022658676;0.011806467;0.002666116;2533.7424;2128.8345;1450.9203;38.648808;255.51517;510.7103;1383;5.311927;10;4.2708335;10;2.2785387;5;1.2129033;3;9.214058;59;1342;1.3863636;188;63;113;169;197;46;225;61;25;2;8;1
293;sim-0.05-0.2-30-0.3-4-1-0.8-20 ;3;Data;27798;390;1860;0.20967741;0.5421207;0.3570995;0.23150165;0.094186045;0.03374712;0.010689099;25100;18074.36;13256.41;2.2128782;145.74498;256.6864;2206;11.683372;20;7.589633;16;3.974082;8;1.2030238;3;30.60221;263;1968;1.0580645;158;60;141;127;251;100;275;149;120;4;2642;145;1854;0.07820927;1.376867;0.3606667;0.01902013;0.021077579;0.00955414;0.004873508;4710.3447;3220.6897;1779.3103;6.7807856;465.47287;469.85938;783;NaN;0;NaN;0;1;1;1;1;5.6363635;14;439;0.23678532;65;41;104;0;130;28;35;16;145;1;5276;390;1360;0.2867647;0.5071655;0.3587685;0.040093258;0.024519108;0.010804312;0.003103027;3887.1794;3761.5386;2130.7693;39.776073;353.84177;707.4072;2719;6.05919;11;5.6301775;11;2.8006043;7;1.4471545;3;14.178572;44;2610;1.9191177;145;1;106;228;233;160;350;204;6;34;12;1
298;sim-0.05-0.2-30-0.3-4-1-1-20 ;3;Data;60381;467;2358;0.19804919;0.55142677;0.34812045;0.31769893;0.13897641;0.04978284;0.012545968;42732.336;36029.98;23535.332;5.524179;60.890095;140.26245;154;20.201786;33;15.022109;27;6.204778;15;1.6604414;8;54.969025;226;1;4.24E-04;196;75;117;219;241;79;256;195;63;5;4036;317;2351;0.13483624;0.7857164;0.35835066;0.02657214;0.014145108;0.00548471;0.001408823;4160.8833;3602.5237;2438.4858;11.351177;593.41724;1186.7001;1215;2.8884892;9;2.288104;7;1.5809935;5;1.0925926;3;22.603449;97;794;0.33772862;165;147;200;176;198;25;99;61;58;1;8664;465;1887;0.24642289;0.50208926;0.34791076;0.032635752;0.026829608;0.010998347;0.002783951;5344.086;4974.1934;3408.602;39.5811;486.28488;972.32965;4318;7.990762;16;6.4787235;14;3.1773837;8;1.5269122;5;18.85144;68;4655;2.4668787;200;2;135;240;221;118;331;194;32;2;14;1
303;sim-0.05-0.2-30-1-2-0.5-0.6-20 ;3;Data;69461;400;1635;0.24464832;0.6020853;0.33662352;0.42294285;0.28491822;0.110386215;0.031980548;59025;44237.5;26325;5.9698;20.351368;40.159805;8112;39.1164;60;30.734644;50;13.209877;28;3.0440097;9;90.97326;334;7305;4.46789;116;57;1;164;339;154;293;325;207;3;7384;371;1633;0.22718923;0.57628316;0.34928033;0.040349294;0.031041535;0.012021279;0.004336882;6221.0244;4477.089;3161.725;10.509007;419.4401;837.90515;2379;7.108312;16;5.8546796;11;3.36;7;1.6622517;5;18.9187;156;1604;0.9822413;147;57;158;261;339;99;238;166;108;1;23313;392;1279;0.30648944;0.55877656;0.3483739;0.14534318;0.12605588;0.061060768;0.011969941;17114.797;16005.102;10382.653;33.240803;334.66998;114.75152;9698;24.980133;44;24.729559;41;12.45886;22;3.5637584;10;53.928947;166;9379;7.3330727;123;60;114;137;270;124;298;210;152;1;17;1
308;sim-0.05-0.2-30-1-2-0.5-0.8-20 ;3;Data;130276;401;2241;0.17893797;0.48801032;0.33513048;0.6964081;0.4333278;0.13134709;0.030838396;114783.04;96134.664;56291.77;6.193498;8.329269;18.81407;7923;46.947567;73;37.419353;61;17.333334;34;3.0429337;11;148.56073;473;7186;3.2066042;51;55;61;107;138;176;289;252;186;4;13455;275;2236;0.12298748;0.6601778;0.32108724;0.09944897;0.05034491;0.023746492;0.006945679;17181.818;11127.272;6403.636;17.853392;189.59322;1126.4847;4239;10.478102;25;7.170863;18;3.5009108;12;1.3315927;4;53.464912;196;3169;1.4172629;35;66;29;83;99;201;99;197;104;1;33024;400;1738;0.2301496;0.46067467;0.3879361;0.13881086;0.13078396;0.06082933;0.016300414;20905;22682.5;15832.5;34.784683;150.1963;298.4561;13939;22.256039;44;24.364897;44;15.709977;26;5.7279234;15;74.72237;197;13655;7.856732;113;2;78;62;145;103;318;216;249;3;30;1
313;sim-0.05-0.2-30-1-2-0.5-1-20 ;3;Data;268862;548;2824;0.194051;0.50326157;0.33042878;0.83792603;0.5272344;0.15801044;0.029392848;172237.22;144558.39;94585.766;11.726341;5.5280466;8.636048;389;69.95287;111;56.163353;93;27.839489;65;4.2982955;15;203.97403;621;1;3.54E-04;186;95;158;205;353;173;361;243;153;6;28862;423;2815;0.15026642;0.6272095;0.30016303;0.11949106;0.07751894;0.019295337;0.003521485;25931.441;21345.154;11926.714;28.387903;358.51718;1423.8707;10012;19.167147;41;13.678062;39;5.5093527;16;1.8062623;6;75.726776;298;8398;2.9833038;159;101;149;232;316;149;253;165;84;1;32297;547;2376;0.23021886;0.49815226;0.37589613;0.04760862;0.06628561;0.035648342;0.007686885;14819.013;14780.621;12583.181;40.388885;609.5941;1219.1882;16114;19.222807;36;16.83615;30;12.195946;24;4.3497167;13;58.057034;190;16424;6.912458;188;86;153;248;372;145;389;222;156;7;27;1
318;sim-0.05-0.2-30-1-2-1-0.6-20 ;3;Data;67180;513;1640;0.31280488;0.40822396;0.33171207;0.44148502;0.20568685;0.073346;0.021318309;48183.234;34210.527;20064.328;5.1080194;29.677145;123.16659;8197;42.541885;66;30.068628;48;11.8970585;26;3.0661764;9;70.06855;304;6691;4.079878;71;81;49;58;196;281;394;365;360;4;7692;410;1636;0.25061125;0.5074312;0.33419603;0.057259403;0.025845898;0.011820703;0.003739575;6785.3657;4026.8293;2851.2195;9.268468;421.77008;423.8843;2484;7.7051597;18;5.6609335;11;3.4010024;8;1.3863636;4;19.04244;127;1724;1.0537897;115;83;74;91;175;136;247;262;304;1;22442;513;1281;0.40046838;0.41888034;0.32304657;0.14624919;0.08719034;0.03692287;0.010164839;14672.515;11666.667;6282.651;38.38073;345.95087;231.41716;9842;28.229033;45;23.874214;40;10.940251;23;2.8745875;10;41.913307;124;8862;6.9180326;79;50;59;151;154;260;348;402;270;16;17;1
323;sim-0.05-0.2-30-1-2-1-0.8-20 ;3;Data;128595;570;2248;0.25355873;0.53436595;0.3254499;0.56376106;0.2783732;0.088409446;0.016489504;80826.31;64284.21;41921.05;5.378439;16.553774;51.056526;10516;56.498135;83;39.789288;67;15.151786;36;2.5857143;8;112.12522;465;7912;3.519573;163;73;152;222;248;342;400;253;120;4;12275;463;2243;0.20641997;0.66040677;0.32367122;0.07286285;0.033409838;0.009157653;0.001882463;10110.151;7570.1943;4736.501;12.035219;572.8674;289.6872;3628;9.063406;21;6.529517;20;3.4482758;11;1.5011338;5;38.5;211;2421;1.079358;149;140;150;175;175;148;175;172;91;1;39041;567;1738;0.32623705;0.5160239;0.3360425;0.1377448;0.11348904;0.04538818;0.007631409;20410.936;19116.402;12724.868;39.621624;153.7469;458.2332;16014;34.148937;53;30.030024;49;15.074246;26;3.980198;11;64.28108;181;14088;8.105868;168;134;112;180;280;331;372;332;163;2;20;1
328;sim-0.05-0.2-30-1-2-1-1-20 ;3;Data;292813;705;2825;0.24955752;0.4700725;0.3230734;0.76142037;0.42870238;0.13272831;0.02442303;145425.53;121472.34;77429.79;13.779945;5.9279656;10.255995;543;92.564064;148;70.48154;116;28.355114;63;4.01844;15;195.34871;642;1;3.54E-04;70;55;162;276;308;433;529;313;141;6;28121;617;2815;0.21918295;0.5154998;0.3002257;0.1031896;0.04939535;0.0109073;0.002048115;18076.176;14012.966;8063.209;22.520748;242.39528;482.46475;9110;18.81295;37;13.2065525;33;5.3598266;17;1.8949494;7;54.208416;299;8299;2.948135;195;178;207;273;0;205;331;172;135;617;45489;703;2363;0.29750317;0.4647054;0.3391372;0.06993341;0.07947128;0.03510958;0.006029463;18283.072;17009.957;12827.881;41.45574;616.64984;1233.2997;21710;29.222414;53;25.590832;51;13.698467;26;3.8432837;13;61.489082;182;20879;8.835802;75;43;134;241;297;422;548;329;163;11;26;1
333;sim-0.05-0.2-30-1-4-0.5-0.6-20 ;3;Data;56899;394;1635;0.2409786;0.5333394;0.35411385;0.37251326;0.21938017;0.09886454;0.03258693;48043.15;32218.273;19941.625;3.6294348;36.76148;104.97403;5281;26.599476;42;22.454546;38;9.975308;21;2.8581908;9;64.237595;262;5273;3.2250764;114;16;63;94;67;126;321;322;149;4;6676;333;1632;0.20404412;0.6271094;0.3604637;0.041852348;0.027107982;0.01436566;0.005321743;5888.8887;4165.165;2738.7388;12.994517;416.5573;418.69284;2329;6.2035174;15;5.0295568;11;2.9373434;8;1.7038327;5;23.13806;125;1454;0.89093137;75;105;64;36;10;95;156;261;146;1;13236;392;1285;0.30505836;0.4907384;0.34726274;0.08622359;0.06601078;0.03429866;0.00902185;9900.51;8420.918;5099.4897;31.643618;336.58282;672.20905;6157;15.434783;27;15.072101;26;7.5297804;14;2.1037345;7;32.11917;116;6352;4.9431906;130;42;17;36;129;125;291;358;191;1;12;1
338;sim-0.05-0.2-30-1-4-0.5-0.8-20 ;3;Data;109800;403;2247;0.17935024;0.556339;0.34045842;0.4694184;0.34034517;0.13077241;0.031497687;91312.66;70079.41;43578.164;3.1601112;37.858868;62.932743;8026;36.3891;55;28.33393;48;12.784946;26;2.7651246;7;113.50516;327;7822;3.4810858;123;28;58;138;174;178;343;277;208;4;10346;340;2240;0.15178572;0.6254295;0.34250706;0.044282813;0.03666821;0.015647402;0.004772274;10276.471;7429.4116;4432.353;11.135347;566.4142;569.45557;2987;7.518919;17;5.4229393;13;3.3992467;9;1.4039302;3;39.363266;150;1887;0.84241074;114;110;78;113;147;165;183;225;202;1;24041;403;1731;0.2328134;0.50820035;0.36100414;0.09520207;0.078330144;0.04660141;0.014092491;14754.343;13928.04;9223.325;32.918587;444.62344;446.4262;11104;19.68642;36;19.661253;34;10.564102;19;3.1553884;9;55.673317;143;11460;6.6204505;145;20;88;133;211;130;334;272;194;1;17;1
343;sim-0.05-0.2-30-1-4-0.5-1-20 ;3;Data;206803;446;2824;0.15793201;0.49455693;0.3480822;0.77014107;0.4606485;0.16211002;0.03694819;151390.14;133347.53;87488.79;5.968674;9.3529;17.282166;273;45.596752;81;43.241478;72;19;40;3.7286932;12;181.46136;514;1;3.54E-04;82;5;86;108;125;193;369;233;220;6;18844;336;2814;0.11940298;0.59840727;0.31822905;0.098037526;0.055100575;0.017641485;0.004738762;20101.191;15928.571;8282.738;18.426744;363.35684;1416.9944;5786;12.248555;31;8.663338;20;3.8323781;13;1.731884;5;64.875;239;4562;1.6211798;52;54;107;79;81;160;184;124;1;1;22908;445;2323;0.19156264;0.46989882;0.39244074;0.044874806;0.0578995;0.03275949;0.00687141;10764.045;13217.978;10694.382;36.13374;591.6967;1183.2046;11583;12.069091;28;14.557858;25;9.133449;21;3.3924303;13;49.923252;169;12113;5.214378;112;41;34;110;131;177;329;300;194;1;30;1
348;sim-0.05-0.2-30-1-4-1-0.6-20 ;3;Data;56062;505;1644;0.3071776;0.4949701;0.34530443;0.33730885;0.16840066;0.06868141;0.019983917;38647.523;28425.742;17899.01;3.0600958;39.754715;128.17851;5003;29.10909;52;20.579462;33;9.96088;17;2.784841;6;50.465588;344;4630;2.8163016;103;0;95;162;231;244;421;334;231;3;7142;316;1641;0.19256552;0.7791093;0.35218877;0.03499628;0.0288493;0.015976047;0.006382291;6462.0254;4344.9365;2806.962;11.585207;214.28673;836.0652;2188;6.1034484;17;3.899263;9;3.0653267;6;1.6343284;4;28.61;159;1478;0.90067035;60;14;9;51;0;133;196;206;104;316;12278;507;1281;0.39578456;0.47076908;0.3138355;0.08350242;0.045395266;0.018073307;0.006120825;8230.77;5854.0435;3463.5107;40.312675;345.21008;689.4904;5688;17.797342;43;12.509434;22;6.1666665;13;1.7489539;6;23.556;82;5754;4.491803;93;51;112;115;246;276;369;302;143;3;11;1
353;sim-0.05-0.2-30-1-4-1-0.8-20 ;3;Data;103080;550;2246;0.24487978;0.5311769;0.338456;0.5110644;0.21150891;0.075301915;0.015757814;66534.55;52732.727;34807.273;2.6883829;31.272358;131.51227;6644;37.8;64;25.039286;42;10.293907;20;2.8538325;10;76.64522;381;5557;2.4741764;155;128;169;254;335;255;368;214;119;4;10488;322;2240;0.14375;0.888957;0.34023878;0.062675424;0.038184356;0.016524088;0.003431989;11167.702;8354.037;5096.2734;8.475487;565.8277;1131.5127;2854;6.073874;15;3.7603605;11;2.4157088;6;1.4356436;3;39.082874;239;1766;0.78839284;47;99;36;121;0;170;126;175;80;322;21356;549;1724;0.31844547;0.52562714;0.3290914;0.083244145;0.06155887;0.025966085;0.005145326;12675.774;10353.37;6601.093;40.131363;452.55386;904.8033;9809;20.942028;34;16.424242;30;8.195805;16;2.5978553;8;38.545628;122;9350;5.423434;215;105;109;228;320;207;383;304;153;3;14;1
358;sim-0.05-0.2-30-1-4-1-1-20 ;3;Data;216849;634;2820;0.2248227;0.51802295;0.33474818;0.65437245;0.3300864;0.112910196;0.022285867;115694.01;98091.484;62971.61;6.880226;11.3890085;24.358898;387;61.20354;101;45.230442;76;18.398293;37;3.3669987;14;140.72424;506;1;3.55E-04;144;48;178;260;291;317;491;317;165;6;17844;433;2813;0.15392819;0.7485947;0.31943962;0.074872255;0.042214535;0.012082671;0.003443901;15295.612;11697.46;6237.8755;18.0066;357.31216;477.884;5226;11.210145;29;7.571429;20;3.9307358;11;1.7383821;6;55.65563;260;4103;1.4585851;113;99;159;145;167;164;185;124;151;1;28453;633;2356;0.2686757;0.5170282;0.3352423;0.05531915;0.053438727;0.024385711;0.004083159;13192.733;11715.64;8273.302;41.251286;610.0836;1219.907;13944;19.812937;39;16.465076;31;8.502555;21;2.5881104;8;43.911434;153;14130;5.997453;134;137;155;148;306;335;437;387;249;3;28;1
363;sim-0.05-0.3-10-0.3-2-0.5-0.6-20 ;3;Data;5206;159;440;0.36136365;0.6889619;0.39317703;0.26297578;0.1515444;0.0671987;0.053130772;8106.9185;6301.8867;3503.1448;9.288977;62.568863;89.59634;37;8.719512;14;7.935185;14;2.3796296;7;1;1;14.188406;76;20;0.045454547;75;20;7;112;117;18;114;146;47;4;646;155;435;0.35632184;0.6098272;0.4011957;0.03448276;0.011085589;0.00652265;0.010918789;980.64514;529.0323;277.41934;8.443646;115.767006;231.53401;260;2.2244897;4;1.9673913;4;1.5326087;3;1;1;4.06993;55;206;0.47356322;74;20;6;111;116;14;110;1;44;1;559;120;234;0.51282054;0.75841534;0.453454;0.027259685;0.040677965;0.031051416;0.010824313;1025;758.3333;533.3333;19.356804;66.189125;131.48764;270;3.2558138;7;2.6415095;6;1.7608696;3;1.7115384;4;5.5487804;28;319;1.3632479;27;17;47;41;85;18;82;49;40;2;7;1
368;sim-0.05-0.3-10-0.3-2-0.5-0.8-20 ;3;Data;10694;137;605;0.22644629;0.5456126;0.37616768;0.4078319;0.2722372;0.17401369;0.053089857;21474.453;17240.875;10875.912;7.7966557;34.618526;40.803394;44;12.224;22;12.409396;24;5.3691278;10;1.3266667;2;35.677418;178;1;0.001652893;55;10;12;35;37;41;110;85;62;4;964;110;599;0.18363939;0.55217844;0.34961623;0.040458936;0.018345771;0.01781574;0.011441441;2200;981.8182;572.7273;19.19346;152.59096;305;381;2.9037037;6;2.2424242;5;1.4081633;3;1.0869565;2;9.1470585;73;302;0.50417364;57;4;6;87;31;23;74;82;1;1;1307;135;396;0.3409091;0.4944402;0.43565437;0.05336866;0.05842357;0.03231421;0.012858556;1577.7778;2548.1482;1785.1852;28.020239;104.67569;209.35138;622;3.7272727;8;5.2989693;11;3.292683;7;1.9438202;5;9.968504;33;695;1.7550505;0;0;15;35;52;135;129;92;26;2;11;1
373;sim-0.05-0.3-10-0.3-2-0.5-1-20 ;3;Data;21610;173;772;0.22409326;0.61717093;0.3844465;0.5694195;0.3562075;0.21660154;0.07458383;35427.746;26497.11;16699.422;11.23587;13.775874;21.258436;64;12.915663;27;13.691099;25;7.225131;13;1.7225131;6;44.37415;124;1;0.001295337;76;32;1;54;49;32;132;130;85;5;1473;144;764;0.18848167;0.56406283;0.3675367;0.041389506;0.022272952;0.016780263;0.006663824;2659.7222;1493.0555;875;17.436749;194.36307;388.72614;527;3.1243243;8;2.3944445;9;1.6783626;4;1.1681416;2;9.830986;57;400;0.5235602;87;32;1;62;49;13;88;82;73;1;2106;162;574;0.28222996;0.50849134;0.43804908;0.04604131;0.053250093;0.0332422;0.011338582;2561.7285;2932.0989;2185.1853;38.13771;149.72308;298.21133;966;3.973913;8;5.683099;12;3.5955882;7;1.88;5;13.203947;38;1114;1.9407666;50;7;53;44;36;56;132;94;29;3;16;2
378;sim-0.05-0.3-10-0.3-2-1-0.6-20 ;3;Data;5340;180;440;0.4090909;0.66329277;0.3907729;0.2539805;0.13050935;0.07100957;0.03857741;8161.1113;5100;2650;13.02667;28.659319;37.786697;35;9.731708;25;7.638889;16;2.7777777;7;1.287037;2;13.253164;43;4;0.009090909;62;46;18;1;145;52;109;158;137;3;608;176;432;0.4074074;0.5709854;0.3821919;0.02566845;0.012513408;0.008195844;0.006438468;1039.7727;272.72726;238.63637;26.310633;116.61904;233.23808;294;2.3030303;5;1.75;4;1.5308642;3;1.0666667;2;3.3837209;15;237;0.5486111;96;45;17;1;143;14;107;156;134;1;541;154;221;0.6968326;0.6507009;0.47242412;0.027906977;0.02340468;0.019484377;0.014039621;603.8961;545.4545;376.62338;43.389214;68.24222;135.09256;265;3.025;7;3.0769231;9;2.2941177;6;1.8039216;4;3.8384616;9;265;1.199095;66;17;19;61;132;30;120;79;68;4;7;1
383;sim-0.05-0.3-10-0.3-2-1-0.8-20 ;3;Data;9930;175;607;0.28830314;0.54171145;0.37790084;0.43541032;0.23909183;0.09666362;0.031383935;17742.857;15057.143;8165.7144;8.714156;26.61402;47.447456;51;13.136;26;11.12;18;4.2364864;10;1.0065789;2;24.352942;142;1;0.001647446;74;50;47;74;67;28;117;111;6;4;839;119;597;0.19932999;0.77671;0.35483837;0.038895153;0.024573054;0.015628552;0.004823285;2344.5378;1016.8067;957.9832;8.565912;152.97058;304.96066;290;2.314516;6;1.362069;4;1.08;4;1;1;9.7846155;79;229;0.3835846;33;66;24;0;21;8;17;84;119;1;1262;174;408;0.42647058;0.5036341;0.406754;0.052944507;0.040291633;0.022091564;0.009302708;1545.977;1735.6322;1195.4023;41.495476;111.085556;221.77692;672;4.924051;11;4.5252523;9;2.6914895;6;1.6307693;4;7.4085364;23;597;1.4632353;69;16;97;60;100;45;158;40;53;6;9;1
388;sim-0.05-0.3-10-0.3-2-1-1-20 ;3;Data;20861;250;771;0.3242542;0.4113056;0.37794155;0.5316456;0.29929838;0.102299;0.031113133;24832;24348;16720;12.826793;14.37783;30.0568;56;14.078788;27;13.455498;22;5.73545;12;1.5492228;5;26.016394;170;1;0.001297017;51;19;63;61;143;91;178;58;90;6;1315;158;765;0.20653595;0.59088653;0.38677353;0.03692053;0.03003663;0.011376945;0.003420976;2392.405;2094.9368;1936.7089;9.070715;196.1224;391.06265;433;2.668639;7;2.3333333;7;1.554878;6;1.1428572;2;11.990566;70;281;0.36732027;77;49;30;29;110;9;7;53;73;1;1949;245;580;0.4224138;0.42727196;0.38769794;0.036471587;0.036860198;0.016669536;0.004740277;1820.4082;2228.5715;1546.9387;39.44666;157.69908;315.00635;861;4.4850745;11;5.006993;10;2.7810218;8;1.5089285;3;8.226087;30;977;1.6844828;86;4;32;109;158;56;168;149;21;7;18;2
393;sim-0.05-0.3-10-0.3-4-0.5-0.6-20 ;3;Data;4551;123;441;0.27891156;0.75285786;0.40253618;0.306303;0.15762691;0.08340166;0.057170752;9056.91;7577.236;2715.4473;5.3860216;39.7313;52.919018;24;5.902439;11;5.787037;11;1.7037038;3;1;1;13.940594;83;13;0.029478459;60;25;6;76;74;18;95;108;38;3;562;119;437;0.2723112;0.61986005;0.38211033;0.04398148;0.009824199;0.009400249;0.012855344;1294.1177;378.15128;268.90756;18.939837;114.01754;227.07048;218;2.22;5;1.6511627;4;1.5444444;3;1;1;4.877193;77;165;0.37757438;60;69;69;110;73;11;48;42;1;1;289;90;218;0.41284403;0.80198;0.4786594;0.008024072;0.023809524;0.036100347;0.002408188;144.44444;511.1111;1033.3334;37.316475;59.615433;117.923706;180;1.55;5;1.5;4;2;5;1;1;3.4310346;14;128;0.58715594;26;17;41;0;45;29;14;16;90;1;8;2
