 ,image,tot_root_length,n_primary,tot_prim_length,mean_prim_length,mean_prim_diameter,mean_lat_density,n_laterals,tot_lat_length,mean_lat_length,mean_lat_diameter,mean_lat_angle
190,sim-15-1-0.01-0.6-5-1.3-0.07-4-20.rsml,780.707,12,396,33.481,0.689,0.34,35,362,10.827,0.481,60.761
191,sim-15-1-0.01-0.6-5-1.3-0.07-5-20.rsml,900.869,13,413,32.349,0.696,0.365,38,462,12.64,0.466,68.036
192,sim-15-1-0.01-0.6-5-1.3-0.09-1-20.rsml,1664.695,14,623,45.002,0.925,0.297,65,1002,15.918,0.618,58.803
193,sim-15-1-0.01-0.6-5-1.3-0.09-2-20.rsml,1547.358,14,591,42.803,0.884,0.282,55,919,17.238,0.607,67.168
194,sim-15-1-0.01-0.6-5-1.3-0.09-3-20.rsml,1477.646,14,589,42.735,0.888,0.27,54,851,16.284,0.601,70.217
195,sim-15-1-0.01-0.6-5-1.3-0.09-4-20.rsml,1269.39,14,535,38.567,0.843,0.297,52,707,14.028,0.58,66.899
196,sim-15-1-0.01-0.6-5-1.3-0.09-5-20.rsml,1617.383,14,632,45.547,0.934,0.281,61,948,16.061,0.633,60.047
197,sim-15-1-0.01-0.6-5-1.3-0.11-1-20.rsml,2334.127,14,749,54.071,1.08,0.288,83,1534,19.002,0.715,65.886
198,sim-15-1-0.01-0.6-5-1.3-0.11-2-20.rsml,2582.534,14,784,56.335,1.12,0.287,88,1748,20.385,0.752,68.036
199,sim-15-1-0.01-0.6-5-1.3-0.11-3-20.rsml,2186.367,14,720,51.925,1.047,0.323,78,1425,18.711,0.697,66.466
200,sim-15-1-0.01-0.6-5-1.3-0.11-4-20.rsml,2152.393,14,723,52.035,1.077,0.286,76,1383,18.736,0.718,78.001
201,sim-15-1-0.01-0.6-5-1.3-0.11-5-20.rsml,2469.646,14,775,55.824,1.13,0.286,88,1643,19.183,0.738,64.194
202,sim-15-1-0.01-0.6-5-1.3-0.13-1-20.rsml,2731.424,15,873,58.751,1.217,0.28,99,1796,18.689,0.796,62.899
203,sim-15-1-0.01-0.6-5-1.3-0.13-2-20.rsml,3116.007,15,905,60.816,1.261,0.274,97,2153,22.719,0.844,63.366
204,sim-15-1-0.01-0.6-5-1.3-0.13-3-20.rsml,3239.39,15,902,60.662,1.275,0.268,111,2272,20.986,0.838,63.844
205,sim-15-1-0.01-0.6-5-1.3-0.13-4-20.rsml,3563.196,15,924,62.01,1.305,0.269,115,2567,22.896,0.863,62.214
206,sim-15-1-0.01-0.6-5-1.3-0.13-5-20.rsml,3636.306,15,912,61.28,1.296,0.295,114,2648,23.834,0.86,62.317
207,sim-15-1-0.01-0.6-5-1.3-0.15-1-20.rsml,4926.317,15,1114,74.712,1.507,0.281,140,3733,27.183,0.987,67.744
208,sim-15-1-0.01-0.6-5-1.3-0.15-2-20.rsml,4591.708,15,1077,72.22,1.463,0.269,135,3425,25.988,0.958,61.456
209,sim-15-1-0.01-0.6-5-1.3-0.15-3-20.rsml,4998.351,15,1136,76.083,1.515,0.282,149,3779,25.887,0.976,64.727
210,sim-15-1-0.01-0.6-5-1.3-0.15-4-20.rsml,4077.51,15,977,65.596,1.391,0.283,123,3033,25.151,0.915,70.902
211,sim-15-1-0.01-0.6-5-1.3-0.15-5-20.rsml,4414.632,15,1070,71.692,1.463,0.267,128,3277,26.088,0.972,62.562
212,sim-15-1-0.01-0.6-5-1.3-0.17-1-20.rsml,6010.888,15,1233,82.695,1.633,0.281,170,4681,28.062,1.061,62.765
213,sim-15-1-0.01-0.6-5-1.3-0.17-2-20.rsml,6278.962,15,1318,88.383,1.734,0.273,165,4871,30.02,1.109,64.402
214,sim-15-1-0.01-0.6-5-1.3-0.17-3-20.rsml,6265.268,15,1240,83.256,1.649,0.282,168,4930,29.86,1.061,61.609
215,sim-15-1-0.01-0.6-5-1.3-0.17-4-20.rsml,5567.775,15,1159,77.809,1.597,0.283,153,4318,28.762,1.032,64.209
216,sim-15-1-0.01-0.6-5-1.3-0.17-5-20.rsml,5177.98,15,1165,78.299,1.585,0.282,144,3932,27.802,1.017,62.886
217,sim-15-1-0.01-0.6-5-1.3-0.19-1-20.rsml,7563.316,15,1454,97.43,1.891,0.258,185,5999,32.983,1.204,61.939
218,sim-15-1-0.01-0.6-5-1.3-0.19-2-20.rsml,6864.65,15,1378,92.204,1.815,0.254,173,5390,31.686,1.17,59.579
219,sim-15-1-0.01-0.6-5-1.3-0.19-3-20.rsml,7814.339,15,1475,98.833,1.949,0.267,195,6237,32.471,1.222,65.813
220,sim-15-1-0.01-0.6-5-1.3-0.19-4-20.rsml,7903.573,15,1452,97.28,1.889,0.256,194,6341,33.218,1.232,68.104
221,sim-15-1-0.01-0.6-5-1.3-0.19-5-20.rsml,8646.108,15,1452,97.164,1.92,0.268,203,7084,35.412,1.222,62.343
222,sim-15-1-0.01-0.6-5-1.3-0.21-1-20.rsml,9807.901,15,1671,111.945,1.591,0.233,214,8015,37.985,1.015,59.552
223,sim-15-1-0.01-0.6-5-1.3-0.21-2-20.rsml,9585.296,15,1632,109.332,1.847,0.242,208,7836,38.199,1.143,64.188
224,sim-15-1-0.01-0.6-5-1.3-0.21-3-20.rsml,8358.95,15,1496,100.182,1.976,0.264,196,6757,34.981,1.256,60.915
225,sim-15-1-0.01-0.6-5-1.3-0.21-4-20.rsml,8846.307,15,1556,104.318,1.755,0.243,198,7187,36.775,1.117,60.142
226,sim-15-1-0.01-0.6-5-1.3-0.21-5-20.rsml,9773.228,15,1649,110.478,1.59,0.243,215,7992,37.749,1.005,64.713
227,sim-15-1-0.01-0.6-5-1.3-0.23-1-20.rsml,11293.984,15,1763,118.07,1.661,0.246,233,9401,40.871,1.039,63.71
228,sim-15-1-0.01-0.6-5-1.3-0.23-2-20.rsml,10378.624,15,1731,115.778,1.641,0.234,221,8525,39.104,1.05,56.902
229,sim-15-1-0.01-0.6-5-1.3-0.23-3-20.rsml,10905.034,15,1664,111.344,1.607,0.264,241,9111,38.319,1.016,59.593
230,sim-15-1-0.01-0.6-5-1.3-0.23-4-20.rsml,10550.149,15,1689,113.103,1.614,0.24,233,8737,37.998,1.027,61.231
231,sim-15-1-0.01-0.6-5-1.3-0.23-5-20.rsml,11273.558,15,1774,118.879,1.492,0.242,237,9367,40.044,0.954,60.974
232,sim-15-1-0.01-0.6-5-1.3-0.25-1-20.rsml,13631.987,15,1881,125.929,1.376,0.255,270,11609,43.493,0.868,61.894
233,sim-15-1-0.01-0.6-5-1.3-0.25-2-20.rsml,12247.889,15,1832,122.692,1.585,0.251,256,10270,40.654,0.988,60.646
234,sim-15-1-0.01-0.6-5-1.3-0.25-3-20.rsml,11900.25,15,1816,121.618,1.57,0.258,251,9948,40.143,0.982,59.062
235,sim-15-1-0.01-0.6-5-1.3-0.25-4-20.rsml,13782.352,15,1848,123.743,1.641,0.275,282,11776,42.292,1.006,63.274
236,sim-15-1-0.01-0.6-5-1.3-0.25-5-20.rsml,11685.106,15,1752,117.318,1.747,0.249,253,9791,39.231,1.098,60.735
237,sim-15-1-0.01-0.6-5-1.3-0.27-1-20.rsml,13679.144,15,1895,126.759,1.692,0.275,282,11639,41.765,1.049,59.778
238,sim-15-1-0.01-0.6-5-1.3-0.27-2-20.rsml,14098.285,15,1878,125.58,1.49,0.272,281,12069,43.468,0.918,61.841
239,sim-15-1-0.01-0.6-5-1.3-0.27-3-20.rsml,14837.977,15,1961,131.143,1.479,0.262,296,12720,43.483,0.93,59.986
240,sim-15-1-0.01-0.6-5-1.3-0.27-4-20.rsml,14440.865,15,1932,129.201,1.55,0.27,292,12344,42.818,0.959,64.352
241,sim-15-1-0.01-0.6-5-1.3-0.27-5-20.rsml,14400.552,15,1988,133.087,1.529,0.252,275,12268,45.106,0.964,60.607
242,sim-15-1-0.01-0.6-5-1.3-0.29-1-20.rsml,16291.521,15,2046,136.936,1.473,0.258,316,14083,45.055,0.913,57.463
243,sim-15-1-0.01-0.6-5-1.3-0.29-2-20.rsml,15188.968,15,1952,130.66,1.336,0.277,298,13072,44.393,0.83,57.561
244,sim-15-1-0.01-0.6-5-1.3-0.29-3-20.rsml,15040.408,15,1922,128.81,1.541,0.281,296,12952,44.285,0.964,62.319
245,sim-15-1-0.01-0.6-5-1.3-0.29-4-20.rsml,16514.58,15,2019,135.225,1.374,0.281,323,14314,44.849,0.837,60.737
246,sim-15-1-0.01-0.6-5-1.3-0.29-5-20.rsml,15440.83,15,1957,130.996,1.331,0.278,303,13314,44.475,0.834,59.34
247,sim-15-1-0.01-0.6-5-1.3-0.31-1-20.rsml,16602.562,15,2020,135.239,1.409,0.271,302,14423,48.258,0.877,60.529
248,sim-15-1-0.01-0.6-5-1.3-0.31-2-20.rsml,16686.945,15,2041,136.608,1.254,0.268,321,14480,45.601,0.78,58.143
249,sim-15-1-0.01-0.6-5-1.3-0.31-3-20.rsml,16446.697,15,2054,137.527,1.258,0.271,325,14218,44.258,0.781,60.419
250,sim-15-1-0.01-0.6-5-1.3-0.31-4-20.rsml,17186.633,15,2099,140.509,1.285,0.261,317,14919,47.568,0.797,59.184
251,sim-15-1-0.01-0.6-5-1.3-0.31-5-20.rsml,16759.123,15,2086,139.542,1.526,0.253,328,14495,44.713,0.948,61.004
252,sim-15-1-0.01-0.6-5-1.3-0.33-1-20.rsml,18627.209,15,2236,149.593,1.433,0.231,339,16216,48.328,0.883,59.296
253,sim-15-1-0.01-0.6-5-1.3-0.33-2-20.rsml,16802.375,15,2118,141.692,1.304,0.255,314,14516,46.742,0.805,60.048
254,sim-15-1-0.01-0.6-5-1.3-0.33-3-20.rsml,18291.889,15,2171,145.198,1.409,0.235,331,15936,48.683,0.875,61.019
255,sim-15-1-0.01-0.6-5-1.3-0.33-4-20.rsml,16070.229,15,2119,141.867,1.294,0.228,307,13788,45.414,0.798,58.415
256,sim-15-1-0.01-0.6-5-1.3-0.33-5-20.rsml,17894.682,15,2144,143.479,1.371,0.247,338,15563,46.575,0.854,58.669
257,sim-15-1-0.01-0.6-5-1.3-0.35-1-20.rsml,19686.162,15,2220,148.546,1.498,0.262,358,17269,48.765,0.918,60.889
258,sim-15-1-0.01-0.6-5-1.3-0.35-2-20.rsml,19998.512,15,2257,150.949,1.3,0.261,361,17550,49.125,0.807,59.306
259,sim-15-1-0.01-0.6-5-1.3-0.35-3-20.rsml,18790.098,15,2244,150.163,1.282,0.247,339,16359,48.784,0.786,59.655
260,sim-15-1-0.01-0.6-5-1.3-0.35-4-20.rsml,19345.162,15,2165,144.905,1.468,0.251,353,16997,48.645,0.905,60.85
261,sim-15-1-0.01-0.6-5-1.3-0.35-5-20.rsml,19010.992,15,2159,144.532,1.242,0.274,358,16649,47.048,0.761,61.991
262,sim-15-1-0.01-0.6-5-1.3-0.37-1-20.rsml,19177.006,15,2245,150.275,1.313,0.242,347,16740,48.769,0.811,62.715
263,sim-15-1-0.01-0.6-5-1.3-0.37-2-20.rsml,19075.148,15,2202,147.227,1.484,0.242,351,16688,48.053,0.912,59.078
264,sim-15-1-0.01-0.6-5-1.3-0.37-3-20.rsml,20325.227,15,2185,146.265,1.297,0.255,369,17937,49.136,0.799,60.599
265,sim-15-1-0.01-0.6-5-1.3-0.37-4-20.rsml,20596.416,15,2256,150.859,1.294,0.251,370,18136,49.55,0.796,58.621
266,sim-15-1-0.01-0.6-5-1.3-0.37-5-20.rsml,20661.803,15,2229,149.098,1.357,0.247,372,18227,49.53,0.83,60.595
267,sim-15-1-0.01-0.6-5-1.3-0.39-1-20.rsml,21116.57,15,2360,157.982,1.378,0.242,363,18563,51.644,0.853,58.566
268,sim-15-1-0.01-0.6-5-1.3-0.39-2-20.rsml,20513.639,15,2312,154.714,1.386,0.224,355,18011,51.248,0.862,59.073
269,sim-15-1-0.01-0.6-5-1.3-0.39-3-20.rsml,20761.188,15,2288,152.982,1.267,0.257,374,18268,49.376,0.782,57.167
270,sim-15-1-0.01-0.6-5-1.3-0.39-4-20.rsml,21005.162,15,2324,155.484,1.187,0.251,380,18479,49.139,0.731,57.894
271,sim-15-1-0.01-0.6-5-1.3-0.39-5-20.rsml,20212.816,15,2298,153.818,1.503,0.258,357,17726,50.156,0.92,57.34
272,sim-15-10-0.01-0.4-5-1.3-0.3-1-20.rsml,66348.609,40,10299,257.954,1.684,0.229,1692,55150,33.115,0.609,62.981
273,sim-15-2-0.01-0.4-5-1.3-0.3-1-20.rsml,24346.518,30,4372,146.292,1.883,0.263,596,19645,33.486,0.802,61.858
274,sim-15-3-0.01-0.4-5-1.3-0.3-1-20.rsml,35272.805,40,6359,159.493,1.786,0.245,873,28440,33.096,0.756,61.565
275,sim-15-4-0.01-0.4-5-1.3-0.3-1-20.rsml,41995.578,40,7478,187.481,1.514,0.235,1126,33908,30.636,0.611,60.968
276,sim-15-5-0.01-0.4-5-1.3-0.3-1-20.rsml,44815.09,40,8147,204.19,1.777,0.224,1175,36030,31.189,0.695,61.726
277,sim-15-6-0.01-0.4-5-1.3-0.3-1-20.rsml,47902.805,40,8792,220.308,1.823,0.214,1262,38430,30.975,0.693,60.841
278,sim-15-7-0.01-0.4-5-1.3-0.3-1-20.rsml,54300.699,40,9378,234.957,1.728,0.214,1398,44177,32.119,0.645,59.48
279,sim-15-8-0.01-0.4-5-1.3-0.3-1-20.rsml,59239.457,40,9784,245.037,1.518,0.211,1500,48653,32.959,0.557,60.746
280,sim-15-9-0.01-0.4-5-1.3-0.3-1-20.rsml,60803.602,40,9836,246.339,1.51,0.22,1545,50154,32.977,0.553,62.197
