image,tot_root_length,n_primary,tot_prim_length,mean_prim_length,mean_prim_diameter,mean_lat_density,n_laterals, tot_lat_length,mean_lat_length,mean_lat_diameter,mean_lat_angle
sim-15-1-0.01-0.3-4-1.3-0.6-5-20.rsml,29620.18,17,3452.0,203.66931,2.1214788,0.29180634,650,25824.0,40.24278,0.77349156,58.125366
sim-15-1-0.01-0.7-4-1.3-0.9-3-10.rsml,3928.364,8,729.0,91.752914,1.7866625,0.28684455,100,3144.0,31.943407,1.2339967,55.910873
sim-15-1.5-0.01-0.1-4-1.3-0.6-1-10.rsml,780.2616,10,670.0,67.64058,1.8563435,0.30247486,15,96.0,6.923729,0.44977066,57.969257
sim-15-0.5-0.01-0.1-4-1.3-0.2-5-20.rsml,1021.79315,7,617.0,88.54355,1.9796827,0.27848166,40,383.0,10.049707,0.5514984,57.49517
sim-15-1-0.01-0.1-4-1.3-0.2-5-20.rsml,2171.84,15,1272.0,85.19766,1.9999169,0.3102259,82,856.0,10.90091,0.5957844,66.482315
sim-15-0.5-0.01-0.7-4-1.3-0.6-4-20.rsml,14056.294,8,1051.0,131.98601,1.1214037,0.3468504,224,12885.0,58.037518,0.79745597,58.10915
sim-15-0.5-0.01-0.1-4-1.3-0.4-3-10.rsml,120.44904,3,115.0,38.51695,1.1414171,0,1,4.0,4.898198,0.40202275,68.12235
sim-15-1.5-0.01-0.1-4-1.3-0.3-4-20.rsml,8761.231,24,3257.0,136.30238,3.0544155,0.2648548,331,5326.0,16.586033,0.76536083,66.03613
sim-15-1.5-0.01-0.7-4-1.3-0.8-1-10.rsml,3934.1953,12,890.0,74.707,1.6529602,0.2846393,112,2981.0,27.122423,1.153987,60.462147
sim-15-0.5-0.01-0.3-4-1.3-0.3-4-20.rsml,4804.6494,8,1014.0,127.20663,2.846358,0.32826844,150,3711.0,25.246649,1.1626387,58.696823
sim-15-1.5-0.01-0.5-4-1.3-0.1-3-20.rsml,1294.5162,16,586.0,37.249645,1.0239396,0.39102829,60,669.0,11.64203,0.68585116,63.30326
sim-15-1-0.01-0.7-4-1.3-0.7-1-20.rsml,23019.861,17,1956.0,115.55754,0.9246671,0.30494604,399,20849.0,52.770367,0.6646208,59.115185
sim-15-1-0.01-0.3-4-1.3-0.4-5-20.rsml,19849.062,16,2798.0,175.29977,2.237534,0.2804716,485,16785.0,35.14281,0.857693,59.408432
sim-15-1.5-0.01-0.1-4-1.3-0.2-4-20.rsml,3586.5708,22,1903.0,86.885704,2.0334313,0.28466433,133,1611.0,12.594633,0.62491477,59.21503
sim-15-0.5-0.01-0.5-4-1.3-0.6-1-20.rsml,18085.008,8,1471.0,184.53772,1.7457592,0.27905115,285,16454.0,58.276146,0.94330156,58.943916
sim-15-1-0.01-0.5-4-1.3-0.9-3-10.rsml,2703.6858,8,758.0,95.214005,2.64742,0.26286364,91,1896.0,21.340368,1.3820977,56.649582
sim-15-1-0.01-0.3-4-1.3-0.1-2-20.rsml,805.2414,11,414.0,38.14063,1.0538594,0.34798107,35,371.0,11.019844,0.5630383,63.975117
sim-15-0.5-0.01-0.3-4-1.3-0.8-2-10.rsml,573.6427,4,289.0,72.84253,2.24253,0.29889393,23,270.0,12.27272,0.8361657,56.30511
sim-15-1.5-0.01-0.5-4-1.3-0.3-3-20.rsml,18792.11,24,2701.0,112.938385,1.3780044,0.29591116,437,15854.0,36.799984,0.80780596,58.908455
sim-15-1.5-0.01-0.1-4-1.3-0.3-2-20.rsml,8483.732,24,3141.0,131.43803,2.9791057,0.28907442,321,5171.0,16.60192,0.74771994,61.9534
sim-15-1.5-0.01-0.5-4-1.3-0.2-2-20.rsml,11333.381,22,1961.0,89.57951,1.5273314,0.3444289,314,9186.0,29.817299,0.92210466,58.105526
sim-15-1.5-0.01-0.3-4-1.3-0.2-5-10.rsml,129.71349,7,126.0,18.530497,0.61778796,0,0,0.0,0,0,0
sim-15-1.5-0.01-0.7-4-1.3-0.2-2-20.rsml,11483.733,21,1727.0,82.78632,1.1552334,0.32573205,276,9600.0,35.30876,0.8942435,60.357613
sim-15-1.5-0.01-0.3-4-1.3-0.6-1-10.rsml,1272.7665,10,689.0,69.39346,1.847012,0.28983182,51,551.0,11.349641,0.7154027,66.09958
sim-15-1.5-0.01-0.5-4-1.3-0.3-4-10.rsml,385.9962,9,280.0,31.693785,0.9285459,0.36919716,12,95.0,8.39601,0.57704586,60.809315
sim-15-1-0.01-0.5-4-1.3-0.1-4-20.rsml,1214.0923,11,469.0,43.245625,1.0882957,0.30698457,47,717.0,15.710434,0.72975904,67.084206
sim-15-1.5-0.01-0.3-4-1.3-0.8-4-10.rsml,2113.129,12,939.0,78.60988,2.3208892,0.29427913,83,1120.0,14.09411,0.82977533,66.72817
sim-15-0.5-0.01-0.7-4-1.3-0.3-4-20.rsml,7548.64,7,799.0,114.48737,1.3241094,0.34747538,142,6685.0,47.515694,0.9794493,63.30785
sim-15-1.5-0.01-0.3-4-1.3-0.5-1-10.rsml,835.65375,10,525.0,53.19057,1.4967405,0.317112,35,286.0,8.678518,0.62045264,55.08404
sim-15-1.5-0.01-0.1-4-1.3-0.6-3-20.rsml,21435.627,25,5729.0,229.7515,3.3998246,0.27185726,763,15313.0,20.565968,0.6287606,60.53668
sim-15-1.5-0.01-0.7-4-1.3-0.6-1-20.rsml,25527.795,24,2583.0,108.122635,0.8935272,0.2742924,492,22673.0,46.611492,0.65133905,60.141518
sim-15-1.5-0.01-0.7-4-1.3-0.5-5-20.rsml,26529.184,24,2513.0,105.23915,0.8344007,0.2971731,521,23729.0,46.071865,0.60901535,57.625145
sim-15-1-0.01-0.3-4-1.3-0.4-4-20.rsml,18693.508,16,2703.0,169.53545,2.1993346,0.3015577,447,15752.0,35.75154,0.8604057,62.773758
sim-15-0.5-0.01-0.1-4-1.3-0.2-1-20.rsml,987.85156,7,565.0,81.24223,1.8611387,0.28272292,37,400.0,11.328544,0.59944445,62.770687
sim-15-0.5-0.01-0.1-4-1.3-0.3-1-20.rsml,2666.642,8,1007.0,126.348915,2.8607528,0.25044888,105,1601.0,15.770009,0.76479876,58.16067
sim-15-1.5-0.01-0.5-4-1.3-0.5-2-20.rsml,31841.377,24,3434.0,143.70807,1.3598092,0.27968955,656,28048.0,43.281063,0.749463,58.019417
sim-15-1.5-0.01-0.1-4-1.3-0.4-2-20.rsml,14915.92,25,4488.0,180.10948,3.0822833,0.27202228,548,10132.0,19.002144,0.64371514,63.479294
sim-15-0.5-0.01-0.5-4-1.3-0.3-1-10.rsml,87.40472,3,70.0,23.738428,0.84423864,0.38150322,3,15.0,5.396476,0.5291174,50.540638
sim-15-0.5-0.01-0.5-4-1.3-1-5-10.rsml,1318.764,4,353.0,88.78084,2.6318767,0.29027763,44,938.0,21.900925,1.3631504,55.18477
sim-15-1.5-0.01-0.7-4-1.3-0.7-3-10.rsml,3683.4143,12,854.0,71.783356,1.5726246,0.31259653,113,2761.0,24.973566,1.098771,56.64241
sim-15-0.5-0.01-0.7-4-1.3-0.3-5-10.rsml,103.66613,3,71.0,24.150162,0.8243735,0.34483856,4,29.0,7.8039136,0.6167434,72.19979
sim-15-1.5-0.01-0.5-4-1.3-0.8-2-20.rsml,41498.19,25,3945.0,158.30365,1.3651935,0.29033872,748,37159.0,50.187965,0.73686177,57.942047
sim-15-1-0.01-0.1-4-1.3-0.8-4-10.rsml,814.80914,8,615.0,77.497765,2.3038867,0.36788344,24,181.0,8.117793,0.4993088,65.68926
sim-15-1-0.01-0.1-4-1.3-0.7-1-20.rsml,19234.621,17,4565.0,269.11716,3.4387395,0.27208203,646,14327.0,22.692923,0.5878759,61.25607
sim-15-0.5-0.01-0.1-4-1.3-0.7-1-10.rsml,302.0178,4,250.0,62.81073,1.9694625,0.19935395,7,48.0,7.2535467,0.43652245,64.85698
sim-15-1-0.01-0.1-4-1.3-0.9-2-10.rsml,1071.8574,8,774.0,97.20864,2.771674,0.28424522,39,272.0,7.5432925,0.52983034,63.51217
sim-15-1.5-0.01-0.1-4-1.3-0.1-4-10.rsml,7.969196,1,7.0,7.969196,0.4041024,0,0,0.0,0,0,0
sim-15-1-0.01-0.5-4-1.3-0.5-5-10.rsml,786.20526,7,356.0,51.47943,1.4452709,0.33627596,32,408.0,13.307792,0.82999265,57.99513
sim-15-1.5-0.01-0.1-4-1.3-0.4-5-20.rsml,13648.832,25,4228.0,169.6425,2.803025,0.30158377,519,9147.0,18.126698,0.61116743,62.772247
sim-15-0.5-0.01-0.5-4-1.3-1-2-20.rsml,24038.387,9,1727.0,192.56564,1.6763787,0.32562947,350,22133.0,63.72944,0.88760155,55.348793
sim-15-1-0.01-0.1-4-1.3-1-1-10.rsml,1103.9503,8,803.0,100.73231,2.8298762,0.3674484,42,278.0,7.097424,0.5348732,59.227875
sim-15-1-0.01-0.7-4-1.3-0.3-5-10.rsml,289.237,6,172.0,29.037828,0.9058705,0.35195634,12,108.0,9.5841675,0.68136775,59.44173
sim-15-1.5-0.01-0.7-4-1.3-0.5-4-20.rsml,24583.814,24,2408.0,100.86515,0.73897356,0.30112198,502,21904.0,44.149487,0.54755527,60.19846
sim-15-1-0.01-0.7-4-1.3-0.7-1-10.rsml,2245.669,8,562.0,70.87775,2.065772,0.28750935,72,1643.0,23.314545,1.4394397,59.896988
sim-15-0.5-0.01-0.3-4-1.3-0.6-5-20.rsml,16512.85,8,1879.0,235.18431,3.157527,0.27242425,331,14457.0,44.203552,1.1174536,58.274185
sim-15-0.5-0.01-0.1-4-1.3-0.3-2-10.rsml,72.36868,3,71.0,24.122892,0.84791446,0,0,0.0,0,0,0
sim-15-1-0.01-0.1-4-1.3-0.9-5-20.rsml,22783.959,18,5151.0,286.84448,3.890178,0.30287218,801,17209.0,21.998453,0.6135434,60.401035
sim-15-1.5-0.01-0.5-4-1.3-1-5-10.rsml,5070.2026,12,1225.0,102.6615,2.1691682,0.27595213,151,3755.0,25.418974,1.1010224,58.60876
sim-15-0.5-0.01-0.3-4-1.3-0.7-2-10.rsml,411.60977,4,237.0,59.83466,1.906071,0.3094446,19,164.0,9.066902,0.7213178,52.484562
sim-15-0.5-0.01-0.7-4-1.3-0.8-3-10.rsml,1129.7825,4,288.0,72.668,2.252259,0.28862202,35,819.0,23.974585,1.5682098,58.58464
sim-15-1-0.01-0.1-4-1.3-0.8-3-20.rsml,20333.324,17,4855.0,286.1247,3.418722,0.25439417,675,15122.0,22.917341,0.56443155,60.343716
sim-15-0.5-0.01-0.5-4-1.3-0.4-4-10.rsml,198.35352,3,118.0,39.867653,1.1718186,0.30352136,8,75.0,9.843819,0.65968233,52.971443
sim-15-1-0.01-0.7-4-1.3-0.7-2-10.rsml,1965.2784,8,517.0,65.05316,1.9946643,0.35496593,62,1412.0,23.304083,1.4180179,57.41078
sim-15-0.5-0.01-0.1-4-1.3-0.7-2-10.rsml,303.4666,4,257.0,64.57155,2.0155509,0.27821022,7,42.0,6.4543457,0.43870574,57.560963
sim-15-1.5-0.01-0.3-4-1.3-0.1-1-20.rsml,1207.0157,16,643.0,40.710556,1.060487,0.35751483,54,528.0,10.289752,0.5686516,62.01479
sim-15-1-0.01-0.1-4-1.3-0.9-2-20.rsml,22195.008,18,5214.0,290.16318,3.4277375,0.2617163,756,16579.0,22.449827,0.54497546,61.71567
sim-15-1.5-0.01-0.5-4-1.3-0.9-2-10.rsml,4049.1255,12,1077.0,90.329216,2.2858155,0.26369703,131,2896.0,22.634926,1.1731795,55.819046
sim-15-1-0.01-0.5-4-1.3-0.1-3-20.rsml,1154.3103,11,458.0,42.073574,1.0632397,0.35245052,49,664.0,14.112268,0.7051774,63.378323
sim-15-0.5-0.01-0.1-4-1.3-0.5-5-20.rsml,6055.97,8,1710.0,214.4035,4.510261,0.2580576,212,4231.0,20.475199,0.89319366,63.734287
sim-15-1.5-0.01-0.5-4-1.3-0.2-4-10.rsml,149.54036,7,125.0,18.298428,0.62647295,0,2,20.0,10.725687,0.46732494,72.95244
sim-15-1-0.01-0.5-4-1.3-0.7-5-20.rsml,30088.73,17,2723.0,160.66449,1.5807415,0.30088615,524,27081.0,52.208836,0.8594592,56.37045
sim-15-1.5-0.01-0.5-4-1.3-1-4-20.rsml,46126.312,27,4225.0,157.04564,1.1433839,0.31450486,831,41444.0,50.404415,0.6126158,57.18552
sim-15-1.5-0.01-0.5-4-1.3-0.7-2-10.rsml,2339.5925,12,747.0,62.847095,1.9570411,0.358944,82,1538.0,19.33448,1.0696163,59.847744
sim-15-0.5-0.01-0.5-4-1.3-0.4-3-10.rsml,187.85957,3,115.0,39.026104,1.1462843,0.40785524,8,66.0,8.847654,0.6720273,56.17902
sim-15-1.5-0.01-0.7-4-1.3-0.7-1-10.rsml,3642.9026,12,855.0,71.71744,1.5714248,0.30681846,112,2721.0,24.8419,1.1145806,55.07531
sim-15-0.5-0.01-0.5-4-1.3-0.4-2-20.rsml,10674.733,8,1160.0,145.4786,2.0380812,0.29685488,205,9410.0,46.394657,1.1518065,56.41854
sim-15-1.5-0.01-0.7-4-1.3-0.6-3-10.rsml,1999.6951,10,630.0,63.58804,1.7160709,0.29577047,74,1324.0,18.429916,1.2164407,58.98253
sim-15-1-0.01-0.5-4-1.3-0.9-3-20.rsml,34840.465,18,2987.0,166.5245,1.5322142,0.31958276,584,31542.0,54.525726,0.82695913,56.673267
sim-15-1-0.01-0.7-4-1.3-0.3-5-20.rsml,13803.941,14,1548.0,111.10731,0.9268211,0.33228636,300,12095.0,40.828136,0.6924107,56.876575
sim-15-0.5-0.01-0.1-4-1.3-0.7-2-20.rsml,11377.966,8,2469.0,309.28815,4.400934,0.2690807,367,8725.0,24.260662,0.7186098,57.956787
sim-15-1-0.01-0.3-4-1.3-0.5-4-20.rsml,24157.244,17,3193.0,188.27222,2.5142834,0.27035338,544,20678.0,38.523216,0.9392833,59.293434
sim-15-1-0.01-0.7-4-1.3-0.8-4-20.rsml,25202.432,17,2111.0,124.611664,0.81542677,0.2951957,423,22856.0,54.57219,0.5868898,56.9714
sim-15-1.5-0.01-0.5-4-1.3-0.3-1-10.rsml,321.54474,9,241.0,27.239088,0.86208475,0.45546016,10,72.0,7.639295,0.5355916,67.33949
sim-15-1.5-0.01-0.5-4-1.3-0.1-2-10.rsml,7.9250455,1,7.0,7.9250455,0.40419438,0,0,0.0,0,0,0
sim-15-1.5-0.01-0.7-4-1.3-0.4-5-20.rsml,21845.256,22,2339.0,106.87702,0.78641933,0.31327823,458,19272.0,42.563232,0.58140326,59.251446
sim-15-0.5-0.01-0.7-4-1.3-0.8-3-20.rsml,15733.545,8,1144.0,143.53883,0.99951017,0.3290306,236,14458.0,61.801838,0.7237827,57.74655
sim-15-1.5-0.01-0.1-4-1.3-1-1-20.rsml,28880.477,27,7286.0,270.3796,3.152928,0.2725029,1072,21041.0,20.130808,0.4987953,59.590527
sim-15-0.5-0.01-0.7-4-1.3-0.4-2-10.rsml,250.12227,3,122.0,41.283096,1.1409721,0.4359261,8,122.0,15.784127,0.80234057,59.165714
sim-15-1-0.01-0.7-4-1.3-0.8-3-10.rsml,2990.012,8,629.0,79.10487,1.7146891,0.3159511,86,2310.0,27.408981,1.1918724,56.987057
sim-15-1.5-0.01-0.1-4-1.3-0.1-3-20.rsml,781.36597,16,675.0,42.590424,1.0507131,0.27300352,13,94.0,7.686077,0.46954572,62.887398
sim-15-1-0.01-0.7-4-1.3-1-4-20.rsml,25266.367,18,2185.0,121.922264,0.75362325,0.31319132,422,22856.0,54.672443,0.53540003,57.768322
sim-15-1.5-0.01-0.5-4-1.3-0.7-1-10.rsml,2353.7808,12,796.0,66.996445,2.0382795,0.35080352,89,1496.0,17.413742,1.1002027,61.57666
sim-15-1-0.01-0.5-4-1.3-0.3-1-10.rsml,236.48978,6,170.0,28.804659,0.8700559,0.2749361,8,60.0,7.95773,0.5588978,59.731236
sim-15-0.5-0.01-0.1-4-1.3-1-2-20.rsml,14469.827,9,2966.0,329.94983,4.493015,0.22352062,441,11268.0,26.077732,0.68683195,56.636944
sim-15-1.5-0.01-0.3-4-1.3-0.7-5-10.rsml,1746.7766,12,837.0,70.28476,2.0958068,0.29941228,68,868.0,13.284695,0.7766197,61.8406
sim-15-0.5-0.01-0.1-4-1.3-1-4-10.rsml,501.7811,4,387.0,97.15855,2.913075,0.4141658,17,102.0,6.6557007,0.5253019,58.124077
sim-15-0.5-0.01-0.3-4-1.3-0.2-2-20.rsml,1758.1545,7,560.0,80.55648,1.8680874,0.28535354,68,1160.0,17.562634,0.8298272,60.19665
sim-15-1-0.01-0.3-4-1.3-0.5-3-10.rsml,563.0127,7,337.0,48.547226,1.4359597,0.32298067,22,213.0,10.14464,0.6138518,58.38875
sim-15-0.5-0.01-0.3-4-1.3-0.3-2-10.rsml,75.15074,3,74.0,25.050247,0.87556785,0,0,0.0,0,0,0
sim-15-1-0.01-0.5-4-1.3-0.8-5-10.rsml,2343.5444,8,681.0,85.66062,2.4377432,0.33361822,82,1611.0,20.22268,1.2693431,58.44524
sim-15-1-0.01-0.5-4-1.3-1-2-10.rsml,3891.9011,8,871.0,109.37805,2.262073,0.30397397,114,2957.0,26.463833,1.1577684,57.330673
sim-15-1.5-0.01-0.1-4-1.3-0.6-1-20.rsml,21896.432,25,5883.0,235.81644,3.0379694,0.25189528,764,15616.0,20.94374,0.550378,62.272705
sim-15-1.5-0.01-0.7-4-1.3-0.5-5-10.rsml,1464.5801,10,515.0,52.049053,1.45061,0.34676632,55,911.0,17.165266,1.035287,58.061047
sim-15-1.5-0.01-0.3-4-1.3-1-4-10.rsml,3361.4946,12,1235.0,103.55064,2.9615896,0.29057193,124,2048.0,17.087803,1.0335665,58.685432
sim-15-1-0.01-0.5-4-1.3-0.7-5-10.rsml,1486.8945,8,522.0,65.64213,1.9843248,0.34753877,54,932.0,17.810328,1.0788741,61.578003
sim-15-1-0.01-0.7-4-1.3-0.2-3-20.rsml,7295.1157,15,1127.0,75.58748,1.2334584,0.33211064,177,6069.0,34.809628,0.9529416,59.261135
sim-15-1-0.01-0.1-4-1.3-1-3-20.rsml,23155.162,18,5316.0,295.92914,3.5166278,0.28866398,797,17421.0,22.369429,0.54808736,58.58712
sim-15-1-0.01-0.5-4-1.3-0.5-4-10.rsml,822.29156,7,373.0,53.792233,1.5315325,0.33400178,32,428.0,13.929557,0.8485581,70.028534
sim-15-1-0.01-0.7-4-1.3-0.4-5-10.rsml,597.0363,7,263.0,38.06747,1.1640527,0.40688145,21,318.0,15.74114,0.84409183,69.50149
sim-15-1.5-0.01-0.1-4-1.3-0.6-2-10.rsml,717.31226,10,628.0,63.40421,1.7215953,0.3213897,12,78.0,6.9391828,0.44457155,58.632557
sim-15-1.5-0.01-0.3-4-1.3-0.2-3-20.rsml,7485.449,22,1922.0,87.94651,2.076433,0.36978504,270,5414.0,20.557875,0.92894995,65.74741
sim-15-0.5-0.01-0.7-4-1.3-0.9-3-10.rsml,1398.254,4,316.0,79.395035,2.4529917,0.3906881,41,1059.0,26.357899,1.6532696,58.544277
sim-15-1-0.01-0.5-4-1.3-0.7-2-10.rsml,1736.7518,8,577.0,72.55044,2.1162846,0.34781462,64,1120.0,18.067944,1.1595532,58.883915
sim-15-1-0.01-0.7-4-1.3-0.1-2-20.rsml,1111.1101,11,431.0,39.646572,1.0522523,0.3144515,47,650.0,14.361663,0.84297514,60.92057
sim-15-1.5-0.01-0.3-4-1.3-1-1-20.rsml,48477.832,27,5689.0,211.18747,2.2060175,0.28380904,1030,42228.0,41.529907,0.77100044,57.9009
sim-15-0.5-0.01-0.7-4-1.3-0.9-1-20.rsml,16606.502,8,1155.0,144.94368,1.0815849,0.30854532,246,15310.0,62.792503,0.7636365,54.696354
