image,tot_root_length,n_primary,tot_prim_length,mean_prim_length,mean_prim_diameter,mean_lat_density,n_laterals, tot_lat_length,mean_lat_length,mean_lat_diameter,mean_lat_angle
monocot_2D_-10-1-1.1-0.001-0.3-5-0-1.2-5-r1-12.rsml,65.31061,10,50.0,5.6038094,0.11635154,2.7605736,13,2.0,0.71327,0.03409767,60.736275
monocot_2D_-10-1-1.1-0.001-0.3-5-0-1.4-10-r1-12.rsml,91.76656,10,66.0,7.2207336,0.1394098,1.9871157,24,5.0,0.8149674,0.04032829,51.02924
monocot_2D_-10-1-1.1-0.001-0.3-5-0-1.4-15-r1-12.rsml,107.227455,10,64.0,6.906017,0.13853899,2.65133,39,18.0,0.9786481,0.03990643,55.312664
monocot_2D_-10-1-1.1-0.001-0.3-5-0-1.4-20-r1-12.rsml,105.60111,10,60.0,6.6498575,0.13215116,2.2791243,45,16.0,0.86894494,0.038226347,57.394253
monocot_2D_-10-1-1.1-0.001-0.3-5-0-1.4-25-r1-12.rsml,108.72605,10,57.0,6.32355,0.12803148,3.3243392,46,21.0,0.98892516,0.036997445,51.85376
monocot_2D_-10-1-1.1-0.001-0.3-5-0-1.4-5-r1-12.rsml,74.46001,10,60.0,6.5021715,0.12641066,1.8905044,13,2.0,0.7260226,0.03646896,52.16236
monocot_2D_-10-1-1.1-0.001-0.4-3-0-1-10-r1-12.rsml,85.99377,9,40.0,5.104912,0.09825551,3.7135758,42,20.0,0.9535609,0.037761353,54.15799
monocot_2D_-10-1-1.1-0.001-0.4-3-0-1-15-r1-12.rsml,70.24521,9,37.0,4.5995965,0.09005598,3.4312186,37,11.0,0.7796986,0.034784384,66.40364
monocot_2D_-10-1-1.1-0.001-0.4-3-0-1-20-r1-12.rsml,90.235916,9,44.0,5.235231,0.09703074,3.6978393,48,19.0,0.8983093,0.0373954,46.945652
monocot_2D_-10-1-1.1-0.001-0.4-3-0-1-25-r1-12.rsml,93.04409,9,42.0,5.132562,0.09691159,3.2902203,49,20.0,0.9561438,0.037193295,58.188477
monocot_2D_-10-1-1.1-0.001-0.4-3-0-1-5-r1-12.rsml,65.23839,9,44.0,5.1857123,0.09945893,2.1999335,21,7.0,0.8841416,0.038593646,53.9536
monocot_2D_-10-1-1.1-0.001-0.4-3-0-1.2-10-r1-12.rsml,101.31352,10,49.0,5.510168,0.11470641,3.2499065,46,21.0,1.0046053,0.0442615,59.91885
monocot_2D_-10-1-1.1-0.001-0.4-3-0-1.2-15-r1-12.rsml,121.83556,10,49.0,5.610055,0.1176052,4.3096304,58,29.0,1.1333623,0.044852264,53.072266
monocot_2D_-10-1-1.1-0.001-0.4-3-0-1.2-20-r1-12.rsml,111.61223,10,48.0,5.503287,0.10854634,3.3024638,55,25.0,1.0287163,0.041626677,51.295418
monocot_2D_-10-1-1.1-0.001-0.4-3-0-1.2-25-r1-12.rsml,137.64664,10,50.0,5.880914,0.1163123,4.3848248,72,36.0,1.0949652,0.044575408,50.63119
monocot_2D_-10-1-1.1-0.001-0.4-3-0-1.2-5-r1-12.rsml,80.55004,10,49.0,5.707475,0.114036515,2.5184789,30,3.0,0.78250897,0.04342398,58.532818
monocot_2D_-10-1-1.1-0.001-0.4-3-0-1.4-10-r1-12.rsml,185.64078,10,64.0,6.943847,0.13962974,3.937492,106,54.0,1.0962479,0.053269748,48.945118
monocot_2D_-10-1-1.1-0.001-0.4-3-0-1.4-15-r1-12.rsml,148.74731,10,60.0,6.5729666,0.13115683,3.3975384,78,35.0,1.064329,0.050428327,58.152676
monocot_2D_-10-1-1.1-0.001-0.4-3-0-1.4-20-r1-12.rsml,149.56598,10,60.0,6.5565166,0.13157986,3.3820908,74,44.0,1.1351465,0.050540827,53.37619
monocot_2D_-10-1-1.1-0.001-0.4-3-0-1.4-25-r1-12.rsml,199.12437,10,63.0,6.9295316,0.13486446,3.4414356,100,71.0,1.2982912,0.05179971,46.93783
monocot_2D_-10-1-1.1-0.001-0.4-3-0-1.4-5-r1-12.rsml,91.924126,10,59.0,6.3595343,0.12855515,2.0272899,37,6.0,0.76564234,0.049583003,56.76814
monocot_2D_-10-1-1.1-0.001-0.4-4-0-1-10-r1-12.rsml,71.8854,9,42.0,5.1329713,0.09766504,2.7106419,31,10.0,0.8286664,0.03765514,60.554607
monocot_2D_-10-1-1.1-0.001-0.4-4-0-1-15-r1-12.rsml,75.72824,9,43.0,5.207755,0.09686469,3.1976833,35,10.0,0.8245274,0.037274748,57.69431
monocot_2D_-10-1-1.1-0.001-0.4-4-0-1-20-r1-12.rsml,69.9025,9,37.0,4.684005,0.092102915,3.2950883,33,8.0,0.84080184,0.0353432,62.383854
monocot_2D_-10-1-1.1-0.001-0.4-4-0-1-25-r1-12.rsml,74.25646,9,40.0,4.993587,0.09195259,2.8015242,33,12.0,0.8883081,0.035214253,56.193665
monocot_2D_-10-1-1.1-0.001-0.4-4-0-1-5-r1-12.rsml,56.51565,9,39.0,4.997943,0.09324761,2.6509073,13,5.0,0.8872436,0.035565898,63.924313
monocot_2D_-10-1-1.1-0.001-0.4-4-0-1.2-10-r1-12.rsml,92.72721,10,51.0,5.7634454,0.11855195,2.183319,38,12.0,0.9234939,0.04525795,55.030396
monocot_2D_-10-1-1.1-0.001-0.4-4-0-1.2-15-r1-12.rsml,100.11488,10,50.0,5.642434,0.11383395,2.9783545,41,25.0,1.0656238,0.043667376,56.746677
monocot_2D_-10-1-1.1-0.001-0.4-4-0-1.2-20-r1-12.rsml,103.00289,10,48.0,5.428058,0.11259644,3.116719,43,22.0,1.1330769,0.043272216,55.190197
monocot_2D_-10-1-1.1-0.001-0.4-4-0-1.2-25-r1-12.rsml,96.061356,10,47.0,5.274856,0.10921427,3.474952,41,19.0,1.0564095,0.041640654,56.81317
monocot_2D_-10-1-1.1-0.001-0.4-4-0-1.2-5-r1-12.rsml,73.687225,10,49.0,5.569174,0.11311218,1.9227718,23,2.0,0.78241223,0.043623015,59.85105
monocot_2D_-10-1-1.1-0.001-0.4-4-0-1.4-10-r1-12.rsml,109.23028,10,58.0,6.3498774,0.12877637,3.0994875,43,19.0,1.0635232,0.04940377,51.067207
monocot_2D_-10-1-1.1-0.001-0.4-4-0-1.4-15-r1-12.rsml,176.42288,10,65.0,7.0327644,0.13981862,3.1726093,81,58.0,1.3098176,0.053573865,52.026596
monocot_2D_-10-1-1.1-0.001-0.4-4-0-1.4-20-r1-12.rsml,179.62018,10,64.0,6.8992977,0.13804348,3.5180147,82,62.0,1.3491124,0.05293436,54.34585
monocot_2D_-10-1-1.1-0.001-0.4-4-0-1.4-25-r1-12.rsml,135.0336,10,61.0,6.535527,0.13091086,3.2177887,55,33.0,1.2668786,0.050142955,54.98584
monocot_2D_-10-1-1.1-0.001-0.4-4-0-1.4-5-r1-12.rsml,113.08538,10,63.0,6.8179374,0.1389664,2.2526138,46,19.0,0.9762173,0.052782293,51.536297
monocot_2D_-10-1-1.1-0.001-0.4-5-0-1-10-r1-12.rsml,69.50934,9,37.0,4.831285,0.09341239,3.0349731,28,11.0,0.9295639,0.036138672,55.14614
monocot_2D_-10-1-1.1-0.001-0.4-5-0-1-15-r1-12.rsml,75.68341,9,41.0,5.0706935,0.09710796,2.6432815,31,11.0,0.96926326,0.03737554,56.13346
monocot_2D_-10-1-1.1-0.001-0.4-5-0-1-20-r1-12.rsml,62.873737,9,37.0,4.593393,0.09050498,3.1423297,24,9.0,0.89721656,0.034978416,60.577747
monocot_2D_-10-1-1.1-0.001-0.4-5-0-1-25-r1-12.rsml,72.22411,9,44.0,5.2924504,0.09647681,2.4618418,29,9.0,0.84800225,0.037171144,44.878536
monocot_2D_-10-1-1.1-0.001-0.4-5-0-1-5-r1-12.rsml,51.768845,9,39.0,4.8410583,0.09052677,3.1394563,11,1.0,0.7453927,0.035700537,44.274128
monocot_2D_-10-1-1.1-0.001-0.4-5-0-1.2-10-r1-12.rsml,86.863495,10,52.0,5.856695,0.11681154,2.156824,28,14.0,1.010591,0.044472244,53.80096
monocot_2D_-10-1-1.1-0.001-0.4-5-0-1.2-15-r1-12.rsml,96.66102,10,51.0,5.6229825,0.11582572,2.6986096,33,23.0,1.2251873,0.044485208,54.24326
monocot_2D_-10-1-1.1-0.001-0.4-5-0-1.2-20-r1-12.rsml,96.833305,10,52.0,5.789817,0.11608281,2.9334228,37,19.0,1.052301,0.044574175,53.568638
monocot_2D_-10-1-1.1-0.001-0.4-5-0-1.2-25-r1-12.rsml,96.57856,10,49.0,5.543427,0.11313699,2.8102167,36,20.0,1.1428971,0.043353666,55.840443
monocot_2D_-10-1-1.1-0.001-0.4-5-0-1.2-5-r1-12.rsml,69.82127,10,51.0,5.824971,0.11564146,2.0962343,13,4.0,0.89012057,0.043963667,69.32988
monocot_2D_-10-1-1.1-0.001-0.4-5-0-1.4-10-r1-12.rsml,95.97422,10,59.0,6.5509067,0.13085432,2.375922,32,10.0,0.9520358,0.050652474,48.264698
monocot_2D_-10-1-1.1-0.001-0.4-5-0-1.4-15-r1-12.rsml,118.038124,10,59.0,6.403156,0.13414857,2.0926719,42,30.0,1.2858706,0.051679157,46.654522
monocot_2D_-10-1-1.1-0.001-0.4-5-0-1.4-20-r1-12.rsml,117.83536,10,59.0,6.3734946,0.13118878,2.113316,42,29.0,1.2881051,0.050493892,54.332676
monocot_2D_-10-1-1.1-0.001-0.4-5-0-1.4-25-r1-12.rsml,157.74655,10,61.0,6.803868,0.13606219,2.6507733,65,52.0,1.3801209,0.052254908,50.386642
monocot_2D_-10-1-1.1-0.001-0.4-5-0-1.4-5-r1-12.rsml,94.50435,10,61.0,6.6874104,0.13347727,1.3122334,27,12.0,1.0233425,0.05177195,42.921333
monocot_2D_-10-1-1.1-0.001-0.5-3-0-1-10-r1-12.rsml,76.980934,9,40.0,4.987881,0.09194065,2.8640933,35,12.0,0.9168571,0.044049393,53.29018
monocot_2D_-10-1-1.1-0.001-0.5-3-0-1-15-r1-12.rsml,101.99547,9,43.0,5.0619397,0.096497364,3.6754193,49,30.0,1.1517963,0.045858998,74.88411
monocot_2D_-10-1-1.1-0.001-0.5-3-0-1-20-r1-12.rsml,96.204124,9,40.0,4.9990478,0.09381845,3.5074096,45,21.0,1.1380596,0.044844676,57.521095
monocot_2D_-10-1-1.1-0.001-0.5-3-0-1-25-r1-12.rsml,108.20293,9,39.0,4.9418764,0.09450234,4.0674496,52,35.0,1.2255001,0.045369685,50.503384
monocot_2D_-10-1-1.1-0.001-0.5-3-0-1-5-r1-12.rsml,59.698425,9,42.0,5.165069,0.09883943,2.9238157,18,2.0,0.7340441,0.047279958,39.38677
monocot_2D_-10-1-1.1-0.001-0.5-3-0-1.2-10-r1-12.rsml,144.76437,10,50.0,5.562286,0.1144354,4.3087716,77,41.0,1.1576815,0.05458444,47.586754
monocot_2D_-10-1-1.1-0.001-0.5-3-0-1.2-15-r1-12.rsml,168.75879,10,52.0,5.763825,0.114307486,3.9898937,90,54.0,1.2346731,0.054454494,52.595795
monocot_2D_-10-1-1.1-0.001-0.5-3-0-1.2-20-r1-12.rsml,139.10818,10,47.0,5.2399826,0.10807841,3.8182018,71,42.0,1.2212445,0.051752675,51.852505
monocot_2D_-10-1-1.1-0.001-0.5-3-0-1.2-25-r1-12.rsml,172.40135,10,49.0,5.50185,0.1131866,3.8424609,86,66.0,1.3649168,0.053784084,54.28862
monocot_2D_-10-1-1.1-0.001-0.5-3-0-1.2-5-r1-12.rsml,112.466736,10,47.0,5.2722206,0.11038674,3.4560368,56,26.0,1.0668665,0.05282695,54.03902
monocot_2D_-10-1-1.1-0.001-0.5-3-0-1.4-10-r1-12.rsml,187.50491,10,59.0,6.538994,0.13243823,3.863438,95,65.0,1.2854201,0.06313371,49.480064
monocot_2D_-10-1-1.1-0.001-0.5-3-0-1.4-15-r1-12.rsml,205.82285,10,62.0,6.778784,0.13548596,3.7708862,99,77.0,1.3942933,0.06432856,51.010563
monocot_2D_-10-1-1.1-0.001-0.5-3-0-1.4-20-r1-12.rsml,199.23227,10,57.0,6.3621182,0.1294184,4.2176456,105,71.0,1.2915343,0.061411265,51.306858
monocot_2D_-10-1-1.1-0.001-0.5-3-0-1.4-25-r1-12.rsml,213.74323,10,59.0,6.362646,0.1282203,4.8919024,110,86.0,1.3646978,0.06105269,52.072327
monocot_2D_-10-1-1.1-0.001-0.5-3-0-1.4-5-r1-12.rsml,124.22202,10,55.0,6.1693134,0.12609573,3.5488255,67,20.0,0.93326706,0.0598474,50.77673
monocot_2D_-10-1-1.1-0.001-0.5-4-0-1-10-r1-12.rsml,72.78115,9,38.0,4.8550935,0.092087366,3.241721,29,13.0,1.0029416,0.04371776,54.80751
monocot_2D_-10-1-1.1-0.001-0.5-4-0-1-15-r1-12.rsml,70.58649,9,39.0,4.917972,0.09026009,2.689748,30,8.0,0.877491,0.043060374,56.08559
monocot_2D_-10-1-1.1-0.001-0.5-4-0-1-20-r1-12.rsml,79.50483,9,37.0,4.703418,0.09058117,3.442691,31,22.0,1.1991633,0.04347302,48.844933
monocot_2D_-10-1-1.1-0.001-0.5-4-0-1-25-r1-12.rsml,89.268684,9,40.0,4.9815264,0.091788255,2.909815,37,26.0,1.2009449,0.043965694,55.895496
monocot_2D_-10-1-1.1-0.001-0.5-4-0-1-5-r1-12.rsml,57.161537,9,40.0,5.0284214,0.09436023,1.9900692,14,3.0,0.85041016,0.045340527,47.99573
monocot_2D_-10-1-1.1-0.001-0.5-4-0-1.2-10-r1-12.rsml,124.41989,10,51.0,5.809062,0.113984846,3.0579855,56,30.0,1.1844511,0.05416667,49.28507
monocot_2D_-10-1-1.1-0.001-0.5-4-0-1.2-15-r1-12.rsml,149.10088,10,49.0,5.6089444,0.11451729,3.8181796,72,47.0,1.2918252,0.054460865,48.18872
monocot_2D_-10-1-1.1-0.001-0.5-4-0-1.2-20-r1-12.rsml,127.39079,10,48.0,5.468887,0.11031754,2.8579876,55,36.0,1.3218527,0.05288524,54.663055
monocot_2D_-10-1-1.1-0.001-0.5-4-0-1.2-25-r1-12.rsml,160.05147,10,52.0,5.677697,0.11764271,3.5707572,74,60.0,1.3956014,0.055835854,57.70837
monocot_2D_-10-1-1.1-0.001-0.5-4-0-1.2-5-r1-12.rsml,77.23189,10,48.0,5.487255,0.10891436,1.9198806,25,4.0,0.8943732,0.05204135,52.973354
monocot_2D_-10-1-1.1-0.001-0.5-4-0-1.4-10-r1-12.rsml,186.54782,10,64.0,6.998253,0.13990255,2.5064428,75,75.0,1.5542034,0.06653019,57.732033
monocot_2D_-10-1-1.1-0.001-0.5-4-0-1.4-15-r1-12.rsml,174.62584,10,62.0,6.780748,0.137901,3.1395772,76,62.0,1.4055045,0.06556412,52.621456
monocot_2D_-10-1-1.1-0.001-0.5-4-0-1.4-20-r1-12.rsml,170.63107,10,59.0,6.3229523,0.12879835,3.5365527,75,61.0,1.4320203,0.061425723,52.941036
monocot_2D_-10-1-1.1-0.001-0.5-4-0-1.4-25-r1-12.rsml,198.84084,10,61.0,6.7014756,0.1354129,3.4492607,83,83.0,1.5882658,0.064325124,52.287857
monocot_2D_-10-1-1.1-0.001-0.5-4-0-1.4-5-r1-12.rsml,108.5358,10,57.0,6.2997236,0.12835675,1.8292742,40,19.0,1.1384641,0.061650064,52.341698
monocot_2D_-10-1-1.1-0.001-0.5-5-0-1-10-r1-12.rsml,68.56442,9,44.0,5.265313,0.09942506,2.3680692,19,9.0,1.1145587,0.04732679,56.0699
monocot_2D_-10-1-1.1-0.001-0.5-5-0-1-15-r1-12.rsml,82.93824,9,41.0,5.0098124,0.09729741,2.9390864,33,17.0,1.1469674,0.04637525,55.02491
monocot_2D_-10-1-1.1-0.001-0.5-5-0-1-20-r1-12.rsml,80.65847,9,41.0,5.057286,0.09849829,2.7102463,31,16.0,1.133642,0.046882953,52.026207
monocot_2D_-10-1-1.1-0.001-0.5-5-0-1-25-r1-12.rsml,83.76267,9,42.0,5.0310483,0.099020705,2.789868,31,22.0,1.241395,0.046940714,48.596855
monocot_2D_-10-1-1.1-0.001-0.5-5-0-1-5-r1-12.rsml,58.24194,9,40.0,5.0504193,0.09534372,2.233603,15,3.0,0.8525443,0.045528475,52.432434
monocot_2D_-10-1-1.1-0.001-0.5-5-0-1.2-10-r1-12.rsml,115.99792,10,52.0,5.6171794,0.11707703,2.13784,49,33.0,1.2209414,0.055694483,51.299175
monocot_2D_-10-1-1.1-0.001-0.5-5-0-1.2-15-r1-12.rsml,127.6573,10,48.0,5.4343905,0.11540071,2.7025852,54,38.0,1.357655,0.054818973,51.807495
monocot_2D_-10-1-1.1-0.001-0.5-5-0-1.2-20-r1-12.rsml,130.16208,10,49.0,5.660995,0.116324745,2.9659069,56,41.0,1.3134313,0.0555321,46.69736
monocot_2D_-10-1-1.1-0.001-0.5-5-0-1.2-25-r1-12.rsml,126.63258,10,49.0,5.4870176,0.110630706,2.4446247,53,41.0,1.3540083,0.0527236,51.64912
monocot_2D_-10-1-1.1-0.001-0.5-5-0-1.2-5-r1-12.rsml,86.6398,10,49.0,5.517139,0.11033777,2.3051436,35,9.0,0.89909726,0.052749004,51.3456
monocot_2D_-10-1-1.1-0.001-0.5-5-0-1.4-10-r1-12.rsml,139.46358,10,63.0,6.8635902,0.13693203,2.4993575,60,37.0,1.180461,0.06499848,54.105335
monocot_2D_-10-1-1.1-0.001-0.5-5-0-1.4-15-r1-12.rsml,163.29027,10,62.0,6.778203,0.13838743,2.6925876,66,59.0,1.447094,0.06609898,48.047173
monocot_2D_-10-1-1.1-0.001-0.5-5-0-1.4-20-r1-12.rsml,155.64551,10,59.0,6.549631,0.12719525,2.6368432,62,52.0,1.454019,0.060565107,52.74956
monocot_2D_-10-1-1.1-0.001-0.5-5-0-1.4-25-r1-12.rsml,171.88928,10,58.0,6.5126824,0.13179563,2.686934,67,65.0,1.5934693,0.0628154,51.0955
monocot_2D_-10-1-1.1-0.001-0.5-5-0-1.4-5-r1-12.rsml,112.694466,10,59.0,6.4491897,0.1297533,2.4648805,43,22.0,1.1209894,0.061480965,51.67728
monocot_2D_-10-1-1.1-0.011-0.3-3-0-1-10-r1-12.rsml,71.66575,9,42.0,5.181723,0.09464297,2.831128,35,7.0,0.7151498,0.02785274,62.76326
monocot_2D_-10-1-1.1-0.011-0.3-3-0-1-15-r1-12.rsml,69.17284,9,42.0,5.1068406,0.09607672,2.9068453,35,8.0,0.6631796,0.028040579,50.718994
monocot_2D_-10-1-1.1-0.011-0.3-3-0-1-20-r1-12.rsml,81.2857,9,44.0,5.1811433,0.09816239,3.847937,51,9.0,0.67951775,0.028530229,66.24293
monocot_2D_-10-1-1.1-0.011-0.3-3-0-1-25-r1-12.rsml,89.13177,9,42.0,5.131849,0.09504753,3.739643,55,17.0,0.7808208,0.027709264,56.66593
monocot_2D_-10-1-1.1-0.011-0.3-3-0-1-5-r1-12.rsml,55.275738,9,41.0,5.059163,0.094906256,2.9376996,17,0.0,0.5731336,0.027529728,65.00667
monocot_2D_-10-1-1.1-0.011-0.3-3-0-1.2-10-r1-12.rsml,90.50994,10,50.0,5.626936,0.11328809,4.196956,49,6.0,0.698788,0.032708563,57.233818
monocot_2D_-10-1-1.1-0.011-0.3-3-0-1.2-15-r1-12.rsml,95.21977,10,48.0,5.440548,0.11103413,3.7549314,57,11.0,0.7160396,0.0322795,57.491844
monocot_2D_-10-1-1.1-0.011-0.3-3-0-1.2-20-r1-12.rsml,104.46976,10,51.0,5.6675363,0.11507921,3.4625468,60,13.0,0.79657316,0.033482324,56.50096
monocot_2D_-10-1-1.1-0.011-0.3-3-0-1.2-25-r1-12.rsml,105.58125,10,50.0,5.552605,0.109828,3.9465015,62,13.0,0.8073422,0.03181551,58.80925
monocot_2D_-10-1-1.1-0.011-0.3-3-0-1.2-5-r1-12.rsml,67.29678,10,49.0,5.443028,0.110849775,1.9591894,21,0.0,0.6126907,0.03197525,64.58347
monocot_2D_-10-1-1.1-0.011-0.3-3-0-1.4-10-r1-12.rsml,125.54847,10,63.0,6.9496837,0.1362893,3.3544261,60,23.0,0.9341938,0.03928,51.04778
monocot_2D_-10-1-1.1-0.011-0.3-3-0-1.4-15-r1-12.rsml,134.56999,10,64.0,6.9943027,0.13671729,3.6306717,63,32.0,1.0258248,0.039679337,51.6292
monocot_2D_-10-1-1.1-0.011-0.3-3-0-1.4-20-r1-12.rsml,128.77829,10,59.0,6.529587,0.12710957,3.9183552,68,25.0,0.93356436,0.036776245,50.042473
monocot_2D_-10-1-1.1-0.011-0.3-3-0-1.4-25-r1-12.rsml,148.37344,10,63.0,6.933806,0.13535853,3.7226174,74,38.0,1.0680456,0.039154083,52.002266
monocot_2D_-10-1-1.1-0.011-0.3-3-0-1.4-5-r1-12.rsml,86.40381,10,60.0,6.637028,0.13008179,2.6535993,27,4.0,0.7419826,0.037698656,51.79167
monocot_2D_-10-1-1.1-0.011-0.3-4-0-1-10-r1-12.rsml,64.92938,9,43.0,5.2383347,0.096174605,3.2375305,28,3.0,0.6351559,0.027894145,57.480927
monocot_2D_-10-1-1.1-0.011-0.3-4-0-1-15-r1-12.rsml,57.338913,9,39.0,4.9004035,0.09157466,3.6797714,23,0.0,0.57544684,0.026718223,46.001274
monocot_2D_-10-1-1.1-0.011-0.3-4-0-1-20-r1-12.rsml,72.05592,9,45.0,5.286495,0.09717721,3.02009,33,9.0,0.7417415,0.028431438,53.338898
monocot_2D_-10-1-1.1-0.011-0.3-4-0-1-25-r1-12.rsml,74.4105,9,43.0,5.182093,0.09925047,3.1907916,39,7.0,0.7120939,0.028861191,61.59577
monocot_2D_-10-1-1.1-0.011-0.3-4-0-1-5-r1-12.rsml,52.082657,9,41.0,5.0373015,0.094983354,3.389756,12,0.0,0.56224453,0.02762896,69.5831
monocot_2D_-10-1-1.1-0.011-0.3-4-0-1.2-10-r1-12.rsml,92.19121,10,52.0,5.7771716,0.11721565,3.29033,40,10.0,0.8604876,0.034129404,55.20753
monocot_2D_-10-1-1.1-0.011-0.3-4-0-1.2-15-r1-12.rsml,87.83273,10,50.0,5.6171355,0.1124996,3.3463776,44,6.0,0.7195763,0.032670166,52.978245
monocot_2D_-10-1-1.1-0.011-0.3-4-0-1.2-20-r1-12.rsml,104.66773,10,53.0,5.970466,0.119177155,3.5584137,50,18.0,0.89926195,0.034538094,57.401928
monocot_2D_-10-1-1.1-0.011-0.3-4-0-1.2-25-r1-12.rsml,97.66553,10,50.0,5.628578,0.11285591,3.657334,51,13.0,0.8113679,0.03304829,63.553844
monocot_2D_-10-1-1.1-0.011-0.3-4-0-1.2-5-r1-12.rsml,70.64291,10,52.0,5.757889,0.11491799,2.0944734,19,0.0,0.68757993,0.03335083,57.881817
monocot_2D_-10-1-1.1-0.011-0.3-4-0-1.4-10-r1-12.rsml,101.93782,10,61.0,6.6019545,0.13009639,2.3766882,41,14.0,0.8760548,0.03756881,52.731594
monocot_2D_-10-1-1.1-0.011-0.3-4-0-1.4-15-r1-12.rsml,112.8077,10,62.0,6.704249,0.1321718,3.1065886,53,18.0,0.8634948,0.03813199,51.399467
monocot_2D_-10-1-1.1-0.011-0.3-4-0-1.4-20-r1-12.rsml,114.07676,10,60.0,6.664342,0.13034564,3.1511009,49,21.0,0.9680274,0.037789516,56.308556
monocot_2D_-10-1-1.1-0.011-0.3-4-0-1.4-25-r1-12.rsml,124.04269,10,63.0,6.950867,0.13495736,2.9503052,53,26.0,1.0289434,0.03914018,57.264957
monocot_2D_-10-1-1.1-0.011-0.3-4-0-1.4-5-r1-12.rsml,80.64866,10,61.0,6.627783,0.12986198,1.6936519,19,2.0,0.7563603,0.03757986,55.58821
monocot_2D_-10-1-1.1-0.011-0.3-5-0-1-10-r1-12.rsml,60.09738,9,44.0,5.3167663,0.09986812,1.775388,19,2.0,0.64455193,0.029036503,76.85599
monocot_2D_-10-1-1.1-0.011-0.3-5-0-1-15-r1-12.rsml,62.203724,9,42.0,5.2058587,0.095812835,2.485571,26,2.0,0.59042263,0.028183917,67.43808
monocot_2D_-10-1-1.1-0.011-0.3-5-0-1-20-r1-12.rsml,57.68698,9,39.0,4.8827834,0.0905686,2.0730753,20,2.0,0.6870963,0.026612807,58.349598
monocot_2D_-10-1-1.1-0.011-0.3-5-0-1-25-r1-12.rsml,66.63769,9,40.0,4.9933553,0.09196763,2.5807328,27,9.0,0.80361044,0.026811153,53.265713
monocot_2D_-10-1-1.1-0.011-0.3-5-0-1-5-r1-12.rsml,50.852253,9,42.0,5.133866,0.09749449,2.4358141,8,0.0,0.58093244,0.028447373,49.138454
monocot_2D_-10-1-1.1-0.011-0.3-5-0-1.2-10-r1-12.rsml,68.246635,10,48.0,5.525983,0.111832894,1.8381548,21,1.0,0.6184194,0.03279614,55.649227
monocot_2D_-10-1-1.1-0.011-0.3-5-0-1.2-15-r1-12.rsml,85.30742,10,53.0,5.80319,0.117210135,3.015889,33,6.0,0.8265306,0.034232445,55.85368
monocot_2D_-10-1-1.1-0.011-0.3-5-0-1.2-20-r1-12.rsml,84.98735,10,52.0,5.7636824,0.11534415,1.9865456,34,7.0,0.8044273,0.033425003,51.699764
monocot_2D_-10-1-1.1-0.011-0.3-5-0-1.2-25-r1-12.rsml,86.83028,10,49.0,5.460332,0.1111684,2.8085258,38,12.0,0.84807754,0.032200985,53.777348
monocot_2D_-10-1-1.1-0.011-0.3-5-0-1.2-5-r1-12.rsml,59.85357,10,47.0,5.3448167,0.1098878,3.178838,10,1.0,0.6405396,0.031496953,51.066273
monocot_2D_-10-1-1.1-0.011-0.3-5-0-1.4-10-r1-12.rsml,99.431854,10,60.0,6.579752,0.12673327,2.2127793,39,10.0,0.8624187,0.03665728,48.026752
monocot_2D_-10-1-1.1-0.011-0.3-5-0-1.4-15-r1-12.rsml,101.5807,10,61.0,6.735482,0.13040261,2.2960994,35,17.0,0.97788167,0.037551127,53.590935
monocot_2D_-10-1-1.1-0.011-0.3-5-0-1.4-20-r1-12.rsml,105.43515,10,62.0,6.6944346,0.13284355,2.705902,40,19.0,0.96226996,0.038447488,46.63727
monocot_2D_-10-1-1.1-0.011-0.3-5-0-1.4-25-r1-12.rsml,106.95785,10,63.0,6.939771,0.13604528,2.0116735,42,18.0,0.89428884,0.039297678,49.701683
monocot_2D_-10-1-1.1-0.011-0.3-5-0-1.4-5-r1-12.rsml,84.697525,10,64.0,7.088629,0.13704467,1.5125096,18,3.0,0.76729083,0.039629802,44.0286
monocot_2D_-10-1-1.1-0.011-0.4-3-0-1-10-r1-12.rsml,82.96435,9,41.0,4.9508805,0.0931302,4.4202065,45,16.0,0.8534758,0.03562929,48.689854
monocot_2D_-10-1-1.1-0.011-0.4-3-0-1-15-r1-12.rsml,78.22808,9,38.0,4.6845007,0.09010822,3.68432,43,13.0,0.83878094,0.0347587,49.63387
monocot_2D_-10-1-1.1-0.011-0.4-3-0-1-20-r1-12.rsml,87.072914,9,39.0,4.8861017,0.09202688,3.9225001,49,19.0,0.8795511,0.03537958,57.43259
monocot_2D_-10-1-1.1-0.011-0.4-3-0-1-25-r1-12.rsml,97.60987,9,44.0,5.2662687,0.0968675,4.036843,54,21.0,0.9298787,0.03721643,46.57106
monocot_2D_-10-1-1.1-0.011-0.4-3-0-1-5-r1-12.rsml,56.574577,9,38.0,4.724677,0.09079147,2.4364467,21,1.0,0.66916573,0.034747425,55.755184
monocot_2D_-10-1-1.1-0.011-0.4-3-0-1.2-10-r1-12.rsml,118.91495,10,51.0,5.687656,0.11449975,3.6942852,55,26.0,1.127971,0.044008873,56.85107
monocot_2D_-10-1-1.1-0.011-0.4-3-0-1.2-15-r1-12.rsml,105.847885,10,49.0,5.4862027,0.11005222,4.0412736,50,22.0,1.0197169,0.04214459,58.882603
