 ,image,tot_root_length,n_primary,tot_prim_length,mean_prim_length,mean_prim_diameter,mean_lat_density,n_laterals,tot_lat_length,mean_lat_length,mean_lat_diameter,mean_lat_angle
2229,sim-16-1-0.01-0.3-4-1.2-0.2-5-20.rsml,6796.627,16,1598,100.395,1.922,0.299,226,5073,22.966,0.752,54.615
2230,sim-16-2.5-0.01-0.3-4-1.2-0.3-1-10.rsml,754.326,17,564,33.683,0.848,0.439,28,167,6.49,0.332,58.581
2231,sim-16-4-0.04-0.2-6-1-0.2-3-20.rsml,18593.053,40,6332,158.868,2.215,0.216,611,11933,20.03,0.576,39.074
2232,sim-16-1-0.01-0.4-4-1.2-0.2-3-10.rsml,182.524,6,145,24.916,0.603,0.462,6,31,5.504,0.316,51.781
2233,sim-16-1-0.04-0.4-4-1.2-0.3-5-20.rsml,23302.213,16,2476,155.24,1.697,0.318,443,20582,46.994,0.805,43.434
2234,sim-10-1-0.01-0.4-6-1-0.2-1-10.rsml,89.077,6,86,14.846,0.578,0,0,0,0,0,0
2235,sim-16-4-0.025-0.4-4-1-0.4-1-20.rsml,80418.211,40,8459,211.937,1.183,0.276,1680,71070,42.822,0.521,37.788
2236,sim-16-4-0.04-0.4-6-0.8-0.2-5-10.rsml,646.969,24,564,23.974,0.589,0.393,12,65,5.967,0.306,37.314
2237,sim-10-1-0.025-0.2-4-1-0.3-5-10.rsml,162.826,6,151,25.919,0.958,0,1,7,7.314,0.295,59.467
2238,sim-10-4-0.01-0.4-4-0.8-0.2-2-10.rsml,374.044,24,337,14.504,0.603,0,4,25,6.486,0.333,38.219
2239,sim-10-2.5-0.025-0.2-6-1-0.4-4-20.rsml,15872.239,40,5217,130.933,2.932,0.229,483,10387,22.018,0.75,39.765
2240,sim-16-2.5-0.04-0.2-6-1-0.2-1-20.rsml,10599.626,40,4204,105.487,1.991,0.201,338,6197,18.876,0.562,37.476
2241,sim-16-4-0.025-0.3-6-0.8-0.2-3-10.rsml,677.362,24,607,25.683,0.632,0.372,8,56,7.622,0.274,29.584
2242,sim-10-2.5-0.04-0.4-6-1.2-0.3-2-20.rsml,15746.498,40,3772,94.72,2.086,0.23,395,11747,30.273,1.007,43.128
2243,sim-10-2.5-0.04-0.3-4-0.8-0.2-2-20.rsml,8447.494,40,2606,65.678,2.002,0.297,311,5673,18.715,0.793,27.275
2244,sim-16-1-0.01-0.3-6-1.2-0.4-2-10.rsml,486.163,7,348,50.339,1.154,0.275,14,126,9.557,0.43,51.201
2245,sim-10-2.5-0.01-0.2-4-1.2-0.3-1-10.rsml,383.364,15,370,25.114,0.931,0,2,5,3.326,0.289,31.48
2246,sim-10-4-0.01-0.4-4-1-0.2-5-20.rsml,15211.799,40,3781,95.025,2.197,0.313,541,11116,21.092,1.008,45.6
2247,sim-10-1-0.04-0.3-6-0.8-0.4-4-20.rsml,10335.489,17,2206,130.238,3.435,0.224,236,7991,34.413,1.249,24.337
2248,sim-16-1-0.01-0.2-4-1.2-0.3-4-20.rsml,10915.562,17,2452,144.802,2.852,0.29,359,8265,23.549,0.757,57.072
2249,sim-16-4-0.01-0.3-6-0.8-0.3-3-20.rsml,40252.367,40,8037,201.394,1.957,0.205,953,31684,33.784,0.677,31.407
2250,sim-10-4-0.025-0.2-4-0.8-0.4-3-20.rsml,28481.561,40,6802,170.59,2.588,0.31,1032,21145,20.986,0.62,29.441
2251,sim-10-1-0.01-0.3-6-1-0.2-4-10.rsml,87.725,6,84,14.621,0.61,0,0,0,0,0,0
2252,sim-16-2.5-0.01-0.2-4-0.8-0.3-1-20.rsml,28676.914,40,6066,152.178,2.209,0.286,848,22142,26.639,0.583,33.058
2253,sim-10-4-0.025-0.4-4-1-0.3-1-10.rsml,705.012,24,579,24.642,0.923,0.472,20,106,5.681,0.455,47.174
2254,sim-10-1-0.025-0.4-4-1-0.2-4-10.rsml,95.744,6,88,15.116,0.613,0,1,5,5.047,0.355,1.45
2255,sim-10-1-0.04-0.2-6-1.2-0.3-5-20.rsml,3461.461,16,1514,95.151,2.788,0.228,126,1868,15.389,0.754,45.866
2256,sim-10-1-0.04-0.4-4-0.8-0.4-5-20.rsml,15539.467,16,1981,124.242,2.146,0.324,336,13372,40.332,1.008,25.242
2257,sim-10-4-0.01-0.4-4-1-0.4-2-10.rsml,1242.649,28,827,30.065,1.196,0.438,46,378,8.713,0.557,48.752
2258,sim-10-2.5-0.01-0.3-4-1.2-0.2-2-10.rsml,218.784,15,211,14.527,0.603,0,1,0,0.000883,0.292,77.323
2259,sim-10-2.5-0.025-0.3-6-1-0.4-1-20.rsml,20205.783,40,5083,127.619,2.219,0.197,503,14828,30.022,0.802,37.706
2260,sim-10-4-0.01-0.2-4-1-0.2-4-20.rsml,7710.771,40,3452,86.783,2.027,0.336,376,4043,11.275,0.552,44.172
2261,sim-16-1-0.04-0.3-4-1-0.2-1-20.rsml,7656.591,16,1641,103.035,1.936,0.3,233,5882,25.786,0.753,39.288
2262,sim-16-1-0.04-0.4-6-1.2-0.4-5-20.rsml,24126.594,17,3086,182.09,2.224,0.204,373,20842,56.384,1.04,39.737
2263,sim-10-4-0.01-0.3-4-1-0.2-2-10.rsml,345.35,24,329,14.111,0.585,0,1,6,6.69,0.281,19.405
2264,sim-16-2.5-0.01-0.3-6-0.8-0.2-5-20.rsml,13439.123,40,3946,99.065,1.914,0.218,373,9280,25.406,0.744,32.5
2265,sim-10-1-0.025-0.4-6-1.2-0.2-5-10.rsml,91.261,6,88,15.21,0.623,0,0,0,0,0,0
2266,sim-10-1-0.04-0.4-6-1.2-0.4-5-20.rsml,11611.775,16,2099,131.681,2.492,0.218,234,9385,40.619,1.17,39.062
2267,sim-10-4-0.04-0.4-4-1-0.3-3-10.rsml,765.692,24,587,24.886,0.917,0.49,24,157,7.018,0.452,43.136
2268,sim-16-1-0.04-0.4-6-1.2-0.2-3-20.rsml,8140.175,16,1740,109.253,2.043,0.222,190,6297,33.643,1.001,45.576
2269,sim-10-1-0.025-0.2-6-1-0.3-5-20.rsml,3382.637,16,1491,93.802,2.765,0.207,114,1823,16.507,0.749,40.886
2270,sim-16-2.5-0.04-0.2-6-0.8-0.2-2-20.rsml,9843.246,40,3916,98.374,1.879,0.193,308,5756,19.183,0.543,29.353
2271,sim-10-1-0.04-0.4-6-1-0.3-3-10.rsml,171.075,6,147,25.001,0.917,0.348,3,20,7.023,0.443,50.245
2272,sim-16-2.5-0.04-0.2-6-0.8-0.4-5-20.rsml,32251.691,40,7584,190.146,2.413,0.205,759,24243,32.471,0.616,28
2273,sim-16-4-0.04-0.2-6-1.2-0.2-3-10.rsml,545.589,24,534,22.733,0.581,0,0,0,0,0,0
2274,sim-16-4-0.01-0.2-6-0.8-0.2-2-20.rsml,17226.412,40,6127,153.72,2.205,0.208,558,10789,19.852,0.573,32.928
2275,sim-16-4-0.04-0.3-4-1.2-0.2-1-20.rsml,29462.59,40,5832,146.282,1.797,0.311,950,23122,24.854,0.647,49.157
2276,sim-10-1-0.04-0.2-4-1.2-0.2-2-10.rsml,88.948,6,85,14.825,0.615,0,0,0,0,0,0
2277,sim-16-2.5-0.01-0.2-4-1-0.4-2-20.rsml,39039.02,40,7245,181.664,2.166,0.3,1126,31187,28.217,0.551,43.125
2278,sim-10-4-0.025-0.2-4-1.2-0.2-1-10.rsml,351.184,24,338,14.633,0.578,0,0,0,0,0,0
2279,sim-10-4-0.025-0.3-4-1.2-0.3-2-10.rsml,690.867,24,599,25.478,0.954,0.41,14,72,5.671,0.383,41.778
2280,sim-10-4-0.01-0.3-6-1.2-0.2-1-20.rsml,7940.912,40,3463,87.061,2.028,0.24,307,4301,14.523,0.741,54.26
2281,sim-10-1-0.025-0.3-4-1.2-0.3-2-10.rsml,176.208,6,154,26.105,0.961,0.396,3,17,6.527,0.385,58.067
2282,sim-10-4-0.01-0.2-6-1-0.2-2-10.rsml,334.251,24,321,13.927,0.583,0,0,0,0,0,0
2283,sim-16-4-0.04-0.4-6-0.8-0.3-5-10.rsml,1442.066,28,1000,36.339,0.892,0.265,40,406,10.615,0.441,28.037
2284,sim-16-4-0.025-0.2-4-1.2-0.2-5-10.rsml,624.268,24,590,25.109,0.623,0,4,20,5.415,0.214,59.393
2285,sim-10-1-0.04-0.3-4-0.8-0.4-1-20.rsml,13297.505,17,2098,123.825,2.77,0.31,336,11002,33.311,1.014,26.583
2286,sim-16-1-0.01-0.4-4-0.8-0.3-2-10.rsml,397.07,7,242,35.281,0.879,0.454,15,142,10.007,0.441,35.903
2287,sim-10-4-0.04-0.2-6-1.2-0.3-5-20.rsml,13317.997,40,5576,139.886,2.688,0.216,481,7476,16.055,0.665,47.595
2288,sim-10-1-0.04-0.4-6-0.8-0.4-5-20.rsml,11381.661,16,2097,131.586,2.916,0.206,216,9157,42.946,1.375,22.607
2289,sim-16-1-0.04-0.2-4-1-0.4-3-10.rsml,512.826,7,367,53.089,1.22,0.34,18,133,7.845,0.33,50.348
2290,sim-16-1-0.04-0.3-6-1.2-0.2-3-10.rsml,161.197,6,148,25.095,0.623,0.342,2,10,5.313,0.276,38.799
2291,sim-16-2.5-0.04-0.4-6-0.8-0.2-4-20.rsml,16247.695,40,3835,96.332,1.845,0.214,380,12192,32.617,0.916,28.162
2292,sim-10-4-0.04-0.3-6-1.2-0.2-3-20.rsml,8133.32,40,3478,87.442,2.006,0.226,307,4484,15.1,0.731,47.072
2293,sim-16-2.5-0.025-0.2-4-1.2-0.2-2-20.rsml,13390.271,40,4088,102.703,1.974,0.325,535,9013,17.35,0.562,55.137
2294,sim-16-4-0.025-0.4-6-1-0.3-1-20.rsml,49121.527,40,7937,198.955,1.579,0.195,999,40637,41.205,0.703,37.992
2295,sim-10-2.5-0.025-0.4-4-0.8-0.4-2-20.rsml,32182.898,40,4463,112.043,1.627,0.328,771,27294,35.929,0.763,28.425
2296,sim-16-2.5-0.04-0.4-6-1.2-0.3-5-10.rsml,819.108,17,609,36.378,0.893,0.247,20,191,10.034,0.442,52.588
2297,sim-10-2.5-0.04-0.3-4-0.8-0.4-2-20.rsml,27420.545,40,4828,121.213,2.112,0.282,733,22181,30.794,0.764,25.821
2298,sim-16-4-0.01-0.2-6-1.2-0.3-4-10.rsml,1154.69,28,1015,36.749,0.938,0.308,22,114,5.714,0.277,52.742
2299,sim-16-4-0.025-0.3-4-0.8-0.4-5-10.rsml,2344.142,28,1369,49.427,1.154,0.332,89,913,10.789,0.433,30.015
2300,sim-16-2.5-0.04-0.3-4-1-0.3-1-10.rsml,879.038,17,619,37.002,0.914,0.434,28,238,8.929,0.352,39.56
2301,sim-16-4-0.04-0.4-6-0.8-0.3-1-20.rsml,51993.086,40,7937,198.885,1.559,0.196,1014,43489,43.43,0.692,25.72
2302,sim-16-1-0.01-0.2-6-1.2-0.2-3-20.rsml,3875.084,16,1554,97.616,1.921,0.228,142,2241,16.29,0.554,53.366
2303,sim-10-2.5-0.04-0.2-6-1.2-0.2-1-20.rsml,4283.966,40,2500,63.022,1.925,0.254,160,1683,11.019,0.562,51.766
2304,sim-10-4-0.01-0.4-6-1-0.2-5-20.rsml,10976.948,40,3682,92.644,2.153,0.247,348,7092,20.894,0.993,46.702
2305,sim-16-4-0.04-0.2-6-0.8-0.2-3-20.rsml,18386.574,40,6215,155.844,2.188,0.209,592,11847,20.528,0.57,29.375
2306,sim-16-4-0.01-0.3-6-1-0.2-1-20.rsml,22687.93,40,6144,154.112,1.918,0.209,652,16185,25.343,0.687,42.575
2307,sim-16-1-0.025-0.4-6-1.2-0.2-3-20.rsml,6915.808,16,1607,101.132,1.904,0.228,174,5206,30.447,0.947,47.75
2308,sim-10-1-0.04-0.4-6-1-0.2-1-20.rsml,3123.488,16,1056,66.433,2.031,0.24,90,2012,22.895,1.016,35.664
2309,sim-10-1-0.04-0.3-6-1.2-0.3-5-20.rsml,5312.016,16,1637,102.802,3.016,0.216,149,3583,24.612,1.131,45.514
2310,sim-16-4-0.01-0.2-4-0.8-0.4-4-10.rsml,1906.552,28,1371,49.502,1.164,0.344,72,489,7.229,0.321,27.643
2311,sim-16-1-0.01-0.4-6-0.8-0.4-4-20.rsml,22798.689,16,2950,184.892,2.193,0.209,357,19644,55.575,1.024,30.844
2312,sim-10-4-0.01-0.4-6-0.8-0.4-1-20.rsml,34813.938,40,6523,163.546,1.798,0.205,824,27845,34.311,0.792,31.075
2313,sim-10-2.5-0.025-0.4-4-0.8-0.4-4-20.rsml,31622.535,40,4385,110.009,1.881,0.333,767,26808,35.492,0.885,27.637
2314,sim-16-2.5-0.04-0.4-4-1.2-0.2-5-10.rsml,406.782,15,328,22.272,0.572,0.482,12,68,6.059,0.298,63.888
2315,sim-10-1-0.025-0.3-6-0.8-0.2-1-20.rsml,2556.984,16,1043,65.809,1.976,0.208,83,1465,18.121,0.785,28.714
2316,sim-10-1-0.04-0.3-4-0.8-0.2-3-20.rsml,3118.391,16,987,62.237,1.893,0.309,119,2067,17.837,0.762,29.768
2317,sim-16-4-0.025-0.4-4-0.8-0.2-3-20.rsml,37860.25,40,5680,142.431,1.565,0.305,969,31639,33.192,0.718,30.205
2318,sim-16-2.5-0.04-0.4-6-0.8-0.3-2-10.rsml,765.333,17,574,34.487,0.846,0.304,18,169,9.948,0.418,30.531
2319,sim-16-2.5-0.01-0.3-6-0.8-0.2-3-10.rsml,386.511,15,355,24.075,0.621,0.396,4,23,6.347,0.275,42.392
2320,sim-16-2.5-0.01-0.4-4-1.2-0.3-5-10.rsml,957.236,17,599,35.795,0.889,0.409,39,329,8.941,0.428,55.42
2321,sim-16-1-0.04-0.2-4-1.2-0.4-5-20.rsml,20762.854,17,3453,203.668,2.987,0.279,517,17031,33.463,0.752,45.192
2322,sim-10-2.5-0.01-0.3-6-1-0.3-3-20.rsml,13372.367,40,3956,99.447,2.601,0.232,403,9180,23.311,0.971,41.73
2323,sim-16-4-0.025-0.3-4-0.8-0.4-3-20.rsml,82161.938,40,9721,243.549,1.799,0.279,1828,71464,39.617,0.609,29.107
2324,sim-16-4-0.025-0.4-6-1.2-0.4-2-20.rsml,61636.676,40,8990,225.254,1.318,0.192,1202,51999,43.782,0.581,47.567
2325,sim-16-4-0.01-0.2-6-1.2-0.2-1-20.rsml,15704.729,40,5868,147.229,2.117,0.218,588,9520,16.693,0.556,60.725
2326,sim-16-2.5-0.025-0.3-6-0.8-0.2-4-20.rsml,13442.591,40,3963,99.563,1.904,0.219,369,9270,25.637,0.744,30.025
2327,sim-16-1-0.04-0.3-6-1-0.2-4-20.rsml,5190.644,16,1553,97.499,1.853,0.209,147,3550,24.698,0.732,38.827
2328,sim-10-1-0.025-0.2-4-1.2-0.3-5-10.rsml,158.78,6,149,25.247,0.924,0,1,7,7.3,0.29,66.069
2329,sim-16-4-0.025-0.4-6-1-0.4-4-10.rsml,2409.541,28,1401,50.619,1.183,0.263,81,948,12.249,0.551,42.784
2330,sim-10-4-0.04-0.2-4-0.8-0.3-3-10.rsml,589.088,24,558,23.722,0.895,0,3,18,6.59,0.288,32.67
2331,sim-16-1-0.04-0.4-6-1.2-0.4-1-20.rsml,25978.18,17,3137,185.094,1.922,0.21,400,22616,57.079,0.898,40.333
2332,sim-10-2.5-0.01-0.4-6-1-0.4-3-20.rsml,21680.334,40,4514,113.35,2.165,0.214,511,16877,33.554,1.023,40.647
2333,sim-16-4-0.01-0.2-6-1.2-0.2-2-20.rsml,15657.522,40,5875,147.363,2.137,0.214,572,9472,17.068,0.559,55.904
2334,sim-10-4-0.01-0.2-6-1-0.3-5-20.rsml,13270.563,40,5402,135.437,2.662,0.22,482,7607,16.293,0.657,44.694
2335,sim-16-4-0.04-0.3-4-1.2-0.4-2-10.rsml,2276.671,28,1381,49.91,1.157,0.337,87,831,10.106,0.436,54.529
2336,sim-10-4-0.04-0.2-4-1.2-0.3-5-10.rsml,599.81,24,567,24.085,0.908,0,4,20,5.44,0.285,32.772
2337,sim-10-1-0.025-0.2-4-0.8-0.2-5-10.rsml,91.218,6,88,15.203,0.583,0,0,0,0,0,0
2338,sim-10-2.5-0.04-0.3-4-1.2-0.3-2-10.rsml,359.286,15,329,22.396,0.882,0.591,3,22,7.784,0.373,69.117
2339,sim-10-4-0.025-0.3-6-0.8-0.3-5-10.rsml,586.125,24,540,22.914,0.887,0.359,5,33,7.237,0.368,35.045
2340,sim-16-1-0.04-0.3-4-1.2-0.2-1-20.rsml,8314.196,16,1739,109.285,2.057,0.298,257,6443,25.547,0.789,48.933
2341,sim-16-2.5-0.04-0.2-4-0.8-0.2-5-10.rsml,381.947,15,361,24.62,0.604,0,2,12,6.327,0.216,18.408
2342,sim-16-4-0.04-0.2-4-1-0.3-3-20.rsml,42056.074,40,8531,213.767,2.25,0.285,1301,32842,25.754,0.557,37.371
2343,sim-16-1-0.025-0.4-6-0.8-0.3-5-10.rsml,362.184,7,257,37.076,0.94,0.213,10,99,10.266,0.455,38.093
2344,sim-16-4-0.01-0.3-6-1-0.4-2-10.rsml,2089.683,28,1423,51.376,1.219,0.275,63,622,10.336,0.454,47.363
2345,sim-10-4-0.01-0.4-4-1.2-0.3-1-10.rsml,682.491,24,541,23.116,0.936,0.515,20,116,6.386,0.461,70.532
2346,sim-16-2.5-0.04-0.2-4-1.2-0.2-2-10.rsml,383.993,15,362,24.642,0.596,0,2,14,7.18,0.206,57.397
2347,sim-10-2.5-0.04-0.2-4-1.2-0.2-5-20.rsml,5518.352,40,2496,62.814,1.912,0.336,255,2879,11.787,0.565,51.941
2348,sim-16-4-0.04-0.3-6-0.8-0.4-3-20.rsml,57183.754,40,9771,244.794,1.656,0.182,1186,46759,39.96,0.56,26.586
2349,sim-10-1-0.01-0.2-6-1.2-0.3-2-10.rsml,138.203,6,135,23.034,0.923,0,0,0,0,0,0
2350,sim-10-4-0.04-0.4-6-1-0.2-1-20.rsml,12764.036,40,3868,97.258,2.205,0.237,384,8673,23.109,1.01,35.47
2351,sim-16-2.5-0.025-0.4-4-1-0.3-5-20.rsml,47128.023,40,5500,138.034,1.43,0.307,999,41074,41.648,0.681,37.552
2352,sim-16-1-0.025-0.2-6-0.8-0.4-2-10.rsml,466.167,7,368,53.258,1.221,0.258,11,88,8.488,0.327,36.894
2353,sim-16-2.5-0.04-0.3-4-1-0.4-3-20.rsml,56145.59,40,7073,177.322,1.925,0.272,1197,48408,40.98,0.691,34.236
2354,sim-10-1-0.025-0.4-6-1.2-0.3-5-10.rsml,151.231,6,130,22.388,0.869,0.364,3,16,5.634,0.424,45.694
2355,sim-16-1-0.025-0.2-6-0.8-0.3-2-10.rsml,299.271,7,255,36.936,0.92,0.31,6,39,6.786,0.277,23.318
2356,sim-10-1-0.01-0.3-6-1-0.3-1-20.rsml,4857.666,16,1489,93.568,2.883,0.239,139,3284,24.177,1.067,43.001
2357,sim-10-1-0.04-0.2-4-0.8-0.4-5-20.rsml,9709.767,17,2188,129.169,3.931,0.283,307,7354,24.475,0.998,26.851
2358,sim-10-2.5-0.025-0.4-4-0.8-0.2-2-20.rsml,10342.575,40,2560,64.591,2.002,0.316,331,7580,23.441,1.006,29.541
2359,sim-16-4-0.04-0.2-4-0.8-0.4-2-20.rsml,63491.996,40,10456,261.917,2.09,0.266,1728,52092,30.68,0.496,27.759
2360,sim-10-4-0.025-0.3-4-1-0.3-3-20.rsml,24246.188,40,5443,136.512,2.326,0.298,789,18387,23.81,0.803,39.76
2361,sim-10-1-0.025-0.3-6-1-0.4-4-20.rsml,8944.973,17,2104,124.214,3.276,0.222,220,6715,31.061,1.186,37.522
2362,sim-16-4-0.04-0.4-6-1-0.2-1-20.rsml,26331.088,40,5782,145.119,1.784,0.198,620,20200,33.107,0.818,36.597
2363,sim-16-4-0.04-0.3-6-0.8-0.3-5-10.rsml,1254.909,28,1006,36.448,0.881,0.305,28,219,8.37,0.349,27.997
2364,sim-16-4-0.01-0.2-4-1-0.4-5-10.rsml,1952.028,28,1423,51.376,1.213,0.371,72,478,7.132,0.328,43.062
2365,sim-16-2.5-0.025-0.2-6-1-0.3-4-10.rsml,693.455,17,607,36.161,0.91,0.231,11,72,7.157,0.272,46.591
2366,sim-16-2.5-0.025-0.4-6-1.2-0.3-2-20.rsml,30848.801,40,5560,139.587,1.821,0.21,615,24937,41.082,0.871,46.669
2367,sim-10-2.5-0.025-0.3-4-0.8-0.4-2-10.rsml,654.569,17,500,29.937,1.151,0.403,21,136,6.935,0.436,34.089
2368,sim-16-4-0.025-0.2-4-1-0.3-3-20.rsml,41593.055,40,8565,214.629,2.071,0.285,1310,32327,25.197,0.509,39.539
2369,sim-16-4-0.04-0.4-4-1.2-0.4-2-20.rsml,76282.195,40,8439,211.491,1.326,0.266,1585,66999,42.79,0.585,42.65
2370,sim-10-2.5-0.04-0.2-6-1.2-0.4-5-20.rsml,13333.073,40,4928,123.752,2.778,0.203,414,8169,20.249,0.712,46.824
2371,sim-10-2.5-0.04-0.4-6-1.2-0.2-5-10.rsml,220.848,15,212,14.723,0.591,0,0,0,0,0,0
2372,sim-10-2.5-0.04-0.4-4-1.2-0.3-4-10.rsml,439.775,15,357,24.369,0.921,0.491,12,68,6.186,0.458,54.575
2373,sim-16-1-0.01-0.2-4-1.2-0.4-1-10.rsml,489.484,7,365,52.722,1.239,0.365,18,112,6.691,0.341,70.641
2374,sim-16-1-0.01-0.3-4-1-0.3-5-10.rsml,343.4,7,243,35.368,0.918,0.44,13,91,7.371,0.348,32.984
2375,sim-16-2.5-0.01-0.3-4-1-0.3-5-10.rsml,802.952,17,570,34.276,0.848,0.435,26,206,8.472,0.333,39.016
2376,sim-16-4-0.025-0.3-6-1-0.2-5-10.rsml,633.303,24,581,24.543,0.602,0.37,8,39,5.533,0.263,37.592
2377,sim-10-4-0.04-0.2-4-1.2-0.3-1-10.rsml,647.174,24,608,25.818,0.956,0,4,25,6.888,0.297,55.537
2378,sim-10-1-0.04-0.2-4-1.2-0.4-1-10.rsml,227.249,7,213,30.932,1.15,0,2,10,5.364,0.351,36.387
2379,sim-10-2.5-0.025-0.2-4-1-0.3-2-20.rsml,11320.668,40,3674,92.331,2.763,0.348,468,7385,16.298,0.745,41.341
2380,sim-16-1-0.04-0.4-4-1-0.2-2-10.rsml,162.727,6,132,22.445,0.584,0.496,5,26,5.611,0.297,37.024
2381,sim-10-4-0.04-0.2-6-0.8-0.3-5-20.rsml,14844.477,40,5566,139.688,2.686,0.228,513,8984,18.045,0.662,27.814
2382,sim-16-2.5-0.04-0.4-6-1-0.3-4-20.rsml,35142.98,40,5794,145.415,1.675,0.206,647,28975,45.327,0.799,35.159
2383,sim-16-4-0.01-0.2-6-1-0.4-2-20.rsml,45784.715,40,10706,268.241,2.168,0.197,1258,34398,27.866,0.513,42.306
2384,sim-16-4-0.01-0.2-6-1-0.2-5-10.rsml,546.109,24,534,22.755,0.578,0,0,0,0,0,0
2385,sim-16-4-0.04-0.3-6-0.8-0.2-5-20.rsml,21475.566,40,5881,147.513,2.071,0.197,570,15255,27.325,0.747,28.554
2386,sim-10-2.5-0.01-0.3-6-1-0.4-2-10.rsml,582.232,17,483,28.951,1.153,0.354,14,82,6.434,0.443,46.687
2387,sim-16-2.5-0.04-0.3-6-1-0.4-1-10.rsml,1319.04,17,888,52.836,1.233,0.263,40,402,10.521,0.459,37.185
2388,sim-10-4-0.025-0.3-4-0.8-0.4-5-20.rsml,36228.219,40,6515,163.42,2.253,0.292,1036,29145,28.66,0.765,29.148
2389,sim-16-4-0.025-0.2-4-1-0.3-4-20.rsml,42414.336,40,8880,222.45,2.126,0.272,1307,32848,25.644,0.52,39.749
2390,sim-16-2.5-0.01-0.4-6-1.2-0.4-4-10.rsml,1343.199,17,820,48.78,1.16,0.248,43,494,11.952,0.54,64.643
2391,sim-10-2.5-0.025-0.4-6-1.2-0.4-2-20.rsml,21476.592,40,4544,114.053,2.171,0.225,501,16650,33.761,1.021,46.611
2392,sim-10-2.5-0.01-0.4-6-1-0.2-5-10.rsml,211.258,15,201,14.084,0.57,0,0,0,0,0,0
2393,sim-10-2.5-0.01-0.4-6-0.8-0.4-4-10.rsml,620.303,17,499,29.903,1.203,0.333,14,106,7.997,0.571,25.842
2394,sim-10-2.5-0.025-0.4-6-1-0.3-2-10.rsml,362.282,15,315,21.479,0.88,0.377,7,37,5.728,0.437,50.33
2395,sim-16-4-0.04-0.4-4-1.2-0.2-2-20.rsml,32920.414,40,5624,141.168,1.549,0.285,890,26797,30.645,0.71,45.924
2396,sim-16-4-0.025-0.3-6-1.2-0.4-4-10.rsml,2073.659,28,1436,51.844,1.225,0.285,61,592,10.197,0.456,54.577
2397,sim-10-1-0.01-0.2-4-0.8-0.3-5-10.rsml,141.008,6,138,23.501,0.89,0,0,0,0,0,0
2398,sim-10-4-0.025-0.4-4-0.8-0.2-4-20.rsml,17717.164,40,3829,96.272,1.92,0.335,596,13555,23.266,0.882,29.889
2399,sim-10-1-0.04-0.3-6-1-0.4-2-20.rsml,9581.809,17,2198,129.721,3.428,0.213,221,7266,33.378,1.253,32.416
2400,sim-16-4-0.04-0.3-6-1-0.2-1-10.rsml,648.365,24,579,24.653,0.607,0.366,8,52,7.087,0.266,40.661
2401,sim-10-1-0.025-0.2-6-1-0.2-1-20.rsml,1955.942,16,1013,63.757,1.975,0.25,71,897,13.181,0.577,41.364
2402,sim-16-4-0.01-0.2-4-0.8-0.2-4-20.rsml,21866.605,40,5890,147.733,2.118,0.325,835,15525,19.111,0.556,33.06
2403,sim-16-4-0.025-0.2-6-0.8-0.4-3-20.rsml,44910.836,40,10496,262.891,2.103,0.182,1131,33794,30.411,0.5,29.781
2404,sim-10-1-0.025-0.2-6-1-0.2-2-20.rsml,1913.849,16,1065,67.05,2.029,0.22,66,809,12.743,0.598,45.1
2405,sim-16-2.5-0.025-0.2-6-0.8-0.2-3-20.rsml,11724.575,40,4228,106.181,2.025,0.212,362,7294,20.656,0.574,31.589
2406,sim-10-1-0.01-0.3-4-1-0.2-3-20.rsml,2884.609,16,968,60.981,1.912,0.306,115,1850,16.599,0.766,47.521
2407,sim-10-2.5-0.025-0.4-4-1.2-0.4-1-20.rsml,27556.516,40,4379,109.986,1.796,0.313,712,22791,32.524,0.847,46.159
2408,sim-10-4-0.04-0.4-6-1-0.3-2-20.rsml,24490.078,40,5492,137.868,2.111,0.205,605,18655,31.364,0.941,33.599
2409,sim-10-4-0.01-0.3-4-1.2-0.3-3-10.rsml,576.095,24,512,21.738,0.885,0.532,8,51,6.798,0.377,51.253
2410,sim-10-4-0.01-0.3-4-0.8-0.3-4-20.rsml,25500.543,40,5398,135.405,1.995,0.322,836,19639,24.024,0.689,32.289
2411,sim-16-1-0.01-0.3-6-0.8-0.3-1-20.rsml,11213.69,17,2416,142.569,2.781,0.206,250,8666,35.16,1.04,30.189
2412,sim-16-2.5-0.025-0.3-4-0.8-0.2-4-20.rsml,19653.604,40,4020,100.919,1.927,0.32,593,15299,26.335,0.752,29.997
2413,sim-16-1-0.04-0.2-6-0.8-0.4-3-10.rsml,451.445,7,361,52.221,1.256,0.277,11,80,7.809,0.335,33.353
2414,sim-16-4-0.04-0.2-4-1.2-0.2-5-10.rsml,632.341,24,601,25.565,0.634,0,4,17,4.695,0.22,49.66
2415,sim-16-2.5-0.04-0.2-6-0.8-0.2-3-20.rsml,10228.139,40,3860,97.094,1.857,0.216,333,6176,19.052,0.536,30.833
2416,sim-16-2.5-0.025-0.2-6-1.2-0.4-3-10.rsml,1029.061,17,856,50.817,1.164,0.29,28,152,5.899,0.32,54.773
2417,sim-16-2.5-0.01-0.4-4-0.8-0.4-1-20.rsml,60201.348,40,6057,151.933,1.25,0.296,1213,53474,44.62,0.583,31.742
2418,sim-16-4-0.025-0.2-6-0.8-0.2-4-10.rsml,555.403,24,543,23.142,0.594,0,0,0,0,0,0
