 ,image,tot_root_length,n_primary,tot_prim_length,mean_prim_length,mean_prim_diameter,mean_lat_density,n_laterals,tot_lat_length,mean_lat_length,mean_lat_diameter,mean_lat_angle
3961,sim-10-2.5-0.04-0.3-6-1.2-0.3-5-20.rsml,13016.933,40,4001,100.437,2.553,0.213,367,8798,24.522,0.953,43.623
3962,sim-10-4-0.04-0.4-6-0.8-0.4-2-20.rsml,33850.441,40,6410,160.739,1.758,0.193,765,26998,35.844,0.77,24.699
3963,sim-16-4-0.04-0.4-6-1.2-0.4-4-10.rsml,2440.711,28,1460,52.711,1.248,0.254,79,919,12.213,0.575,51.009
3964,sim-10-4-0.01-0.3-6-0.8-0.4-5-10.rsml,1029.325,28,852,30.907,1.249,0.351,23,153,7.127,0.466,35.675
3965,sim-16-4-0.025-0.2-4-1-0.2-2-10.rsml,628.38,24,589,25.104,0.636,0,4,24,6.471,0.22,66.529
3966,sim-16-4-0.025-0.4-4-1-0.2-2-20.rsml,37199.758,40,5871,147.248,1.374,0.288,948,30808,33.027,0.631,39.909
3967,sim-16-2.5-0.025-0.2-4-1-0.2-3-10.rsml,386.455,15,366,24.999,0.608,0,2,10,5.737,0.225,41.207
3968,sim-16-2.5-0.025-0.4-4-1.2-0.4-3-20.rsml,57846.184,40,6284,157.654,1.243,0.281,1159,50937,44.469,0.581,46.735
3969,sim-16-4-0.01-0.2-4-0.8-0.2-1-20.rsml,21626.547,40,5635,141.368,2.062,0.346,851,15540,18.768,0.545,34.946
3970,sim-10-4-0.025-0.4-6-1-0.2-1-20.rsml,10730.622,40,3502,88.039,2.032,0.235,344,7032,20.957,0.939,40.657
3971,sim-16-2.5-0.025-0.4-6-1.2-0.2-3-20.rsml,15525.774,40,3833,96.332,1.854,0.228,401,11459,29.108,0.917,50.204
3972,sim-16-4-0.04-0.3-4-1-0.2-5-20.rsml,28776.566,40,5644,141.66,2.008,0.301,908,22645,25.452,0.731,38.889
3973,sim-10-4-0.01-0.4-6-1-0.3-1-10.rsml,675.57,24,586,24.925,0.956,0.391,12,71,6.447,0.478,35.783
3974,sim-16-2.5-0.04-0.4-4-1.2-0.3-1-20.rsml,44837.902,40,5311,133.254,1.395,0.311,985,39005,40.109,0.662,45.131
3975,sim-16-2.5-0.04-0.3-6-1.2-0.3-2-20.rsml,29709.293,40,6145,154.215,2.188,0.216,668,23181,35.241,0.804,44.871
3976,sim-10-1-0.01-0.4-6-0.8-0.4-2-10.rsml,284.561,7,217,31.69,1.249,0.312,8,57,7.841,0.601,29.627
3977,sim-16-2.5-0.04-0.2-4-0.8-0.4-4-10.rsml,1253.391,17,892,53.04,1.245,0.351,43,334,8.179,0.33,35.024
3978,sim-16-2.5-0.04-0.2-6-1.2-0.3-2-20.rsml,21977.453,40,6401,160.623,2.183,0.191,596,15254,26.095,0.574,48.195
3979,sim-16-4-0.04-0.3-4-1.2-0.2-1-10.rsml,644.123,24,557,23.653,0.595,0.411,12,70,6.371,0.263,51.929
3980,sim-10-1-0.01-0.3-6-1.2-0.4-1-10.rsml,254.446,7,210,30.565,1.191,0.348,5,38,8.099,0.468,58.368
3981,sim-10-4-0.01-0.4-6-0.8-0.4-3-10.rsml,1039.147,28,818,29.634,1.136,0.35,24,197,8.725,0.54,35.434
3982,sim-10-2.5-0.04-0.3-4-0.8-0.3-4-20.rsml,20070.957,40,4100,102.979,2.24,0.3,591,15634,26.991,0.833,26.263
3983,sim-10-1-0.04-0.2-4-1-0.3-1-20.rsml,4770.822,16,1535,96.476,2.847,0.317,181,3136,17.83,0.764,38.351
3984,sim-16-2.5-0.025-0.3-6-1-0.3-4-10.rsml,833.912,17,654,39.106,0.938,0.257,19,161,8.901,0.361,45.778
3985,sim-10-4-0.04-0.2-6-1-0.2-4-10.rsml,360.797,24,349,15.033,0.622,0,0,0,0,0,0
3986,sim-10-2.5-0.04-0.3-6-0.8-0.3-1-10.rsml,332.304,15,318,21.712,0.867,0,1,6,6.62,0.367,15.933
3987,sim-16-2.5-0.04-0.2-6-0.8-0.2-1-10.rsml,378.941,15,372,25.263,0.629,0,0,0,0,0,0
3988,sim-10-4-0.04-0.2-6-0.8-0.2-1-20.rsml,7847.291,40,3878,97.404,2.185,0.237,283,3812,13.962,0.584,29.72
3989,sim-16-2.5-0.04-0.4-6-1-0.2-2-20.rsml,18100.088,40,4038,101.349,1.912,0.221,424,13826,33.128,0.946,36.393
3990,sim-10-1-0.01-0.2-6-0.8-0.4-3-20.rsml,6406.955,17,2092,123.54,3.815,0.204,191,4212,22.549,0.98,30.459
3991,sim-16-4-0.04-0.2-6-1-0.3-4-20.rsml,31128.748,40,8636,216.362,2.29,0.19,857,22045,26.224,0.561,37.743
3992,sim-10-2.5-0.025-0.4-6-1-0.4-4-20.rsml,23270.572,40,4773,119.736,1.905,0.2,515,18214,35.886,0.896,36.337
3993,sim-16-4-0.025-0.2-6-1.2-0.2-3-10.rsml,584.042,24,571,24.335,0.598,0,0,0,0,0,0
3994,sim-16-2.5-0.025-0.2-4-1.2-0.4-4-10.rsml,1146.902,17,838,49.724,1.17,0.353,43,282,7.014,0.317,57.775
3995,sim-16-1-0.025-0.4-6-0.8-0.3-4-10.rsml,369.012,7,258,37.494,0.938,0.255,10,100,10.656,0.462,32.815
3996,sim-10-4-0.01-0.2-6-1-0.4-5-20.rsml,20693.502,40,6868,172.272,2.645,0.236,699,13443,19.746,0.632,43.483
3997,sim-16-4-0.04-0.4-6-1-0.3-2-20.rsml,49504.254,40,7738,193.97,1.475,0.199,990,41222,42.167,0.66,34.258
3998,sim-10-4-0.04-0.2-6-1.2-0.3-2-10.rsml,546.07,24,534,22.753,0.892,0,0,0,0,0,0
3999,sim-16-1-0.025-0.3-4-1.2-0.4-5-10.rsml,666.363,7,361,52.013,1.213,0.362,27,288,11.195,0.454,64.08
4000,sim-16-4-0.025-0.4-4-1-0.2-3-10.rsml,732.95,24,546,23.194,0.594,0.512,24,164,7.345,0.312,55.806
4001,sim-10-2.5-0.025-0.2-6-0.8-0.4-3-20.rsml,16781.523,40,5331,133.776,2.999,0.209,481,11186,23.764,0.762,28.848
4002,sim-16-2.5-0.04-0.4-4-0.8-0.2-2-10.rsml,474.476,15,366,24.908,0.618,0.523,14,95,7.204,0.323,30.392
4003,sim-16-2.5-0.01-0.2-4-1.2-0.3-1-10.rsml,767.786,17,614,36.659,0.939,0.369,22,133,6.572,0.276,50.616
4004,sim-16-4-0.025-0.3-4-1.2-0.2-4-10.rsml,686.396,24,604,25.543,0.612,0.441,13,67,5.644,0.27,64.27
4005,sim-10-2.5-0.025-0.3-4-1-0.4-2-10.rsml,677.355,17,504,30.102,1.155,0.433,26,153,6.37,0.431,41.769
4006,sim-10-2.5-0.01-0.3-6-1-0.3-5-20.rsml,10763.494,40,3616,90.894,2.751,0.227,338,6957,21.088,1.032,43.84
4007,sim-10-2.5-0.04-0.3-4-1.2-0.2-1-20.rsml,6447.007,37,2300,62.619,1.847,0.326,268,3993,15.411,0.728,51.511
4008,sim-10-1-0.025-0.2-6-1-0.3-3-10.rsml,152.716,6,151,25.453,0.951,0,0,0,0,0,0
4009,sim-16-1-0.025-0.2-4-0.8-0.2-1-20.rsml,5637.704,16,1615,101.389,1.908,0.307,208,3917,19.305,0.549,32.721
4010,sim-16-1-0.025-0.3-6-1.2-0.2-5-20.rsml,4938.631,16,1565,98.403,1.877,0.207,143,3289,23.526,0.736,50.509
4011,sim-16-4-0.025-0.2-6-1.2-0.2-3-20.rsml,15588.529,40,5843,146.53,2.084,0.215,565,9449,17.217,0.551,55.885
4012,sim-10-1-0.01-0.4-6-1.2-0.2-4-10.rsml,86.097,6,84,14.349,0.588,0,0,0,0,0,0
4013,sim-16-1-0.025-0.2-4-0.8-0.3-1-10.rsml,320.672,7,256,37.169,0.922,0.449,8,57,7.562,0.276,33.038
4014,sim-10-4-0.01-0.2-4-1-0.3-2-10.rsml,596.635,24,562,23.935,0.929,0,4,20,5.549,0.285,53.838
4015,sim-10-1-0.01-0.2-6-1.2-0.4-2-20.rsml,5996.234,17,2150,127.106,3.876,0.19,191,3745,20.081,0.994,51.465
4016,sim-10-1-0.04-0.3-6-0.8-0.2-4-10.rsml,89.592,6,87,14.932,0.607,0,0,0,0,0,0
4017,sim-10-4-0.04-0.2-4-1-0.3-2-20.rsml,17973.449,40,5447,136.629,2.622,0.333,733,12143,17.065,0.653,38.452
4018,sim-10-1-0.04-0.4-6-1-0.3-4-10.rsml,176.977,6,147,25.112,0.914,0.34,3,25,8.769,0.47,47.1
4019,sim-10-2.5-0.01-0.2-6-0.8-0.2-1-20.rsml,4667.271,40,2532,63.784,1.975,0.244,161,2031,13.142,0.579,32.167
4020,sim-16-2.5-0.025-0.3-6-1-0.4-3-20.rsml,42169.055,40,7370,184.778,2.177,0.192,833,34336,41.75,0.782,37.101
4021,sim-10-4-0.01-0.2-4-1-0.4-5-20.rsml,25101.188,40,6760,169.523,2.604,0.292,959,17825,19.104,0.623,43.459
4022,sim-16-4-0.04-0.2-6-1.2-0.4-3-10.rsml,1714.083,28,1378,49.725,1.163,0.286,48,301,6.704,0.318,57.377
4023,sim-16-4-0.01-0.2-6-1.2-0.3-1-10.rsml,1069.314,28,947,34.251,0.913,0.261,20,100,5.514,0.276,58.575
4024,sim-10-1-0.04-0.4-6-0.8-0.3-5-10.rsml,173.857,6,148,25.478,0.955,0.368,3,19,6.996,0.462,22.789
4025,sim-16-2.5-0.025-0.3-4-0.8-0.3-4-10.rsml,799.68,17,569,33.97,0.852,0.435,25,208,8.888,0.339,30.818
4026,sim-16-1-0.025-0.2-4-1-0.4-2-10.rsml,509.055,7,367,52.843,1.223,0.348,18,131,7.731,0.326,47.702
4027,sim-10-1-0.04-0.2-6-0.8-0.4-3-20.rsml,6574.768,17,2076,122.512,3.706,0.199,191,4391,23.519,0.953,27.15
4028,sim-10-4-0.01-0.3-6-1.2-0.2-3-10.rsml,346.658,24,337,14.444,0.628,0,0,0,0,0,0
4029,sim-16-4-0.01-0.3-6-1.2-0.4-2-20.rsml,51470.973,40,10036,251.388,1.899,0.18,1214,40777,34.115,0.641,52.199
4030,sim-16-4-0.01-0.4-4-1.2-0.3-4-20.rsml,55046.676,40,7186,180.171,1.266,0.299,1432,47096,33.408,0.567,55.573
4031,sim-10-1-0.025-0.4-6-1-0.3-3-20.rsml,6678.667,16,1588,99.682,2.905,0.214,163,4999,31.189,1.399,35.896
4032,sim-16-1-0.01-0.2-4-0.8-0.3-4-20.rsml,12240.546,17,2524,148.994,2.891,0.309,365,9508,26.596,0.764,32.251
4033,sim-10-4-0.01-0.4-6-1.2-0.4-3-10.rsml,1083.564,28,829,30.191,1.222,0.308,28,225,8.508,0.591,59.259
4034,sim-16-1-0.04-0.4-4-1-0.4-1-10.rsml,753.964,7,361,52.126,1.225,0.374,30,373,12.97,0.576,37.872
4035,sim-10-1-0.04-0.4-4-1-0.2-2-20.rsml,4200.693,16,1029,64.766,1.972,0.333,141,3093,22.443,1,36.087
4036,sim-10-1-0.04-0.2-4-0.8-0.4-3-10.rsml,238.816,7,213,31.042,1.149,0.273,3,20,7.175,0.354,25.993
4037,sim-10-4-0.025-0.4-6-1-0.3-4-10.rsml,630.141,24,547,23.365,0.907,0.4,12,64,5.782,0.444,57.568
4038,sim-10-1-0.04-0.3-6-1.2-0.4-5-10.rsml,261.258,7,215,31.214,1.193,0.358,6,41,7.126,0.446,33.267
4039,sim-16-2.5-0.01-0.3-6-1-0.4-3-20.rsml,37390.078,40,7018,176.033,1.784,0.202,815,29919,37.238,0.645,42.903
4040,sim-16-4-0.025-0.3-4-1-0.3-1-10.rsml,1315.528,28,926,33.607,0.85,0.484,49,349,7.643,0.337,49.243
4041,sim-16-4-0.025-0.2-6-1-0.4-4-20.rsml,44350.527,40,10400,260.479,2.239,0.197,1208,33320,28.089,0.532,38.57
4042,sim-10-2.5-0.01-0.2-4-0.8-0.4-3-20.rsml,19302.459,40,4994,125.4,2.863,0.308,650,13960,21.979,0.731,31.518
4043,sim-16-4-0.01-0.4-4-0.8-0.4-2-20.rsml,78543.93,40,8388,210.23,1.362,0.276,1627,69264,43.107,0.598,32.354
4044,sim-10-2.5-0.025-0.4-4-1.2-0.3-1-10.rsml,445.37,15,348,23.667,0.925,0.541,14,84,6.454,0.452,52.083
4045,sim-16-2.5-0.01-0.3-6-1-0.4-4-10.rsml,1126.263,17,818,48.62,1.155,0.27,34,285,8.816,0.437,45.212
4046,sim-10-2.5-0.01-0.4-6-1.2-0.4-3-20.rsml,21621.877,40,4578,114.889,1.867,0.233,531,16758,32.065,0.883,51.038
4047,sim-16-2.5-0.025-0.4-6-1.2-0.2-2-20.rsml,15242.994,40,3740,93.986,1.829,0.234,402,11268,28.566,0.907,52.814
4048,sim-16-4-0.01-0.3-4-1.2-0.3-5-10.rsml,1391.855,28,958,34.81,0.915,0.462,51,395,8.18,0.354,57.546
4049,sim-16-4-0.025-0.4-6-0.8-0.3-2-10.rsml,1367.442,28,979,35.535,0.879,0.274,38,353,9.802,0.433,34.771
4050,sim-10-2.5-0.04-0.4-6-1.2-0.2-4-10.rsml,216.007,15,208,14.4,0.566,0,0,0,0,0,0
4051,sim-16-4-0.01-0.2-6-1-0.3-4-10.rsml,1107.976,28,966,35.094,0.89,0.269,19,114,6.597,0.267,47.929
4052,sim-10-4-0.01-0.4-4-1.2-0.4-4-10.rsml,1199.675,28,834,30.366,1.201,0.479,45,325,7.765,0.558,59.782
4053,sim-10-2.5-0.025-0.3-4-0.8-0.4-3-20.rsml,27334.381,40,4931,123.751,2.159,0.305,725,22004,30.875,0.783,28.058
4054,sim-10-1-0.04-0.2-6-1-0.3-1-10.rsml,139.482,6,137,23.247,0.879,0,0,0,0,0,0
4055,sim-16-1-0.025-0.4-6-1.2-0.2-4-10.rsml,173.986,6,148,25.207,0.628,0.343,3,21,7.582,0.336,75.56
4056,sim-16-4-0.025-0.3-4-1.2-0.4-5-10.rsml,2486.041,28,1447,52.14,1.259,0.345,96,978,10.689,0.466,51.39
4057,sim-10-1-0.025-0.2-6-0.8-0.2-5-20.rsml,1957.636,16,1033,65.001,1.951,0.243,72,877,12.745,0.565,30.36
4058,sim-16-1-0.01-0.2-4-0.8-0.3-2-10.rsml,308.714,7,248,35.998,0.887,0.45,8,52,7.091,0.27,32.902
4059,sim-10-4-0.04-0.3-6-1.2-0.2-1-20.rsml,9188.893,40,3684,92.657,2.11,0.221,334,5311,16.415,0.77,50.598
4060,sim-16-2.5-0.04-0.4-6-1.2-0.2-3-20.rsml,15730.878,40,3903,98.05,1.867,0.211,382,11607,30.913,0.932,47.703
4061,sim-16-4-0.01-0.2-4-0.8-0.3-2-20.rsml,41710.625,40,8394,210.353,2.059,0.288,1302,32611,25.573,0.507,32.218
4062,sim-16-4-0.025-0.4-4-1.2-0.4-2-20.rsml,76635.648,40,8496,212.911,1.349,0.272,1644,67246,41.435,0.594,48.156
4063,sim-10-2.5-0.025-0.4-4-0.8-0.2-3-10.rsml,231.483,15,211,14.579,0.621,0,2,12,6.402,0.35,26.376
4064,sim-10-2.5-0.04-0.4-4-0.8-0.4-5-10.rsml,790.068,17,522,31.095,1.182,0.437,28,249,9.338,0.555,32.82
4065,sim-16-4-0.04-0.3-6-1.2-0.4-1-20.rsml,58099.977,40,10026,251.035,1.69,0.186,1248,47407,38.508,0.572,44.153
4066,sim-10-4-0.04-0.4-6-0.8-0.2-4-10.rsml,305.425,20,298,15.271,0.601,0,0,0,0,0,0
4067,sim-10-4-0.04-0.4-6-1-0.4-4-20.rsml,31247.195,40,6275,157.402,1.965,0.194,721,24576,34.606,0.864,33.195
4068,sim-10-2.5-0.01-0.3-6-1.2-0.2-3-10.rsml,207.106,15,197,13.807,0.572,0,0,0,0,0,0
4069,sim-10-4-0.04-0.4-4-1-0.3-4-10.rsml,679.252,24,537,22.86,0.879,0.492,24,118,5.442,0.432,48.064
4070,sim-16-2.5-0.025-0.3-4-1-0.3-3-20.rsml,42694.066,40,6039,151.427,1.67,0.302,1057,36086,34.661,0.615,38.558
4071,sim-10-2.5-0.01-0.2-6-0.8-0.4-4-20.rsml,15080.608,40,5147,129.229,2.947,0.218,442,9670,22.424,0.748,32.18
4072,sim-16-4-0.04-0.3-6-1.2-0.3-4-10.rsml,1183.973,28,969,35.151,0.851,0.29,28,188,7.134,0.336,53.736
4073,sim-16-1-0.025-0.4-4-1-0.3-4-20.rsml,23763.111,16,2476,155.299,1.706,0.327,450,21035,47.285,0.815,35.958
4074,sim-16-2.5-0.04-0.3-4-1-0.3-5-10.rsml,829.921,17,616,36.79,0.913,0.425,28,193,7.304,0.348,44.516
4075,sim-10-4-0.04-0.2-4-1-0.4-3-10.rsml,1023.02,28,888,32.308,1.256,0.461,17,108,6.965,0.358,44.064
4076,sim-10-1-0.025-0.3-6-0.8-0.4-3-10.rsml,256.552,7,214,30.964,1.182,0.331,6,36,6.633,0.442,22.456
4077,sim-10-4-0.025-0.4-4-1.2-0.2-1-10.rsml,374.48,24,339,14.656,0.579,0,4,22,5.681,0.339,34.207
4078,sim-16-4-0.01-0.4-6-0.8-0.4-5-20.rsml,59606.219,40,8772,219.809,1.444,0.187,1112,50220,45.696,0.636,31.288
4079,sim-16-2.5-0.01-0.2-4-1-0.3-1-10.rsml,713.335,17,589,35.169,0.881,0.453,17,105,6.791,0.272,54.78
4080,sim-16-2.5-0.01-0.3-4-1.2-0.4-5-20.rsml,50453.613,40,6826,171.154,1.633,0.309,1261,42960,34.582,0.589,53.455
4081,sim-16-1-0.025-0.4-4-1.2-0.4-4-10.rsml,743.908,7,363,52.364,1.213,0.362,31,360,12.173,0.559,55.659
4082,sim-10-1-0.025-0.4-4-0.8-0.3-5-10.rsml,178.182,6,141,23.991,0.933,0.49,5,31,6.847,0.466,34.401
4083,sim-16-1-0.025-0.2-4-1.2-0.4-3-20.rsml,21097.529,17,3501,206.494,3.022,0.282,531,17310,33.121,0.766,48.743
4084,sim-10-2.5-0.04-0.3-6-1-0.4-3-10.rsml,606.212,17,514,30.74,1.19,0.356,14,76,5.974,0.436,46.418
4085,sim-10-2.5-0.04-0.3-4-1-0.4-3-10.rsml,708.239,17,523,31.292,1.188,0.43,26,161,6.78,0.442,36.792
4086,sim-16-1-0.04-0.3-4-0.8-0.3-3-20.rsml,18950.779,17,2581,152.407,2.555,0.298,408,16141,40.098,0.945,25.774
4087,sim-10-4-0.01-0.2-4-0.8-0.3-1-20.rsml,20302.615,40,5820,146.022,2.415,0.32,775,14070,18.66,0.59,32.203
4088,sim-10-2.5-0.04-0.3-4-1.2-0.2-4-20.rsml,7128.035,40,2510,63.222,1.924,0.297,289,4441,15.914,0.763,48.942
4089,sim-10-2.5-0.01-0.3-6-0.8-0.4-2-10.rsml,605.319,17,507,30.394,1.217,0.361,13,81,6.817,0.454,31.845
4090,sim-16-2.5-0.01-0.4-6-1.2-0.3-2-20.rsml,31116.596,40,5731,143.746,1.677,0.219,657,25028,38.61,0.8,53.196
4091,sim-10-1-0.01-0.2-6-0.8-0.4-1-10.rsml,225.989,7,215,31.437,1.189,0,1,5,5.93,0.367,21.921
4092,sim-16-1-0.01-0.4-6-1-0.3-3-10.rsml,314.672,7,236,34.405,0.849,0.273,8,71,9.23,0.422,43.05
4093,sim-16-1-0.025-0.2-6-0.8-0.4-1-20.rsml,16136.739,17,3494,206.066,2.894,0.204,351,12447,35.993,0.731,30.488
4094,sim-16-4-0.04-0.2-6-0.8-0.4-3-20.rsml,52082.516,40,11022,276.009,2.195,0.191,1267,40358,32.393,0.518,28.003
4095,sim-10-4-0.01-0.2-4-0.8-0.2-4-20.rsml,8574.417,40,3494,87.941,2.056,0.346,404,4861,12.517,0.559,34.695
4096,sim-16-4-0.025-0.3-4-0.8-0.4-1-20.rsml,77873.32,40,9605,240.519,1.785,0.269,1735,67316,39.339,0.602,28.801
4097,sim-16-1-0.04-0.2-6-1-0.4-1-20.rsml,15696.717,17,3420,201.821,2.816,0.203,354,12081,34.649,0.713,35.292
4098,sim-10-1-0.04-0.2-6-1-0.2-3-20.rsml,1829.09,16,1009,63.474,1.936,0.252,65,778,12.516,0.568,40.469
4099,sim-16-4-0.04-0.3-6-0.8-0.4-4-10.rsml,2005.655,28,1382,49.994,1.156,0.269,55,580,11.015,0.434,30.476
4100,sim-16-4-0.04-0.2-6-0.8-0.3-3-10.rsml,1126.953,28,968,35.231,0.862,0.245,19,130,7.394,0.266,40.284
4101,sim-16-2.5-0.04-0.2-6-1.2-0.2-2-20.rsml,10275.905,40,4210,105.781,1.99,0.195,342,5871,17.674,0.565,51.173
4102,sim-16-1-0.025-0.4-6-1-0.4-4-10.rsml,653.863,7,361,52.062,1.261,0.281,21,278,13.782,0.579,38.833
4103,sim-16-2.5-0.01-0.3-6-0.8-0.4-3-10.rsml,1310.385,17,878,52.173,1.219,0.241,37,405,11.445,0.455,34.027
4104,sim-10-4-0.01-0.4-4-0.8-0.4-4-10.rsml,1204.537,28,829,30.024,1.191,0.46,45,336,8.086,0.557,31.882
4105,sim-16-1-0.025-0.4-6-1.2-0.3-3-10.rsml,349.007,7,253,36.822,0.892,0.194,10,86,9.125,0.433,50.544
4106,sim-10-1-0.01-0.4-6-1-0.2-5-10.rsml,91.436,6,88,15.239,0.626,0,0,0,0,0,0
4107,sim-16-1-0.025-0.2-4-0.8-0.3-3-10.rsml,320.591,7,256,37.239,0.92,0.433,8,56,7.489,0.273,27.587
4108,sim-16-1-0.04-0.3-4-1-0.3-4-10.rsml,366.381,7,251,36.614,0.917,0.472,13,105,8.468,0.349,45.002
4109,sim-10-1-0.025-0.4-4-1.2-0.2-2-20.rsml,3728.469,16,1027,64.603,1.958,0.313,132,2622,20.415,0.989,51.366
4110,sim-16-1-0.025-0.2-6-1.2-0.2-5-10.rsml,147.284,6,143,24.547,0.604,0,0,0,0,0,0
4111,sim-16-2.5-0.01-0.2-6-1.2-0.4-3-20.rsml,29208.533,40,7648,191.733,2.265,0.209,786,21141,27.404,0.572,55.25
4112,sim-10-2.5-0.025-0.4-6-1-0.4-1-10.rsml,601.404,17,491,29.378,1.153,0.342,14,95,7.284,0.544,40.817
4113,sim-16-1-0.04-0.3-4-0.8-0.2-1-20.rsml,8113.229,16,1653,103.735,1.969,0.307,233,6335,27.697,0.764,27.123
4114,sim-16-2.5-0.04-0.3-6-1.2-0.2-3-20.rsml,13079.115,40,3983,100.063,1.891,0.211,371,8889,24.465,0.74,48.82
4115,sim-16-2.5-0.04-0.3-4-1-0.4-4-20.rsml,55879.672,40,6771,169.801,1.86,0.299,1208,48443,40.635,0.67,35.426
4116,sim-10-4-0.04-0.3-6-1.2-0.3-1-10.rsml,643.398,24,589,24.952,0.922,0.373,7,41,6.365,0.383,61.706
4117,sim-16-4-0.01-0.2-4-1.2-0.4-2-10.rsml,1871.047,28,1365,49.177,1.172,0.369,76,450,6.501,0.318,52.514
4118,sim-16-4-0.04-0.4-4-1.2-0.4-2-10.rsml,2854.851,28,1424,51.426,1.182,0.296,109,1358,12.981,0.555,48.32
4119,sim-10-4-0.025-0.4-4-1-0.4-3-10.rsml,1313.151,28,862,31.33,1.255,0.434,52,412,8.383,0.58,44.849
4120,sim-16-2.5-0.025-0.4-4-1-0.3-4-10.rsml,960.666,17,565,33.807,0.851,0.401,39,365,9.896,0.418,45.271
4121,sim-16-4-0.04-0.4-6-0.8-0.4-5-10.rsml,2506.666,28,1429,51.632,1.198,0.238,77,1014,13.779,0.556,27.066
4122,sim-10-2.5-0.025-0.3-4-1.2-0.2-2-10.rsml,221.211,15,200,13.823,0.599,0,2,13,6.934,0.284,37.182
4123,sim-16-2.5-0.04-0.2-6-1.2-0.2-5-10.rsml,372.514,15,365,24.834,0.612,0,0,0,0,0,0
4124,sim-10-1-0.01-0.4-4-1-0.3-5-10.rsml,176.149,6,137,23.437,0.869,0.467,6,33,5.921,0.433,49.475
4125,sim-16-1-0.01-0.3-4-1.2-0.2-4-20.rsml,6742.193,16,1582,99.358,1.945,0.308,229,5030,22.5,0.757,62.061
4126,sim-16-1-0.04-0.2-6-0.8-0.4-5-20.rsml,16231.033,17,3460,203.981,2.837,0.202,354,12577,36.055,0.725,26.868
4127,sim-16-2.5-0.04-0.3-4-1-0.4-2-20.rsml,53313.309,40,6757,169.451,1.86,0.283,1183,45896,39.337,0.672,35.155
4128,sim-16-2.5-0.04-0.4-4-0.8-0.3-2-10.rsml,1094.843,17,630,37.696,0.925,0.38,41,434,11.073,0.442,31.912
4129,sim-10-4-0.025-0.4-6-0.8-0.2-3-10.rsml,353.338,24,339,14.722,0.588,0,0,0,0,0,0
4130,sim-10-2.5-0.01-0.2-4-1-0.4-5-10.rsml,549.504,17,498,29.731,1.181,0.611,7,41,6.296,0.345,46.427
4131,sim-10-2.5-0.01-0.3-6-1-0.2-4-20.rsml,5745.959,40,2524,63.555,1.961,0.217,198,3103,16.181,0.777,43.206
4132,sim-16-1-0.04-0.2-6-1-0.2-4-20.rsml,4289.608,16,1668,104.668,1.981,0.201,137,2545,19.087,0.562,38.929
4133,sim-16-2.5-0.025-0.4-6-1.2-0.4-1-20.rsml,44304.961,40,6608,165.736,1.418,0.192,804,37260,46.86,0.663,46.717
4134,sim-10-1-0.04-0.2-6-0.8-0.2-4-10.rsml,91.575,6,89,15.262,0.604,0,0,0,0,0,0
4135,sim-10-2.5-0.01-0.2-4-0.8-0.2-2-20.rsml,5957.058,40,2495,62.739,1.952,0.334,268,3308,12.864,0.579,33.197
4136,sim-16-1-0.04-0.3-4-0.8-0.2-4-10.rsml,167.039,6,151,25.691,0.612,0.535,2,12,6.446,0.274,14.913
4137,sim-10-1-0.025-0.3-4-0.8-0.2-1-10.rsml,89.97,6,82,14.16,0.581,0,1,5,5.01,0.277,12.259
4138,sim-16-4-0.04-0.2-6-1.2-0.4-1-10.rsml,1693.239,28,1371,49.567,1.163,0.278,44,285,6.94,0.315,58.027
4139,sim-16-2.5-0.01-0.4-4-1-0.2-1-10.rsml,417.97,15,334,22.64,0.596,0.55,14,74,5.597,0.311,56.873
4140,sim-10-4-0.04-0.2-6-1.2-0.2-1-20.rsml,6385.325,40,3600,90.509,2.074,0.242,237,2646,11.667,0.562,50.83
4141,sim-10-4-0.04-0.4-4-1-0.2-5-20.rsml,15189.139,40,3667,92.201,2.098,0.319,517,11220,22.246,0.968,37.655
4142,sim-10-4-0.025-0.3-6-1.2-0.3-3-20.rsml,17893.016,40,5511,138.248,2.364,0.216,548,12074,22.56,0.817,50.303
4143,sim-10-1-0.04-0.4-4-1-0.4-2-10.rsml,326.401,7,212,30.671,1.141,0.441,12,104,9.309,0.539,40.729
4144,sim-10-4-0.04-0.4-6-0.8-0.4-1-20.rsml,35752.348,40,6416,160.884,1.756,0.204,813,28883,36.06,0.769,24.795
4145,sim-16-2.5-0.01-0.3-4-0.8-0.4-4-20.rsml,53815.082,40,6716,168.42,1.593,0.305,1229,46414,38.306,0.577,31.881
4146,sim-10-2.5-0.04-0.4-4-0.8-0.4-4-20.rsml,31909.771,40,4423,111.041,1.82,0.32,753,27059,36.478,0.856,25.816
4147,sim-16-1-0.01-0.3-6-1-0.3-1-10.rsml,311.049,7,246,35.798,0.906,0.297,7,56,8.637,0.353,42.331
4148,sim-10-1-0.025-0.4-6-1-0.3-2-20.rsml,6999.183,16,1605,100.742,2.952,0.22,170,5296,31.69,1.418,36.818
4149,sim-16-2.5-0.025-0.4-6-1.2-0.4-5-20.rsml,41783.898,40,6430,161.253,1.775,0.195,765,34925,46.188,0.832,47.745
4150,sim-10-2.5-0.025-0.3-4-1-0.2-5-10.rsml,225.273,15,215,14.712,0.582,0,1,4,4.592,0.287,43.289
