image,tot_root_length,width,depth,direction,n_primary,tot_prim_length,mean_prim_length,mean_prim_diameter,mean_lat_density,n_laterals, tot_lat_length,mean_lat_length,mean_lat_diameter,mean_lat_angle,tree_size,tree_magnitude,tree_altitude,tree_index
monocot-2D-11.819-1-1.107-0.02561-0.576-4.471-0-0.516-1.532-11.315-8-r156-8.rsml,1337.9775,197.0,353.0,271.42923,5,1239.0,248.0315,6.094488,0.0,1,97.0,97.82009,3.445241,52.64221,7,6.0,5.0,0.8333333
monocot-2D-11.885-1-1.607-0.0065-0.565-2.283-0-0.33-0.858-9.509-7-r4-7.rsml,443.0471,144.0,117.0,270.20728,3,442.0,147.68236,3.8976378,0.0,0,0.0,0.0,0.0,0.0,3,3.0,3.0,1.0
monocot-2D-11.887-1-1.626-0.00707-0.709-5.204-0-1.118-1.308-26.484-6-r491-6.rsml,1594.4882,362.0,521.0,267.0631,4,1416.0,354.33072,13.204721,0.0,1,177.0,177.1653,8.631524,54.2511,6,5.0,4.0,0.8
monocot-2D-12.023-1-1.621-0.0291-0.243-2.635-0-1.329-1.527-27.503-9-r10-9.rsml,8674.439,584.0,1237.0,277.35934,7,5016.0,717.09784,15.696858,0.03146216,29,3643.0,126.02599,3.700791,65.45671,65,36.0,16.0,0.44444445
monocot-2D-12.293-1-1.36-0.01254-0.165-4.404-0-0.426-1.448-29.535-7-r208-7.rsml,826.7715,227.0,235.0,281.65848,4,826.0,206.69287,5.031495,0.0,0,0.0,0.0,0.0,0.0,4,4.0,4.0,1.0
monocot-2D-12.342-1-1.21-0.0221-0.482-2.897-0-1.404-1.281-12.198-6-r183-6.rsml,2775.5908,221.0,707.0,298.20178,4,1888.0,472.44098,16.58268,0.036532048,5,885.0,177.16536,7.6323166,46.858147,14,9.0,6.0,0.6666667
monocot-2D-12.344-1-1.11-0.00414-0.268-5.197-0-1.202-1.392-10.046-7-r277-7.rsml,2362.2048,430.0,756.0,275.52704,5,2360.0,472.44098,14.196845,0.0,0,0.0,0.0,0.0,0.0,5,5.0,5.0,1.0
monocot-2D-12.362-1-1.111-0.0042-0.148-3.389-0-0.705-1.632-25.089-9-r305-9.rsml,2539.37,502.0,556.0,267.8137,6,2537.0,423.22836,8.326775,0.0,0,0.0,0.0,0.0,0.0,6,6.0,6.0,1.0
monocot-2D-12.381-1-1.291-0.00894-0.635-4.264-0-0.79-1.086-10.641-8-r286-8.rsml,2893.7007,294.0,589.0,271.74393,5,2065.0,413.3858,9.33071,0.021510845,6,826.0,137.79527,5.5745497,57.245136,17,11.0,5.0,0.45454547
monocot-2D-12.626-1-1.304-0.00265-0.361-5.059-0-1.135-1.158-27.044-5-r227-5.rsml,885.8268,159.0,412.0,238.80711,3,885.0,295.2756,13.405514,0.0,0,0.0,0.0,0.0,0.0,3,3.0,3.0,1.0
monocot-2D-12.64-1-1.177-0.00287-0.574-2.354-0-0.206-1.183-16.124-7-r371-7.rsml,204.10208,22.0,57.0,249.09058,2,203.0,102.05104,2.433071,0.0,0,0.0,0.0,0.0,0.0,2,2.0,2.0,1.0
monocot-2D-12.747-1-1.506-0.02492-0.536-3.947-0-0.729-1.663-17.326-6-r87-6.rsml,885.82666,306.0,352.0,272.60132,3,885.0,295.27554,8.610235,0.0,0,0.0,0.0,0.0,0.0,3,3.0,3.0,1.0
monocot-2D-12.897-1-1.265-0.00653-0.135-2.322-0-0.562-0.875-18.625-7-r107-7.rsml,1062.9921,106.0,353.0,255.45337,4,1062.0,265.74802,6.637796,0.0,0,0.0,0.0,0.0,0.0,4,4.0,4.0,1.0
monocot-2D-12.9-1-1.066-0.00477-0.389-3.882-0-1.237-1.437-22.487-6-r327-6.rsml,2007.8741,194.0,648.0,276.2909,4,1770.0,442.91342,14.610231,0.021810062,2,236.0,118.11024,5.39469,47.650528,8,6.0,4.0,0.6666667
monocot-2D-12.9-1-1.276-0.00633-0.675-5.565-0-1.672-1.685-28.873-7-r195-7.rsml,8149.607,771.0,1162.0,226.63748,5,3659.0,732.2834,19.748043,0.01915854,20,4484.0,224.40947,12.708764,90.51153,45,25.0,11.0,0.44
monocot-2D-12.928-1-1.586-0.02224-0.509-4.641-0-0.738-1.148-14.286-8-r31-8.rsml,2404.6167,394.0,587.0,284.092,5,2065.0,413.3858,8.716533,0.027364792,3,337.0,112.56254,4.304232,32.76694,11,8.0,5.0,0.625
monocot-2D-13.011-1-1.478-0.02566-0.339-5.048-0-1.282-1.18-27.852-6-r216-6.rsml,2066.9292,279.0,706.0,261.8918,4,1829.0,457.6772,15.141728,0.033544656,2,236.0,118.110245,4.876166,32.488,8,6.0,4.0,0.6666667
monocot-2D-13.024-1-1.437-0.02572-0.753-3.362-0-1.686-1.102-24.44-7-r200-7.rsml,13169.291,560.0,1176.0,275.0909,5,3718.0,744.0945,19.913376,0.027748397,34,9440.0,277.9064,14.156808,32.681126,73,39.0,20.0,0.51282054
monocot-2D-13.221-1-1.47-0.02767-0.773-3.598-0-1.553-1.268-17.328-8-r45-8.rsml,18956.69,741.0,1353.0,265.53775,6,4958.0,826.7717,18.342527,0.023839742,50,13983.0,279.92126,13.382855,44.77386,106,56.0,21.0,0.375
monocot-2D-13.25-1-1.325-0.00374-0.144-5.991-0-0.668-1.392-29.489-9-r62-9.rsml,2598.425,586.0,646.0,266.83395,6,2596.0,433.07083,7.889768,0.0,0,0.0,0.0,0.0,0.0,6,6.0,6.0,1.0
monocot-2D-13.266-1-1.456-0.02146-0.637-5.085-0-0.503-0.907-11.876-8-r261-8.rsml,1462.9111,407.0,352.0,257.40024,5,1357.0,271.65356,5.940947,0.0,1,104.0,104.64331,3.601825,19.459263,7,6.0,5.0,0.8333333
monocot-2D-13.331-1-1.39-0.02418-0.397-2.311-0-0.45-0.931-27.026-6-r11-6.rsml,531.49603,128.0,174.0,306.53043,3,531.0,177.16534,5.31496,0.0,0,0.0,0.0,0.0,0.0,3,3.0,3.0,1.0
monocot-2D-13.332-1-1.028-0.02186-0.648-5.5-0-0.856-1.501-7.611-8-r63-8.rsml,3661.4175,426.0,706.0,276.33508,6,2596.0,433.0708,10.110231,0.019242428,7,1062.0,151.85603,6.1414356,61.258648,20,13.0,6.0,0.46153846
monocot-2D-13.351-1-1.325-0.01125-0.14-4.795-0-0.872-1.66-17.365-10-r384-10.rsml,4665.355,549.0,1002.0,263.98788,8,4661.0,583.1694,10.299208,0.0,0,0.0,0.0,0.0,0.0,8,8.0,8.0,1.0
monocot-2D-13.375-1-1.551-0.02617-0.118-2.164-0-1.668-1.063-8.121-9-r383-9.rsml,8674.2,434.0,1705.0,273.74042,7,7083.0,1012.3735,19.700777,0.040315825,18,1580.0,88.199196,2.3443508,41.31002,43,25.0,10.0,0.4
monocot-2D-13.557-1-1.634-0.00553-0.287-2.718-0-1.047-1.29-21.086-9-r310-9.rsml,7202.8516,841.0,1056.0,263.38312,7,4426.0,632.7334,12.366148,0.029552884,21,2762.0,132.08182,3.4796152,50.51505,49,28.0,12.0,0.42857143
monocot-2D-13.567-1-1.639-0.02942-0.13-3.476-0-0.617-1.465-16.871-9-r188-9.rsml,2421.2598,444.0,582.0,246.67912,6,2419.0,403.5433,7.2874036,0.0,0,0.0,0.0,0.0,0.0,6,6.0,6.0,1.0
monocot-2D-13.575-1-1.487-0.00669-0.324-3.5-0-1.081-1.161-7.961-8-r462-8.rsml,3701.464,442.0,941.0,246.60948,6,3363.0,561.0237,12.7677145,0.014514288,3,333.0,111.774025,4.048886,31.920288,12,9.0,6.0,0.6666667
monocot-2D-13.595-1-1.659-0.00495-0.414-3.862-0-1.545-0.928-28.901-10-r446-10.rsml,27165.363,1167.0,1867.0,262.0636,8,8618.0,1077.756,18.248045,0.021509549,68,18526.0,272.69577,7.183583,28.772038,144,76.0,24.0,0.31578946
monocot-2D-13.606-1-1.676-0.00339-0.481-3.985-0-1.206-1.554-12.738-8-r128-8.rsml,7381.8916,980.0,1055.0,257.24014,6,3836.0,639.76385,14.244083,0.02620382,19,3540.0,186.48982,6.561171,69.47471,44,25.0,11.0,0.44
monocot-2D-13.749-1-1.287-0.01534-0.265-2.196-0-0.381-1.311-29.963-6-r103-6.rsml,531.4961,42.0,176.0,255.59521,3,531.0,177.16536,4.5,0.0,0,0.0,0.0,0.0,0.0,3,3.0,3.0,1.0
monocot-2D-13.855-1-1.608-0.02851-0.839-3.358-0-0.971-1.398-10.106-10-r355-10.rsml,22381.883,917.0,1177.0,265.51672,8,5370.0,671.75195,11.468505,0.029038547,66,16992.0,257.69507,9.11277,53.026257,140,74.0,22.0,0.2972973
monocot-2D-13.869-1-1.181-0.01416-0.106-5.728-0-0.969-1.231-9.378-8-r94-8.rsml,3070.8667,495.0,821.0,271.9247,6,3068.0,511.81113,11.444884,0.0,0,0.0,0.0,0.0,0.0,6,6.0,6.0,1.0
monocot-2D-13.871-1-1.385-0.00596-0.123-2.751-0-1.091-1.657-24.542-8-r152-8.rsml,3366.1418,769.0,940.0,278.59244,6,3363.0,561.0236,12.88582,0.0,0,0.0,0.0,0.0,0.0,6,6.0,6.0,1.0
monocot-2D-13.939-1-1.638-0.0106-0.584-2.259-0-0.846-1.002-14.428-8-r460-8.rsml,6082.678,494.0,704.0,282.62338,6,2655.0,442.91342,9.992126,0.033395384,22,3422.0,155.69078,5.5656004,48.903015,50,28.0,13.0,0.4642857
monocot-2D-13.949-1-1.23-0.01301-0.186-5.9-0-1.042-1.646-17.559-5-r373-5.rsml,885.82684,182.0,412.0,268.90408,3,885.0,295.2756,12.307085,0.0,0,0.0,0.0,0.0,0.0,3,3.0,3.0,1.0
monocot-2D-14.067-1-1.143-0.02484-0.712-2.38-0-1.679-1.537-9.712-7-r382-7.rsml,17125.979,685.0,1294.0,279.09637,5,4013.0,803.1497,19.830696,0.03253304,49,13098.0,267.55582,13.284481,52.246536,103,54.0,28.0,0.5185185
monocot-2D-14.067-1-1.211-0.00799-0.576-5.212-0-0.917-1.227-11.332-8-r217-8.rsml,4370.0786,420.0,821.0,272.64792,6,3009.0,501.9685,10.8307085,0.01895199,9,1357.0,150.91864,5.9003515,44.329144,24,15.0,6.0,0.4
monocot-2D-14.121-1-1.244-0.0185-0.158-4.15-0-0.644-0.803-17.624-10-r147-10.rsml,3484.252,320.0,758.0,260.35638,7,3481.0,497.75027,7.6062946,0.0,0,0.0,0.0,0.0,0.0,7,7.0,7.0,1.0
monocot-2D-14.254-1-1.074-0.00828-0.121-2.763-0-1.21-1.431-12.321-5-r148-5.rsml,1122.0472,141.0,530.0,248.4376,3,1121.0,374.01575,14.29134,0.0,0,0.0,0.0,0.0,0.0,3,3.0,3.0,1.0
monocot-2D-14.32-1-1.459-0.02936-0.126-3.603-0-0.51-1.465-21.735-5-r212-5.rsml,354.33066,47.0,175.0,298.72546,2,354.0,177.16533,6.0236216,0.0,0,0.0,0.0,0.0,0.0,2,2.0,2.0,1.0
monocot-2D-14.351-1-1.153-0.01402-0.312-2.283-0-0.676-1.312-22.002-6-r30-6.rsml,885.82684,266.0,353.0,272.81467,3,885.0,295.2756,7.984252,0.0,0,0.0,0.0,0.0,0.0,3,3.0,3.0,1.0
monocot-2D-14.361-1-1.419-0.01956-0.199-3.523-0-0.346-1.229-25.005-9-r366-9.rsml,1170.1349,302.0,293.0,257.74902,5,1168.0,234.02698,4.0866146,0.0,0,0.0,0.0,0.0,0.0,5,5.0,5.0,1.0
monocot-2D-14.451-1-1.666-0.02437-0.142-2.514-0-0.481-0.901-8.932-7-r179-7.rsml,1003.937,324.0,292.0,249.56429,4,1003.0,250.98425,5.681101,0.0,0,0.0,0.0,0.0,0.0,4,4.0,4.0,1.0
monocot-2D-14.461-1-1.42-0.012-0.24-4.412-0-1.346-1.366-13.612-9-r393-9.rsml,8153.8228,692.0,1462.0,255.44684,7,6139.0,877.3903,15.897618,0.018230584,15,2006.0,134.13933,3.7163343,55.13375,37,22.0,10.0,0.45454547
monocot-2D-14.479-1-1.512-0.0062-0.637-3.32-0-1.531-0.989-22.496-5-r27-5.rsml,2185.0393,396.0,694.0,267.51764,3,1475.0,492.12598,18.082674,0.03060241,6,708.0,118.11023,10.810465,31.626104,15,9.0,7.0,0.7777778
monocot-2D-14.51-1-1.158-0.0068-0.514-5.423-0-0.21-1.474-21.258-8-r131-8.rsml,514.156,36.0,117.0,300.0109,4,512.0,128.539,2.4803147,0.0,0,0.0,0.0,0.0,0.0,4,4.0,4.0,1.0
monocot-2D-14.534-1-1.132-0.01729-0.434-4.934-0-1.208-1.694-21.313-7-r39-7.rsml,4074.8035,350.0,939.0,257.93274,5,2891.0,578.7402,14.267716,0.0214498,8,1180.0,147.63782,5.9155774,78.02285,21,13.0,6.0,0.46153846
monocot-2D-14.543-1-1.652-0.02012-0.446-5.256-0-1.48-1.413-16.671-8-r452-8.rsml,9625.985,585.0,1410.0,266.19186,6,5135.0,856.29926,17.480335,0.02028487,20,4484.0,224.40947,7.395126,52.923286,46,26.0,11.0,0.42307693
monocot-2D-14.577-1-1.114-0.02705-0.85-5.474-0-0.475-1.474-26.501-5-r184-5.rsml,354.33072,23.0,176.0,271.6672,2,354.0,177.16536,5.6102366,0.0,0,0.0,0.0,0.0,0.0,2,2.0,2.0,1.0
monocot-2D-14.719-1-1.673-0.00162-0.69-5.404-0-0.631-1.381-13.469-5-r157-5.rsml,472.44092,136.0,234.0,303.79282,2,472.0,236.22046,7.452756,0.0,0,0.0,0.0,0.0,0.0,2,2.0,2.0,1.0
monocot-2D-14.752-1-1.687-0.01559-0.42-2.39-0-1.399-1.105-28.941-6-r154-6.rsml,3602.3623,665.0,882.0,268.23505,4,2360.0,590.5512,16.523623,0.030997213,7,1239.0,177.16536,6.6456103,34.810562,18,11.0,8.0,0.72727275
monocot-2D-14.758-1-1.207-0.02322-0.656-2.778-0-0.778-1.642-13.834-7-r265-7.rsml,2952.756,377.0,586.0,273.37778,5,1888.0,377.9528,9.188975,0.035557173,8,1062.0,132.87401,5.836663,62.163673,21,13.0,6.0,0.46153846
monocot-2D-14.789-1-1.354-0.0283-0.695-3.689-0-1.153-1.588-28.238-5-r43-5.rsml,1594.4882,123.0,529.0,226.10184,3,1121.0,374.01572,13.618107,0.03060149,4,472.0,118.11025,8.914486,62.49418,11,7.0,5.0,0.71428573
monocot-2D-14.806-1-1.09-0.01624-0.309-4.77-0-0.121-1.087-6.848-8-r447-8.rsml,96.47815,0.0,37.0,272.03455,1,96.0,96.47815,1.429134,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
monocot-2D-14.844-1-1.218-0.02636-0.17-5.293-0-1.466-1.183-5.173-8-r273-8.rsml,5434.964,417.0,1398.0,255.1303,6,5135.0,856.2993,17.314949,0.03199194,3,296.0,99.056335,2.8601277,54.06457,12,9.0,6.0,0.6666667
monocot-2D-14.871-1-1.136-0.00363-0.837-5.378-0-1.19-1.467-8.229-9-r476-9.rsml,15590.551,933.0,1344.0,275.87766,7,5489.0,784.5894,14.055132,0.019392699,37,10089.0,272.9304,11.156879,62.807682,81,44.0,14.0,0.3181818
monocot-2D-14.911-1-1.415-0.00764-0.46-2.588-0-1.016-1.04-17.941-8-r430-8.rsml,6968.506,573.0,940.0,256.82336,6,3363.0,561.0236,12.0,0.045178022,24,3599.0,150.09843,5.256026,35.242496,54,30.0,15.0,0.5
monocot-2D-15.02-1-1.57-0.03087-0.492-4.442-0-1.216-1.605-14.9-5-r20-5.rsml,1181.1024,236.0,525.0,265.79153,3,1180.0,393.7008,14.362204,0.0,0,0.0,0.0,0.0,0.0,3,3.0,3.0,1.0
monocot-2D-15.031-1-1.015-0.01853-0.374-5.093-0-0.767-1.01-12.821-5-r232-5.rsml,708.6614,88.0,293.0,254.72589,3,708.0,236.22046,9.059053,0.0,0,0.0,0.0,0.0,0.0,3,3.0,3.0,1.0
monocot-2D-15.048-1-1.257-0.02778-0.302-4.456-0-0.911-1.076-25.56-9-r44-9.rsml,5959.776,329.0,1000.0,276.3471,7,4248.0,607.42413,10.759841,0.028500894,13,1703.0,131.3698,3.1671045,39.620564,33,20.0,8.0,0.4
monocot-2D-15.065-1-1.697-0.00786-0.443-5.519-0-0.772-1.256-10.594-10-r282-10.rsml,6159.0073,958.0,1000.0,232.78482,8,4602.0,575.7874,9.118104,0.019176185,12,1545.0,129.39229,3.8510249,48.69476,32,20.0,8.0,0.4
monocot-2D-15.106-1-1.657-0.02124-0.188-4.917-0-1.421-1.615-14.725-8-r378-8.rsml,6183.1533,640.0,1412.0,243.61058,6,5135.0,856.29926,16.783455,0.017219175,9,1041.0,116.15088,3.074633,85.62615,24,15.0,7.0,0.46666667
monocot-2D-15.12-1-1.519-0.01172-0.36-4.088-0-0.65-1.67-7.928-8-r213-8.rsml,2164.0957,581.0,587.0,248.44513,5,2065.0,413.3858,7.677165,0.0,1,97.0,97.1669,2.685976,76.590706,7,6.0,5.0,0.8333333
monocot-2D-15.129-1-1.295-0.02817-0.499-5.09-0-0.349-1.557-11.344-7-r475-7.rsml,826.7716,224.0,230.0,255.09776,4,826.0,206.6929,4.122047,0.0,0,0.0,0.0,0.0,0.0,4,4.0,4.0,1.0
monocot-2D-15.131-1-1.328-0.0075-0.146-2.087-0-1.472-1.29-8.771-8-r173-8.rsml,7114.5986,668.0,1466.0,268.61624,6,5312.0,885.8269,17.385836,0.028587814,19,1792.0,94.71774,2.5222785,46.410244,44,25.0,13.0,0.52
monocot-2D-15.157-1-1.523-0.00314-0.33-4.386-0-1.045-1.132-16.919-8-r225-8.rsml,4888.9897,713.0,980.0,258.7739,6,3717.0,620.07874,12.3425255,0.024129804,8,1164.0,146.06467,3.9713788,44.242325,22,14.0,6.0,0.42857143
monocot-2D-15.174-1-1.021-0.02796-0.593-5.347-0-0.937-1.128-27.852-8-r418-8.rsml,5610.2363,380.0,882.0,271.51642,6,3304.0,551.1811,11.066933,0.018473491,11,2301.0,209.3772,6.2296886,28.471245,28,17.0,7.0,0.4117647
monocot-2D-15.18-1-1.661-0.00296-0.229-5.015-0-1.334-1.194-20.894-9-r442-9.rsml,8785.877,702.0,1581.0,249.25786,7,6611.0,944.88196,15.75589,0.018008202,16,2164.0,135.73146,3.507121,41.829365,39,23.0,8.0,0.3478261
