image,tot_root_length,width,depth,direction,n_primary,tot_prim_length,mean_prim_length,mean_prim_diameter,mean_lat_density,n_laterals, tot_lat_length,mean_lat_length,mean_lat_diameter,mean_lat_angle,tree_size,tree_magnitude,tree_altitude,tree_index
monocot-3D-14.075-1-1.283-0.01242-0.773-3.821-0-0.259-1.605-25.58-9-r379-9.rsml,778.05005,124.0,176.0,257.61188,5,704.0,141.2988,3.059055,0.0,1,71.0,71.55614,2.196596,82.05917,7,6.0,5.0,0.8333333
monocot-3D-14.183-1-1.095-0.0304-0.228-2.135-0-1.495-1.608-7.172-9-r149-9.rsml,9322.67,258.0,1648.0,247.09933,7,6662.0,952.4178,17.657473,0.025052868,28,2641.0,94.848045,3.897312,68.1635,63,35.0,14.0,0.4
monocot-3D-14.238-1-1.254-0.01385-0.899-4.858-0-0.914-1.117-22.314-9-r201-9.rsml,11195.36,534.0,933.0,262.3284,7,3717.0,531.415,10.795283,0.026602473,34,7459.0,219.86638,9.15634,41.08155,75,41.0,13.0,0.31707317
monocot-3D-14.327-1-1.102-0.0178-0.255-3.174-0-0.155-1.451-25.873-9-r344-9.rsml,435.83347,56.0,106.0,287.59888,4,434.0,108.95837,1.8307093,0.0,0,0.0,0.0,0.0,0.0,4,4.0,4.0,1.0
monocot-3D-14.345-1-1.517-0.01438-0.747-2.484-0-0.439-0.964-26.784-7-r451-7.rsml,995.2246,256.0,291.0,282.34995,4,794.0,198.99976,5.185041,0.03411023,2,198.0,99.61278,3.700343,41.949398,8,6.0,4.0,0.6666667
monocot-3D-14.371-1-1.06-0.02643-0.671-5.121-0-0.168-1.293-13.698-7-r484-7.rsml,174.97437,11.0,51.0,258.16803,2,173.0,87.48718,1.984252,0.0,0,0.0,0.0,0.0,0.0,2,2.0,2.0,1.0
monocot-3D-14.377-1-1.124-0.0044-0.502-2.557-0-1.316-1.452-18.539-7-r135-7.rsml,5237.0786,289.0,999.0,268.17883,5,2935.0,587.4794,15.543318,0.04706003,17,2291.0,135.27542,7.42362,41.123142,39,22.0,13.0,0.59090906
monocot-3D-14.394-1-1.087-0.01183-0.348-4.152-0-0.504-0.819-12.617-9-r160-9.rsml,2126.251,310.0,465.0,271.01648,6,1955.0,326.45483,5.952758,0.04109239,2,167.0,83.76098,2.0417645,38.878338,10,8.0,6.0,0.75
monocot-3D-14.46-1-1.31-0.00569-0.568-2.88-0-1.198-1.025-27.243-9-r128-9.rsml,17740.268,639.0,1272.0,258.30414,7,5084.0,726.77136,14.149616,0.03654976,51,12627.0,248.09541,7.6055555,35.729046,109,58.0,22.0,0.37931034
monocot-3D-14.466-1-1.41-0.02499-0.855-5.567-0-1.313-1.184-20.507-7-r23-7.rsml,6506.686,400.0,999.0,266.10095,5,3072.0,614.7233,15.507874,0.016428621,14,3427.0,245.21925,12.486628,29.589117,33,19.0,10.0,0.5263158
monocot-3D-14.507-1-1.524-0.00692-0.173-2.265-0-1.694-1.334-13.57-5-r186-5.rsml,1368.302,102.0,765.0,252.8409,3,1367.0,456.10068,20.007874,0.0,0,0.0,0.0,0.0,0.0,3,3.0,3.0,1.0
monocot-3D-14.599-1-1.227-0.01587-0.748-5.191-0-0.463-1.332-25.769-8-r381-8.rsml,1222.522,145.0,352.0,277.5228,5,1163.0,233.04695,5.4685054,0.0,1,57.0,57.287247,3.758651,6.017014,7,6.0,5.0,0.8333333
monocot-3D-14.619-1-1.683-0.00555-0.623-4.752-0-0.178-0.889-19.496-8-r100-8.rsml,266.85522,49.0,56.0,214.69165,3,265.0,88.951744,2.102362,0.0,0,0.0,0.0,0.0,0.0,3,3.0,3.0,1.0
monocot-3D-14.622-1-1.127-0.01164-0.848-3.624-0-0.258-0.962-17.075-7-r359-7.rsml,418.0921,71.0,117.0,239.83228,3,417.0,139.36403,3.0472443,0.0,0,0.0,0.0,0.0,0.0,3,3.0,3.0,1.0
monocot-3D-14.71-1-1.09-0.00383-0.435-3.856-0-0.285-0.945-15.019-10-r108-10.rsml,1231.3115,145.0,294.0,249.08478,6,1227.0,205.21858,3.366142,0.0,0,0.0,0.0,0.0,0.0,6,6.0,6.0,1.0
