image,tot_root_length,width,depth,direction,n_primary,tot_prim_length,mean_prim_length,mean_prim_diameter,mean_lat_density,n_laterals, tot_lat_length,mean_lat_length,mean_lat_diameter,mean_lat_angle,tree_size,tree_magnitude,tree_altitude,tree_index
monocot-shov-13.808-1-1.307-0.00635-0.47-3.346-0-1.016-1.011-23.504-8-r264-8.rsml,5489.1636,621.0,880.0,256.07297,6,3139.0,523.5358,12.0,0.039624777,19,2339.0,123.57623,5.427596,41.50816,44,25.0,12.0,0.48
monocot-shov-13.818-1-1.3-0.02905-0.127-5.662-0-0.584-1.142-22.899-10-r378-10.rsml,2945.5276,444.0,645.0,279.27606,7,2942.0,420.78964,6.8976417,0.0,0,0.0,0.0,0.0,0.0,7,7.0,7.0,1.0
monocot-shov-13.907-1-1.092-0.02314-0.477-2.711-0-0.765-1.025-15.869-8-r45-8.rsml,2945.908,255.0,642.0,274.74524,6,2372.0,395.7216,9.035432,0.028675094,5,569.0,114.315674,4.211247,29.444092,16,11.0,6.0,0.54545456
monocot-shov-13.994-1-1.489-0.02819-0.341-3.294-0-1.401-1.293-25.931-8-r181-8.rsml,7792.962,382.0,1291.0,244.66447,6,4402.0,734.18506,16.547243,0.033196498,29,3373.0,116.82245,5.414823,50.16485,64,35.0,16.0,0.45714286
monocot-shov-14.018-1-1.506-0.01835-0.707-5.998-0-0.37-0.999-17.242-9-r169-9.rsml,1092.8386,160.0,294.0,249.54082,5,994.0,199.32356,4.370079,0.0,1,96.0,96.22085,2.965595,48.94448,7,6.0,5.0,0.8333333
monocot-shov-14.02-1-1.341-0.02973-0.628-3.311-0-1.208-1.7-18.425-7-r303-7.rsml,4742.408,328.0,884.0,259.96274,5,2757.0,551.98193,14.267716,0.018860796,14,1975.0,141.60701,8.577917,58.758823,33,19.0,9.0,0.47368422
monocot-shov-14.11-1-1.335-0.01565-0.265-3.444-0-1.347-1.517-20.146-8-r443-8.rsml,5511.2114,381.0,1229.0,259.6126,6,4336.0,723.2508,15.909435,0.027385239,12,1166.0,97.642235,4.0631304,65.766716,30,18.0,9.0,0.5
monocot-shov-14.135-1-1.635-0.00619-0.156-4.378-0-0.581-1.549-16.313-6-r154-6.rsml,626.8513,100.0,294.0,238.15681,3,625.0,208.95044,6.862205,0.0,0,0.0,0.0,0.0,0.0,3,3.0,3.0,1.0
monocot-shov-14.296-1-1.285-0.01961-0.183-4.492-0-1.389-0.981-17.206-7-r166-7.rsml,3298.5327,370.0,1046.0,264.67105,5,3113.0,622.7918,16.405516,0.03779391,2,183.0,92.28676,2.9399502,45.75358,9,7.0,5.0,0.71428573
monocot-shov-14.332-1-1.355-0.0158-0.736-4.852-0-0.501-1.147-21.79-9-r87-9.rsml,2428.6077,458.0,465.0,288.2031,6,1868.0,311.70667,5.917325,0.030973386,5,555.0,111.673485,4.1857553,46.1759,16,11.0,6.0,0.54545456
monocot-shov-14.337-1-1.452-0.0231-0.671-2.855-0-1.623-1.316-12.592-8-r300-8.rsml,22444.617,640.0,1522.0,263.27905,6,5466.0,911.5232,19.169306,0.03116478,69,16942.0,246.02142,12.132831,41.4339,144,75.0,29.0,0.38666666
monocot-shov-14.346-1-1.211-0.01029-0.761-3.657-0-1.149-1.61-6.346-9-r27-9.rsml,15187.327,742.0,1223.0,249.06786,7,4899.0,700.38464,13.570875,0.028683925,55,10258.0,186.9934,9.717207,68.77744,117,62.0,18.0,0.29032257
monocot-shov-14.438-1-1.501-0.02188-0.357-2.568-0-1.355-1.585-19.119-6-r279-6.rsml,2391.668,383.0,824.0,280.76578,4,2084.0,521.5937,16.003931,0.033046555,4,303.0,76.32334,5.392713,55.96375,12,8.0,5.0,0.625
monocot-shov-14.442-1-1.685-0.01861-0.363-5.207-0-0.327-1.496-18.166-6-r485-6.rsml,206.59225,3.0,117.0,265.94803,2,205.0,103.29613,3.8622053,0.0,0,0.0,0.0,0.0,0.0,2,2.0,2.0,1.0
monocot-shov-14.529-1-1.069-0.02163-0.816-3.708-0-0.621-1.19-25.34-7-r422-7.rsml,1572.9447,121.0,410.0,274.5218,4,1229.0,307.72253,7.334645,0.03435476,4,340.0,85.51366,5.599007,32.72382,12,8.0,4.0,0.5
monocot-shov-14.531-1-1.25-0.02589-0.528-4.966-0-0.505-1.546-28.611-8-r272-8.rsml,1715.5507,172.0,411.0,277.50998,5,1381.0,276.96286,5.9645686,0.034334354,3,330.0,110.245415,3.0847907,75.249626,11,8.0,5.0,0.625
monocot-shov-14.552-1-1.244-0.01239-0.862-5.833-0-0.395-0.838-12.17-10-r405-10.rsml,2341.9265,277.0,412.0,275.44833,7,1879.0,268.80292,4.6653557,0.021809021,5,459.0,92.061295,3.7905593,21.717266,17,12.0,7.0,0.5833333
monocot-shov-14.6-1-1.53-0.02487-0.823-4.769-0-0.52-0.969-21.406-8-r230-8.rsml,2171.589,336.0,412.0,260.95456,5,1419.0,283.98407,6.141734,0.040449426,6,748.0,125.27817,4.72487,36.048973,17,11.0,5.0,0.45454547
monocot-shov-14.658-1-1.109-0.00218-0.105-4.296-0-1.402-1.169-7.377-7-r313-7.rsml,3263.6902,370.0,1117.0,271.00366,5,3262.0,652.73804,16.559067,0.0,0,0.0,0.0,0.0,0.0,5,5.0,5.0,1.0
monocot-shov-14.68-1-1.622-0.02951-0.709-2.236-0-0.414-1.262-16.684-8-r487-8.rsml,1364.856,162.0,352.0,269.30478,5,1001.0,200.86966,4.8897634,0.057804987,5,357.0,72.10152,3.2834039,88.75023,15,10.0,5.0,0.5
