image,tot_root_length,width,depth,direction,n_primary,tot_prim_length,mean_prim_length,mean_prim_diameter,mean_lat_density,n_laterals, tot_lat_length,mean_lat_length,mean_lat_diameter,mean_lat_angle,tree_size,tree_magnitude,tree_altitude,tree_index
dicot-2D-11.739-1-1.611-0.028-0.582-5.603-0.309-0.877-1.193-5.183-8-r269-8.rsml,1003.9369,96.0,641.0,270.6696,1,708.0,708.6613,11.07226,0.030221904,2,295.0,147.63779,5.945554,13.122705,5,3.0,3.0,1.0
dicot-2D-11.804-1-1.258-0.01599-0.7-4.286-0.229-0.132-1.365-7.464-9-r69-9.rsml,91.957596,1.0,32.0,268.25858,1,91.0,91.957596,1.641995,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-11.874-1-1.585-0.01344-0.392-3.557-0.734-1.047-1.206-22.412-9-r474-9.rsml,2189.6016,158.0,935.0,262.90823,1,1003.0,1003.9371,16.38256,0.026778182,9,1180.0,131.74048,4.849773,37.984493,19,10.0,10.0,1.0
dicot-2D-11.929-1-1.549-0.02681-0.772-4.958-0.625-1.575-1.34-16.739-7-r485-7.rsml,3425.1965,358.0,1002.0,279.78983,1,1062.0,1062.9922,30.672926,0.017076777,10,2360.0,236.22049,15.760272,29.856394,21,11.0,11.0,1.0
dicot-2D-11.933-1-1.179-0.02633-0.855-3.208-0.64-1.64-1.214-8.524-8-r268-8.rsml,9685.038,399.0,1295.0,258.15814,1,1358.0,1358.2677,55.52591,0.025192698,21,8319.0,396.51294,21.89172,34.0181,43,22.0,22.0,1.0
dicot-2D-12.001-1-1.291-0.0292-0.611-5.188-0.405-1.419-1.25-21.678-8-r155-8.rsml,3307.0864,308.0,1107.0,255.76598,1,1181.0,1181.1023,22.09109,0.016319713,8,2124.0,265.74802,10.452466,35.90735,17,9.0,9.0,1.0
dicot-2D-12.038-1-1.551-0.00446-0.52-3.037-0.176-0.388-0.814-22.906-9-r145-9.rsml,438.65387,47.0,291.0,271.2637,1,354.0,354.3307,4.932273,0.0,1,84.0,84.32317,2.264379,22.47859,3,2.0,2.0,1.0
dicot-2D-12.044-1-1.242-0.00338-0.892-4.356-0.953-0.448-0.945-22.8-5-r158-5.rsml,177.16539,15.0,117.0,262.0964,1,177.0,177.16539,6.387906,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-12.084-1-1.018-0.02095-0.368-3.975-0.87-0.843-0.989-22.303-7-r104-7.rsml,790.63025,91.0,524.0,278.61844,1,590.0,590.55115,11.608132,0.042599548,2,199.0,100.039536,3.556984,36.58861,5,3.0,3.0,1.0
dicot-2D-12.092-1-1.402-0.02124-0.387-4.894-0.736-1.089-1.674-5.639-7-r163-7.rsml,823.3225,67.0,648.0,307.21756,1,708.0,708.6615,14.859051,0.0,1,114.0,114.66098,4.763923,79.71806,3,2.0,2.0,1.0
dicot-2D-12.13-1-1.074-0.01376-0.387-5.077-0.526-0.169-1.026-8.064-10-r422-10.rsml,162.5232,9.0,103.0,274.0499,1,162.0,162.5232,1.996063,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-12.157-1-1.418-0.02584-0.666-2.388-0.155-1.576-1.529-21.149-6-r90-6.rsml,3011.8115,309.0,820.0,277.17313,1,885.0,885.82684,23.37149,0.038409635,13,2124.0,163.53726,12.16663,56.970215,27,14.0,14.0,1.0
dicot-2D-12.18-1-1.621-0.02193-0.333-5.541-0.606-0.203-1.167-21.463-8-r111-8.rsml,113.433556,0.0,54.0,268.6371,1,113.0,113.433556,2.494838,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-12.183-1-1.349-0.01913-0.12-2.76-0.576-1.506-1.62-13.932-9-r60-9.rsml,2082.308,95.0,1411.0,279.25012,1,1476.0,1476.3779,18.678398,0.019521296,7,600.0,86.561455,2.155413,83.38469,15,8.0,8.0,1.0
dicot-2D-12.219-1-1.456-0.00369-0.399-2.779-0.822-1.157-1.295-6.448-8-r216-8.rsml,2244.0942,169.0,880.0,230.4899,1,944.0,944.88196,18.850334,0.02492721,9,1298.0,144.35695,5.44439,45.044846,19,10.0,10.0,1.0
dicot-2D-12.356-1-1.417-0.01829-0.315-3.582-0.923-1.143-1.242-24.902-8-r255-8.rsml,1712.5946,177.0,882.0,247.52882,1,944.0,944.8819,17.260696,0.028364042,6,766.0,127.95214,4.2407126,48.271595,13,7.0,7.0,1.0
