 ;image;tot_root_length;n_primary;tot_prim_length;mean_prim_length;mean_prim_diameter;mean_lat_density;n_laterals;tot_lat_length;mean_lat_length;mean_lat_diameter;mean_lat_angle
1;sim-0.05-0.2-10-0.3-2-0.5-0.6-20-1.rsml;407.279;5;208;42;0.559;0.504;30;180;6.576;0.129;17.599
2;sim-0.05-0.2-10-0.3-2-0.5-0.6-20-2.rsml;410.177;5;211;42.552;0.559;0.541;29;183;6.808;0.128;20.723
3;sim-0.05-0.2-10-0.3-2-0.5-0.6-20-3.rsml;404.089;5;205;41.244;0.559;0.586;30;182;6.596;0.13;19.273
4;sim-0.05-0.2-10-0.3-2-0.5-0.6-20-4.rsml;409.623;5;207;41.819;0.559;0.485;31;184;6.469;0.13;19.791
5;sim-0.05-0.2-10-0.3-2-0.5-0.6-20-5.rsml;393.791;5;208;42.21;0.559;0.553;28;168;6.526;0.129;20.251
6;sim-0.05-0.2-10-0.3-2-0.5-0.8-20-1.rsml;704.618;5;285;57.392;0.745;0.566;53;394;7.88;0.164;17.618
7;sim-0.05-0.2-10-0.3-2-0.5-0.8-20-2.rsml;733.54;5;284;57.218;0.745;0.556;53;422;8.442;0.164;21.502
8;sim-0.05-0.2-10-0.3-2-0.5-0.8-20-3.rsml;734.405;5;288;57.99;0.745;0.551;53;422;8.386;0.163;20.215
9;sim-0.05-0.2-10-0.3-2-0.5-0.8-20-4.rsml;718.333;5;285;57.546;0.745;0.576;53;411;8.125;0.164;18.898
10;sim-0.05-0.2-10-0.3-2-0.5-0.8-20-5.rsml;722.83;5;284;57.35;0.745;0.574;53;410;8.228;0.163;17.459
11;sim-0.05-0.2-10-0.3-2-0.5-1-20-1.rsml;1146.414;5;367;74.094;0.931;0.523;76;737;10.21;0.197;19.482
12;sim-0.05-0.2-10-0.3-2-0.5-1-20-2.rsml;1149.054;5;368;74.096;0.931;0.505;76;741;10.244;0.198;19.159
13;sim-0.05-0.2-10-0.3-2-0.5-1-20-3.rsml;1135.053;5;367;73.857;0.931;0.524;78;727;9.818;0.197;17.231
14;sim-0.05-0.2-10-0.3-2-0.5-1-20-4.rsml;1120.384;5;365;73.298;0.931;0.512;76;716;9.92;0.196;16.576
15;sim-0.05-0.2-10-0.3-2-0.5-1-20-5.rsml;1138.791;5;368;74.148;0.931;0.496;75;733;10.241;0.198;19.417
16;sim-0.05-0.2-10-0.3-2-1-0.6-20-1.rsml;382.019;5;206;41.761;0.559;0.579;30;160;5.774;0.129;40.894
17;sim-0.05-0.2-10-0.3-2-1-0.6-20-2.rsml;377.608;5;209;42.251;0.559;0.522;29;150;5.736;0.13;41.633
18;sim-0.05-0.2-10-0.3-2-1-0.6-20-3.rsml;382.219;5;210;42.458;0.559;0.551;31;156;5.482;0.13;39.262
19;sim-0.05-0.2-10-0.3-2-1-0.6-20-4.rsml;385.033;5;206;41.801;0.559;0.55;29;160;6.07;0.129;41.396
20;sim-0.05-0.2-10-0.3-2-1-0.6-20-5.rsml;377.677;5;207;41.837;0.559;0.543;30;154;5.616;0.13;40.662
21;sim-0.05-0.2-10-0.3-2-1-0.8-20-1.rsml;649.253;5;287;57.884;0.745;0.561;53;332;6.789;0.162;38.636
22;sim-0.05-0.2-10-0.3-2-1-0.8-20-2.rsml;672.747;5;287;57.915;0.745;0.559;53;352;7.23;0.163;37.823
23;sim-0.05-0.2-10-0.3-2-1-0.8-20-3.rsml;652.258;5;287;57.848;0.745;0.549;53;340;6.849;0.163;37.931
24;sim-0.05-0.2-10-0.3-2-1-0.8-20-4.rsml;665.583;5;287;57.894;0.745;0.546;53;350;7.096;0.163;44.455
25;sim-0.05-0.2-10-0.3-2-1-0.8-20-5.rsml;652.134;5;286;57.719;0.745;0.548;53;339;6.859;0.164;40.03
26;sim-0.05-0.2-10-0.3-2-1-1-20-1.rsml;982.338;5;367;73.852;0.931;0.498;75;576;8.174;0.197;35.205
27;sim-0.05-0.2-10-0.3-2-1-1-20-2.rsml;1004.055;5;366;73.633;0.931;0.523;74;596;8.593;0.196;39.238
28;sim-0.05-0.2-10-0.3-2-1-1-20-3.rsml;1002.426;5;367;73.734;0.931;0.49;72;605;8.802;0.198;40.464
29;sim-0.05-0.2-10-0.3-2-1-1-20-4.rsml;1053.869;5;366;73.616;0.931;0.523;78;647;8.792;0.198;38.638
30;sim-0.05-0.2-10-0.3-2-1-1-20-5.rsml;1033.078;5;365;73.493;0.931;0.519;77;630;8.644;0.198;40.045
31;sim-0.05-0.2-10-0.3-4-0.5-0.6-20-1.rsml;311.115;5;208;42.221;0.559;0.315;15;93;6.667;0.131;18.035
32;sim-0.05-0.2-10-0.3-4-0.5-0.6-20-2.rsml;302.572;5;203;41.245;0.559;0.397;15;88;6.423;0.13;17.191
33;sim-0.05-0.2-10-0.3-4-0.5-0.6-20-3.rsml;305.315;5;206;41.707;0.559;0.345;14;90;6.913;0.128;21.194
34;sim-0.05-0.2-10-0.3-4-0.5-0.6-20-4.rsml;299.269;5;206;41.656;0.559;0.336;14;84;6.499;0.129;15.652
35;sim-0.05-0.2-10-0.3-4-0.5-0.6-20-5.rsml;300.769;5;206;41.872;0.559;0.329;14;84;6.529;0.13;18.375
36;sim-0.05-0.2-10-0.3-4-0.5-0.8-20-1.rsml;489.383;5;287;57.654;0.745;0.349;25;190;8.044;0.163;17.505
37;sim-0.05-0.2-10-0.3-4-0.5-0.8-20-2.rsml;495.55;5;287;57.883;0.745;0.338;25;193;8.246;0.163;19.216
38;sim-0.05-0.2-10-0.3-4-0.5-0.8-20-3.rsml;489.816;5;287;57.641;0.745;0.346;25;191;8.064;0.163;16.399
39;sim-0.05-0.2-10-0.3-4-0.5-0.8-20-4.rsml;497.314;5;288;58.07;0.745;0.342;25;196;8.279;0.164;19.077
40;sim-0.05-0.2-10-0.3-4-0.5-0.8-20-5.rsml;500.133;5;285;57.559;0.745;0.342;25;201;8.494;0.165;22.631
41;sim-0.05-0.2-10-0.3-4-0.5-1-20-1.rsml;758.819;5;368;74.061;0.931;0.297;37;370;10.5;0.199;18.18
42;sim-0.05-0.2-10-0.3-4-0.5-1-20-2.rsml;739.002;5;366;73.864;0.931;0.261;37;350;9.991;0.197;16.918
43;sim-0.05-0.2-10-0.3-4-0.5-1-20-3.rsml;741.127;5;367;73.783;0.931;0.299;38;355;9.795;0.195;15.797
44;sim-0.05-0.2-10-0.3-4-0.5-1-20-4.rsml;754.766;5;366;73.842;0.931;0.283;38;367;10.146;0.199;16.617
45;sim-0.05-0.2-10-0.3-4-0.5-1-20-5.rsml;710.916;5;365;73.412;0.931;0.301;36;326;9.552;0.197;16.182
46;sim-0.05-0.2-10-0.3-4-1-0.6-20-1.rsml;293.08;5;207;41.731;0.559;0.345;14;77;6.03;0.13;39.605
47;sim-0.05-0.2-10-0.3-4-1-0.6-20-2.rsml;285.786;5;208;42.078;0.559;0.331;14;68;5.386;0.128;37.826
48;sim-0.05-0.2-10-0.3-4-1-0.6-20-3.rsml;289.37;5;208;42.007;0.559;0.331;14;72;5.667;0.131;38.688
49;sim-0.05-0.2-10-0.3-4-1-0.6-20-4.rsml;287.9;5;207;41.963;0.559;0.423;14;72;5.577;0.129;45.368
50;sim-0.05-0.2-10-0.3-4-1-0.6-20-5.rsml;284.075;5;203;41.243;0.559;0.358;14;70;5.562;0.129;43.709
51;sim-0.05-0.2-10-0.3-4-1-0.8-20-1.rsml;463.437;5;286;57.686;0.745;0.345;25;162;7;0.162;41.4
52;sim-0.05-0.2-10-0.3-4-1-0.8-20-2.rsml;465.635;5;288;57.938;0.745;0.341;25;162;7.038;0.165;37.591
53;sim-0.05-0.2-10-0.3-4-1-0.8-20-3.rsml;478.987;5;286;57.615;0.745;0.341;25;178;7.637;0.164;41.972
54;sim-0.05-0.2-10-0.3-4-1-0.8-20-4.rsml;477.338;5;284;57.25;0.745;0.341;25;178;7.643;0.163;42.379
55;sim-0.05-0.2-10-0.3-4-1-0.8-20-5.rsml;456.699;5;288;57.972;0.745;0.34;25;153;6.674;0.162;39.269
56;sim-0.05-0.2-10-0.3-4-1-1-20-1.rsml;688.93;5;366;73.437;0.931;0.306;38;302;8.467;0.197;37.149
57;sim-0.05-0.2-10-0.3-4-1-1-20-2.rsml;685.077;5;364;73.41;0.931;0.287;38;300;8.369;0.197;39.716
58;sim-0.05-0.2-10-0.3-4-1-1-20-3.rsml;691.583;5;363;73.434;0.931;0.266;38;303;8.537;0.196;39.661
59;sim-0.05-0.2-10-0.3-4-1-1-20-4.rsml;715.081;5;363;72.936;0.931;0.311;40;327;8.76;0.198;44.24
60;sim-0.05-0.2-10-0.3-4-1-1-20-5.rsml;715.891;5;365;73.498;0.931;0.306;40;328;8.71;0.198;42.373
61;sim-0.05-0.2-10-1-2-0.5-0.6-20-1.rsml;1843.214;15;799;53.695;0.559;0.564;147;963;7.06;0.133;20.483
62;sim-0.05-0.2-10-1-2-0.5-0.6-20-2.rsml;1848.769;15;801;53.853;0.559;0.541;147;965;7.081;0.133;20.493
63;sim-0.05-0.2-10-1-2-0.5-0.6-20-3.rsml;1824.94;15;793;53.428;0.559;0.547;152;952;6.734;0.133;19.781
64;sim-0.05-0.2-10-1-2-0.5-0.6-20-4.rsml;1846.341;15;797;53.632;0.559;0.557;149;968;6.992;0.133;20.532
65;sim-0.05-0.2-10-1-2-0.5-0.6-20-5.rsml;1864.839;15;802;54.016;0.559;0.541;150;978;7.031;0.133;18.752
66;sim-0.05-0.2-10-1-2-0.5-0.8-20-1.rsml;3230.552;15;1115;74.854;0.745;0.552;235;1987;8.969;0.167;18.339
67;sim-0.05-0.2-10-1-2-0.5-0.8-20-2.rsml;3202.133;15;1113;74.629;0.745;0.555;235;1964;8.863;0.167;18.854
68;sim-0.05-0.2-10-1-2-0.5-0.8-20-3.rsml;3218.987;15;1111;74.414;0.745;0.556;235;1979;8.948;0.166;18.006
69;sim-0.05-0.2-10-1-2-0.5-0.8-20-4.rsml;3210.087;15;1110;74.569;0.745;0.56;235;1984;8.9;0.166;19.589
70;sim-0.05-0.2-10-1-2-0.5-0.8-20-5.rsml;3180.032;15;1115;74.758;0.745;0.559;235;1940;8.76;0.166;17.581
71;sim-0.05-0.2-10-1-2-0.5-1-20-1.rsml;5184.014;15;1419;95.082;0.931;0.529;339;3576;11.085;0.203;18.138
72;sim-0.05-0.2-10-1-2-0.5-1-20-2.rsml;5135.116;15;1412;94.618;0.931;0.526;339;3547;10.961;0.203;19.434
73;sim-0.05-0.2-10-1-2-0.5-1-20-3.rsml;5218.314;15;1420;95.17;0.931;0.509;341;3622;11.117;0.204;18.829
74;sim-0.05-0.2-10-1-2-0.5-1-20-4.rsml;5182.007;15;1419;95.17;0.931;0.514;341;3578;11.01;0.203;18.031
75;sim-0.05-0.2-10-1-2-0.5-1-20-5.rsml;5068.111;15;1417;95.029;0.931;0.514;332;3470;10.972;0.204;18.224
76;sim-0.05-0.2-10-1-2-1-0.6-20-1.rsml;1704.602;15;785;52.892;0.559;0.567;149;839;6.116;0.133;43.947
77;sim-0.05-0.2-10-1-2-1-0.6-20-2.rsml;1717.174;15;801;53.879;0.559;0.542;149;829;6.101;0.133;43.757
78;sim-0.05-0.2-10-1-2-1-0.6-20-3.rsml;1666.488;15;799;53.741;0.559;0.534;147;788;5.853;0.134;43.811
79;sim-0.05-0.2-10-1-2-1-0.6-20-4.rsml;1681.725;15;798;53.69;0.559;0.547;149;800;5.882;0.133;43.542
80;sim-0.05-0.2-10-1-2-1-0.6-20-5.rsml;1669.072;15;795;53.45;0.559;0.537;143;789;6.065;0.133;43.953
81;sim-0.05-0.2-10-1-2-1-0.8-20-1.rsml;2856.497;15;1109;74.414;0.745;0.567;235;1616;7.405;0.167;39.683
82;sim-0.05-0.2-10-1-2-1-0.8-20-2.rsml;2910.329;15;1110;74.526;0.745;0.565;235;1683;7.627;0.167;40.785
83;sim-0.05-0.2-10-1-2-1-0.8-20-3.rsml;2929.76;15;1110;74.508;0.745;0.56;235;1694;7.711;0.167;38.929
84;sim-0.05-0.2-10-1-2-1-0.8-20-4.rsml;2908.735;15;1115;74.962;0.745;0.55;235;1672;7.593;0.166;39.695
85;sim-0.05-0.2-10-1-2-1-0.8-20-5.rsml;2989.579;15;1114;74.808;0.745;0.55;235;1753;7.947;0.167;41.505
86;sim-0.05-0.2-10-1-2-1-1-20-1.rsml;4713.939;15;1420;95.125;0.931;0.525;347;3110;9.473;0.204;39.723
87;sim-0.05-0.2-10-1-2-1-1-20-2.rsml;4684.154;15;1418;94.893;0.931;0.541;342;3072;9.534;0.204;38.799
88;sim-0.05-0.2-10-1-2-1-1-20-3.rsml;4652.462;15;1418;95.025;0.931;0.536;347;3043;9.3;0.204;37.394
89;sim-0.05-0.2-10-1-2-1-1-20-4.rsml;4612.216;15;1418;95.062;0.931;0.522;339;3016;9.399;0.203;38.597
90;sim-0.05-0.2-10-1-2-1-1-20-5.rsml;4766.81;15;1417;95.035;0.931;0.527;340;3168;9.827;0.204;40.79
91;sim-0.05-0.2-10-1-4-0.5-0.6-20-1.rsml;1295.3;15;793;53.379;0.559;0.388;72;459;6.87;0.137;21.776
92;sim-0.05-0.2-10-1-4-0.5-0.6-20-2.rsml;1281.142;15;801;53.726;0.559;0.361;69;441;6.888;0.136;20.152
93;sim-0.05-0.2-10-1-4-0.5-0.6-20-3.rsml;1308.181;15;798;53.656;0.559;0.36;73;464;6.895;0.136;22.141
94;sim-0.05-0.2-10-1-4-0.5-0.6-20-4.rsml;1314.213;15;796;53.649;0.559;0.356;73;471;6.979;0.137;20.508
95;sim-0.05-0.2-10-1-4-0.5-0.6-20-5.rsml;1300.253;15;796;53.465;0.559;0.361;72;463;6.921;0.136;22.152
96;sim-0.05-0.2-10-1-4-0.5-0.8-20-1.rsml;2132.995;15;1108;74.338;0.745;0.323;116;959;8.775;0.17;19.263
97;sim-0.05-0.2-10-1-4-0.5-0.8-20-2.rsml;2137.619;15;1107;74.34;0.745;0.325;116;961;8.815;0.17;19.789
98;sim-0.05-0.2-10-1-4-0.5-0.8-20-3.rsml;2157.229;15;1114;74.676;0.745;0.324;116;982;8.94;0.171;20.567
99;sim-0.05-0.2-10-1-4-0.5-0.8-20-4.rsml;2147.389;15;1113;74.664;0.745;0.324;116;967;8.857;0.171;19.872
100;sim-0.05-0.2-10-1-4-0.5-0.8-20-5.rsml;2141.899;15;1115;74.705;0.745;0.327;116;960;8.805;0.17;20.575
101;sim-0.05-0.2-10-1-4-0.5-1-20-1.rsml;3300.505;15;1414;94.93;0.931;0.31;171;1790;10.974;0.21;19.852
102;sim-0.05-0.2-10-1-4-0.5-1-20-2.rsml;3302.426;15;1418;95.003;0.931;0.285;170;1793;11.043;0.209;20.152
103;sim-0.05-0.2-10-1-4-0.5-1-20-3.rsml;3254.532;15;1414;94.794;0.931;0.301;169;1750;10.844;0.209;20.272
104;sim-0.05-0.2-10-1-4-0.5-1-20-4.rsml;3265.695;15;1416;95.001;0.931;0.307;167;1758;11.022;0.21;18.021
105;sim-0.05-0.2-10-1-4-0.5-1-20-5.rsml;3295.319;15;1416;94.927;0.931;0.315;170;1784;11.008;0.209;18.937
106;sim-0.05-0.2-10-1-4-1-0.6-20-1.rsml;1234.51;15;790;53.309;0.559;0.386;72;393;6.04;0.136;43.826
107;sim-0.05-0.2-10-1-4-1-0.6-20-2.rsml;1225.563;15;795;53.593;0.559;0.353;71;386;5.939;0.137;42.22
108;sim-0.05-0.2-10-1-4-1-0.6-20-3.rsml;1248.281;15;794;53.339;0.559;0.345;76;411;5.897;0.137;44.106
109;sim-0.05-0.2-10-1-4-1-0.6-20-4.rsml;1234.808;15;800;53.769;0.559;0.361;75;395;5.71;0.137;38.853
110;sim-0.05-0.2-10-1-4-1-0.6-20-5.rsml;1262.828;15;799;53.808;0.559;0.346;72;420;6.329;0.138;42.056
111;sim-0.05-0.2-10-1-4-1-0.8-20-1.rsml;2030.093;15;1116;75.013;0.745;0.32;116;847;7.801;0.17;39.324
112;sim-0.05-0.2-10-1-4-1-0.8-20-2.rsml;2012.33;15;1115;74.728;0.745;0.324;116;834;7.685;0.17;40.214
113;sim-0.05-0.2-10-1-4-1-0.8-20-3.rsml;2013.013;15;1117;75.012;0.745;0.319;116;835;7.654;0.17;40.749
114;sim-0.05-0.2-10-1-4-1-0.8-20-4.rsml;2015.597;15;1113;74.72;0.745;0.323;116;835;7.714;0.17;38.395
115;sim-0.05-0.2-10-1-4-1-0.8-20-5.rsml;2001.703;15;1111;74.543;0.745;0.326;116;829;7.617;0.17;43.274
116;sim-0.05-0.2-10-1-4-1-1-20-1.rsml;3056.495;15;1411;94.63;0.931;0.306;175;1549;9.355;0.209;38.792
117;sim-0.05-0.2-10-1-4-1-1-20-2.rsml;3017.52;15;1418;95.038;0.931;0.306;172;1510;9.256;0.209;39.197
118;sim-0.05-0.2-10-1-4-1-1-20-3.rsml;3014.991;15;1418;95.092;0.931;0.323;167;1503;9.513;0.208;41.177
119;sim-0.05-0.2-10-1-4-1-1-20-4.rsml;3046.863;15;1419;95.089;0.931;0.309;171;1537;9.477;0.209;39.878
120;sim-0.05-0.2-10-1-4-1-1-20-5.rsml;3028.624;15;1416;94.923;0.931;0.294;169;1507;9.496;0.21;40.046
121;sim-0.05-0.2-20-0.3-2-0.5-0.6-20-1.rsml;1522.627;5;429;86.079;0.559;0.526;103;1041;10.604;0.129;18.742
122;sim-0.05-0.2-20-0.3-2-0.5-0.6-20-2.rsml;1522.267;5;429;86.186;0.559;0.503;101;1045;10.805;0.129;17.951
123;sim-0.05-0.2-20-0.3-2-0.5-0.6-20-3.rsml;1545.218;5;429;86.366;0.559;0.555;100;1062;11.134;0.13;17.536
124;sim-0.05-0.2-20-0.3-2-0.5-0.6-20-4.rsml;1558.337;5;431;86.667;0.559;0.506;102;1077;11.029;0.13;18.094
125;sim-0.05-0.2-20-0.3-2-0.5-0.6-20-5.rsml;1532.833;5;427;85.941;0.559;0.516;103;1056;10.71;0.13;19.442
126;sim-0.05-0.2-20-0.3-2-0.5-0.8-20-1.rsml;3220.373;5;592;118.919;0.745;0.553;185;2535;14.193;0.163;17.75
127;sim-0.05-0.2-20-0.3-2-0.5-0.8-20-2.rsml;3195.259;5;593;119.201;0.745;0.545;185;2507;14.05;0.163;17.989
128;sim-0.05-0.2-20-0.3-2-0.5-0.8-20-3.rsml;3226.039;5;591;118.828;0.745;0.543;185;2538;14.226;0.163;18.507
129;sim-0.05-0.2-20-0.3-2-0.5-0.8-20-4.rsml;3213.48;5;595;119.332;0.745;0.541;185;2528;14.145;0.163;18.027
130;sim-0.05-0.2-20-0.3-2-0.5-0.8-20-5.rsml;3224.169;5;594;119.344;0.745;0.547;185;2540;14.202;0.163;17.559
131;sim-0.05-0.2-20-0.3-2-0.5-1-20-1.rsml;4973.144;5;751;150.628;0.931;0.544;233;4091;18.112;0.198;17.46
132;sim-0.05-0.2-20-0.3-2-0.5-1-20-2.rsml;4931.473;5;753;150.929;0.931;0.543;233;4061;17.926;0.198;17.009
133;sim-0.05-0.2-20-0.3-2-0.5-1-20-3.rsml;4971.668;5;753;150.962;0.931;0.54;233;4091;18.098;0.199;16.851
134;sim-0.05-0.2-20-0.3-2-0.5-1-20-4.rsml;4985.638;5;754;151.213;0.931;0.541;233;4111;18.153;0.198;17.461
135;sim-0.05-0.2-20-0.3-2-0.5-1-20-5.rsml;4912.032;5;751;150.561;0.931;0.552;233;4035;17.851;0.198;16.297
136;sim-0.05-0.2-20-0.3-2-1-0.6-20-1.rsml;1353.858;5;423;85.388;0.559;0.5;99;878;9.363;0.13;42.454
137;sim-0.05-0.2-20-0.3-2-1-0.6-20-2.rsml;1376.972;5;425;85.564;0.559;0.532;100;898;9.492;0.129;43.486
138;sim-0.05-0.2-20-0.3-2-1-0.6-20-3.rsml;1366.954;5;426;85.772;0.559;0.529;104;889;9.02;0.129;37.097
139;sim-0.05-0.2-20-0.3-2-1-0.6-20-4.rsml;1383.255;5;430;86.528;0.559;0.514;100;905;9.506;0.13;39.237
140;sim-0.05-0.2-20-0.3-2-1-0.6-20-5.rsml;1374.018;5;429;86.246;0.559;0.514;102;896;9.243;0.13;41.087
141;sim-0.05-0.2-20-0.3-2-1-0.8-20-1.rsml;2788.591;5;591;118.722;0.745;0.555;185;2112;11.865;0.163;39.035
142;sim-0.05-0.2-20-0.3-2-1-0.8-20-2.rsml;2828.342;5;594;119.402;0.745;0.542;185;2145;12.061;0.163;38.815
143;sim-0.05-0.2-20-0.3-2-1-0.8-20-3.rsml;2908.124;5;593;118.962;0.745;0.557;185;2224;12.504;0.163;40.63
144;sim-0.05-0.2-20-0.3-2-1-0.8-20-4.rsml;2799.362;5;593;119.074;0.745;0.555;185;2114;11.913;0.164;38.437
145;sim-0.05-0.2-20-0.3-2-1-0.8-20-5.rsml;2839.502;5;592;118.675;0.745;0.57;185;2158;12.141;0.163;38.586
146;sim-0.05-0.2-20-0.3-2-1-1-20-1.rsml;4390.079;5;751;150.779;0.931;0.551;233;3517;15.606;0.197;38.051
147;sim-0.05-0.2-20-0.3-2-1-1-20-2.rsml;4392.836;5;752;151.054;0.931;0.543;233;3518;15.612;0.197;38.277
148;sim-0.05-0.2-20-0.3-2-1-1-20-3.rsml;4372.79;5;752;151.123;0.931;0.547;233;3502;15.524;0.198;37.718
149;sim-0.05-0.2-20-0.3-2-1-1-20-4.rsml;4428.671;5;749;150.219;0.931;0.554;233;3562;15.784;0.198;39.283
150;sim-0.05-0.2-20-0.3-2-1-1-20-5.rsml;4384.942;5;752;150.808;0.931;0.542;233;3514;15.583;0.198;37.867
151;sim-0.05-0.2-20-0.3-4-0.5-0.6-20-1.rsml;977.609;5;427;85.946;0.559;0.303;49;525;11.181;0.13;19.679
152;sim-0.05-0.2-20-0.3-4-0.5-0.6-20-2.rsml;967.543;5;427;85.819;0.559;0.29;48;515;11.218;0.129;18.656
153;sim-0.05-0.2-20-0.3-4-0.5-0.6-20-3.rsml;997.633;5;427;85.637;0.559;0.3;49;543;11.621;0.13;18.818
154;sim-0.05-0.2-20-0.3-4-0.5-0.6-20-4.rsml;985.337;5;429;86.237;0.559;0.27;50;530;11.083;0.128;17.885
155;sim-0.05-0.2-20-0.3-4-0.5-0.6-20-5.rsml;970.795;5;427;86.023;0.559;0.293;50;519;10.814;0.129;16.396
156;sim-0.05-0.2-20-0.3-4-0.5-0.8-20-1.rsml;1880.854;5;593;119.102;0.745;0.314;91;1239;14.125;0.162;17.125
157;sim-0.05-0.2-20-0.3-4-0.5-0.8-20-2.rsml;1869.521;5;592;118.992;0.745;0.317;91;1232;14.006;0.163;19.583
158;sim-0.05-0.2-20-0.3-4-0.5-0.8-20-3.rsml;1886.916;5;594;119.151;0.745;0.314;91;1246;14.189;0.164;18.051
159;sim-0.05-0.2-20-0.3-4-0.5-0.8-20-4.rsml;1884.806;5;591;118.878;0.745;0.325;91;1246;14.18;0.163;17.883
160;sim-0.05-0.2-20-0.3-4-0.5-0.8-20-5.rsml;1841.165;5;589;118.33;0.745;0.316;91;1205;13.731;0.163;17.6
161;sim-0.05-0.2-20-0.3-4-0.5-1-20-1.rsml;2835.732;5;753;151.184;0.931;0.31;116;2024;17.929;0.198;18.48
162;sim-0.05-0.2-20-0.3-4-0.5-1-20-2.rsml;2837.439;5;748;150.171;0.931;0.318;116;2027;17.988;0.199;19.272
163;sim-0.05-0.2-20-0.3-4-0.5-1-20-3.rsml;2812.163;5;753;150.971;0.931;0.312;116;1995;17.735;0.198;17.527
164;sim-0.05-0.2-20-0.3-4-0.5-1-20-4.rsml;2781.169;5;748;150.176;0.931;0.324;116;1977;17.502;0.197;18.031
165;sim-0.05-0.2-20-0.3-4-0.5-1-20-5.rsml;2841.961;5;752;150.811;0.931;0.316;116;2031;17.999;0.199;17.716
166;sim-0.05-0.2-20-0.3-4-1-0.6-20-1.rsml;851.328;5;429;86.238;0.559;0.305;47;399;8.939;0.129;37.107
167;sim-0.05-0.2-20-0.3-4-1-0.6-20-2.rsml;913.696;5;430;86.408;0.559;0.291;50;458;9.633;0.13;41.486
168;sim-0.05-0.2-20-0.3-4-1-0.6-20-3.rsml;894.046;5;425;85.737;0.559;0.298;52;441;8.949;0.129;43.01
169;sim-0.05-0.2-20-0.3-4-1-0.6-20-4.rsml;892.062;5;429;86.151;0.559;0.297;47;436;9.815;0.128;43.219
170;sim-0.05-0.2-20-0.3-4-1-0.6-20-5.rsml;909.77;5;426;85.721;0.559;0.292;51;458;9.435;0.129;45.924
171;sim-0.05-0.2-20-0.3-4-1-0.8-20-1.rsml;1679.085;5;594;119.277;0.745;0.314;91;1036;11.898;0.163;38.632
172;sim-0.05-0.2-20-0.3-4-1-0.8-20-2.rsml;1695.05;5;592;118.902;0.745;0.316;91;1054;12.094;0.163;36.584
173;sim-0.05-0.2-20-0.3-4-1-0.8-20-3.rsml;1718.94;5;593;119.245;0.745;0.315;91;1082;12.338;0.163;39.956
174;sim-0.05-0.2-20-0.3-4-1-0.8-20-4.rsml;1718.939;5;594;119.393;0.745;0.316;91;1075;12.329;0.163;39.59
175;sim-0.05-0.2-20-0.3-4-1-0.8-20-5.rsml;1684.225;5;592;118.865;0.745;0.312;91;1048;11.977;0.163;37.807
176;sim-0.05-0.2-20-0.3-4-1-1-20-1.rsml;2524.865;5;752;150.916;0.931;0.315;116;1713;15.261;0.199;38.16
177;sim-0.05-0.2-20-0.3-4-1-1-20-2.rsml;2567.454;5;752;150.778;0.931;0.314;116;1754;15.634;0.199;39.832
178;sim-0.05-0.2-20-0.3-4-1-1-20-3.rsml;2517.537;5;751;150.781;0.931;0.311;116;1706;15.204;0.199;35.665
179;sim-0.05-0.2-20-0.3-4-1-1-20-4.rsml;2487.576;5;752;150.969;0.931;0.313;116;1674;14.937;0.198;37.156
180;sim-0.05-0.2-20-0.3-4-1-1-20-5.rsml;2457.111;5;753;150.994;0.931;0.313;116;1641;14.674;0.198;35.764
181;sim-0.05-0.2-20-1-2-0.5-0.6-20-1.rsml;6991.668;15;1656;110.831;0.559;0.498;442;5115;12.057;0.132;18.247
182;sim-0.05-0.2-20-1-2-0.5-0.6-20-2.rsml;7038.248;15;1647;110.245;0.559;0.523;445;5170;12.1;0.132;19.647
183;sim-0.05-0.2-20-1-2-0.5-0.6-20-3.rsml;6979.113;15;1655;110.826;0.559;0.51;446;5091;11.921;0.132;19.324
184;sim-0.05-0.2-20-1-2-0.5-0.6-20-4.rsml;7004.262;15;1649;110.606;0.559;0.533;441;5124;12.121;0.132;19.109
185;sim-0.05-0.2-20-1-2-0.5-0.6-20-5.rsml;6948.384;15;1653;110.588;0.559;0.544;440;5082;12.022;0.132;19.194
186;sim-0.05-0.2-20-1-2-0.5-0.8-20-1.rsml;14364.072;15;2276;152.286;0.745;0.546;783;11685;15.428;0.165;18.048
187;sim-0.05-0.2-20-1-2-0.5-0.8-20-2.rsml;14396.662;15;2279;152.421;0.745;0.547;783;11715;15.467;0.165;18.186
188;sim-0.05-0.2-20-1-2-0.5-0.8-20-3.rsml;14335.154;15;2276;152.137;0.745;0.551;783;11670;15.393;0.165;18.038
189;sim-0.05-0.2-20-1-2-0.5-0.8-20-4.rsml;14408.64;15;2279;152.615;0.745;0.546;783;11723;15.478;0.165;18.517
190;sim-0.05-0.2-20-1-2-0.5-0.8-20-5.rsml;14300.577;15;2273;151.992;0.745;0.551;783;11637;15.352;0.165;18.344
191;sim-0.05-0.2-20-1-2-0.5-1-20-1.rsml;22613.586;15;2897;193.578;0.931;0.544;990;19228;19.909;0.2;17.608
192;sim-0.05-0.2-20-1-2-0.5-1-20-2.rsml;22522.455;15;2893;193.381;0.931;0.547;990;19123;19.82;0.2;17.512
193;sim-0.05-0.2-20-1-2-0.5-1-20-3.rsml;22479.006;15;2893;193.249;0.931;0.549;990;19077;19.778;0.2;17.427
