;image;Rep;Is; areaTotal; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; areaPrim; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; areaLat; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; EDMmax; LatDiam
381;sim-0.05-0.3-10-0.3-2-1-0.8-20 ;1;Test;10035;182;607;0.29983526;0.49308166;0.38073573;0.29760173;0.22012074;0.121890545;0.03358219;16890.11;10785.714;5296.703;6.1664114;39.33001;47.521637;52;13.0161295;25;11.22;19;4.3986487;8;1.3223684;2;23.23889;170;1;0.001647446;65;37;28;75;73;37;130;111;64;4;837;129;601;0.21464226;0.6891306;0.37889558;0.026000509;0.010050691;0.009624487;0.015360049;1534.8837;550.3876;333.33334;7.9023485;154.5639;307.9383;247;2.1729324;8;1.4224138;4;1.0307692;3;1;1;6.05;87;187;0.31114808;58;24;122;122;0;14;93;1;1;129;1321;180;384;0.46875;0.53836113;0.40660977;0.048178613;0.0435167;0.02595564;0.008871449;1677.7778;1466.6666;1472.2222;40.678745;106.02358;212.04716;651;5.0987654;12;4.5268817;10;3.4767442;8;1.5365853;4;7.757576;24;713;1.8567709;71;41;60;69;105;50;112;107;9;3;11;1
386;sim-0.05-0.3-10-0.3-2-1-1-20 ;1;Test;22535;237;771;0.30739298;0.51845306;0.36903897;0.4463736;0.2748722;0.16668153;0.04946539;28518.988;19805.906;10109.705;13.086615;17.447945;23.341902;81;15.654546;34;14.193717;28;6.132275;17;1.7202072;8;29.534483;184;1;0.001297017;112;22;48;45;125;45;188;154;105;6;1332;176;763;0.23066841;0.7158792;0.36299142;0.022548426;0.018585859;0.013355542;0.00729975;2210.2273;965.9091;534.0909;7.9773355;196.00255;392.0051;459;2.8238637;8;1.7236842;4;1.4736842;4;1.0106384;2;8.360902;124;320;0.41939712;94;106;22;94;0;14;48;149;4;176;2220;235;572;0.41083917;0.48547632;0.38559267;0.04357003;0.034099482;0.023481121;0.007753466;2276.5957;1842.5532;1438.2979;37.982903;77.86442;309.38647;1048;5.508197;14;6.2285714;13;2.9635036;9;1.5420561;4;9.442478;33;1118;1.9545455;72;33;32;112;134;103;161;119;17;3;14;2
391;sim-0.05-0.3-10-0.3-4-0.5-0.6-20 ;1;Test;4349;133;437;0.3043478;0.5748664;0.4281678;0.19327445;0.21480964;0.079780884;0.032178592;7789.4736;9917.293;6706.767;11.873624;38.178;70.96335;20;5.2650604;11;5.738318;10;3.1495328;5;1.2962962;2;13.892858;68;44;0.1006865;79;31;25;1;36;11;102;54;62;4;554;87;434;0.20046084;0.6396738;0.41216788;0.028632026;0.02186278;0.022243507;0.007335542;1091.954;1022.9885;1045.977;25.742546;111.19802;221.4159;312;1.9;4;1.8461539;4;1.6781609;3;1.037037;2;6.364706;46;209;0.48156682;84;30;25;1;36;1;53;51;59;2;304;110;222;0.4954955;0.6901914;0.47995198;0.024919614;0.029238122;0.013460276;0.009054691;500;536.36365;554.5455;25.604189;62.609905;123.878975;146;2;4;1.7647059;4;1.3783784;3;1.325;3;3.5;17;146;0.6576577;47;41;3;46;44;21;49;49;26;1;7;2
396;sim-0.05-0.3-10-0.3-4-0.5-0.8-20 ;1;Test;8406;155;606;0.25577557;0.4898007;0.40339094;0.37736255;0.19058232;0.09813788;0.028632358;14038.71;13051.613;11380.6455;4.552266;35.27387;109.66581;30;6.744;13;7.4866667;13;3.9256756;10;1.3178807;2;18.904762;94;1;0.001650165;70;12;35;41;62;34;138;43;20;4;802;120;601;0.19966722;0.58279306;0.41357088;0.035854343;0.020452403;0.012473191;0.005506608;1375;1275;900;9.896731;153.9513;306.9218;248;1.7230769;5;1.6616541;3;1.398305;3;1.072072;2;8.891566;64;187;0.31114808;51;47;4;10;31;13;69;39;17;1;679;120;388;0.30927834;0.50694036;0.47152233;0.029206626;0.028871391;0.021179765;0.009936258;783.3333;1291.6666;766.6667;40.190735;101.53325;203.0665;373;2.064516;5;2.8586957;6;2.0361445;5;1.3970588;4;5.7719297;21;406;1.0463917;63;46;28;58;77;3;62;85;15;2;10;3
401;sim-0.05-0.3-10-0.3-4-0.5-1-20 ;1;Test;13747;98;771;0.12710765;0.571567;0.40981898;0.67289966;0.47338456;0.20170213;0.06911582;36316.33;37795.918;27581.633;7.9644713;17.5738;40.690704;40;5.792683;16;7.9685864;21;3.973545;9;1.4196892;4;45.675323;153;1;0.001297017;15;11;7;22;39;19;57;51;18;7;866;68;764;0.08900524;0.51620024;0.3909214;0.06125634;0.036232833;0.019829141;0.008050442;3544.1177;2941.1765;2205.8823;18.624758;191.75505;383.5101;283;1.9454546;6;1.5849056;7;1.168;3;1.1485149;2;16.018867;71;188;0.2460733;7;0;26;13;30;1;44;8;9;1;1035;97;558;0.17383513;0.37947607;0.476435;0.027213352;0.030644152;0.03124059;0.016749889;1257.7319;1752.5773;2164.9485;42.294056;142.21463;283.2702;546;1.8673469;5;3.12;8;2.3410852;5;1.4166666;3;10.578947;32;587;1.0519713;34;22;18;12;39;12;60;61;40;1;16;2
406;sim-0.05-0.3-10-0.3-4-1-0.6-20 ;1;Test;4481;176;435;0.4045977;0.66718;0.42087308;0.2447034;0.10929204;0.056777142;0.037309453;6551.136;5289.773;1977.2727;14.053554;39.315388;79.73561;58;6.0609756;11;5.1214952;9;2.3809524;6;1.3669724;2;9.506494;56;43;0.09885058;97;50;24;1;90;15;99;147;114;4;563;174;433;0.40184757;0.54945284;0.39567602;0.02674788;0.012297676;0.007735281;0.00592151;908.04596;471.26437;229.88506;27.533104;117.54574;233.79051;336;2.1086957;4;1.8387097;4;1.5119047;3;1.0566038;2;3.2267442;19;240;0.55427253;99;55;25;2;90;10;92;144;111;2;289;115;193;0.59585494;0.9036708;0.5353192;0.019766398;0.021811573;0.014873934;0.009170654;226.08696;495.65216;452.17392;41.81306;56.938564;113.0177;144;1.2666667;2;1.6341463;4;1.4571428;2;1;1;2.4242425;5;142;0.7357513;48;39;0;59;112;60;31;89;44;3;8;2
411;sim-0.05-0.3-10-0.3-4-1-0.8-20 ;1;Test;8521;173;606;0.28547856;0.52850556;0.39375666;0.37632978;0.18131761;0.09700074;0.03006576;15132.948;10722.543;7416.185;4.017946;51.907314;100.0024;31;8;19;7.2533336;15;3.7770271;8;1.2649007;3;17.1497;97;1;0.001650165;60;22;53;69;70;34;111;96;12;5;788;99;598;0.16555184;0.87143004;0.4174257;0.034144692;0.012960437;0.019658526;0.007086495;1777.7778;717.1717;686.8687;3.6090388;152.06906;303.15176;266;1.6554621;5;1.344;3;1.3693694;2;1.0882353;2;14.409091;62;176;0.29431438;24;76;31;16;18;10;1;62;9;1;674;170;390;0.43589744;0.5168616;0.4115917;0.01748041;0.023483366;0.013144283;0.005656709;717.64703;800;705.8823;40.33838;107.01869;212.72047;325;2.7714286;7;2.5625;7;1.7037038;5;1.2105263;2;4.170886;10;370;0.94871795;33;17;51;87;68;66;80;100;1;3;12;3
416;sim-0.05-0.3-10-0.3-4-1-1-20 ;1;Test;15168;199;772;0.25777203;0.4604298;0.4131361;0.48669302;0.24289735;0.10844105;0.031821206;19683.418;20582.914;16517.588;4.3214884;24.49138;40.64328;42;7.733333;19;7.6125655;14;4.141361;11;1.6073298;5;20.209425;140;1;0.001295337;81;37;50;69;52;19;136;54;36;6;1041;91;764;0.11910995;0.898729;0.4127695;0.040692642;0.037112206;0.019403417;0.00585295;2802.1978;2967.033;1868.1318;11.530417;192.37984;384.75967;256;1.4015151;4;1.4102564;4;1.2;3;1;1;13.978724;62;144;0.18848167;0;23;10;29;12;91;27;49;3;1;949;194;572;0.33916083;0.4675866;0.39715436;0.020882513;0.020374348;0.012186223;0.003822959;1077.3196;1072.1649;922.6804;44.277306;151.16217;302.00165;501;2.9126213;6;2.5407407;7;1.895238;5;1.1355932;3;5.257143;15;473;0.8269231;73;58;19;82;80;3;94;73;2;2;15;2
421;sim-0.05-0.3-10-1-2-0.5-0.6-20 ;1;Test;17659;206;548;0.3759124;0.6492353;0.37288645;0.5721944;0.35364085;0.18141419;0.07762711;23082.523;20466.02;7616.505;6.515947;12.306573;18.877846;138;21.35135;40;21.192593;36;8.962963;18;2.1111112;3;37.488888;110;28;0.05109489;82;30;4;115;108;24;158;177;69;3;2003;188;517;0.36363637;0.5690998;0.37261662;0.079758435;0.03350084;0.022359258;0.01353942;3180.851;1659.5745;872.34045;17.09014;138.2353;275.5304;770;5.905512;16;4.6349206;10;3.7559056;7;1.2444445;2;10.306452;65;520;1.0058028;92;35;7;172;108;3;129;161;9;1;1885;188;341;0.55131966;0.6078122;0.41775635;0.06536769;0.06432501;0.037037037;0.017390504;1973.4043;2079.7874;1531.9149;33.50169;98.005104;195.13329;944;6.897059;15;8.73494;16;4.6626506;12;2.0533333;6;10.368421;30;843;2.4721408;48;15;15;146;89;41;149;149;8;1;16;1
426;sim-0.05-0.3-10-1-2-0.5-0.8-20 ;1;Test;36262;230;733;0.313779;0.49349192;0.37856382;0.82200766;0.52180755;0.27518103;0.066830955;43321.74;39078.26;22726.088;7.6403117;6.3798842;13.401997;105;24.515924;48;32.911602;46;15.254144;29;2.989011;5;60.104546;202;1;0.001364257;81;37;29;28;82;50;184;173;183;4;3907;196;726;0.26997244;0.51682943;0.35189947;0.09015692;0.069123544;0.030648712;0.011821502;5474.4897;4897.959;2260.204;22.549192;188.48077;375.996;1392;8.579882;19;7.727778;16;3.183908;10;1.2706767;3;19.845304;86;990;1.3636364;98;39;17;41;69;1;113;170;55;1;3296;229;485;0.47216496;0.49255285;0.49527323;0.034148093;0.05088779;0.045710087;0.023131112;1746.7249;2489.083;3039.3013;40.883423;135.08516;268.83823;1703;5.223301;14;8.4789915;16;8.462185;17;4.5462184;10;14.026786;41;1779;3.6680412;76;21;41;28;128;45;169;181;178;2;21;1
431;sim-0.05-0.3-10-1-2-0.5-1-20 ;1;Test;60515;235;935;0.2513369;0.5860912;0.38695604;0.94683987;0.7526588;0.34870726;0.077332444;64697.87;74123.41;51242.555;9.261629;5.565425;10.047614;93;20.053398;45;28.125;54;15.269566;34;3.2179487;10;68.0362;213;1;0.001069519;98;37;43;56;152;48;180;140;119;5;4880;212;928;0.22844827;0.6022019;0.3798688;0.07336507;0.07324313;0.028928187;0.00811698;5839.6226;6617.9243;4820.755;19.353853;237.97688;239.3911;1393;7.155251;25;7.995652;20;4.1846848;13;1.9105263;5;29.296297;112;1111;1.1971983;116;65;51;156;149;8;120;124;12;1;3536;233;720;0.3236111;0.5250653;0.4529404;0.011619549;0.032316778;0.04071123;0.014623882;1742.4893;2309.013;3008.5837;37.83719;189.4228;378.53534;1763;4.9866667;11;6.3932586;15;5.7514124;16;2.7229729;7;14.506494;45;1924;2.6722221;89;52;37;72;120;7;152;182;120;22;40;2
436;sim-0.05-0.3-10-1-2-1-0.6-20 ;1;Test;17368;179;548;0.32664233;0.6189647;0.36998722;0.6240462;0.3915078;0.201181;0.092834316;25346.37;22502.793;10642.458;9.172024;7.527527;14.825817;106;24.45946;40;19.133333;44;8.318519;21;2.1777778;4;42.242237;126;30;0.054744527;58;20;5;95;116;51;134;157;82;4;2041;171;545;0.31376147;0.5394859;0.35846028;0.08774584;0.037556987;0.024996739;0.013670757;3830.4094;1871.345;1257.3099;21.324203;143.58969;286.22543;774;6.29771;16;4.2686567;9;2.857143;6;1.2626263;3;11.548193;58;553;1.014679;61;16;23;103;112;39;120;133;1;1;1799;177;336;0.52678573;0.5355251;0.37856597;0.059892327;0.06734275;0.034097146;0.016175736;2152.5425;2440.678;1169.4916;44.032745;95.29428;190.11838;842;7.849315;13;8.219512;13;3.4320989;8;2.2794118;7;9.907515;23;987;2.9375;22;20;67;74;66;117;120;98;46;3;15;1
441;sim-0.05-0.3-10-1-2-1-0.8-20 ;1;Test;36216;277;741;0.37381917;0.52952754;0.35835034;0.68449825;0.46546882;0.21591699;0.046165098;40093.863;35750.902;21187.727;5.0170155;9.168352;16.569574;130;35.808918;97;33.540985;55;11.699453;25;2.7717392;6;53.252747;173;1;0.001349528;92;14;45;101;173;135;224;181;108;4;3604;188;726;0.25895315;0.7588126;0.35132337;0.06786457;0.050308827;0.038772166;0.013585503;5037.234;3377.6597;1611.7021;14.884862;187.97075;188.60469;1121;6.407821;16;5.067039;12;2.5114942;6;1.5034965;3;19.453238;108;871;1.1997246;66;35;24;56;127;81;141;153;65;1;4109;275;504;0.5456349;0.49856013;0.38441774;0.05235449;0.057003416;0.046632275;0.0127124;2970.9092;2930.9092;2458.182;40.405888;143.65584;287.31168;1964;11.113044;84;11.459678;21;6.9919353;16;2.747826;7;14.856604;40;2044;4.0555553;97;13;48;85;177;130;239;184;104;9;22;1
446;sim-0.05-0.3-10-1-2-1-1-20 ;1;Test;70992;324;931;0.3480129;0.5095842;0.36997995;0.8803344;0.6344705;0.29470587;0.058410514;60959.875;61339.508;44583.332;11.769566;5.3467383;10.552491;136;32.682926;65;36.298702;58;17.912664;38;3.0987124;10;62.89028;255;1;0.001074114;117;33;65;94;153;117;248;201;129;6;5672;274;923;0.29685807;0.5965448;0.3549284;0.08238205;0.06388643;0.025728934;0.005257746;5777.372;6266.4233;4109.4893;26.354414;88.16323;247.04568;1665;9.004525;24;8.938865;22;5.0704846;12;1.5672514;6;23.706896;132;1255;1.3596966;87;35;81;71;131;90;206;125;125;1;5355;321;713;0.4502104;0.4941738;0.40478837;0.029992107;0.048562963;0.038242314;0.010879409;2800.623;3467.2898;3320.8723;40.840374;196.06377;391.62482;2571;8.307693;17;10.119318;16;7.869318;18;2.5882354;8;16.27922;55;2432;3.4109397;121;8;66;75;160;111;258;221;200;4;31;2
451;sim-0.05-0.3-10-1-4-0.5-0.6-20 ;1;Test;14957;196;550;0.35636362;0.64030683;0.39334354;0.5206689;0.2959248;0.17490293;0.067230985;18244.898;18698.98;7035.7144;4.458314;18.102554;24.489555;86;12.33945;28;16.69853;30;7.1044774;15;2.2116787;4;28.245714;153;43;0.07818182;89;34;16;77;105;19;133;170;90;3;1665;194;546;0.35531136;0.5443655;0.40318614;0.04904374;0.027691912;0.021889182;0.009915503;1953.6083;1639.1753;943.29895;13.054924;145.49915;145.56738;625;4.015625;9;4.1044774;9;3.234375;8;1.3428571;3;8.693122;93;425;0.77838826;92;41;16;163;105;8;123;168;1;1;1061;174;332;0.52409637;0.60638684;0.43280807;0.041666668;0.04774817;0.02108877;0.011091416;965.5172;1959.7701;965.5172;32.200127;93.941475;187.41664;524;3.4285715;8;5.54321;11;3.2105262;7;1.5084746;6;6.3653846;35;476;1.4337349;0;50;10;55;65;174;77;135;105;2;13;2
456;sim-0.05-0.3-10-1-4-0.5-0.8-20 ;1;Test;30921;240;744;0.32258064;0.62006706;0.387958;0.65330297;0.37659767;0.21794872;0.08082817;34666.668;31304.166;15420.833;4.516726;15.000473;24.143423;81;18.509554;38;24.10326;37;11.211957;23;2.3532608;6;45.671295;259;1;0.001344086;86;17;5;87;80;40;172;232;135;4;3330;237;732;0.3237705;0.5356432;0.37648836;0.071312614;0.040503558;0.021422531;0.011304423;3772.1519;3392.405;1333.3334;12.851717;192.58505;384.8597;1203;6.5380116;14;6.679558;12;3.364641;6;1.9444444;4;13.880342;123;771;1.0532787;96;36;6;87;81;17;142;227;98;1;2125;223;520;0.42884615;0.5493168;0.44877693;0.031271838;0.04215252;0.025115432;0.011634363;1600.8969;2278.0269;1883.4081;34.85039;141.54858;283.09717;1085;4.5151515;12;5.9921875;12;4.8203125;11;1.7980769;5;9.770335;46;1153;2.2173078;0;31;21;39;60;223;156;199;180;3;15;1
461;sim-0.05-0.3-10-1-4-0.5-1-20 ;1;Test;53609;217;930;0.23333333;0.5400335;0.38780078;0.81623125;0.6195791;0.33476603;0.12399503;59364.055;59741.934;42013.824;7.346932;10.552923;16.241035;80;18.331707;42;23.116882;43;12.113537;28;3.1767242;8;66.5445;184;1;0.001075269;58;10;29;43;123;62;157;151;144;6;3870;189;921;0.20521173;0.4845016;0.37330985;0.0590055;0.050586082;0.025349671;0.010078692;4835.979;4587.302;2899.471;14.946995;235.93431;238.50565;1247;6.1576576;26;5.9692984;14;3.32;11;1.6237113;3;20.02139;79;916;0.9945711;77;10;29;44;0;10;132;146;138;189;2873;211;712;0.2963483;0.4619517;0.432476;0.03183167;0.03305153;0.033784878;0.009394195;2113.7441;2312.7961;2644.5498;40.574905;185.72292;371.44583;1423;4.780822;13;5.754286;11;4.7325583;10;1.8842975;6;13.487804;38;1552;2.1797752;33;31;49;39;96;68;132;82;92;1;25;2
466;sim-0.05-0.3-10-1-4-1-0.6-20 ;1;Test;15340;239;550;0.43454546;0.6312021;0.3856188;0.43289313;0.26410916;0.13271719;0.05820855;17343.096;14686.192;8569.038;7.1317368;18.848948;40.581924;112;17.422018;32;16.205883;32;7.2985077;11;2.518248;4;24.954338;97;44;0.08;111;51;19;2;103;24;162;206;215;3;1774;221;503;0.4393638;0.5916353;0.41643935;0.04681851;0.029304475;0.019219505;0.010846331;1859.7285;1488.6877;981.90045;8.769992;137.884;275.3634;762;4.256637;9;4.903226;9;3.2644627;7;1.8490566;4;7.8976746;51;533;1.0596422;111;54;21;181;0;15;137;199;27;221;1196;237;316;0.75;0.57151127;0.36472046;0.052306868;0.03747963;0.01949891;0.006509558;1645.5696;1113.9241;666.6667;41.870983;99.20181;197.8004;633;6.983871;14;5;10;3.260274;8;1.4693878;4;5.574879;20;556;1.7594937;69;55;56;164;99;142;162;147;1;2;12;2
471;sim-0.05-0.3-10-1-4-1-0.8-20 ;1;Test;27735;268;741;0.3616734;0.53493303;0.38850647;0.6129822;0.3488857;0.16202354;0.044927515;30589.553;29029.852;18052.238;4.277484;14.035297;27.466774;95;22.345911;42;19.497269;33;9.710382;19;2.9347825;5;36.083332;134;1;0.001349528;86;65;67;62;72;107;153;162;134;4;2767;180;733;0.24556616;0.77590346;0.36993316;0.06899201;0.037959058;0.028786756;0.011259958;4688.8887;2872.2222;1133.3334;15.632463;189.4228;191.43716;883;5.39779;21;3.6704545;14;1.6811594;4;1.0898876;3;15.685484;83;577;0.787176;81;49;25;45;30;15;92;135;104;1;2244;264;500;0.528;0.53114533;0.3780214;0.0497067;0.03803063;0.021490768;0.005852918;2257.5757;1901.5151;1261.3636;37.686127;141.35417;282.70834;1138;7.3846154;17;5.886179;11;3.9256198;9;1.7176471;4;8.880165;30;1165;2.33;40;90;50;65;65;190;134;177;167;8;19;1
476;sim-0.05-0.3-10-1-4-1-1-20 ;1;Test;55326;293;937;0.3127001;0.5222964;0.3773575;0.85848093;0.5332592;0.24136701;0.047578085;52887.37;52447.098;39389.08;7.0080385;7.094214;15.92228;90;23.801933;51;24.771551;45;11.193966;29;2.6566525;11;48.93706;222;1;0.001067236;113;43;73;75;119;98;180;160;114;6;4344;198;927;0.21359223;0.74657834;0.36603078;0.07777534;0.05882135;0.029039513;0.009449149;6171.7173;5131.313;4196.9697;19.63049;237.32678;163.54819;1209;6.694064;20;5.855895;14;3.6412556;9;1.6380368;5;28.304348;133;820;0.8845739;71;20;20;67;66;68;88;139;65;1;3109;289;672;0.43005952;0.5038586;0.4053107;0.018583886;0.035041183;0.026902722;0.006871924;2044.9827;2006.9204;1820.0692;43.015244;183.17477;365.95218;1467;5.7619047;14;6.433735;13;4.804878;12;1.9365079;6;10.705036;33;1511;2.2485118;95;29;61;91;0;158;224;190;90;289;27;2
481;sim-0.05-0.3-20-0.3-2-0.5-0.6-20 ;1;Test;17745;235;903;0.26024362;0.5072243;0.34605017;0.2281924;0.19455934;0.09409742;0.0468299;23536.17;15400;8068.085;13.40895;35.67032;30.254656;269;18.070353;30;19.446428;32;6.5495496;13;1.2433628;4;44.986176;157;145;0.16057585;35;15;18;117;109;66;184;197;88;4;1661;211;899;0.23470522;0.48258057;0.34693876;0.019737544;0.015476571;0.009652963;0.004806258;2331.7537;1099.5261;601.89575;20.295057;231.15796;462.31592;668;3.230047;9;2.3300972;8;1.3668638;3;1;1;7.4752474;59;546;0.60734147;45;73;15;114;107;17;109;195;1;1;3615;234;662;0.35347432;0.45157936;0.40558913;0.05913699;0.04583645;0.035000652;0.012776664;3089.7437;3068.376;2500;35.99378;176.17322;351.0698;1830;6.3398695;15;8.609756;16;5.1358023;12;1.9714285;5;15.321739;47;1862;2.8126888;35;31;33;90;101;66;145;176;48;3;11;1
486;sim-0.05-0.3-20-0.3-2-0.5-0.8-20 ;1;Test;33797;271;1236;0.21925566;0.5361885;0.35541695;0.32818556;0.26297837;0.13640662;0.02572875;36387.453;33564.574;19767.527;8.832672;21.709753;29.640518;113;21.950356;42;25.016287;41;9.879478;23;1.4820846;9;67.96887;237;1;8.09E-04;83;59;57;95;89;35;180;155;91;4;2902;203;1231;0.16490658;0.62914824;0.33066106;0.042746115;0.024843208;0.012169432;0.006139041;4586.207;2610.8374;1448.2759;21.941883;312.19385;624.3877;1080;4.2312927;12;2.7892857;9;1.726087;4;1.0862069;2;17.433332;81;886;0.71974003;37;34;7;58;39;22;129;138;75;1;6268;270;925;0.2918919;0.524155;0.42274287;0.055699065;0.06151793;0.036356546;0.010153066;3840.7407;6270.3706;4366.6665;35.005077;241.76021;482.28;3151;7.1641793;17;11.550219;19;6.1718063;12;2.6698565;8;22.697762;106;3150;3.4054055;86;17;64;91;124;43;225;151;49;2;12;1
491;sim-0.05-0.3-20-0.3-2-0.5-1-20 ;1;Test;66151;317;1566;0.20242657;0.500289;0.35553965;0.6694805;0.40107435;0.13170055;0.020607235;60719.242;67558.36;44246.06;11.462542;12.306956;19.80429;112;21.45179;41;26.033333;41;11.015464;26;1.8797954;9;76.337746;354;1;6.39E-04;115;65;77;129;133;63;191;119;27;6;4358;203;1552;0.13079897;0.707308;0.33983773;0.06601954;0.043592934;0.011735035;0.00296911;6704.4336;6822.66;4236.453;19.993586;391.33746;782.6749;1492;4.5319147;11;3.9604223;11;2.1269841;9;1.1367521;5;30.625;148;1294;0.8337629;98;53;71;0;96;12;112;83;203;1;8106;316;1283;0.24629775;0.46669838;0.4122225;0.043048516;0.054364383;0.030793482;0.005948665;4870.253;7294.3037;5803.7974;36.35872;330.57828;661.15656;4033;6.842282;20;9.987461;18;6.264984;15;2.3619404;6;25.23077;100;4045;3.152767;153;81;68;102;117;29;181;152;94;31;17;2
496;sim-0.05-0.3-20-0.3-2-1-0.6-20 ;1;Test;15994;308;900;0.3422222;0.59289503;0.3551124;0.31819183;0.1613077;0.05156064;0.011935728;17516.234;15139.61;10032.468;11.174703;23.15571;37.954403;142;17.055277;33;14.295964;25;6.636771;15;1.2914798;3;27.870861;166;63;0.07;135;126;134;154;227;65;91;98;69;4;1505;165;892;0.18497758;1.0724835;0.36160073;0.04591144;0.028033512;0.007093378;0.002495159;2915.1516;2521.2122;1648.4849;20.555878;226.92068;453.65735;513;1.8201058;5;1.0921053;3;1;1;1;1;12.575;56;392;0.4394619;21;41;48;0;0;15;25;27;165;165;3071;304;658;0.4620061;0.5824087;0.3835827;0.052129816;0.041644003;0.01687129;0.005332537;2723.6843;2559.2104;1891.4474;43.12221;181.66177;362.4155;1556;7.180645;26;5.834356;13;3.765823;9;1.869281;4;11.249057;40;1516;2.3039513;138;81;117;141;232;43;174;119;94;5;8;1
501;sim-0.05-0.3-20-0.3-2-1-0.8-20 ;1;Test;34133;431;1233;0.34955394;0.54423946;0.33803204;0.332418;0.17574939;0.063412175;0.013408141;25842.227;22770.3;14127.61;8.596315;35.134914;94.90991;138;28.765957;44;23.529411;39;8.885621;19;1.3615636;7;43.7783;297;1;8.11E-04;163;71;112;213;193;142;289;208;97;4;2363;267;1228;0.21742672;0.86201525;0.3444603;0.03191292;0.019659618;0.006461596;0.002378464;3014.9812;2479.4006;1086.1423;18.019732;314.22604;628.4521;743;2.672474;8;1.9302325;5;1.1189427;3;1;1;13.892562;164;645;0.5252443;89;6;48;98;78;27;165;121;1;1;7097;420;913;0.4600219;0.5456791;0.37523445;0.062059835;0.04645152;0.022819791;0.006340594;4030.9524;4464.2856;3059.524;42.15119;251.92459;502.94037;3598;10.746544;20;11.579646;21;6.2177777;13;2.3761904;6;17.564886;55;3528;3.864184;154;116;58;153;215;138;261;259;83;2;10;1
506;sim-0.05-0.3-20-0.3-2-1-1-20 ;1;Test;73361;444;1566;0.2835249;0.47639322;0.34230733;0.49774694;0.28290257;0.11218341;0.02283731;49204.953;48912.164;30362.613;20.692732;14.022957;26.381521;167;29.318682;52;27.65641;49;11.487113;22;2.0767264;11;62.150463;398;1;6.39E-04;115;69;96;114;227;152;372;228;116;5;3655;343;1532;0.22389033;0.56062067;0.3333908;0.038598254;0.018760469;0.005295545;0.001897111;3667.6384;3227.4053;1772.5947;13.2789545;392.53662;785.07324;1141;4.1440215;10;3.2115386;9;1.7865853;5;1.0567685;3;14.245968;168;1113;0.7265013;148;98;91;168;174;44;134;35;2;1;10248;444;1265;0.35098815;0.4694302;0.38127112;0.04656464;0.04600007;0.025381852;0.006347847;4954.955;6256.757;4319.82;40.222008;335.872;670.8003;4839;10.248366;24;12.43949;22;6.503185;16;2.7877698;8;22.745413;92;5091;4.024506;116;30;102;142;242;136;387;255;171;3;17;2
511;sim-0.05-0.3-20-0.3-4-0.5-0.6-20 ;1;Test;12182;195;896;0.21763393;0.6500255;0.37276;0.28773147;0.16324872;0.08039525;0.022337;18471.795;14723.077;9558.975;7.8636327;62.8103;71.13275;220;10.29293;16;10.504504;15;4.783784;9;1.6565657;3;30.464865;157;148;0.16517857;92;41;47;156;192;25;142;103;18;3;1404;147;892;0.1647982;0.8049935;0.39418525;0.031004164;0.02163301;0.0061113;0.008610364;2353.7415;1809.5238;1197.2789;21.10004;226.04866;452.09732;539;2.2376237;5;2.1004784;5;1.6056339;3;NaN;0;10.050505;87;341;0.382287;50;53;1;125;146;13;54;99;1;1;1819;190;642;0.29595014;0.58476174;0.41492835;0.043421052;0.034374826;0.020353366;0.006361453;1931.579;2373.6843;1815.7894;30.935755;168.00298;168.08841;931;3.6165414;9;4.3248405;11;2.627451;6;1.4523809;3;9.91573;33;1002;1.5607476;89;44;69;134;160;20;114;71;20;1;8;1
