;image;Rep;Is; areaTotal; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; areaPrim; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; areaLat; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; EDMmax; LatDiam
1761;sim-0.15-0.3-30-1-2-1-0.8-20 ;1;Test;208756;364;2256;0.16134752;0.535063;0.33291388;0.9194453;0.68463737;0.3222436;0.05116528;162090.66;157593.4;103002.75;13.887486;4.049844;6.9798265;290;66.86617;104;72.36121;103;33.811386;68;3.797153;15;285.93002;532;1;4.43E-04;92;16;56;128;163;153;318;269;85;5;24640;316;2250;0.14044444;0.5515858;0.30529433;0.11463966;0.10291435;0.03861707;0.007828396;22496.836;22870.254;13009.494;24.756641;568.5156;1136.0409;9262;19.107527;46;16.618538;36;5.551913;16;1.4921875;5;81.85121;253;8017;3.563111;129;51;40;143;149;68;249;190;29;1;30843;363;1887;0.19236884;0.48674196;0.406669;0.034583926;0.07898688;0.08229965;0.023705538;13253.443;13424.242;15837.466;40.538185;480.6922;961.3844;15880;17.669565;31;21.942553;34;16.433762;32;5.4896073;17;79.31579;162;13304;7.0503445;118;5;38;93;153;118;327;284;184;37;32;1
1766;sim-0.15-0.3-30-1-2-1-1-20 ;1;Test;370027;370;2834;0.13055752;0.573425;0.34714824;0.9860256;0.88395196;0.5165515;0.07935585;249348.66;252175.67;192832.44;10.759472;3.7853205;6.527662;203;46.341175;96;54.151344;86;34.496452;67;5.289548;29;282.46973;540;1;3.53E-04;108;45;62;129;190;168;289;246;111;6;31864;319;2827;0.112840466;0.59796417;0.33638993;0.059310593;0.08753751;0.053056907;0.010955458;20793.104;24191.223;18962.383;31.249798;711.5118;716.1216;10703;16.621037;55;18.024113;42;7.536273;25;1.9544592;9;111.72993;281;7668;2.712416;109;53;48;125;161;87;227;212;47;1;24537;369;2398;0.15387823;0.51076865;0.45442185;0.005016417;0.026390668;0.05501529;0.01996008;6975.61;5081.301;11273.713;38.286564;607.16473;1213.1884;11712;10.298635;23;10.670016;22;12.446309;27;5.5711775;19;62.82834;138;9501;3.9620516;107;49;60;81;150;169;315;261;188;62;56;2
1771;sim-0.15-0.3-30-1-4-0.5-0.6-20 ;1;Test;77153;259;1648;0.1571602;0.45249933;0.35329214;0.7612557;0.5356916;0.19767065;0.032395992;90131.27;89007.72;57177.605;5.1080217;8.454058;14.215756;576;31.50259;55;34.724392;54;17.302439;34;3.3536584;8;146.51465;377;398;0.24150485;73;6;18;59;85;77;241;157;75;3;8983;201;1643;0.122337185;0.49065843;0.33447322;0.10867059;0.08138271;0.027326249;0.006893897;14587.064;13671.642;7402.985;15.156326;209.6256;278.5056;3038;9.117048;21;7.953545;19;3.0414507;8;1.896875;6;46.967392;176;2255;1.3724893;70;11;39;46;72;54;146;96;73;1;10770;259;1293;0.20030935;0.3830901;0.43207315;0.050773695;0.06623733;0.05661818;0.015775815;6988.417;8799.228;7714.2856;35.614307;330.45575;659.931;5799;9.116608;19;11.35514;23;9.336449;20;3.5323741;10;39.929962;108;4927;3.8105183;68;25;8;2;96;86;204;179;161;2;17;1
1776;sim-0.15-0.3-30-1-4-0.5-0.8-20 ;1;Test;133351;262;2254;0.1162378;0.618507;0.349763;0.9061004;0.655702;0.252179;0.042761255;149297.7;148400.77;101847.33;5.523274;6.656086;11.893992;144;34.06145;60;36.38968;57;19.37143;38;3.250444;12;216.55463;546;1;4.44E-04;87;45;81;117;145;98;209;146;75;4;14766;205;2248;0.09119217;0.6795658;0.33982193;0.104979105;0.09362679;0.038507823;0.006271077;19912.195;21258.537;13482.927;18.823242;284.7003;565.93585;4665;10.107011;32;9.460714;22;4.530466;12;1.5150115;5;87.26875;244;3219;1.4319395;61;31;65;82;0;81;138;88;23;205;14204;261;1863;0.14009662;0.53939825;0.412718;0.015596558;0.051477145;0.05631371;0.014350402;8310.345;9237.548;11107.279;33.250065;470.6506;941.1615;7371;9.230232;19;10.260776;19;8.134199;17;3.2048519;10;53.034748;137;5270;2.8287709;88;37;51;92;157;106;193;147;116;2;36;1
1781;sim-0.15-0.3-30-1-4-0.5-1-20 ;1;Test;209177;247;2834;0.08715596;0.61928076;0.3696004;0.97640824;0.83655465;0.37981805;0.06713348;222975.7;236558.7;182607.28;4.5039496;6.7102723;12.517555;132;23.397058;72;25.841583;58;18.23688;35;3.8545198;15;220.61948;596;1;3.53E-04;86;1;60;90;130;104;234;129;73;6;15907;192;2827;0.06791652;0.68425345;0.3579467;0.054843307;0.07425334;0.04545523;0.007088698;18234.375;20052.084;17557.291;22.380135;247.72404;1417.2551;4813;7.664723;40;7.9432626;25;4.505698;14;1.5330882;6;94.948715;251;3102;1.0972762;60;36;73;73;99;87;136;65;34;1;12075;245;2365;0.10359408;0.5269827;0.45619017;0.008250139;0.028116774;0.042041175;0.014123645;6518.367;6155.102;7453.061;23.186869;595.2378;1189.3772;5306;5.242647;15;6.4855685;14;5.4914966;14;3.3383458;12;48.164608;177;3678;1.5551797;101;10;63;57;126;86;201;130;138;30;54;2
1786;sim-0.15-0.3-30-1-4-1-0.6-20 ;1;Test;80178;443;1646;0.2691373;0.5560279;0.34247917;0.58826804;0.30379158;0.10670937;0.020424264;58530.473;53846.5;35525.96;7.9273896;10.623869;17.045647;758;43.50909;67;40.234146;56;16.044117;38;3.2092457;11;95.76334;426;547;0.33232078;171;49;150;169;265;121;360;209;128;3;7763;331;1642;0.20158343;0.69772506;0.34551477;0.07866761;0.03960174;0.011733162;0.003578557;7628.399;7066.4653;4546.8276;17.290478;215.97307;837.6139;2279;7.2906404;19;6.3374085;14;3.4303796;8;1.583871;5;32.70044;172;2096;1.2764921;146;0;129;120;216;57;231;95;126;1;15137;441;1279;0.34480062;0.5430168;0.37212613;0.068771504;0.07142685;0.037742253;0.00736837;8306.122;9006.803;6918.367;38.453136;338.7049;677.0827;7439;16.41751;32;17.160378;32;10.177216;22;2.9272728;10;33.246544;109;7607;5.947615;156;68;83;178;280;149;314;312;188;4;16;1
1791;sim-0.15-0.3-30-1-4-1-0.8-20 ;1;Test;146308;344;2254;0.15261757;0.54673755;0.33903223;0.79827875;0.51367235;0.22071537;0.03913308;128912.79;119215.12;75005.81;7.869384;7.2123857;11.397446;227;51.429104;88;51.183273;81;21.123215;45;2.9698045;12;216.81424;576;1;4.44E-04;122;9;55;120;150;101;298;239;85;4;15359;296;2248;0.13167259;0.5695033;0.31477982;0.103506304;0.06768644;0.023724103;0.004225178;17192.568;15618.243;8290.541;18.856195;566.85095;1133.7019;5103;12.180506;26;9.3;24;3.9463327;14;1.3916256;6;55.55263;304;4513;2.0075622;111;20;119;140;137;69;248;160;37;1;22834;342;1859;0.18396987;0.49740627;0.38437998;0.044719588;0.07970054;0.060519613;0.015295603;12950.292;13552.632;12421.053;37.32084;472.88583;945.5903;11573;14.961538;37;18.62419;33;11.030369;24;3.3530865;10;64.002945;156;10203;5.488435;111;13;10;74;172;109;304;280;171;1;25;1
1796;sim-0.15-0.3-30-1-4-1-1-20 ;1;Test;282084;354;2833;0.12495588;0.6361565;0.34845263;0.91251993;0.72175723;0.3795573;0.07135633;212169.48;206836.16;146652.55;8.292585;5.9374375;9.869036;213;45.446404;86;50.263454;84;24.767706;52;3.7213578;19;261.6586;656;1;3.53E-04;141;22;75;162;236;125;324;274;93;5;22477;307;2797;0.109760456;0.6589667;0.3227718;0.07972794;0.07229988;0.030886972;0.007702859;20664.494;19902.28;12058.632;22.83656;704.2223;709.42615;7831;13.114778;45;11.757532;31;4.6197386;16;1.6375712;7;81.30798;293;6032;2.1565964;111;41;126;134;201;90;249;93;61;1;27086;354;2388;0.1482412;0.57724935;0.4150794;0.024266379;0.054763764;0.059277013;0.018611055;10912.43;12483.051;13926.554;32.998665;603.59753;1207.0481;12437;12.070922;30;16.568068;28;11.884033;26;3.7676952;12;73.53125;199;10077;4.219849;153;9;61;87;269;128;332;256;253;3;41;2
1801;sim-0.15-0.4-10-0.3-2-0.5-0.6-20 ;1;Test;5697;86;441;0.19501133;0.6933525;0.4237877;0.3725286;0.42061633;0.19913098;0.051260177;12988.372;19116.28;13430.232;5.5432124;17.893858;44.118813;29;6.6941175;14;10.87963;15;5.490741;10;1.4128441;2;39.453125;99;1;0.002267574;23;4;10;33;30;8;71;52;23;3;614;49;404;0.12128713;0.7943562;0.40739593;0.06653809;0.07087148;0.026299441;0.024744406;2387.7551;2510.204;2408.1633;8.165322;101.8332;203.54115;185;1.6777778;4;1.9444444;5;1.4047619;3;1;1;14;75;115;0.28465346;13;22;20;23;19;1;20;29;20;1;742;85;283;0.30035335;0.42649436;0.496495;0.032626428;0.0537514;0.05021982;0.024740098;764.7059;1647.0588;1729.4117;40.630997;74.330345;148.36778;452;2.368421;5;4.4492755;8;3.1111112;7;1.7833333;4;8.638555;24;391;1.3816254;38;9;7;26;28;1;70;48;12;1;9;1
1806;sim-0.15-0.4-10-0.3-2-0.5-0.8-20 ;1;Test;13606;104;608;0.17105263;0.69458187;0.3937536;0.72300774;0.58397764;0.2808475;0.064951204;33990.383;35682.69;26403.846;4.5821548;15.003293;19.325687;34;8.365079;19;11.98;21;6.9266667;14;1.72;5;50.325302;150;1;0.001644737;38;5;27;31;63;30;82;47;40;4;1117;69;602;0.114617944;0.76761645;0.33368704;0.07609711;0.053213995;0.03404297;0.012733869;4217.391;3391.3044;1942.0289;15.23183;152.06906;303.02805;381;2.9555554;7;2.4184396;7;1.51;4;1.1764706;2;18.957447;62;261;0.43355483;29;35;11;0;0;9;30;43;69;69;1193;103;444;0.23198198;0.47416157;0.4931309;0.03649956;0.04359352;0.042511906;0.019473752;1126.2136;2097.0874;2067.9612;22.049467;114.00439;228.00877;688;2.4691358;8;4.0283017;9;3.4351852;9;1.6666666;4;11.56;37;500;1.1261262;47;11;19;21;53;27;61;59;57;3;11;2
1811;sim-0.15-0.4-10-0.3-2-0.5-1-20 ;1;Test;22634;105;774;0.13565892;0.6056619;0.40195778;0.8238719;0.6806562;0.41078234;0.085604236;46809.523;58085.715;44133.332;5.226265;11.275609;19.587542;42;9.193939;19;12.53125;26;6.7789474;16;1.9067358;8;61.22826;190;1;0.00129199;39;11;21;33;51;35;78;58;23;5;1682;78;729;0.10699589;0.65048474;0.40832326;0.07177531;0.06794949;0.040073372;0.012898213;3525.641;5602.564;3974.359;12.541211;184.08965;367.07764;568;2.4691358;10;3.8139534;13;2.0314465;6;1.1369863;3;24.238094;125;393;0.5390946;42;19;23;39;41;14;27;17;1;1;1381;104;600;0.17333333;0.47548807;0.4662823;0.020208605;0.026642019;0.04275457;0.016782952;2115.3845;1365.3846;2471.1538;32.657543;152.23666;152.94377;692;2.7190082;9;2.5766423;6;3.321168;10;1.9387755;5;13.176471;35;529;0.88166666;32;12;16;29;43;12;74;87;33;1;16;2
1816;sim-0.15-0.4-10-0.3-2-1-0.6-20 ;1;Test;6218;150;442;0.33936653;0.5696033;0.40542164;0.3765804;0.24213675;0.11368472;0.029879773;9593.333;12580;8266.667;4.5947957;24.224943;51.150738;34;9.4;21;11.899082;17;5.4766355;9;1.6090909;4;21.262774;150;1;0.002262444;71;41;51;44;73;14;88;57;34;3;635;93;439;0.2118451;0.7717636;0.35775477;0.054118775;0.037367724;0.011776447;0.011746791;2075.2688;1580.6451;913.9785;8.881959;112.587746;224.96445;166;2.0729167;5;1.6960784;3;1.1090909;3;1.2127659;2;10.229167;60;136;0.309795;42;17;72;0;40;8;52;1;93;1;850;148;306;0.48366013;0.50848967;0.43634757;0.03480589;0.04171043;0.028873745;0.010208037;898.6486;1243.2433;1256.7567;41.296574;85.42833;169.95587;417;3.7307692;9;4.4666667;10;2.9552238;7;1.4;3;5.746479;19;430;1.4052287;78;6;21;78;59;7;128;67;2;3;7;1
1821;sim-0.15-0.4-10-0.3-2-1-0.8-20 ;1;Test;14605;176;608;0.28947368;0.5898052;0.37480783;0.61455166;0.35673517;0.16061091;0.03799913;21664.773;24431.818;16392.045;11.175886;10.923557;19.79319;43;11.626985;27;17.3;30;6.1466665;14;1.2533333;3;32.91195;132;1;0.001644737;75;19;45;64;72;34;138;82;9;5;998;141;602;0.23421927;0.6316818;0.33060804;0.07009346;0.028277019;0.011744403;0.00278348;2531.9148;1893.6171;978.7234;14.671722;155.23209;155.33731;293;3.1086957;7;2.3146853;5;1.5057471;6;1;1;9.40196;67;271;0.4501661;81;51;80;0;67;6;90;39;141;1;1849;176;444;0.3963964;0.49825612;0.43241966;0.040582728;0.05733148;0.035088632;0.011961544;1568.1818;2607.9546;1954.5454;38.33486;119.40268;120.10979;961;3.6195652;10;7.9266057;13;3.6238532;11;1.8024691;5;10.178161;36;965;2.1734235;69;29;3;46;64;58;118;153;54;2;11;2
1826;sim-0.15-0.4-10-0.3-2-1-1-20 ;1;Test;27687;190;774;0.24547803;0.6519665;0.38650253;0.71143323;0.48681957;0.24157272;0.053767934;35378.95;39131.58;30189.475;7.642494;10.058033;18.769949;53;15.3795185;31;18.192709;29;9.063158;18;2.0414507;11;46.625;282;1;0.00129199;78;0;64;79;113;42;185;117;57;6;1880;164;659;0.24886191;0.6653866;0.3979902;0.067468524;0.044670306;0.01938641;0.007213951;2743.9023;2932.9268;2201.2195;18.931612;170.01764;174.14075;631;3.8231292;11;3.9691358;10;2.2763157;6;1.7105263;4;14.658334;145;539;0.8179059;82;33;62;61;91;5;97;48;1;1;2662;189;592;0.31925675;0.6008869;0.43687624;0.03456304;0.046727274;0.039995626;0.014119946;2238.0952;2693.1216;2428.5715;37.57357;155.5892;310.87137;1341;4.7175574;11;6.7862067;13;4.696552;11;2.0546875;5;13.843244;48;1361;2.2989864;74;15;65;61;94;46;163;111;107;3;20;2
1831;sim-0.15-0.4-10-0.3-4-0.5-0.6-20 ;1;Test;4486;73;442;0.16515838;0.7927433;0.4169145;0.421021;0.30583543;0.15524423;0.092609406;13219.178;13493.15;9136.986;5.5461636;25.440462;53.036858;22;4.821429;9;6.1100917;11;2.6448598;7;1.0272727;3;27.24074;112;1;0.002262444;41;12;6;50;44;9;54;58;4;3;440;60;412;0.14563107;0.5740909;0.37729478;0.024570024;0.032939885;0.020774938;0.014243673;1833.3334;1416.6666;0;20.214983;104.0865;208.173;151;1.7590362;4;1.8777778;4;1.2631578;3;1;1;8.755102;56;93;0.22572815;40;7;2;46;39;1;29;1;1;1;469;72;282;0.25531915;0.6396144;0.5338845;0.02079208;0.043201607;0.038213998;0.016477676;486.1111;1222.2222;1777.7778;33.65764;73.24616;145.5232;272;1.675;5;2.1666667;5;2.4375;5;1.4545455;3;6.8923078;28;202;0.71631205;24;37;29;45;62;29;7;33;20;1;8;1
1836;sim-0.15-0.4-10-0.3-4-0.5-0.8-20 ;1;Test;9981;77;607;0.12685338;0.732996;0.42137682;0.5563439;0.55196303;0.2894278;0.06846564;27831.168;32792.207;26428.572;3.7762842;27.243206;33.470055;32;4.248;9;6.9466667;12;4.756757;10;1.5986842;3;45.636364;184;1;0.001647446;25;6;11;17;14;18;66;46;24;5;712;51;601;0.08485857;0.6410002;0.40830356;0.06640877;0.04102453;0.020466693;0.01650619;2607.843;2901.9607;2568.6274;13.037213;151.55856;302.12085;216;1.616;5;1.5945946;5;1.3039216;3;1.0875;2;14.609756;90;144;0.23960066;28;18;23;13;0;2;33;1;1;51;754;76;425;0.17882353;0.5217088;0.4942768;0.014953272;0.034055077;0.037457436;0.020402612;684.2105;1447.3684;1750;31.859848;108.67382;216.36311;414;1.9538461;5;2.7281554;7;2.1978023;5;1.4342105;3;9.958904;26;343;0.8070588;51;9;27;22;30;1;59;14;22;1;12;2
1841;sim-0.15-0.4-10-0.3-4-0.5-1-20 ;1;Test;16636;95;774;0.12273902;0.74066323;0.41068685;0.8991276;0.54839003;0.28517506;0.07270316;41157.895;46863.156;34010.527;3.9562752;16.651295;31.299055;22;4.825301;17;7.3072915;17;4.573684;9;1.26943;4;46.394367;170;1;0.00129199;41;17;31;33;47;16;77;48;18;6;1042;65;765;0.08496732;0.7364979;0.38353595;0.08864697;0.049518384;0.026875976;0.006110946;4384.615;4153.846;3200;7.645255;192.75113;384.41904;298;2.05625;8;2.1419356;8;1.6058394;4;1;1;22.232557;87;200;0.26143792;30;14;13;26;29;1;34;43;1;1;962;92;550;0.16727273;0.5624604;0.5037819;0.011971269;0.024354145;0.029626656;0.019227324;934.7826;1250;1119.5652;33.763676;139.90353;278.82074;502;1.8311689;5;2.7076924;7;2.0983605;6;1.516129;4;10.204545;27;384;0.6981818;31;20;19;21;30;27;70;67;50;2;19;2
1846;sim-0.15-0.4-10-0.3-4-1-0.6-20 ;1;Test;4579;139;442;0.31447965;0.5567652;0.4318132;0.29559544;0.18137848;0.08544429;0.03042645;7474.8203;8755.3955;6935.252;3.0696106;43.174614;97.26937;21;6.3333335;12;6.944954;12;4.2056074;8;1.4636364;3;16.398306;125;1;0.002262444;43;6;23;48;51;11;98;61;44;3;486;58;410;0.14146341;0.9847807;0.4343521;0.030303031;0.02485549;0.02209205;0.01902985;1982.7587;413.7931;1137.931;8.34506;104.0865;207.04106;146;1.4666667;3;1.0222223;2;1.2258065;3;1;1;13.772727;55;90;0.2195122;12;38;47;17;18;7;1;1;39;1;500;138;290;0.47586206;0.40727535;0.47095174;0.012980529;0.031878624;0.015381523;0.008864671;449.27536;775.3623;644.92755;37.950974;80.95678;160.5802;262;1.9183674;4;2.8142858;6;1.7368422;3;1.3090909;2;3.9416666;15;210;0.7241379;71;10;42;9;71;5;76;60;19;2;8;1
1851;sim-0.15-0.4-10-0.3-4-1-0.8-20 ;1;Test;10787;148;608;0.24342105;0.55128455;0.4069115;0.5877034;0.2922822;0.14098732;0.033661317;18614.865;20263.514;14939.189;3.6009138;17.83942;32.785;33;7.296;16;10.1;18;5.286667;12;1.4933333;5;25.625;109;1;0.001644737;58;21;20;51;46;17;89;81;26;4;863;100;591;0.16920474;0.6910255;0.39733997;0.078983516;0.036434464;0.013628854;0.004394628;2170;2810;1580;7.7699113;150.09663;300.19327;183;2.0697675;7;2.0214286;5;1.4206349;3;1.1666666;2;15.884615;75;129;0.21827412;30;46;27;0;16;1;7;1;100;1;987;147;420;0.35;0.5048522;0.48584095;0.014066078;0.032236915;0.027593892;0.009520636;666.6667;1544.2177;1258.5034;41.67679;111.32835;222.6567;524;2.5396826;7;3.4455445;7;3.22;7;1.44;4;6.6573424;20;539;1.2833333;53;28;38;51;79;31;119;79;27;4;14;2
1856;sim-0.15-0.4-10-0.3-4-1-1-20 ;1;Test;18362;189;774;0.24418604;0.60225946;0.39497268;0.5645514;0.32976604;0.12789176;0.044352584;24656.084;27105.82;18126.984;5.06821;24.83366;37.662735;42;8.903614;20;12.526042;22;4.7105265;11;1.7823834;7;30.233917;197;1;0.00129199;84;20;60;64;74;31;152;65;60;6;1087;123;765;0.16078432;0.82256305;0.39472494;0.053586677;0.02875948;0.011814745;0.004262305;2447.1545;2471.5447;1455.2845;2.3950887;194.4865;387.9858;272;2.2115386;6;2.05625;6;1.3151516;5;1.27;3;14.4;111;215;0.28104576;0;28;59;53;45;123;72;32;37;1;1579;186;583;0.31903946;0.49737993;0.43177718;0.019636903;0.03211642;0.02344915;0.007079168;1193.5483;1935.4839;1655.914;35.515465;153.37862;306.45227;824;3.018868;9;4.798611;11;2.9481483;7;1.2921349;3;8.391304;39;824;1.4133791;112;23;36;101;97;20;144;113;2;2;16;2
1861;sim-0.15-0.4-10-1-2-0.5-0.6-20 ;1;Test;19122;148;551;0.26860255;0.65078676;0.40002203;0.7311721;0.61741734;0.3219308;0.07792719;26358.107;37729.73;23547.297;5.632692;7.009429;11.968212;63;16.342342;40;23.529411;38;13.432836;30;2.3913043;6;54.772728;182;1;0.001814882;64;8;26;38;86;16;138;102;95;4;2257;122;517;0.23597679;0.6596727;0.3717757;0.110270955;0.093023255;0.045632;0.014130333;4401.639;5163.9346;2590.1638;19.457886;133.64505;266.08646;735;5.892857;16;7.3228345;14;3.121951;10;1.6774193;4;20.79208;96;564;1.0909091;0;20;28;22;0;122;85;75;62;122;1869;146;387;0.37726098;0.5663585;0.4795286;0.035498757;0.05334136;0.05094044;0.031068811;1500;2267.1233;1534.2466;36.601524;103.81715;207.28;1033;4.028169;10;7.5894737;15;4.645161;10;3.3152175;8;12.412587;35;960;2.4806201;49;15;14;43;78;43;124;124;75;1;15;1
1866;sim-0.15-0.4-10-1-2-0.5-0.8-20 ;1;Test;36779;138;745;0.1852349;0.6236485;0.4031895;0.9598292;0.892421;0.53144765;0.11513252;54891.305;67985.51;57231.883;5.78739;6.697187;7.4916472;63;13.169811;42;19.695652;37;12.777174;25;3.545946;8;72.5124;156;1;0.001342282;47;0;24;41;45;35;129;85;64;4;3106;113;739;0.15290934;0.62733847;0.40890086;0.055910923;0.085187286;0.06348509;0.014540321;4442.478;5752.2124;6592.9204;19.20312;187.25919;190.78795;896;4.3651686;17;6.508197;17;4;12;1.7105263;5;30.989473;85;644;0.8714479;47;26;34;34;30;1;76;57;12;1;2099;137;587;0.23339012;0.5202773;0.44915158;0.004436776;0.019255023;0.04994681;0.024448093;1423.3577;897.81024;1102.1898;36.942028;151.10924;301.9884;1141;3.779661;11;5.230769;11;3.5971222;9;1.9827586;6;14.488889;47;944;1.6081772;45;5;18;49;42;47;128;107;43;2;29;2
1871;sim-0.15-0.4-10-1-2-0.5-1-20 ;1;Test;56592;160;939;0.17039403;0.65044796;0.40690237;0.9952651;0.90783536;0.6011105;0.107929856;71737.5;87918.75;75293.75;6.906785;7.8642955;10.276863;50;11.628019;44;16.918455;31;14.164502;31;3.1617022;11;74.16428;197;1;0.001064963;63;6;41;60;95;40;152;105;47;5;3801;144;931;0.1546724;0.6047266;0.40916774;0.04805943;0.05875809;0.051159825;0.010999427;4111.1113;5652.778;5909.722;27.448618;235.76471;159.02225;1181;4.701923;21;6.3593073;26;4.154867;15;1.5751295;3;28.844961;87;831;0.8925886;69;30;28;73;83;16;91;88;18;1;2120;159;728;0.21840659;0.5806129;0.5212776;0.004370629;0.012998368;0.02693061;0.025459649;1333.3334;515.72327;1150.9434;38.35846;186.34377;372.68753;1121;2.737931;8;3.2285714;10;3.4795322;10;2.878788;8;13.66;45;845;1.1607143;56;3;46;47;0;54;118;80;94;159;45;2
1876;sim-0.15-0.4-10-1-2-1-0.6-20 ;1;Test;20545;222;551;0.40290383;0.5049008;0.37862867;0.67555994;0.48872223;0.19652185;0.03655559;21783.783;31238.738;19837.838;5.065758;6.4358144;11.974468;76;21.91743;44;31.705883;60;12.067164;24;2.8768115;5;41.497654;163;1;0.001814882;73;22;57;64;92;40;183;102;81;4;2469;143;548;0.2609489;0.7199101;0.3590386;0.11174048;0.077942185;0.03873167;0.013018066;5020.979;4524.4756;1916.0839;13.2934475;141.65099;95.65075;702;6.9016395;14;5.6518517;13;2.6567163;6;1.4054054;3;21.18;83;574;1.0474453;61;29;27;27;56;12;109;93;1;1;2428;221;385;0.574026;0.47786012;0.4246475;0.046772685;0.059558883;0.051594343;0.011193125;1714.9321;2615.3845;1909.5023;42.63971;112.00446;222.64322;1153;5.902439;15;10.691489;18;6.0319147;15;2.8243244;6;11;57;1219;3.1662338;75;33;8;41;93;53;185;203;103;1;15;1
1881;sim-0.15-0.4-10-1-2-1-0.8-20 ;1;Test;42876;240;745;0.32214764;0.57033753;0.37197763;0.8566243;0.71949;0.29949412;0.040841263;47283.332;54437.5;37654.168;12.686842;6.2795467;8.319252;88;23.85;48;31.733696;55;14.63587;29;2.8162162;8;58.25112;179;1;0.001342282;98;13;60;106;113;71;201;112;36;4;3546;185;739;0.2503383;0.66963;0.3595135;0.08251646;0.07657278;0.030859968;0.006608215;4929.7295;5854.054;3767.5676;23.680916;190.87692;381.50885;1090;6.857143;30;7.2349725;17;3.6648045;10;1.2894737;4;23.427586;96;1000;1.3531799;97;18;74;72;79;7;101;61;14;1;3587;238;587;0.40545145;0.47526842;0.41396624;0.046531793;0.045901;0.047338992;0.01136701;2445.3782;2983.1934;3088.2354;41.877632;158.77342;317.1703;1649;6.007576;13;9.158621;16;5.5454545;17;2.56;10;13.940426;48;1801;3.0681431;103;24;44;73;133;67;204;142;65;2;25;2
1886;sim-0.15-0.4-10-1-2-1-1-20 ;1;Test;65527;213;939;0.22683705;0.6393889;0.38326946;0.9859691;0.82953006;0.49333823;0.08740416;69596.24;80417.84;63042.254;11.999089;7.485988;8.399661;88;19.864079;57;27.098713;55;17.151516;38;2.812766;12;78.99477;195;1;0.001064963;86;1;25;91;117;55;204;157;56;6;4626;165;873;0.18900344;0.7038085;0.39403066;0.053586263;0.06565775;0.054002777;0.013864959;4539.394;5848.485;5890.909;27.363644;115.03105;444.81232;1595;5.3813953;32;7.260465;28;4.6132073;21;1.7988505;5;30.157894;115;1368;1.5670103;68;7;43;54;0;33;137;103;41;165;3840;211;721;0.2926491;0.546506;0.47047287;0.002650762;0.02517203;0.047560617;0.024341896;1796.2085;1511.8484;2563.981;42.71714;188.60011;376.2406;1899;4.866242;13;6.275281;13;6.3314605;14;3.2453988;8;17.78607;41;1776;2.4632454;76;6;67;52;97;70;181;122;106;2;48;2
1891;sim-0.15-0.4-10-1-4-0.5-0.6-20 ;1;Test;15557;143;551;0.25952813;0.5336704;0.40152133;0.6912666;0.54711014;0.25236043;0.052519675;23636.363;35475.523;23104.895;4.068436;11.99479;17.155796;44;11.675675;29;18.875;31;8.0074625;15;2.7971015;6;43.152;167;1;0.001814882;43;9;21;44;58;19;132;78;48;4;1824;100;549;0.18214937;0.5788432;0.36245427;0.10206337;0.07305034;0.043355606;0.013981144;4840;3880;1920;11.884215;140.24622;279.50848;542;5.3178296;14;4.711111;10;2.125;5;1.2991453;3;19.021505;108;366;0.6666667;43;4;19;47;0;1;79;71;38;100;1060;141;395;0.35696203;0.49940452;0.45801052;0.03668091;0.04542142;0.030137187;0.007573765;900.7092;2021.2766;2141.844;42.36968;105.3423;210.34496;575;2.640625;8;4.4226804;10;3.1075268;8;1.4626865;4;7.628788;31;546;1.3822784;0;24;64;58;67;141;105;43;13;2;16;1
